HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N3.HOG0000111	OG0000031	n1									KAF6257433.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8068429.1 cyp-13A10 [Scenedesmus sp. PABB004]
N3.HOG0000112	OG0000031	n10									KAF6263115.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6266200.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6247248.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6250399.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3], KAF6266201.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8057861.1 CYP97C1 [Scenedesmus sp. PABB004]
N3.HOG0000113	OG0000031	n16									KAF6260940.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	KAF8072732.1 Cyp3a9 [Scenedesmus sp. PABB004]
N3.HOG0000114	OG0000032	n0									KAF6252709.1 Gametolysin peptidase M11-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265132.1 Gametolysin peptidase M11-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000115	OG0000033	n0									KAF6251442.1 hypothetical protein COO60DRAFT_1559902_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259743.1 hypothetical protein COO60DRAFT_1511819_ partial [Scenedesmus sp. NREL 46B-D3], KAF6260982.1 hypothetical protein COO60DRAFT_831127 [Scenedesmus sp. NREL 46B-D3], KAF6252079.1 hypothetical protein COO60DRAFT_559727 [Scenedesmus sp. NREL 46B-D3], KAF6258793.1 hypothetical protein COO60DRAFT_1082570 [Scenedesmus sp. NREL 46B-D3], KAF6264051.1 hypothetical protein COO60DRAFT_269516 [Scenedesmus sp. NREL 46B-D3], KAF6246119.1 hypothetical protein COO60DRAFT_1224774 [Scenedesmus sp. NREL 46B-D3], KAF6263290.1 hypothetical protein COO60DRAFT_1491574_ partial [Scenedesmus sp. NREL 46B-D3], KAF6262909.1 hypothetical protein COO60DRAFT_1493361_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250317.1 hypothetical protein COO60DRAFT_895287 [Scenedesmus sp. NREL 46B-D3], KAF6250322.1 hypothetical protein COO60DRAFT_895463 [Scenedesmus sp. NREL 46B-D3], KAF6254033.1 hypothetical protein COO60DRAFT_361307 [Scenedesmus sp. NREL 46B-D3], KAF6259645.1 hypothetical protein COO60DRAFT_988393 [Scenedesmus sp. NREL 46B-D3], KAF6246661.1 hypothetical protein COO60DRAFT_1194838 [Scenedesmus sp. NREL 46B-D3], KAF6259646.1 hypothetical protein COO60DRAFT_988360 [Scenedesmus sp. NREL 46B-D3], KAF6258364.1 hypothetical protein COO60DRAFT_1126300 [Scenedesmus sp. NREL 46B-D3], KAF6259810.1 hypothetical protein COO60DRAFT_1511392 [Scenedesmus sp. NREL 46B-D3], KAF6261496.1 hypothetical protein COO60DRAFT_1501542_ partial [Scenedesmus sp. NREL 46B-D3], KAF6264609.1 hypothetical protein COO60DRAFT_1483401 [Scenedesmus sp. NREL 46B-D3], KAF6253230.1 hypothetical protein COO60DRAFT_436959 [Scenedesmus sp. NREL 46B-D3], KAF6260498.1 hypothetical protein COO60DRAFT_1507023 [Scenedesmus sp. NREL 46B-D3], KAF6255586.1 hypothetical protein COO60DRAFT_1534458_ partial [Scenedesmus sp. NREL 46B-D3], KAF6265306.1 hypothetical protein COO60DRAFT_1039034 [Scenedesmus sp. NREL 46B-D3], KAF6261930.1 hypothetical protein COO60DRAFT_698735 [Scenedesmus sp. NREL 46B-D3], KAF6262958.1 hypothetical protein COO60DRAFT_1493567_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253986.1 hypothetical protein COO60DRAFT_363420 [Scenedesmus sp. NREL 46B-D3], KAF6263919.1 hypothetical protein COO60DRAFT_1487944_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251706.1 hypothetical protein COO60DRAFT_1557956 [Scenedesmus sp. NREL 46B-D3], KAF6255545.1 hypothetical protein COO60DRAFT_1534884 [Scenedesmus sp. NREL 46B-D3], KAF6263569.1 hypothetical protein COO60DRAFT_416003 [Scenedesmus sp. NREL 46B-D3], KAF6255632.1 hypothetical protein COO60DRAFT_1534167_ partial [Scenedesmus sp. NREL 46B-D3], KAF6266221.1 hypothetical protein COO60DRAFT_1473904 [Scenedesmus sp. NREL 46B-D3], KAF6266222.1 hypothetical protein COO60DRAFT_1473913 [Scenedesmus sp. NREL 46B-D3], KAF6251356.1 hypothetical protein COO60DRAFT_1561079_ partial [Scenedesmus sp. NREL 46B-D3], KAF6260224.1 hypothetical protein COO60DRAFT_1508177_ partial [Scenedesmus sp. NREL 46B-D3], KAF6243635.1 hypothetical protein COO60DRAFT_1602688_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251184.1 hypothetical protein COO60DRAFT_1562573 [Scenedesmus sp. NREL 46B-D3], KAF6254881.1 hypothetical protein COO60DRAFT_1538128 [Scenedesmus sp. NREL 46B-D3], KAF6262442.1 hypothetical protein COO60DRAFT_1496006_ partial [Scenedesmus sp. NREL 46B-D3], KAF6266649.1 hypothetical protein COO60DRAFT_1472977 [Scenedesmus sp. NREL 46B-D3], KAF6265886.1 hypothetical protein COO60DRAFT_767788 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000116	OG0000035	n1									KAF6253624.1 LsmAD domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070895.1 hypothetical protein HT031_000976 [Scenedesmus sp. PABB004]
N3.HOG0000117	OG0000035	n16									KAF6254848.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055285.1 KCS4 [Scenedesmus sp. PABB004]
N3.HOG0000118	OG0000035	n17									KAF6254756.1 hypothetical protein COO60DRAFT_1286152_ partial [Scenedesmus sp. NREL 46B-D3], KAF6264839.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065770.1 KCS4 [Scenedesmus sp. PABB004]
N3.HOG0000119	OG0000035	n20									KAF6261610.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070862.1 KCS1 [Scenedesmus sp. PABB004]
N3.HOG0000120	OG0000035	n21									KAF6257671.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055276.1 KCS1 [Scenedesmus sp. PABB004]
N3.HOG0000121	OG0000035	n22									KAF6266311.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057691.1 KCS17 [Scenedesmus sp. PABB004], KAF8057911.1 KCS2 [Scenedesmus sp. PABB004]
N3.HOG0000122	OG0000036	n1									KAF6239890.1 nuclear RNase Z [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000123	OG0000036	n4									KAF6263822.1 hypothetical protein COO60DRAFT_345552 [Scenedesmus sp. NREL 46B-D3]	KAF8072834.1 TRZ1 [Scenedesmus sp. PABB004], KAF8059664.1 Map3k11 [Scenedesmus sp. PABB004]
N3.HOG0000124	OG0000037	n1									KAF6262818.1 light harvesting complex II protein precursor [Scenedesmus sp. NREL 46B-D3]	KAF8062790.1 RCABP89 [Scenedesmus sp. PABB004]
N3.HOG0000125	OG0000037	n8									KAF6254837.1 light-harvesting chlorophyll a/b-binding protein LhcbM2 [Scenedesmus sp. NREL 46B-D3], KAF6254840.1 light-harvesting chlorophyll a/b-binding protein LhcbM2 [Scenedesmus sp. NREL 46B-D3], KAF6254838.1 light-harvesting chlorophyll a/b-binding protein LhcbM3 [Scenedesmus sp. NREL 46B-D3]	KAF8057671.1 Chlorophyll a-b binding protein of LHCII type I [Scenedesmus sp. PABB004]
N3.HOG0000126	OG0000037	n15									KAF6255009.1 light-harvesting chlorophyll a/b-binding protein LhcbM1 [Scenedesmus sp. NREL 46B-D3], KAF6260058.1 light-harvesting chlorophyll a/b-binding protein LhcbM5 [Scenedesmus sp. NREL 46B-D3], KAF6262727.1 light-harvesting chlorophyll a/b-binding protein LhcbM4 [Scenedesmus sp. NREL 46B-D3], KAF6237334.1 hypothetical protein COO60DRAFT_1302164 [Scenedesmus sp. NREL 46B-D3]	KAF8063772.1 cabII-1 [Scenedesmus sp. PABB004]
N3.HOG0000127	OG0000038	n0									KAF6256320.1 core-2/I-branching enzyme-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000128	OG0000039	n3									KAF6263368.1 hypothetical protein COO60DRAFT_1698811 [Scenedesmus sp. NREL 46B-D3]	KAF8066381.1 hif1an [Scenedesmus sp. PABB004]
N3.HOG0000129	OG0000039	n10									KAF6254769.1 pectin lyase fold/virulence factor_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8072832.1 hypothetical protein HT031_000492 [Scenedesmus sp. PABB004]
N3.HOG0000130	OG0000040	n0									KAF6260197.1 hypothetical protein COO60DRAFT_1507980 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000131	OG0000041	n0									KAF6263524.1 hypothetical protein COO60DRAFT_413862 [Scenedesmus sp. NREL 46B-D3], KAF6251517.1 hypothetical protein COO60DRAFT_608923 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000132	OG0000042	n10										KAF8065474.1 pho-4 [Scenedesmus sp. PABB004]
N3.HOG0000133	OG0000042	n13									KAF6263080.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3], KAF6256603.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3], KAF6259740.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3]	KAF8066209.1 pho-4 [Scenedesmus sp. PABB004]
N3.HOG0000134	OG0000042	n16									KAF6251745.1 phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262371.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3]	KAF8059159.1 PHO89 [Scenedesmus sp. PABB004]
N3.HOG0000135	OG0000042	n26									KAF6250657.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3], KAF6252255.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3]	KAF8062088.1 pho-4 [Scenedesmus sp. PABB004]
N3.HOG0000136	OG0000043	n1										KAF8065606.1 infC [Scenedesmus sp. PABB004]
N3.HOG0000137	OG0000043	n8									KAF6262255.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264757.1 glycosyl hydrolases family 31-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000138	OG0000043	n13									KAF6262828.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057148.1 alpha-glucosidase [Scenedesmus sp. PABB004]
N3.HOG0000139	OG0000043	n14									KAF6254921.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062772.1 Alpha-glucosidase [Scenedesmus sp. PABB004], KAF8062771.1 Alpha-glucosidase [Scenedesmus sp. PABB004], KAF8062770.1 Alpha-glucosidase [Scenedesmus sp. PABB004], KAF8062769.1 alpha-glucosidase [Scenedesmus sp. PABB004]
N3.HOG0000140	OG0000043	n18									KAF6256155.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061064.1 alpha-glucosidase [Scenedesmus sp. PABB004]
N3.HOG0000141	OG0000044	n1									KAF6263715.1 hypothetical protein COO60DRAFT_1634871 [Scenedesmus sp. NREL 46B-D3], KAF6264069.1 hypothetical protein COO60DRAFT_1634738 [Scenedesmus sp. NREL 46B-D3], KAF6255802.1 hypothetical protein COO60DRAFT_1660578 [Scenedesmus sp. NREL 46B-D3], KAF6262829.1 hypothetical protein COO60DRAFT_1635655 [Scenedesmus sp. NREL 46B-D3], KAF6254891.1 hypothetical protein COO60DRAFT_276781 [Scenedesmus sp. NREL 46B-D3], KAF6249413.1 hypothetical protein COO60DRAFT_970363 [Scenedesmus sp. NREL 46B-D3], KAF6251272.1 hypothetical protein COO60DRAFT_655092 [Scenedesmus sp. NREL 46B-D3], KAF6254041.1 hypothetical protein COO60DRAFT_1543744 [Scenedesmus sp. NREL 46B-D3], KAF6248266.1 hypothetical protein COO60DRAFT_1589415 [Scenedesmus sp. NREL 46B-D3], KAF6242225.1 hypothetical protein COO60DRAFT_1606168_ partial [Scenedesmus sp. NREL 46B-D3], KAF6249414.1 hypothetical protein COO60DRAFT_1581207 [Scenedesmus sp. NREL 46B-D3], KAF6249762.1 hypothetical protein COO60DRAFT_1579417_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8056149.1 pol [Scenedesmus sp. PABB004], KAF8057711.1 pol [Scenedesmus sp. PABB004]
N3.HOG0000142	OG0000044	n17									KAF6250838.1 hypothetical protein COO60DRAFT_1566477 [Scenedesmus sp. NREL 46B-D3], KAF6252628.1 hypothetical protein COO60DRAFT_1552102 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000143	OG0000044	n25									KAF6258012.1 hypothetical protein COO60DRAFT_1164663 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000144	OG0000044	n35									KAF6261176.1 hypothetical protein COO60DRAFT_812643 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000145	OG0000045	n1									KAF6262509.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6262511.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6261001.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6250524.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000146	OG0000045	n34									KAF6255840.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8073262.1 ABCG35 [Scenedesmus sp. PABB004]
N3.HOG0000147	OG0000046	n0									KAF6253266.1 hypothetical protein COO60DRAFT_434274 [Scenedesmus sp. NREL 46B-D3]	KAF8060501.1 Smyd3 [Scenedesmus sp. PABB004]
N3.HOG0000148	OG0000048	n1									KAF6259723.1 hypothetical protein COO60DRAFT_981413 [Scenedesmus sp. NREL 46B-D3]	KAF8065439.1 hypothetical protein HT031_003040 [Scenedesmus sp. PABB004]
N3.HOG0000149	OG0000048	n3									KAF6256083.1 oxygen-evolving enhancer protein 3_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000150	OG0000049	n3									KAF6260775.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059417.1 MTK1 [Scenedesmus sp. PABB004]
N3.HOG0000151	OG0000049	n5									KAF6250885.1 histidine phosphatase superfamily [Scenedesmus sp. NREL 46B-D3]	KAF8054828.1 hypothetical protein HT031_006922 [Scenedesmus sp. PABB004], KAF8054826.1 hypothetical protein HT031_006920 [Scenedesmus sp. PABB004], KAF8054637.1 hypothetical protein HT031_006962 [Scenedesmus sp. PABB004], KAF8060108.1 AGO3 [Scenedesmus sp. PABB004], KAF8054806.1 MTK1 [Scenedesmus sp. PABB004], KAF8054761.1 hypothetical protein HT031_006935 [Scenedesmus sp. PABB004], KAF8063770.1 PSAT1 [Scenedesmus sp. PABB004], KAF8055670.1 hypothetical protein HT031_006692 [Scenedesmus sp. PABB004], KAF8058310.1 drkD [Scenedesmus sp. PABB004], KAF8058311.1 hypothetical protein HT031_005627 [Scenedesmus sp. PABB004], KAF8063020.1 hypothetical protein HT031_003859 [Scenedesmus sp. PABB004], KAF8063012.1 ALKBH8 [Scenedesmus sp. PABB004]
N3.HOG0000152	OG0000049	n18									KAF6260064.1 hypothetical protein COO60DRAFT_1686201 [Scenedesmus sp. NREL 46B-D3], KAF6254669.1 hypothetical protein COO60DRAFT_296766 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000153	OG0000049	n26									KAF6251092.1 eukaryotic translation initiation factor 2B alpha [Scenedesmus sp. NREL 46B-D3]	KAF8058952.1 MTK1 [Scenedesmus sp. PABB004], KAF8055466.1 methylthioribose-1-phosphate isomerase [Scenedesmus sp. PABB004]
N3.HOG0000154	OG0000050	n0									KAF6265287.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057910.1 hypothetical protein HT031_005856 [Scenedesmus sp. PABB004], KAF8069493.1 hypothetical protein HT031_001609 [Scenedesmus sp. PABB004]
N3.HOG0000155	OG0000051	n4									KAF6257730.1 MATE efflux family protein [Scenedesmus sp. NREL 46B-D3]	KAF8059751.1 DTX52 [Scenedesmus sp. PABB004]
N3.HOG0000156	OG0000051	n5									KAF6252626.1 hypothetical protein COO60DRAFT_507012 [Scenedesmus sp. NREL 46B-D3]	KAF8069389.1 SPAC11D3.06 [Scenedesmus sp. PABB004]
N3.HOG0000157	OG0000051	n6									KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060322.1 DTX16 [Scenedesmus sp. PABB004]
N3.HOG0000158	OG0000051	n32									KAF6259313.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063707.1 DTX14 [Scenedesmus sp. PABB004]
N3.HOG0000159	OG0000051	n33									KAF6259041.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062039.1 DTX2 [Scenedesmus sp. PABB004]
N3.HOG0000160	OG0000052	n11									KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000161	OG0000052	n14										KAF8057270.1 hypothetical protein HT031_006078 [Scenedesmus sp. PABB004], KAF8072531.1 hypothetical protein HT031_000191 [Scenedesmus sp. PABB004]
N3.HOG0000162	OG0000052	n16									KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065866.1 hypothetical protein HT031_002926 [Scenedesmus sp. PABB004]
N3.HOG0000163	OG0000052	n24									KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8056142.1 hypothetical protein HT031_006493 [Scenedesmus sp. PABB004], KAF8064531.1 Galns [Scenedesmus sp. PABB004]
N3.HOG0000164	OG0000052	n27									KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8058413.1 hypothetical protein HT031_005537 [Scenedesmus sp. PABB004]
N3.HOG0000165	OG0000052	n29									KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065865.1 hypothetical protein HT031_002925 [Scenedesmus sp. PABB004], KAF8066216.1 MRL1 [Scenedesmus sp. PABB004]
N3.HOG0000166	OG0000052	n33									KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]	KAF8062975.1 REIL1 [Scenedesmus sp. PABB004]
N3.HOG0000167	OG0000053	n1									KAF6262073.1 hypothetical protein COO60DRAFT_689373 [Scenedesmus sp. NREL 46B-D3], KAF6262088.1 hypothetical protein COO60DRAFT_1636292 [Scenedesmus sp. NREL 46B-D3], KAF6256492.1 hypothetical protein COO60DRAFT_99700 [Scenedesmus sp. NREL 46B-D3]	KAF8062709.1 hypothetical protein HT031_004038 [Scenedesmus sp. PABB004]
N3.HOG0000168	OG0000053	n11									KAF6250886.1 hypothetical protein COO60DRAFT_716489 [Scenedesmus sp. NREL 46B-D3], KAF6252373.1 hypothetical protein COO60DRAFT_528924 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000169	OG0000053	n14									KAF6254766.1 hypothetical protein COO60DRAFT_1272940 [Scenedesmus sp. NREL 46B-D3]	KAF8061300.1 RXLR124 [Scenedesmus sp. PABB004]
N3.HOG0000170	OG0000053	n15									KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3]	KAF8062650.1 Eea1 [Scenedesmus sp. PABB004]
N3.HOG0000171	OG0000053	n19									KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3]	KAF8062669.1 hypothetical protein HT031_003998 [Scenedesmus sp. PABB004]
N3.HOG0000172	OG0000053	n24									KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3]	KAF8062678.1 TATDN3 [Scenedesmus sp. PABB004]
N3.HOG0000173	OG0000053	n25									KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]	KAF8062639.1 hypothetical protein HT031_003968 [Scenedesmus sp. PABB004], KAF8062649.1 hypothetical protein HT031_003978 [Scenedesmus sp. PABB004], KAF8062697.1 hypothetical protein HT031_004026 [Scenedesmus sp. PABB004], KAF8062625.1 hypothetical protein HT031_003954 [Scenedesmus sp. PABB004], KAF8062704.1 hypothetical protein HT031_004033 [Scenedesmus sp. PABB004], KAF8057124.1 hypothetical protein HT031_006133 [Scenedesmus sp. PABB004], KAF8062707.1 hypothetical protein HT031_004036 [Scenedesmus sp. PABB004], KAF8062672.1 hypothetical protein HT031_004001 [Scenedesmus sp. PABB004], KAF8062687.1 Papln [Scenedesmus sp. PABB004]
N3.HOG0000174	OG0000055	n3									KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]	KAF8073197.1 MEE40 [Scenedesmus sp. PABB004]
N3.HOG0000175	OG0000055	n11									KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000176	OG0000055	n16									KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000177	OG0000055	n24									KAF6259499.1 hypothetical protein COO60DRAFT_1700790 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000178	OG0000055	n29									KAF6266522.1 hypothetical protein COO60DRAFT_1623393 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0000179	OG0000056	n0									KAF6252921.1 hypothetical protein COO60DRAFT_483593 [Scenedesmus sp. NREL 46B-D3], KAF6257867.1 hypothetical protein COO60DRAFT_1701593 [Scenedesmus sp. NREL 46B-D3], KAF6260108.1 hypothetical protein COO60DRAFT_1637784 [Scenedesmus sp. NREL 46B-D3], KAF6258391.1 hypothetical protein COO60DRAFT_1127291 [Scenedesmus sp. NREL 46B-D3], KAF6255391.1 hypothetical protein COO60DRAFT_1641580 [Scenedesmus sp. NREL 46B-D3], KAF6248731.1 hypothetical protein COO60DRAFT_1689590 [Scenedesmus sp. NREL 46B-D3], KAF6251450.1 hypothetical protein COO60DRAFT_1704789 [Scenedesmus sp. NREL 46B-D3], KAF6251461.1 hypothetical protein COO60DRAFT_1644947 [Scenedesmus sp. NREL 46B-D3], KAF6251352.1 hypothetical protein COO60DRAFT_1645123 [Scenedesmus sp. NREL 46B-D3], KAF6250522.1 hypothetical protein COO60DRAFT_1646697 [Scenedesmus sp. NREL 46B-D3], KAF6263254.1 hypothetical protein COO60DRAFT_486948 [Scenedesmus sp. NREL 46B-D3], KAF6251861.1 hypothetical protein COO60DRAFT_1628761_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251045.1 hypothetical protein COO60DRAFT_682155 [Scenedesmus sp. NREL 46B-D3], KAF6261042.1 hypothetical protein COO60DRAFT_1637093 [Scenedesmus sp. NREL 46B-D3], KAF6260520.1 hypothetical protein COO60DRAFT_882322 [Scenedesmus sp. NREL 46B-D3], KAF6253307.1 hypothetical protein COO60DRAFT_1628266 [Scenedesmus sp. NREL 46B-D3], KAF6254173.1 hypothetical protein COO60DRAFT_1666203 [Scenedesmus sp. NREL 46B-D3], KAF6255485.1 hypothetical protein COO60DRAFT_1641489 [Scenedesmus sp. NREL 46B-D3], KAF6253414.1 hypothetical protein COO60DRAFT_1643165 [Scenedesmus sp. NREL 46B-D3], KAF6248730.1 hypothetical protein COO60DRAFT_1706822 [Scenedesmus sp. NREL 46B-D3], KAF6248735.1 hypothetical protein COO60DRAFT_1648566 [Scenedesmus sp. NREL 46B-D3], KAF6254429.1 hypothetical protein COO60DRAFT_319982 [Scenedesmus sp. NREL 46B-D3], KAF6258261.1 hypothetical protein COO60DRAFT_1639295 [Scenedesmus sp. NREL 46B-D3], KAF6251851.1 hypothetical protein COO60DRAFT_1644587 [Scenedesmus sp. NREL 46B-D3], KAF6265678.1 hypothetical protein COO60DRAFT_1633460 [Scenedesmus sp. NREL 46B-D3], KAF6255012.1 hypothetical protein COO60DRAFT_257963 [Scenedesmus sp. NREL 46B-D3], KAF6258013.1 hypothetical protein COO60DRAFT_1164727 [Scenedesmus sp. NREL 46B-D3], KAF6260554.1 hypothetical protein COO60DRAFT_1684516 [Scenedesmus sp. NREL 46B-D3], KAF6264031.1 hypothetical protein COO60DRAFT_1486882 [Scenedesmus sp. NREL 46B-D3], KAF6265104.1 hypothetical protein COO60DRAFT_1633858 [Scenedesmus sp. NREL 46B-D3], KAF6264030.1 hypothetical protein COO60DRAFT_1486879 [Scenedesmus sp. NREL 46B-D3], KAF6257928.1 hypothetical protein COO60DRAFT_1168827 [Scenedesmus sp. NREL 46B-D3], KAF6264165.1 hypothetical protein COO60DRAFT_1634594 [Scenedesmus sp. NREL 46B-D3], KAF6253490.1 hypothetical protein COO60DRAFT_417117 [Scenedesmus sp. NREL 46B-D3]	
