Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_PABB004
OG0000150	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides], RMZ54797.1 hypothetical protein APUTEX25_000314 [Auxenochlorella protothecoides]	KAF8066365.1 AMY2 [Scenedesmus sp. PABB004]
OG0000151	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]	KAF8061348.1 hypothetical protein HT031_004439 [Scenedesmus sp. PABB004]
OG0000152	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]	KAF8067119.1 SIS8 [Scenedesmus sp. PABB004]
OG0000153	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides], RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]	KAF8062987.1 hypothetical protein HT031_003826 [Scenedesmus sp. PABB004]
OG0000154	RMZ56482.1 hypothetical protein APUTEX25_001329 [Auxenochlorella protothecoides]	KAF8057723.1 UPF3 [Scenedesmus sp. PABB004]
OG0000155	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]	KAF8064507.1 CBSDUF1 [Scenedesmus sp. PABB004]
OG0000162	RMZ52254.1 hypothetical protein APUTEX25_001644 [Auxenochlorella protothecoides]	KAF8057661.1 hypothetical protein HT031_006010 [Scenedesmus sp. PABB004]
OG0000163	RMZ56933.1 hypothetical protein APUTEX25_004995 [Auxenochlorella protothecoides]	KAF8056009.1 ADP-ribosylation factor [Scenedesmus sp. PABB004]
OG0000163	RMZ52287.1 hypothetical protein APUTEX25_001677 [Auxenochlorella protothecoides]	KAF8069368.1 ARF1 [Scenedesmus sp. PABB004]
OG0000164	RMZ52296.1 hypothetical protein APUTEX25_001686 [Auxenochlorella protothecoides], RMZ56997.1 hypothetical protein APUTEX25_001506_ partial [Auxenochlorella protothecoides], RMZ56263.1 hypothetical protein APUTEX25_002453 [Auxenochlorella protothecoides]	KAF8066266.1 SULTR2 [Scenedesmus sp. PABB004], KAF8055590.1 SULTR2 [Scenedesmus sp. PABB004]
OG0000165	RMZ52546.1 hypothetical protein APUTEX25_003689 [Auxenochlorella protothecoides]	KAF8071130.1 CHY1 [Scenedesmus sp. PABB004], KAF8058896.1 E3 ubiquitin-protein ligase listerin [Scenedesmus sp. PABB004]
OG0000166	RMZ53036.1 hypothetical protein APUTEX25_001155 [Auxenochlorella protothecoides], RMZ54380.1 hypothetical protein APUTEX25_001956 [Auxenochlorella protothecoides], RMZ52661.1 hypothetical protein APUTEX25_000780 [Auxenochlorella protothecoides]	KAF8067199.1 hypothetical protein HT031_002246 [Scenedesmus sp. PABB004], KAF8060473.1 hypothetical protein HT031_004649 [Scenedesmus sp. PABB004]
OG0000168	RMZ53908.1 hypothetical protein APUTEX25_004612 [Auxenochlorella protothecoides]	KAF8063057.1 SHM1 [Scenedesmus sp. PABB004]
OG0000168	RMZ53311.1 hypothetical protein APUTEX25_004799 [Auxenochlorella protothecoides]	KAF8065918.1 SHM3 [Scenedesmus sp. PABB004]
OG0000168	RMZ52893.1 hypothetical protein APUTEX25_001012_ partial [Auxenochlorella protothecoides]	KAF8056339.1 SHM4 [Scenedesmus sp. PABB004]
OG0000169	RMZ53895.1 hypothetical protein APUTEX25_005577_ partial [Auxenochlorella protothecoides]	KAF8069571.1 AKHSDH1 [Scenedesmus sp. PABB004]
OG0000170	RMZ57229.1 hypothetical protein APUTEX25_004063 [Auxenochlorella protothecoides], RMZ57032.1 hypothetical protein APUTEX25_002264_ partial [Auxenochlorella protothecoides], RMZ53686.1 hypothetical protein APUTEX25_003220_ partial [Auxenochlorella protothecoides]	KAF8068455.1 pikAI [Scenedesmus sp. PABB004]
OG0000171	RMZ55346.1 hypothetical protein APUTEX25_003484 [Auxenochlorella protothecoides]	KAF8057894.1 uroporphyrinogen decarboxylase 1 [Scenedesmus sp. PABB004]
OG0000171	RMZ53806.1 hypothetical protein APUTEX25_003945 [Auxenochlorella protothecoides]	KAF8058343.1 uroporphyrinogen decarboxylase 2 [Scenedesmus sp. PABB004]
OG0000173	RMZ54595.1 hypothetical protein APUTEX25_002181 [Auxenochlorella protothecoides]	KAF8060336.1 SAT17 [Scenedesmus sp. PABB004]
OG0000175	RMZ56829.1 hypothetical protein APUTEX25_002918 [Auxenochlorella protothecoides]	KAF8070975.1 MSL9 [Scenedesmus sp. PABB004]
OG0000176	RMZ57157.1 hypothetical protein APUTEX25_003991 [Auxenochlorella protothecoides]	KAF8057294.1 hypothetical protein HT031_006102 [Scenedesmus sp. PABB004]
OG0000183	RMZ52035.1 hypothetical protein APUTEX25_001229 [Auxenochlorella protothecoides], RMZ55254.1 hypothetical protein APUTEX25_005532_ partial [Auxenochlorella protothecoides]	KAF8062812.1 NHX7 [Scenedesmus sp. PABB004]
OG0000184	RMZ52053.1 hypothetical protein APUTEX25_001247_ partial [Auxenochlorella protothecoides]	KAF8062952.1 RRP41L [Scenedesmus sp. PABB004]
OG0000186	RMZ56487.1 hypothetical protein APUTEX25_001334_ partial [Auxenochlorella protothecoides], RMZ52220.1 hypothetical protein APUTEX25_001610 [Auxenochlorella protothecoides]	KAF8067254.1 pcmt [Scenedesmus sp. PABB004]
OG0000187	RMZ52453.1 hypothetical protein APUTEX25_000032_ partial [Auxenochlorella protothecoides]	KAF8067164.1 lig1 [Scenedesmus sp. PABB004]
OG0000189	RMZ52787.1 hypothetical protein APUTEX25_000906 [Auxenochlorella protothecoides]	KAF8071354.1 GRP-2 [Scenedesmus sp. PABB004]
OG0000190	RMZ54429.1 hypothetical protein APUTEX25_002005_ partial [Auxenochlorella protothecoides]	KAF8058114.1 popC [Scenedesmus sp. PABB004]
OG0000191	RMZ54251.1 hypothetical protein APUTEX25_000602 [Auxenochlorella protothecoides]	KAF8056442.1 AGPS1 [Scenedesmus sp. PABB004]
OG0000191	RMZ52888.1 hypothetical protein APUTEX25_001007 [Auxenochlorella protothecoides]	KAF8072980.1 AGPS1 [Scenedesmus sp. PABB004]
OG0000192	RMZ53258.1 hypothetical protein APUTEX25_005247 [Auxenochlorella protothecoides]	KAF8071221.1 CDKB1-1 [Scenedesmus sp. PABB004]
OG0000193	RMZ53970.1 hypothetical protein APUTEX25_002547 [Auxenochlorella protothecoides]	KAF8072704.1 Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Scenedesmus sp. PABB004], KAF8063035.1 hypothetical protein HT031_003874 [Scenedesmus sp. PABB004], KAF8065748.1 hypothetical protein HT031_002808 [Scenedesmus sp. PABB004], KAF8065747.1 hypothetical protein HT031_002807 [Scenedesmus sp. PABB004], KAF8065746.1 yipf1 [Scenedesmus sp. PABB004]
OG0000194	RMZ54245.1 hypothetical protein APUTEX25_000596 [Auxenochlorella protothecoides]	KAF8061126.1 MPC1 [Scenedesmus sp. PABB004]
OG0000195	RMZ54500.1 hypothetical protein APUTEX25_002076 [Auxenochlorella protothecoides], RMZ54432.1 hypothetical protein APUTEX25_002008_ partial [Auxenochlorella protothecoides]	KAF8067423.1 hypothetical protein HT031_002471 [Scenedesmus sp. PABB004]
OG0000196	RMZ54438.1 hypothetical protein APUTEX25_002014 [Auxenochlorella protothecoides]	KAF8064665.1 hypothetical protein HT031_003467 [Scenedesmus sp. PABB004]
OG0000197	RMZ54462.1 hypothetical protein APUTEX25_002038 [Auxenochlorella protothecoides]	KAF8070934.1 DUR3 [Scenedesmus sp. PABB004]
OG0000199	RMZ54657.1 hypothetical protein APUTEX25_003035_ partial [Auxenochlorella protothecoides]	KAF8065440.1 F-box protein [Scenedesmus sp. PABB004]
OG0000200	RMZ54752.1 hypothetical protein APUTEX25_003130 [Auxenochlorella protothecoides]	KAF8069636.1 TUBA1 [Scenedesmus sp. PABB004]
OG0000201	RMZ54777.1 hypothetical protein APUTEX25_000294 [Auxenochlorella protothecoides]	KAF8063039.1 BRR2A [Scenedesmus sp. PABB004]
OG0000201	RMZ57240.1 hypothetical protein APUTEX25_004074 [Auxenochlorella protothecoides]	KAF8065637.1 BRR2C [Scenedesmus sp. PABB004]
OG0000202	RMZ54825.1 hypothetical protein APUTEX25_000342 [Auxenochlorella protothecoides]	KAF8072821.1 GPXMC1 [Scenedesmus sp. PABB004]
OG0000203	RMZ55020.1 hypothetical protein APUTEX25_005646 [Auxenochlorella protothecoides], RMZ55010.1 hypothetical protein APUTEX25_005636 [Auxenochlorella protothecoides], RMZ57555.1 hypothetical protein APUTEX25_001755 [Auxenochlorella protothecoides], RMZ57568.1 hypothetical protein APUTEX25_001768 [Auxenochlorella protothecoides]	KAF8065773.1 NLP2 [Scenedesmus sp. PABB004]
OG0000204	RMZ55880.1 hypothetical protein APUTEX25_003846 [Auxenochlorella protothecoides]	KAF8060107.1 hypothetical protein HT031_005046 [Scenedesmus sp. PABB004], KAF8062002.1 hypothetical protein HT031_004262 [Scenedesmus sp. PABB004], KAF8060608.1 hypothetical protein HT031_004785 [Scenedesmus sp. PABB004]
OG0000204	RMZ55832.1 hypothetical protein APUTEX25_003798 [Auxenochlorella protothecoides]	KAF8065753.1 HESO1 [Scenedesmus sp. PABB004], KAF8060104.1 HESO1 [Scenedesmus sp. PABB004]
OG0000206	RMZ56709.1 hypothetical protein APUTEX25_002798 [Auxenochlorella protothecoides]	KAF8072368.1 hypothetical protein HT031_000027 [Scenedesmus sp. PABB004]
OG0000207	RMZ56884.1 hypothetical protein APUTEX25_002973 [Auxenochlorella protothecoides]	KAF8067161.1 EXOSC1 [Scenedesmus sp. PABB004]
OG0000207	RMZ56888.1 hypothetical protein APUTEX25_002977 [Auxenochlorella protothecoides]	KAF8071230.1 TOM20 [Scenedesmus sp. PABB004]
OG0000214	RMZ54740.1 hypothetical protein APUTEX25_003118 [Auxenochlorella protothecoides], RMZ52063.1 hypothetical protein APUTEX25_001257 [Auxenochlorella protothecoides]	KAF8063676.1 TIC20-V [Scenedesmus sp. PABB004]
OG0000215	RMZ52374.1 hypothetical protein APUTEX25_000649_ partial [Auxenochlorella protothecoides], RMZ53111.1 hypothetical protein APUTEX25_002520_ partial [Auxenochlorella protothecoides]	KAF8060026.1 hypothetical protein HT031_004964 [Scenedesmus sp. PABB004]
OG0000217	RMZ56040.1 hypothetical protein APUTEX25_004464 [Auxenochlorella protothecoides]	KAF8073260.1 hypothetical protein HT031_000921 [Scenedesmus sp. PABB004], KAF8070872.1 hypothetical protein HT031_000953 [Scenedesmus sp. PABB004]
OG0000218	RMZ52530.1 hypothetical protein APUTEX25_003673 [Auxenochlorella protothecoides]	KAF8066190.1 methyltransferase [Scenedesmus sp. PABB004]
OG0000219	RMZ53419.1 hypothetical protein APUTEX25_004907 [Auxenochlorella protothecoides]	KAF8059198.1 SYP22 [Scenedesmus sp. PABB004]
OG0000219	RMZ52534.1 hypothetical protein APUTEX25_003677_ partial [Auxenochlorella protothecoides]	KAF8059442.1 YPL264C [Scenedesmus sp. PABB004]
OG0000220	RMZ56258.1 hypothetical protein APUTEX25_002448 [Auxenochlorella protothecoides]	KAF8059209.1 FKBP53 [Scenedesmus sp. PABB004]
OG0000220	RMZ52569.1 hypothetical protein APUTEX25_003712 [Auxenochlorella protothecoides]	KAF8058033.1 FKBP3 [Scenedesmus sp. PABB004], KAF8069595.1 FKBP15 [Scenedesmus sp. PABB004]
OG0000221	RMZ52596.1 hypothetical protein APUTEX25_000715_ partial [Auxenochlorella protothecoides]	KAF8065483.1 OPR1 [Scenedesmus sp. PABB004]
OG0000222	RMZ52628.1 hypothetical protein APUTEX25_000747_ partial [Auxenochlorella protothecoides]	KAF8072883.1 TSTA3 [Scenedesmus sp. PABB004]
OG0000222	RMZ52792.1 hypothetical protein APUTEX25_000911_ partial [Auxenochlorella protothecoides]	KAF8072787.1 PMI2 [Scenedesmus sp. PABB004]
OG0000223	RMZ57093.1 hypothetical protein APUTEX25_002325 [Auxenochlorella protothecoides]	KAF8061978.1 GRC2 [Scenedesmus sp. PABB004]
OG0000223	RMZ52719.1 hypothetical protein APUTEX25_000838 [Auxenochlorella protothecoides]	KAF8069468.1 hypothetical protein HT031_001584 [Scenedesmus sp. PABB004]
OG0000224	RMZ53106.1 hypothetical protein APUTEX25_002515 [Auxenochlorella protothecoides]	KAF8059360.1 CPK17 [Scenedesmus sp. PABB004]
OG0000224	RMZ52986.1 hypothetical protein APUTEX25_001105 [Auxenochlorella protothecoides]	KAF8063742.1 CPK2 [Scenedesmus sp. PABB004]
OG0000225	RMZ53161.1 hypothetical protein APUTEX25_005150_ partial [Auxenochlorella protothecoides]	KAF8072402.1 Gfpt2 [Scenedesmus sp. PABB004]
OG0000226	RMZ53350.1 hypothetical protein APUTEX25_004838_ partial [Auxenochlorella protothecoides]	KAF8065936.1 CPL3 [Scenedesmus sp. PABB004]
OG0000227	RMZ54784.1 hypothetical protein APUTEX25_000301 [Auxenochlorella protothecoides]	KAF8059731.1 hypothetical protein HT031_005139 [Scenedesmus sp. PABB004]
OG0000228	RMZ53773.1 hypothetical protein APUTEX25_003912 [Auxenochlorella protothecoides], RMZ54692.1 hypothetical protein APUTEX25_003070 [Auxenochlorella protothecoides]	KAF8059718.1 hypothetical protein HT031_005126 [Scenedesmus sp. PABB004]
OG0000228	RMZ54670.1 hypothetical protein APUTEX25_003048_ partial [Auxenochlorella protothecoides]	KAF8065589.1 RNA-binding protein [Scenedesmus sp. PABB004]
OG0000229	RMZ54197.1 hypothetical protein APUTEX25_005353_ partial [Auxenochlorella protothecoides], RMZ57162.1 hypothetical protein APUTEX25_003996 [Auxenochlorella protothecoides], RMZ55157.1 hypothetical protein APUTEX25_005435 [Auxenochlorella protothecoides]	KAF8073140.1 Acbp2 [Scenedesmus sp. PABB004]
OG0000232	RMZ56728.1 hypothetical protein APUTEX25_002817_ partial [Auxenochlorella protothecoides]	KAF8061896.1 KAS2 [Scenedesmus sp. PABB004]
OG0000232	RMZ56480.1 hypothetical protein APUTEX25_001327_ partial [Auxenochlorella protothecoides]	KAF8068419.1 KAS1 [Scenedesmus sp. PABB004]
OG0000233	RMZ56801.1 hypothetical protein APUTEX25_002890 [Auxenochlorella protothecoides]	KAF8056108.1 cypD [Scenedesmus sp. PABB004]
OG0000233	RMZ57463.1 hypothetical protein APUTEX25_004297_ partial [Auxenochlorella protothecoides]	KAF8065880.1 ATR2 [Scenedesmus sp. PABB004]
OG0000234	RMZ57622.1 hypothetical protein APUTEX25_001822 [Auxenochlorella protothecoides]	KAF8061125.1 eukaryotic initiation factor 4A-3 [Scenedesmus sp. PABB004]
OG0000234	RMZ57328.1 hypothetical protein APUTEX25_004162 [Auxenochlorella protothecoides]	KAF8064681.1 EIF4A3A [Scenedesmus sp. PABB004]
OG0000235	RMZ57579.1 hypothetical protein APUTEX25_001779_ partial [Auxenochlorella protothecoides]	KAF8068180.1 coatomer subunit alpha-3 [Scenedesmus sp. PABB004]
OG0000236	RMZ57633.1 hypothetical protein APUTEX25_001833_ partial [Auxenochlorella protothecoides]	KAF8055844.1 GGAT1 [Scenedesmus sp. PABB004]
OG0000240	RMZ53458.1 hypothetical protein APUTEX25_003280 [Auxenochlorella protothecoides], RMZ52021.1 hypothetical protein APUTEX25_001215_ partial [Auxenochlorella protothecoides]	KAF8057763.1 AZG1 [Scenedesmus sp. PABB004]
OG0000241	RMZ52109.1 hypothetical protein APUTEX25_001303 [Auxenochlorella protothecoides]	KAF8059675.1 arsM [Scenedesmus sp. PABB004]
OG0000243	RMZ52320.1 hypothetical protein APUTEX25_005073 [Auxenochlorella protothecoides]	KAF8065944.1 mtr [Scenedesmus sp. PABB004]
OG0000244	RMZ52352.1 hypothetical protein APUTEX25_000627 [Auxenochlorella protothecoides]	KAF8058949.1 hypothetical protein HT031_005517 [Scenedesmus sp. PABB004]
OG0000245	RMZ52485.1 hypothetical protein APUTEX25_003628 [Auxenochlorella protothecoides]	KAF8071129.1 sirt2 [Scenedesmus sp. PABB004]
OG0000246	RMZ52488.1 hypothetical protein APUTEX25_003631_ partial [Auxenochlorella protothecoides]	KAF8064589.1 hypothetical protein HT031_003390 [Scenedesmus sp. PABB004]
OG0000247	RMZ56550.1 hypothetical protein APUTEX25_001397_ partial [Auxenochlorella protothecoides]	KAF8068288.1 PRDX4 [Scenedesmus sp. PABB004]
OG0000248	RMZ52765.1 hypothetical protein APUTEX25_000884_ partial [Auxenochlorella protothecoides]	KAF8063059.1 RNP1 [Scenedesmus sp. PABB004]
OG0000252	RMZ53390.1 hypothetical protein APUTEX25_004878 [Auxenochlorella protothecoides]	KAF8069481.1 Elongation factor 1-alpha [Scenedesmus sp. PABB004]
OG0000252	RMZ53673.1 hypothetical protein APUTEX25_003207 [Auxenochlorella protothecoides]	KAF8073223.1 Srpra [Scenedesmus sp. PABB004]
OG0000253	RMZ53427.1 hypothetical protein APUTEX25_004915_ partial [Auxenochlorella protothecoides]	KAF8062759.1 D-threonine aldolase [Scenedesmus sp. PABB004]
OG0000254	RMZ56939.1 hypothetical protein APUTEX25_005001 [Auxenochlorella protothecoides]	KAF8065769.1 rplK [Scenedesmus sp. PABB004]
OG0000254	RMZ53476.1 hypothetical protein APUTEX25_003298 [Auxenochlorella protothecoides]	KAF8060552.1 rplK [Scenedesmus sp. PABB004], KAF8054871.1 hypothetical protein HT031_006906 [Scenedesmus sp. PABB004]
OG0000255	RMZ56797.1 hypothetical protein APUTEX25_002886_ partial [Auxenochlorella protothecoides]	KAF8071075.1 IMMP2L [Scenedesmus sp. PABB004]
OG0000255	RMZ53756.1 hypothetical protein APUTEX25_003895 [Auxenochlorella protothecoides]	KAF8058344.1 imp1 [Scenedesmus sp. PABB004]
OG0000256	RMZ54009.1 hypothetical protein APUTEX25_002586_ partial [Auxenochlorella protothecoides]	KAF8060490.1 SAC9 [Scenedesmus sp. PABB004]
OG0000259	RMZ54571.1 hypothetical protein APUTEX25_002146_ partial [Auxenochlorella protothecoides]	KAF8072950.1 PWP1 [Scenedesmus sp. PABB004]
OG0000259	RMZ54562.1 hypothetical protein APUTEX25_002137_ partial [Auxenochlorella protothecoides]	KAF8057289.1 GTS1 [Scenedesmus sp. PABB004]
OG0000260	RMZ55007.1 hypothetical protein APUTEX25_000524 [Auxenochlorella protothecoides]	KAF8058457.1 hypothetical protein HT031_005581 [Scenedesmus sp. PABB004]
OG0000262	RMZ55345.1 hypothetical protein APUTEX25_003483 [Auxenochlorella protothecoides]	KAF8060573.1 COG4 [Scenedesmus sp. PABB004]
OG0000264	RMZ55583.1 hypothetical protein APUTEX25_000166_ partial [Auxenochlorella protothecoides]	KAF8067182.1 LIF2 [Scenedesmus sp. PABB004]
OG0000264	RMZ55615.1 hypothetical protein APUTEX25_000198 [Auxenochlorella protothecoides]	KAF8064530.1 hypothetical protein HT031_003330 [Scenedesmus sp. PABB004]
OG0000265	RMZ55854.1 hypothetical protein APUTEX25_003820 [Auxenochlorella protothecoides]	KAF8069579.1 TAMM41 [Scenedesmus sp. PABB004]
OG0000265	RMZ55592.1 hypothetical protein APUTEX25_000175_ partial [Auxenochlorella protothecoides]	KAF8064595.1 PAA1 [Scenedesmus sp. PABB004]
OG0000265	RMZ56879.1 hypothetical protein APUTEX25_002968_ partial [Auxenochlorella protothecoides]	KAF8061329.1 PAA2 [Scenedesmus sp. PABB004]
OG0000266	RMZ56334.1 hypothetical protein APUTEX25_003494_ partial [Auxenochlorella protothecoides]	KAF8055722.1 rlmN [Scenedesmus sp. PABB004], KAF8072775.1 rlmN [Scenedesmus sp. PABB004]
OG0000268	RMZ55826.1 hypothetical protein APUTEX25_003792 [Auxenochlorella protothecoides]	KAF8055592.1 SEC13B [Scenedesmus sp. PABB004]
OG0000269	RMZ55963.1 hypothetical protein APUTEX25_004387 [Auxenochlorella protothecoides]	KAF8057668.1 hypothetical protein HT031_006017 [Scenedesmus sp. PABB004]
OG0000270	RMZ55924.1 hypothetical protein APUTEX25_004348 [Auxenochlorella protothecoides]	KAF8067125.1 DNA-directed RNA polymerase III subunit RPC1 [Scenedesmus sp. PABB004]
OG0000271	RMZ56511.1 hypothetical protein APUTEX25_001358 [Auxenochlorella protothecoides]	KAF8058482.1 hypothetical protein HT031_005606 [Scenedesmus sp. PABB004], KAF8058466.1 hypothetical protein HT031_005590 [Scenedesmus sp. PABB004]
OG0000272	RMZ56577.1 hypothetical protein APUTEX25_001424 [Auxenochlorella protothecoides]	KAF8054896.1 PLR1 [Scenedesmus sp. PABB004]
OG0000273	RMZ56698.1 hypothetical protein APUTEX25_002787_ partial [Auxenochlorella protothecoides]	KAF8060594.1 algC [Scenedesmus sp. PABB004]
OG0000274	RMZ57257.1 hypothetical protein APUTEX25_004091_ partial [Auxenochlorella protothecoides]	KAF8064532.1 hypothetical protein HT031_003332 [Scenedesmus sp. PABB004]
OG0000275	RMZ57336.1 hypothetical protein APUTEX25_004170 [Auxenochlorella protothecoides]	KAF8067113.1 GTF2H2 [Scenedesmus sp. PABB004]
OG0000276	RMZ57398.1 hypothetical protein APUTEX25_004232_ partial [Auxenochlorella protothecoides]	KAF8058835.1 TNNI3K [Scenedesmus sp. PABB004], KAF8058327.1 lpxC [Scenedesmus sp. PABB004], KAF8072929.1 Tnni3k [Scenedesmus sp. PABB004]
OG0000284	RMZ56095.1 hypothetical protein APUTEX25_004519 [Auxenochlorella protothecoides], RMZ52182.1 hypothetical protein APUTEX25_001572 [Auxenochlorella protothecoides]	KAF8055720.1 ZIP5 [Scenedesmus sp. PABB004]
OG0000285	RMZ52333.1 hypothetical protein APUTEX25_005086 [Auxenochlorella protothecoides]	KAF8060513.1 ABCB6 [Scenedesmus sp. PABB004]
OG0000287	RMZ56196.1 hypothetical protein APUTEX25_002386 [Auxenochlorella protothecoides], RMZ52611.1 hypothetical protein APUTEX25_000730 [Auxenochlorella protothecoides]	KAF8072673.1 2-3-bisphosphoglycerate-independent phosphoglycerate mutase [Scenedesmus sp. PABB004]
OG0000288	RMZ52756.1 hypothetical protein APUTEX25_000875 [Auxenochlorella protothecoides]	KAF8071022.1 hypothetical protein HT031_001104 [Scenedesmus sp. PABB004], KAF8073017.1 rpsQ [Scenedesmus sp. PABB004]
OG0000290	RMZ57411.1 hypothetical protein APUTEX25_004245_ partial [Auxenochlorella protothecoides]	KAF8056455.1 aminopeptidase M1-D [Scenedesmus sp. PABB004]
OG0000290	RMZ52846.1 hypothetical protein APUTEX25_000965 [Auxenochlorella protothecoides]	KAF8072908.1 WDR55 [Scenedesmus sp. PABB004]
