Orthogroup	Auxenochlorella_protothecoides	Chlorella_Sorokiniana1602
OG0000102	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]	PRW60858.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Chlorella sorokiniana]
OG0000103	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]	PRW33211.1 rhamnosebinding lectin _SAL_ [Chlorella sorokiniana], PRW56432.1 bacterial pre-peptidase c-terminal domain containing [Chlorella sorokiniana], PRW57558.1 hypothetical protein C2E21_3698 [Chlorella sorokiniana], PRW33240.1 pry1p [Chlorella sorokiniana], PRW58296.1 Pry1p [Chlorella sorokiniana], PRW39079.1 PR-1 [Chlorella sorokiniana]
OG0000104	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]	PRW58640.1 hypothetical protein C2E21_2985 [Chlorella sorokiniana]
OG0000105	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]	PRW61500.1 flagellar outer dynein arm heavy chain gamma [Chlorella sorokiniana], PRW56454.1 flagellar inner arm dynein 1 heavy chain alpha [Chlorella sorokiniana]
OG0000106	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]	PRW57248.1 galactose mutarotase [Chlorella sorokiniana], PRW56102.1 Aldose 1-epimerase [Chlorella sorokiniana]
OG0000111	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides]	PRW34034.1 Cell surface [Chlorella sorokiniana]
OG0000111	RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]	PRW60105.1 Cell surface [Chlorella sorokiniana]
OG0000112	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]	PRW56805.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana], PRW56157.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]
OG0000112	RMZ52248.1 hypothetical protein APUTEX25_001638 [Auxenochlorella protothecoides]	PRW61425.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]
OG0000113	RMZ54743.1 hypothetical protein APUTEX25_003121 [Auxenochlorella protothecoides]	PRW57358.1 amino acid permease 3-like [Chlorella sorokiniana]
OG0000113	RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]	PRW56890.1 Amino acid permease 5 [Chlorella sorokiniana], PRW32581.1 Amino acid permease 2 [Chlorella sorokiniana]
OG0000114	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]	PRW18410.1 zinc phosphodiesterase ELAC 2 [Chlorella sorokiniana]
OG0000115	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]	PRW44357.1 histone deacetylase [Chlorella sorokiniana]
OG0000115	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]	PRW20809.1 class I RPD3 type histone deacetylase [Chlorella sorokiniana]
OG0000115	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]	PRW44250.1 histone deacetylase Rpd3 [Chlorella sorokiniana]
OG0000116	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]	PRW57228.1 chloroplast precursor [Chlorella sorokiniana]
OG0000116	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]	PRW20534.1 chloroplast ferredoxin [Chlorella sorokiniana], PRW58415.1 leaf L-A-like [Chlorella sorokiniana]
OG0000116	RMZ55643.1 hypothetical protein APUTEX25_000226 [Auxenochlorella protothecoides]	PRW33753.1 Ferredoxin [Chlorella sorokiniana]
OG0000117	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]	PRW51178.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW05925.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW59615.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW33080.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW60348.1 _1-3_-beta-glucanase [Chlorella sorokiniana]
OG0000118	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides]	PRW33533.1 PLANT CADMIUM RESISTANCE 2-like isoform X1 [Chlorella sorokiniana]
OG0000118	RMZ55125.1 hypothetical protein APUTEX25_005403 [Auxenochlorella protothecoides]	PRW18367.1 short-chain dehydrogenase reductase family 42E member 1 isoform B [Chlorella sorokiniana], PRW18366.1 short-chain dehydrogenase reductase family 42E member 1 isoform A [Chlorella sorokiniana]
OG0000119	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]	PRW60688.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]
OG0000119	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]	PRW58375.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]
OG0000119	RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]	PRW59127.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform A [Chlorella sorokiniana], PRW59126.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform B [Chlorella sorokiniana]
OG0000120	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]	PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]
OG0000124	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]	PRW44849.1 dnaJ-like protein subfamily B member 13-like [Chlorella sorokiniana]
OG0000124	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]	PRW61391.1 dnaJ-like protein subfamily B member 4-like isoform B [Chlorella sorokiniana], PRW61393.1 dnaJ-like protein subfamily B member 4-like isoform A [Chlorella sorokiniana], PRW61392.1 dnaJ-like protein subfamily B member 4-like isoform C [Chlorella sorokiniana]
OG0000125	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]	PRW33600.1 hypothetical protein C2E21_7497 [Chlorella sorokiniana]
OG0000126	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]	PRW56265.1 Thioredoxin chloroplastic [Chlorella sorokiniana], PRW55935.1 hypothetical protein C2E21_4946 [Chlorella sorokiniana]
OG0000126	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]	PRW61558.1 sulfoquinovosyl transferase SQD2-like [Chlorella sorokiniana]
OG0000128	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]	PRW44516.1 obg-like ATPase 1 isoform B [Chlorella sorokiniana], PRW44517.1 obg-like ATPase 1 isoform A [Chlorella sorokiniana]
OG0000128	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]	PRW33830.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]
OG0000129	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]	PRW20409.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana], PRW20329.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0000129	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]	PRW55890.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]
OG0000130	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]	PRW60277.1 Protease Do-like 9 [Chlorella sorokiniana]
OG0000130	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]	PRW56735.1 Protease Do-like 9 isoform A [Chlorella sorokiniana], PRW56734.1 Protease Do-like 9 isoform B [Chlorella sorokiniana]
OG0000130	RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]	PRW33650.1 Protease Do-like 9 [Chlorella sorokiniana]
OG0000131	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]	PRW57197.1 Bromodomain adjacent to zinc finger domain 2A [Chlorella sorokiniana]
OG0000132	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]	PRW61044.1 hypothetical protein C2E21_0091 [Chlorella sorokiniana], PRW57218.1 hypothetical protein C2E21_4324 [Chlorella sorokiniana]
OG0000133	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]	PRW20222.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0000133	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]	PRW32651.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]
OG0000135	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]	PRW33680.1 AAA-type ATPase family isoform B [Chlorella sorokiniana], PRW33679.1 AAA-type ATPase family isoform A [Chlorella sorokiniana]
OG0000135	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]	PRW58729.1 fidgetin 1 [Chlorella sorokiniana]
OG0000136	RMZ56802.1 hypothetical protein APUTEX25_002891 [Auxenochlorella protothecoides]	PRW56299.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]
OG0000141	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]	PRW39151.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW39384.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW45398.1 barwin-like endoglucanase [Chlorella sorokiniana]
OG0000142	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]	PRW05820.1 pathogenesis-related genes transcriptional activator [Chlorella sorokiniana]
OG0000143	RMZ52918.1 hypothetical protein APUTEX25_001037_ partial [Auxenochlorella protothecoides]	PRW05763.1 Purple acid phosphatase 18 [Chlorella sorokiniana]
OG0000143	RMZ55653.1 hypothetical protein APUTEX25_000236_ partial [Auxenochlorella protothecoides]	PRW60148.1 Purple acid phosphatase 15 [Chlorella sorokiniana], PRW33077.1 Purple acid phosphatase 15 [Chlorella sorokiniana], PRW44351.1 purple acid phosphatase 23 isoform X1 [Chlorella sorokiniana]
OG0000144	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]	PRW20347.1 ethylene response factor 3 [Chlorella sorokiniana]
OG0000144	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]	PRW20606.1 ethylene-responsive transcription factor ERF113-like [Chlorella sorokiniana]
OG0000145	RMZ53071.1 hypothetical protein APUTEX25_001190 [Auxenochlorella protothecoides]	PRW33615.1 ribonuclease E G chloroplastic [Chlorella sorokiniana]
OG0000145	RMZ55567.1 hypothetical protein APUTEX25_000150 [Auxenochlorella protothecoides]	PRW05780.1 water chloroplastic-like [Chlorella sorokiniana]
OG0000146	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]	PRW50751.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]
OG0000146	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]	PRW60727.1 long chain acyl- synthetase 4 [Chlorella sorokiniana], PRW60134.1 acetyl- synthetase [Chlorella sorokiniana]
OG0000147	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides]	PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]
OG0000147	RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides]	PRW56511.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]
OG0000147	RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]	PRW51140.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]
OG0000148	RMZ54474.1 hypothetical protein APUTEX25_002050 [Auxenochlorella protothecoides]	PRW39353.1 phosphoglycerate mutase [Chlorella sorokiniana]
OG0000149	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]	PRW32886.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]
OG0000149	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]	PRW45471.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW56020.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW57706.1 histone deacetylase 14 [Chlorella sorokiniana]
OG0000150	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides]	PRW59861.1 alpha amylase domain [Chlorella sorokiniana]
OG0000150	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]	PRW34079.1 glycoside hydrolase isoform A [Chlorella sorokiniana]
OG0000151	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]	PRW20363.1 Acetyl-coenzyme A synthetase isoform B [Chlorella sorokiniana], PRW20362.1 Acetyl-coenzyme A synthetase isoform A [Chlorella sorokiniana], PRW59907.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Chlorella sorokiniana]
OG0000152	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]	PRW33012.1 Ubiquinone biosynthesis COQ4 mitochondrial [Chlorella sorokiniana], PRW32999.1 mitogen activated kinase [Chlorella sorokiniana], PRW56562.1 serine threonine- kinase CTR1-like isoform X1 [Chlorella sorokiniana]
OG0000153	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides]	PRW60720.1 sulfate transporter [Chlorella sorokiniana], PRW58410.1 sulfate transporter [Chlorella sorokiniana], PRW58120.1 sulfate transporter [Chlorella sorokiniana]
OG0000153	RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]	PRW58145.1 Sulfate Permease Family isoform B [Chlorella sorokiniana], PRW58144.1 Sulfate Permease Family isoform A [Chlorella sorokiniana]
OG0000155	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]	PRW58558.1 DUF21 domain-containing protein isoform X2 [Chlorella sorokiniana]
OG0000162	RMZ52254.1 hypothetical protein APUTEX25_001644 [Auxenochlorella protothecoides]	PRW59972.1 Zinc finger CCCH domain-containing 64 [Chlorella sorokiniana], PRW60776.1 band 7 [Chlorella sorokiniana], PRW20382.1 PE-PGRS family [Chlorella sorokiniana]
OG0000163	RMZ54968.1 hypothetical protein APUTEX25_000485_ partial [Auxenochlorella protothecoides]	PRW56576.1 ADP-ribosylation factor 1 [Chlorella sorokiniana]
OG0000163	RMZ56933.1 hypothetical protein APUTEX25_004995 [Auxenochlorella protothecoides]	PRW44304.1 Arf6 -family small GTPase [Chlorella sorokiniana]
OG0000163	RMZ52287.1 hypothetical protein APUTEX25_001677 [Auxenochlorella protothecoides]	PRW56446.1 ADP-ribosylation factor [Chlorella sorokiniana]
OG0000164	RMZ52296.1 hypothetical protein APUTEX25_001686 [Auxenochlorella protothecoides]	PRW56212.1 sulfate transporter [Chlorella sorokiniana]
OG0000164	RMZ56263.1 hypothetical protein APUTEX25_002453 [Auxenochlorella protothecoides]	PRW61574.1 sulfate transporter [Chlorella sorokiniana]
OG0000165	RMZ54827.1 hypothetical protein APUTEX25_000344 [Auxenochlorella protothecoides]	PRW56006.1 3-hydroxyisobutyryl- mitochondrial [Chlorella sorokiniana]
OG0000165	RMZ52546.1 hypothetical protein APUTEX25_003689 [Auxenochlorella protothecoides]	PRW55988.1 E3 ubiquitin- ligase listerin [Chlorella sorokiniana]
OG0000166	RMZ54380.1 hypothetical protein APUTEX25_001956 [Auxenochlorella protothecoides], RMZ52661.1 hypothetical protein APUTEX25_000780 [Auxenochlorella protothecoides]	PRW61560.1 chitin binding domain-containing [Chlorella sorokiniana]
OG0000168	RMZ53908.1 hypothetical protein APUTEX25_004612 [Auxenochlorella protothecoides]	PRW61055.1 serine hydroxymethyltransferase [Chlorella sorokiniana]
OG0000168	RMZ53311.1 hypothetical protein APUTEX25_004799 [Auxenochlorella protothecoides]	PRW56902.1 serine hydroxymethyltransferase 3 [Chlorella sorokiniana]
OG0000169	RMZ53895.1 hypothetical protein APUTEX25_005577_ partial [Auxenochlorella protothecoides]	PRW51128.1 bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like [Chlorella sorokiniana]
OG0000169	RMZ54161.1 hypothetical protein APUTEX25_005317_ partial [Auxenochlorella protothecoides]	PRW50815.1 magnesium transporter MRS2-I-like [Chlorella sorokiniana]
OG0000170	RMZ57229.1 hypothetical protein APUTEX25_004063 [Auxenochlorella protothecoides]	PRW58009.1 type I fatty acid [Chlorella sorokiniana]
OG0000170	RMZ57032.1 hypothetical protein APUTEX25_002264_ partial [Auxenochlorella protothecoides]	PRW61437.1 type I polyketide synthase [Chlorella sorokiniana]
OG0000170	RMZ53686.1 hypothetical protein APUTEX25_003220_ partial [Auxenochlorella protothecoides]	PRW57359.1 Polyketide synthase [Chlorella sorokiniana]
OG0000171	RMZ55346.1 hypothetical protein APUTEX25_003484 [Auxenochlorella protothecoides]	PRW57352.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]
OG0000171	RMZ53806.1 hypothetical protein APUTEX25_003945 [Auxenochlorella protothecoides]	PRW45352.1 uroporphyrinogen decarboxylase chloroplast precursor [Chlorella sorokiniana]
OG0000172	RMZ55974.1 hypothetical protein APUTEX25_004398 [Auxenochlorella protothecoides]	PRW57379.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]
OG0000173	RMZ54595.1 hypothetical protein APUTEX25_002181 [Auxenochlorella protothecoides]	PRW45620.1 taurine catabolism dioxygenase [Chlorella sorokiniana], PRW45329.1 taurine catabolism dioxygenase [Chlorella sorokiniana]
OG0000174	RMZ55156.1 hypothetical protein APUTEX25_005434 [Auxenochlorella protothecoides]	PRW59122.1 aurora-like kinase [Chlorella sorokiniana]
OG0000175	RMZ56829.1 hypothetical protein APUTEX25_002918 [Auxenochlorella protothecoides]	PRW58872.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana], PRW44384.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana]
OG0000176	RMZ57157.1 hypothetical protein APUTEX25_003991 [Auxenochlorella protothecoides]	PRW60425.1 hypothetical protein C2E21_0846 [Chlorella sorokiniana], PRW32519.1 band 7 [Chlorella sorokiniana], PRW20475.1 band 7 [Chlorella sorokiniana], PRW33624.1 band 7 [Chlorella sorokiniana], PRW57063.1 band 7 [Chlorella sorokiniana]
OG0000183	RMZ52035.1 hypothetical protein APUTEX25_001229 [Auxenochlorella protothecoides]	PRW32594.1 Sodium hydrogen exchanger 7 [Chlorella sorokiniana]
OG0000183	RMZ55254.1 hypothetical protein APUTEX25_005532_ partial [Auxenochlorella protothecoides]	PRW58280.1 Sodium hydrogen exchanger 7 [Chlorella sorokiniana]
OG0000184	RMZ52053.1 hypothetical protein APUTEX25_001247_ partial [Auxenochlorella protothecoides]	PRW57906.1 Exosome complex component MTR3 [Chlorella sorokiniana]
OG0000184	RMZ55987.1 hypothetical protein APUTEX25_004411_ partial [Auxenochlorella protothecoides]	PRW58604.1 alkaline phosphatase isoform B [Chlorella sorokiniana], PRW58605.1 alkaline phosphatase isoform A [Chlorella sorokiniana]
