Orthogroup	Chlorella_Vulgaris2111P	Auxenochlorella_protothecoides
OG0000080	KAI3427441.1 hypothetical protein D9Q98_010356 [Chlorella vulgaris], KAI3427152.1 hypothetical protein D9Q98_007089 [Chlorella vulgaris], KAI3427443.1 hypothetical protein D9Q98_010358 [Chlorella vulgaris], KAI3431786.1 hypothetical protein D9Q98_010539 [Chlorella vulgaris], KAI3429846.1 hypothetical protein D9Q98_010158 [Chlorella vulgaris], KAI3429845.1 hypothetical protein D9Q98_010157 [Chlorella vulgaris], KAI3428273.1 hypothetical protein D9Q98_006652 [Chlorella vulgaris], KAI3428272.1 hypothetical protein D9Q98_006651 [Chlorella vulgaris], KAI3429844.1 hypothetical protein D9Q98_010156 [Chlorella vulgaris]	RMZ55523.1 hypothetical protein APUTEX25_000106 [Auxenochlorella protothecoides]
OG0000081	KAI3428120.1 hypothetical protein D9Q98_006503 [Chlorella vulgaris]	RMZ56073.1 hypothetical protein APUTEX25_004497_ partial [Auxenochlorella protothecoides]
OG0000081	KAI3428113.1 hypothetical protein D9Q98_006496 [Chlorella vulgaris]	RMZ56025.1 hypothetical protein APUTEX25_004449 [Auxenochlorella protothecoides]
OG0000082	KAI3434745.1 hypothetical protein D9Q98_002805 [Chlorella vulgaris], KAI3427061.1 hypothetical protein D9Q98_007001 [Chlorella vulgaris]	RMZ52693.1 hypothetical protein APUTEX25_000812 [Auxenochlorella protothecoides]
OG0000083	KAI3436451.1 hypothetical protein D9Q98_005868 [Chlorella vulgaris]	RMZ54832.1 hypothetical protein APUTEX25_000349 [Auxenochlorella protothecoides]
OG0000083	KAI3436454.1 hypothetical protein D9Q98_005871 [Chlorella vulgaris], KAI3436457.1 hypothetical protein D9Q98_005874 [Chlorella vulgaris], KAI3436452.1 hypothetical protein D9Q98_005869 [Chlorella vulgaris]	RMZ53760.1 hypothetical protein APUTEX25_003899 [Auxenochlorella protothecoides]
OG0000084	KAI3437731.1 hypothetical protein D9Q98_000179 [Chlorella vulgaris]	RMZ54449.1 hypothetical protein APUTEX25_002025_ partial [Auxenochlorella protothecoides]
OG0000084	KAI3428091.1 hypothetical protein D9Q98_006474 [Chlorella vulgaris]	RMZ56130.1 hypothetical protein APUTEX25_004554 [Auxenochlorella protothecoides]
OG0000087	KAI3437713.1 hypothetical protein D9Q98_000161 [Chlorella vulgaris]	RMZ52173.1 hypothetical protein APUTEX25_001563 [Auxenochlorella protothecoides]
OG0000087	KAI3424452.1 hypothetical protein D9Q98_010004 [Chlorella vulgaris]	RMZ55593.1 hypothetical protein APUTEX25_000176 [Auxenochlorella protothecoides]
OG0000088	KAI3436255.1 hypothetical protein D9Q98_002308 [Chlorella vulgaris], KAI3434822.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris], KAI3434821.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris]	RMZ55551.1 hypothetical protein APUTEX25_000134 [Auxenochlorella protothecoides]
OG0000088	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]	RMZ52215.1 hypothetical protein APUTEX25_001605 [Auxenochlorella protothecoides]
OG0000089	KAI3433897.1 hypothetical protein D9Q98_003699 [Chlorella vulgaris]	RMZ53103.1 hypothetical protein APUTEX25_002512_ partial [Auxenochlorella protothecoides]
OG0000089	KAI3425074.1 hypothetical protein D9Q98_008452 [Chlorella vulgaris]	RMZ52759.1 hypothetical protein APUTEX25_000878 [Auxenochlorella protothecoides]
OG0000090	KAI3428724.1 hypothetical protein D9Q98_007548 [Chlorella vulgaris]	RMZ53227.1 hypothetical protein APUTEX25_005216 [Auxenochlorella protothecoides]
OG0000090	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris], KAI3428725.1 hypothetical protein D9Q98_007549 [Chlorella vulgaris]	RMZ55739.1 hypothetical protein APUTEX25_005780_ partial [Auxenochlorella protothecoides]
OG0000090	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]	RMZ55723.1 hypothetical protein APUTEX25_005764 [Auxenochlorella protothecoides]
OG0000091	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]	RMZ57273.1 hypothetical protein APUTEX25_004107 [Auxenochlorella protothecoides]
OG0000091	KAI3424357.1 hypothetical protein D9Q98_009910 [Chlorella vulgaris]	RMZ54971.1 hypothetical protein APUTEX25_000488 [Auxenochlorella protothecoides]
OG0000091	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]	RMZ57393.1 hypothetical protein APUTEX25_004227 [Auxenochlorella protothecoides]
OG0000095	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]	RMZ52360.1 hypothetical protein APUTEX25_000635_ partial [Auxenochlorella protothecoides]
OG0000096	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]	RMZ52686.1 hypothetical protein APUTEX25_000805 [Auxenochlorella protothecoides]
OG0000096	KAI3430799.1 hypothetical protein D9Q98_009211 [Chlorella vulgaris]	RMZ56656.1 hypothetical protein APUTEX25_002745_ partial [Auxenochlorella protothecoides]
OG0000097	KAI3428646.1 hypothetical protein D9Q98_007469 [Chlorella vulgaris]	RMZ52823.1 hypothetical protein APUTEX25_000942_ partial [Auxenochlorella protothecoides]
OG0000097	KAI3436172.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris], KAI3436173.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris]	RMZ54024.1 hypothetical protein APUTEX25_002601 [Auxenochlorella protothecoides]
OG0000098	KAI3432628.1 hypothetical protein D9Q98_004174 [Chlorella vulgaris]	RMZ53120.1 hypothetical protein APUTEX25_005109 [Auxenochlorella protothecoides]
OG0000098	KAI3429685.1 hypothetical protein D9Q98_005770 [Chlorella vulgaris]	RMZ54071.1 hypothetical protein APUTEX25_002648_ partial [Auxenochlorella protothecoides]
OG0000098	KAI3435570.1 hypothetical protein D9Q98_001635 [Chlorella vulgaris]	RMZ55147.1 hypothetical protein APUTEX25_005425 [Auxenochlorella protothecoides]
OG0000099	KAI3430666.1 hypothetical protein D9Q98_005258 [Chlorella vulgaris], KAI3425705.1 hypothetical protein D9Q98_007681 [Chlorella vulgaris], KAI3427940.1 hypothetical protein D9Q98_006330 [Chlorella vulgaris]	RMZ53156.1 hypothetical protein APUTEX25_005145_ partial [Auxenochlorella protothecoides]
OG0000100	KAI3432619.1 hypothetical protein D9Q98_004165 [Chlorella vulgaris]	RMZ53823.1 hypothetical protein APUTEX25_003962_ partial [Auxenochlorella protothecoides]
OG0000100	KAI3432618.1 hypothetical protein D9Q98_004164 [Chlorella vulgaris]	RMZ53226.1 hypothetical protein APUTEX25_005215 [Auxenochlorella protothecoides]
OG0000101	KAI3432837.1 hypothetical protein D9Q98_010421 [Chlorella vulgaris]	RMZ53299.1 hypothetical protein APUTEX25_004787 [Auxenochlorella protothecoides]
OG0000101	KAI3436066.1 hypothetical protein D9Q98_002124 [Chlorella vulgaris]	RMZ55341.1 hypothetical protein APUTEX25_003479 [Auxenochlorella protothecoides]
OG0000101	KAI3438148.1 hypothetical protein D9Q98_000589 [Chlorella vulgaris]	RMZ55334.1 hypothetical protein APUTEX25_003472 [Auxenochlorella protothecoides]
OG0000102	KAI3428153.1 hypothetical protein D9Q98_006537 [Chlorella vulgaris]	RMZ53552.1 hypothetical protein APUTEX25_003374_ partial [Auxenochlorella protothecoides]
OG0000102	KAI3429699.1 hypothetical protein D9Q98_005784 [Chlorella vulgaris]	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]
OG0000103	KAI3436738.1 hypothetical protein D9Q98_006153 [Chlorella vulgaris], KAI3429436.1 hypothetical protein D9Q98_005530 [Chlorella vulgaris], KAI3426054.1 hypothetical protein D9Q98_008022 [Chlorella vulgaris], KAI3431593.1 hypothetical protein D9Q98_004643 [Chlorella vulgaris]	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]
OG0000104	KAI3433600.1 hypothetical protein D9Q98_003410 [Chlorella vulgaris]	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]
OG0000105	KAI3432720.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3432721.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3428256.1 hypothetical protein D9Q98_006635 [Chlorella vulgaris], KAI3432725.1 hypothetical protein D9Q98_004267 [Chlorella vulgaris]	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]
OG0000106	KAI3429252.1 hypothetical protein D9Q98_005349 [Chlorella vulgaris]	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]
OG0000106	KAI3429253.1 hypothetical protein D9Q98_005350 [Chlorella vulgaris]	RMZ57423.1 hypothetical protein APUTEX25_004257 [Auxenochlorella protothecoides]
OG0000111	KAI3436013.1 hypothetical protein D9Q98_002070 [Chlorella vulgaris], KAI3436010.1 hypothetical protein D9Q98_002067 [Chlorella vulgaris], KAI3426367.1 hypothetical protein D9Q98_008739 [Chlorella vulgaris]	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides]
OG0000111	KAI3436012.1 hypothetical protein D9Q98_002069 [Chlorella vulgaris]	RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]
OG0000112	KAI3428055.1 hypothetical protein D9Q98_006440 [Chlorella vulgaris], KAI3436521.1 hypothetical protein D9Q98_005938 [Chlorella vulgaris]	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]
OG0000112	KAI3432297.1 hypothetical protein D9Q98_003857 [Chlorella vulgaris]	RMZ52248.1 hypothetical protein APUTEX25_001638 [Auxenochlorella protothecoides]
OG0000113	KAI3423900.1 hypothetical protein D9Q98_009734 [Chlorella vulgaris]	RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	KAI3435626.1 hypothetical protein D9Q98_001686 [Chlorella vulgaris]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000114	KAI3435627.1 hypothetical protein D9Q98_001687 [Chlorella vulgaris]	RMZ52357.1 hypothetical protein APUTEX25_000632 [Auxenochlorella protothecoides]
OG0000115	KAI3428425.1 hypothetical protein D9Q98_007252 [Chlorella vulgaris]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	KAI3437633.1 hypothetical protein D9Q98_000085 [Chlorella vulgaris]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	KAI3428482.1 hypothetical protein D9Q98_007307 [Chlorella vulgaris]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	KAI3437889.1 hypothetical protein D9Q98_000334 [Chlorella vulgaris]	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]
OG0000116	KAI3430347.1 hypothetical protein D9Q98_004942 [Chlorella vulgaris]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000117	KAI3437871.1 hypothetical protein D9Q98_000317 [Chlorella vulgaris], KAI3438532.1 hypothetical protein D9Q98_000960 [Chlorella vulgaris], KAI3430566.1 hypothetical protein D9Q98_005159 [Chlorella vulgaris], KAI3429548.1 hypothetical protein D9Q98_005636 [Chlorella vulgaris]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	KAI3425355.1 hypothetical protein D9Q98_009119 [Chlorella vulgaris], KAI3425363.1 hypothetical protein D9Q98_009127 [Chlorella vulgaris]	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides]
OG0000119	KAI3429705.1 hypothetical protein D9Q98_005790 [Chlorella vulgaris]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	KAI3436603.1 hypothetical protein D9Q98_006020 [Chlorella vulgaris]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]
OG0000119	KAI3439103.1 hypothetical protein D9Q98_001512 [Chlorella vulgaris]	RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]
OG0000120	KAI3428100.1 hypothetical protein D9Q98_006483 [Chlorella vulgaris]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	KAI3426215.1 hypothetical protein D9Q98_008591 [Chlorella vulgaris]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	KAI3429239.1 hypothetical protein D9Q98_005338 [Chlorella vulgaris]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	KAI3425362.1 hypothetical protein D9Q98_009126 [Chlorella vulgaris]	RMZ52696.1 hypothetical protein APUTEX25_000815 [Auxenochlorella protothecoides]
OG0000125	KAI3425371.1 hypothetical protein D9Q98_009135 [Chlorella vulgaris]	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]
OG0000126	KAI3436801.1 hypothetical protein D9Q98_006211 [Chlorella vulgaris]	RMZ54964.1 hypothetical protein APUTEX25_000481_ partial [Auxenochlorella protothecoides]
OG0000126	KAI3436798.1 hypothetical protein D9Q98_006208 [Chlorella vulgaris]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	KAI3432596.1 hypothetical protein D9Q98_004144 [Chlorella vulgaris]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000127	KAI3434819.1 hypothetical protein D9Q98_002876 [Chlorella vulgaris]	RMZ53271.1 hypothetical protein APUTEX25_005260 [Auxenochlorella protothecoides]
OG0000128	KAI3428500.1 hypothetical protein D9Q98_007324 [Chlorella vulgaris]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000128	KAI3434857.1 hypothetical protein D9Q98_002911 [Chlorella vulgaris]	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]
OG0000129	KAI3424313.1 hypothetical protein D9Q98_009866 [Chlorella vulgaris], KAI3436016.1 hypothetical protein D9Q98_002073 [Chlorella vulgaris]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000129	KAI3436857.1 hypothetical protein D9Q98_006267 [Chlorella vulgaris]	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]
OG0000130	KAI3429669.1 hypothetical protein D9Q98_005754 [Chlorella vulgaris]	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]
OG0000130	KAI3428071.1 hypothetical protein D9Q98_006455 [Chlorella vulgaris]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]
OG0000130	KAI3425315.1 hypothetical protein D9Q98_009080 [Chlorella vulgaris]	RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]
OG0000131	KAI3437874.1 hypothetical protein D9Q98_000320 [Chlorella vulgaris], KAI3437873.1 hypothetical protein D9Q98_000319 [Chlorella vulgaris], KAI3437724.1 hypothetical protein D9Q98_000172 [Chlorella vulgaris]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
OG0000132	KAI3437839.1 hypothetical protein D9Q98_000285 [Chlorella vulgaris], KAI3424203.1 hypothetical protein D9Q98_009559 [Chlorella vulgaris], KAI3437838.1 hypothetical protein D9Q98_000284 [Chlorella vulgaris]	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]
OG0000133	KAI3430640.1 hypothetical protein D9Q98_005233 [Chlorella vulgaris]	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]
OG0000133	KAI3423978.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris], KAI3423977.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris]	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]
OG0000134	KAI3424180.1 hypothetical protein D9Q98_009539 [Chlorella vulgaris]	RMZ55528.1 hypothetical protein APUTEX25_000111_ partial [Auxenochlorella protothecoides]
OG0000135	KAI3425290.1 hypothetical protein D9Q98_009057 [Chlorella vulgaris]	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]
OG0000135	KAI3438834.1 hypothetical protein D9Q98_001251 [Chlorella vulgaris]	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]
OG0000141	KAI3431537.1 hypothetical protein D9Q98_004587 [Chlorella vulgaris]	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]
OG0000142	KAI3428770.1 hypothetical protein D9Q98_007591 [Chlorella vulgaris]	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]
OG0000142	KAI3436561.1 hypothetical protein D9Q98_005977 [Chlorella vulgaris]	RMZ53716.1 hypothetical protein APUTEX25_003250 [Auxenochlorella protothecoides]
OG0000143	KAI3431309.1 hypothetical protein D9Q98_004368 [Chlorella vulgaris]	RMZ52918.1 hypothetical protein APUTEX25_001037_ partial [Auxenochlorella protothecoides]
OG0000144	KAI3424324.1 hypothetical protein D9Q98_009877 [Chlorella vulgaris]	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]
OG0000144	KAI3434516.1 hypothetical protein D9Q98_002589 [Chlorella vulgaris]	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]
OG0000145	KAI3430890.1 hypothetical protein D9Q98_009299 [Chlorella vulgaris]	RMZ53071.1 hypothetical protein APUTEX25_001190 [Auxenochlorella protothecoides]
OG0000146	KAI3427070.1 hypothetical protein D9Q98_007010 [Chlorella vulgaris]	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]
OG0000146	KAI3429472.1 hypothetical protein D9Q98_005564 [Chlorella vulgaris]	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]
OG0000147	KAI3427163.1 hypothetical protein D9Q98_007100 [Chlorella vulgaris]	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides]
OG0000147	KAI3428163.1 hypothetical protein D9Q98_006545 [Chlorella vulgaris]	RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides]
OG0000147	KAI3427004.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris], KAI3427005.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris]	RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]
OG0000148	KAI3431579.1 hypothetical protein D9Q98_004629 [Chlorella vulgaris]	RMZ54490.1 hypothetical protein APUTEX25_002066_ partial [Auxenochlorella protothecoides]
OG0000149	KAI3430617.1 hypothetical protein D9Q98_005209 [Chlorella vulgaris]	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]
OG0000149	KAI3424719.1 hypothetical protein D9Q98_008108 [Chlorella vulgaris], KAI3436510.1 hypothetical protein D9Q98_005927 [Chlorella vulgaris]	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]
OG0000150	KAI3433674.1 hypothetical protein D9Q98_003483 [Chlorella vulgaris], KAI3435981.1 hypothetical protein D9Q98_002039 [Chlorella vulgaris]	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides]
OG0000150	KAI3425931.1 hypothetical protein D9Q98_007903 [Chlorella vulgaris]	RMZ54797.1 hypothetical protein APUTEX25_000314 [Auxenochlorella protothecoides]
OG0000150	KAI3425935.1 hypothetical protein D9Q98_007907 [Chlorella vulgaris]	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]
