Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0000071	KAI3424455.1 hypothetical protein D9Q98_010007 [Chlorella vulgaris], KAI3424454.1 hypothetical protein D9Q98_010006 [Chlorella vulgaris], KAI3424094.1 hypothetical protein D9Q98_009456 [Chlorella vulgaris], KAI3424232.1 hypothetical protein D9Q98_009588 [Chlorella vulgaris], KAI3424231.1 hypothetical protein D9Q98_009587 [Chlorella vulgaris]	KAF8066277.1 Camk1 [Scenedesmus sp. PABB004]
OG0000071	KAI3424158.1 hypothetical protein D9Q98_009517 [Chlorella vulgaris]	KAF8055935.1 mlkA [Scenedesmus sp. PABB004]
OG0000072	KAI3430561.1 hypothetical protein D9Q98_005154 [Chlorella vulgaris]	KAF8059439.1 hypothetical protein HT031_005244 [Scenedesmus sp. PABB004], KAF8067172.1 hypothetical protein HT031_002219 [Scenedesmus sp. PABB004]
OG0000072	KAI3435017.1 hypothetical protein D9Q98_003069 [Chlorella vulgaris], KAI3433579.1 hypothetical protein D9Q98_003390 [Chlorella vulgaris], KAI3433580.1 hypothetical protein D9Q98_003391 [Chlorella vulgaris]	KAF8065650.1 hypothetical protein HT031_003251 [Scenedesmus sp. PABB004]
OG0000073	KAI3428260.1 hypothetical protein D9Q98_006639 [Chlorella vulgaris], KAI3428261.1 hypothetical protein D9Q98_006640 [Chlorella vulgaris], KAI3424943.1 hypothetical protein D9Q98_008325 [Chlorella vulgaris]	KAF8056137.1 hypothetical protein HT031_006488 [Scenedesmus sp. PABB004]
OG0000076	KAI3424362.1 hypothetical protein D9Q98_009915 [Chlorella vulgaris]	KAF8068287.1 ASAT1 [Scenedesmus sp. PABB004]
OG0000076	KAI3430457.1 hypothetical protein D9Q98_005052 [Chlorella vulgaris], KAI3434845.1 hypothetical protein D9Q98_002899 [Chlorella vulgaris], KAI3434846.1 hypothetical protein D9Q98_002900 [Chlorella vulgaris], KAI3431471.1 hypothetical protein D9Q98_004523 [Chlorella vulgaris], KAI3438687.1 hypothetical protein D9Q98_001107 [Chlorella vulgaris]	KAF8061301.1 AT7 [Scenedesmus sp. PABB004]
OG0000078	KAI3437917.1 hypothetical protein D9Q98_000362 [Chlorella vulgaris]	KAF8059208.1 PFK5 [Scenedesmus sp. PABB004]
OG0000078	KAI3432447.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris], KAI3432446.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris]	KAF8067362.1 PFK5 [Scenedesmus sp. PABB004]
OG0000078	KAI3436493.1 hypothetical protein D9Q98_005910 [Chlorella vulgaris], KAI3433465.1 hypothetical protein D9Q98_003278 [Chlorella vulgaris]	KAF8065867.1 PFK5 [Scenedesmus sp. PABB004]
OG0000079	KAI3428104.1 hypothetical protein D9Q98_006487 [Chlorella vulgaris], KAI3434525.1 hypothetical protein D9Q98_002598 [Chlorella vulgaris]	KAF8065619.1 HSP70 [Scenedesmus sp. PABB004], KAF8070942.1 HSP70 [Scenedesmus sp. PABB004]
OG0000079	KAI3433911.1 hypothetical protein D9Q98_003713 [Chlorella vulgaris]	KAF8060359.1 BIP5 [Scenedesmus sp. PABB004]
OG0000080	KAI3427441.1 hypothetical protein D9Q98_010356 [Chlorella vulgaris], KAI3427152.1 hypothetical protein D9Q98_007089 [Chlorella vulgaris], KAI3427443.1 hypothetical protein D9Q98_010358 [Chlorella vulgaris], KAI3431786.1 hypothetical protein D9Q98_010539 [Chlorella vulgaris], KAI3429846.1 hypothetical protein D9Q98_010158 [Chlorella vulgaris], KAI3429845.1 hypothetical protein D9Q98_010157 [Chlorella vulgaris], KAI3428273.1 hypothetical protein D9Q98_006652 [Chlorella vulgaris], KAI3428272.1 hypothetical protein D9Q98_006651 [Chlorella vulgaris], KAI3429844.1 hypothetical protein D9Q98_010156 [Chlorella vulgaris]	KAF8065839.1 Herc2 [Scenedesmus sp. PABB004]
OG0000081	KAI3428120.1 hypothetical protein D9Q98_006503 [Chlorella vulgaris]	KAF8073158.1 acyl-activating enzyme 19-like protein [Scenedesmus sp. PABB004]
OG0000081	KAI3438931.1 hypothetical protein D9Q98_001345 [Chlorella vulgaris], KAI3433601.1 hypothetical protein D9Q98_003411 [Chlorella vulgaris]	KAF8055941.1 MST4 [Scenedesmus sp. PABB004], KAF8065642.1 BASS4 [Scenedesmus sp. PABB004]
OG0000081	KAI3428113.1 hypothetical protein D9Q98_006496 [Chlorella vulgaris]	KAF8055673.1 BASS4 [Scenedesmus sp. PABB004]
OG0000082	KAI3434745.1 hypothetical protein D9Q98_002805 [Chlorella vulgaris], KAI3427061.1 hypothetical protein D9Q98_007001 [Chlorella vulgaris]	KAF8057866.1 nek2 [Scenedesmus sp. PABB004]
OG0000083	KAI3436451.1 hypothetical protein D9Q98_005868 [Chlorella vulgaris]	KAF8061293.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]
OG0000083	KAI3436454.1 hypothetical protein D9Q98_005871 [Chlorella vulgaris], KAI3436457.1 hypothetical protein D9Q98_005874 [Chlorella vulgaris], KAI3436452.1 hypothetical protein D9Q98_005869 [Chlorella vulgaris]	KAF8055757.1 Fam91a1 [Scenedesmus sp. PABB004]
OG0000083	KAI3436456.1 hypothetical protein D9Q98_005873 [Chlorella vulgaris]	KAF8069507.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]
OG0000084	KAI3426243.1 hypothetical protein D9Q98_008619 [Chlorella vulgaris]	KAF8067153.1 Cysteine synthase [Scenedesmus sp. PABB004]
OG0000085	KAI3425327.1 hypothetical protein D9Q98_009091 [Chlorella vulgaris]	KAF8073178.1 ndufaf3 [Scenedesmus sp. PABB004]
OG0000087	KAI3437713.1 hypothetical protein D9Q98_000161 [Chlorella vulgaris]	KAF8063701.1 SYM1 [Scenedesmus sp. PABB004]
OG0000087	KAI3424452.1 hypothetical protein D9Q98_010004 [Chlorella vulgaris]	KAF8058038.1 uhpC [Scenedesmus sp. PABB004], KAF8068291.1 uhpC [Scenedesmus sp. PABB004]
OG0000088	KAI3436255.1 hypothetical protein D9Q98_002308 [Chlorella vulgaris], KAI3434822.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris], KAI3434821.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris]	KAF8072753.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000088	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]	KAF8058409.1 pyruvate kinase 2 [Scenedesmus sp. PABB004], KAF8062698.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000089	KAI3427956.1 hypothetical protein D9Q98_006346 [Chlorella vulgaris]	KAF8073038.1 hypothetical protein HT031_000699 [Scenedesmus sp. PABB004]
OG0000090	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris]	KAF8062922.1 SAT2 [Scenedesmus sp. PABB004]
OG0000090	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]	KAF8060021.1 WD repeat-containing protein [Scenedesmus sp. PABB004]
OG0000091	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]	KAF8069632.1 PP2A4 [Scenedesmus sp. PABB004]
OG0000091	KAI3424357.1 hypothetical protein D9Q98_009910 [Chlorella vulgaris]	KAF8065498.1 PPX2 [Scenedesmus sp. PABB004]
OG0000091	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]	KAF8068346.1 hypothetical protein HT031_002035 [Scenedesmus sp. PABB004]
OG0000092	KAI3437791.1 hypothetical protein D9Q98_000238 [Chlorella vulgaris]	KAF8067194.1 uapA [Scenedesmus sp. PABB004]
OG0000093	KAI3434593.1 hypothetical protein D9Q98_002662 [Chlorella vulgaris], KAI3433844.1 hypothetical protein D9Q98_003647 [Chlorella vulgaris]	KAF8069443.1 hypothetical protein HT031_001558 [Scenedesmus sp. PABB004]
OG0000095	KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]	KAF8062760.1 CRTISO2 [Scenedesmus sp. PABB004]
OG0000096	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]	KAF8054728.1 Abcb6 [Scenedesmus sp. PABB004], KAF8055403.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000096	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]	KAF8057280.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000097	KAI3436175.1 hypothetical protein D9Q98_002230 [Chlorella vulgaris]	KAF8062668.1 hypothetical protein HT031_003997 [Scenedesmus sp. PABB004]
OG0000097	KAI3436172.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris], KAI3436173.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris]	KAF8066414.1 CURT1A [Scenedesmus sp. PABB004]
OG0000098	KAI3432628.1 hypothetical protein D9Q98_004174 [Chlorella vulgaris]	KAF8069427.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000098	KAI3429685.1 hypothetical protein D9Q98_005770 [Chlorella vulgaris]	KAF8064575.1 hypothetical protein HT031_003375 [Scenedesmus sp. PABB004]
OG0000098	KAI3435570.1 hypothetical protein D9Q98_001635 [Chlorella vulgaris]	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000099	KAI3430666.1 hypothetical protein D9Q98_005258 [Chlorella vulgaris], KAI3425705.1 hypothetical protein D9Q98_007681 [Chlorella vulgaris], KAI3427940.1 hypothetical protein D9Q98_006330 [Chlorella vulgaris]	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004]
OG0000099	KAI3435873.1 hypothetical protein D9Q98_001931 [Chlorella vulgaris]	KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004]
OG0000100	KAI3432569.1 hypothetical protein D9Q98_004118 [Chlorella vulgaris]	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]
OG0000100	KAI3432618.1 hypothetical protein D9Q98_004164 [Chlorella vulgaris]	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]
OG0000101	KAI3432837.1 hypothetical protein D9Q98_010421 [Chlorella vulgaris]	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]
OG0000101	KAI3436066.1 hypothetical protein D9Q98_002124 [Chlorella vulgaris]	KAF8070970.1 clpB [Scenedesmus sp. PABB004]
OG0000101	KAI3438148.1 hypothetical protein D9Q98_000589 [Chlorella vulgaris]	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]
OG0000102	KAI3428153.1 hypothetical protein D9Q98_006537 [Chlorella vulgaris]	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]
OG0000102	KAI3429699.1 hypothetical protein D9Q98_005784 [Chlorella vulgaris]	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]
OG0000103	KAI3429436.1 hypothetical protein D9Q98_005530 [Chlorella vulgaris]	KAF8072876.1 PRY1 [Scenedesmus sp. PABB004]
OG0000104	KAI3433611.1 hypothetical protein D9Q98_003420 [Chlorella vulgaris]	KAF8072513.1 NUP50A [Scenedesmus sp. PABB004]
OG0000104	KAI3433613.1 hypothetical protein D9Q98_003422 [Chlorella vulgaris]	KAF8071110.1 CP12 [Scenedesmus sp. PABB004]
OG0000105	KAI3432720.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3432721.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris]	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]
OG0000105	KAI3428256.1 hypothetical protein D9Q98_006635 [Chlorella vulgaris]	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]
OG0000105	KAI3432725.1 hypothetical protein D9Q98_004267 [Chlorella vulgaris]	KAF8071068.1 Dnah1 [Scenedesmus sp. PABB004], KAF8066345.1 DNAH7 [Scenedesmus sp. PABB004]
OG0000106	KAI3429252.1 hypothetical protein D9Q98_005349 [Chlorella vulgaris]	KAF8061163.1 hypothetical protein HT031_004625 [Scenedesmus sp. PABB004], KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]
OG0000106	KAI3429253.1 hypothetical protein D9Q98_005350 [Chlorella vulgaris]	KAF8067278.1 hypothetical protein HT031_002325 [Scenedesmus sp. PABB004]
OG0000107	KAI3434710.1 hypothetical protein D9Q98_002771 [Chlorella vulgaris], KAI3434709.1 hypothetical protein D9Q98_002770 [Chlorella vulgaris]	KAF8067328.1 RAB3GAP2 [Scenedesmus sp. PABB004]
OG0000109	KAI3430466.1 hypothetical protein D9Q98_005061 [Chlorella vulgaris]	KAF8058316.1 TRAF3IP1 [Scenedesmus sp. PABB004]
OG0000111	KAI3434988.1 hypothetical protein D9Q98_003040 [Chlorella vulgaris], KAI3434987.1 hypothetical protein D9Q98_003039 [Chlorella vulgaris], KAI3434897.1 hypothetical protein D9Q98_002951 [Chlorella vulgaris], KAI3434996.1 hypothetical protein D9Q98_003048 [Chlorella vulgaris], KAI3436013.1 hypothetical protein D9Q98_002070 [Chlorella vulgaris], KAI3436010.1 hypothetical protein D9Q98_002067 [Chlorella vulgaris], KAI3426367.1 hypothetical protein D9Q98_008739 [Chlorella vulgaris], KAI3436012.1 hypothetical protein D9Q98_002069 [Chlorella vulgaris]	KAF8072944.1 ATXR2 [Scenedesmus sp. PABB004]
OG0000112	KAI3428055.1 hypothetical protein D9Q98_006440 [Chlorella vulgaris], KAI3436521.1 hypothetical protein D9Q98_005938 [Chlorella vulgaris]	KAF8065659.1 P4H2 [Scenedesmus sp. PABB004]
OG0000112	KAI3432297.1 hypothetical protein D9Q98_003857 [Chlorella vulgaris]	KAF8069685.1 P4H3 [Scenedesmus sp. PABB004]
OG0000113	KAI3423900.1 hypothetical protein D9Q98_009734 [Chlorella vulgaris]	KAF8062021.1 AAP2 [Scenedesmus sp. PABB004], KAF8062023.1 AAP2 [Scenedesmus sp. PABB004]
OG0000114	KAI3435626.1 hypothetical protein D9Q98_001686 [Chlorella vulgaris]	KAF8070965.1 TRZ4 [Scenedesmus sp. PABB004]
OG0000115	KAI3428425.1 hypothetical protein D9Q98_007252 [Chlorella vulgaris]	KAF8061951.1 HDAC1 [Scenedesmus sp. PABB004]
OG0000115	KAI3437633.1 hypothetical protein D9Q98_000085 [Chlorella vulgaris]	KAF8061327.1 HDA9 [Scenedesmus sp. PABB004]
OG0000117	KAI3437871.1 hypothetical protein D9Q98_000317 [Chlorella vulgaris], KAI3438532.1 hypothetical protein D9Q98_000960 [Chlorella vulgaris], KAI3430566.1 hypothetical protein D9Q98_005159 [Chlorella vulgaris], KAI3429548.1 hypothetical protein D9Q98_005636 [Chlorella vulgaris]	KAF8057138.1 glcA [Scenedesmus sp. PABB004], KAF8062630.1 hypothetical protein HT031_003959 [Scenedesmus sp. PABB004], KAF8071283.1 bglA [Scenedesmus sp. PABB004]
OG0000118	KAI3425374.1 hypothetical protein D9Q98_009138 [Chlorella vulgaris]	KAF8057944.1 pma1 [Scenedesmus sp. PABB004]
OG0000119	KAI3429705.1 hypothetical protein D9Q98_005790 [Chlorella vulgaris]	KAF8072977.1 DEAH3 [Scenedesmus sp. PABB004]
OG0000119	KAI3436603.1 hypothetical protein D9Q98_006020 [Chlorella vulgaris]	KAF8072436.1 DEAH5 [Scenedesmus sp. PABB004]
OG0000119	KAI3439103.1 hypothetical protein D9Q98_001512 [Chlorella vulgaris]	KAF8063657.1 ESP3 [Scenedesmus sp. PABB004]
OG0000120	KAI3428100.1 hypothetical protein D9Q98_006483 [Chlorella vulgaris]	KAF8068296.1 hypothetical protein HT031_001983 [Scenedesmus sp. PABB004], KAF8059116.1 TMEM230 [Scenedesmus sp. PABB004], KAF8065601.1 Ermp1 [Scenedesmus sp. PABB004], KAF8065827.1 SIP1-1 [Scenedesmus sp. PABB004], KAF8055589.1 hypothetical protein HT031_006708 [Scenedesmus sp. PABB004], KAF8068341.1 hypothetical protein HT031_002030 [Scenedesmus sp. PABB004], KAF8072736.1 ATG1B [Scenedesmus sp. PABB004], KAF8059140.1 hypothetical protein HT031_005312 [Scenedesmus sp. PABB004], KAF8061370.1 mannose-1-phosphate guanylyltransferase 2 [Scenedesmus sp. PABB004], KAF8069482.1 secA [Scenedesmus sp. PABB004], KAF8072721.1 hypothetical protein HT031_000381 [Scenedesmus sp. PABB004]
OG0000121	KAI3433934.1 hypothetical protein D9Q98_003736 [Chlorella vulgaris]	KAF8055112.1 PTC52 [Scenedesmus sp. PABB004]
OG0000121	KAI3424949.1 hypothetical protein D9Q98_008331 [Chlorella vulgaris]	KAF8061147.1 PTC52 [Scenedesmus sp. PABB004], KAF8067223.1 hypothetical protein HT031_002270 [Scenedesmus sp. PABB004], KAF8060538.1 rutD [Scenedesmus sp. PABB004]
OG0000122	KAI3432529.1 hypothetical protein D9Q98_004078 [Chlorella vulgaris]	KAF8059744.1 SVEP1 [Scenedesmus sp. PABB004], KAF8059696.1 hypothetical protein HT031_005104 [Scenedesmus sp. PABB004], KAF8059701.1 hypothetical protein HT031_005109 [Scenedesmus sp. PABB004], KAF8059695.1 SVEP1 [Scenedesmus sp. PABB004], KAF8057859.1 Slbp [Scenedesmus sp. PABB004], KAF8055660.1 Scube1 [Scenedesmus sp. PABB004], KAF8055663.1 CEPR1 [Scenedesmus sp. PABB004], KAF8061892.1 Svep1 [Scenedesmus sp. PABB004]
OG0000124	KAI3426215.1 hypothetical protein D9Q98_008591 [Chlorella vulgaris]	KAF8063716.1 DNAJB4 [Scenedesmus sp. PABB004]
OG0000126	KAI3436798.1 hypothetical protein D9Q98_006208 [Chlorella vulgaris]	KAF8062936.1 RASA4 [Scenedesmus sp. PABB004]
OG0000126	KAI3432596.1 hypothetical protein D9Q98_004144 [Chlorella vulgaris]	KAF8059985.1 SQD2 [Scenedesmus sp. PABB004]
OG0000127	KAI3429352.1 hypothetical protein D9Q98_005447 [Chlorella vulgaris]	KAF8073250.1 METTL7A [Scenedesmus sp. PABB004]
OG0000128	KAI3428500.1 hypothetical protein D9Q98_007324 [Chlorella vulgaris]	KAF8069375.1 YchF1 [Scenedesmus sp. PABB004]
OG0000129	KAI3424313.1 hypothetical protein D9Q98_009866 [Chlorella vulgaris], KAI3436016.1 hypothetical protein D9Q98_002073 [Chlorella vulgaris]	KAF8064567.1 abcG2 [Scenedesmus sp. PABB004]
OG0000129	KAI3436857.1 hypothetical protein D9Q98_006267 [Chlorella vulgaris]	KAF8057935.1 ABCG31 [Scenedesmus sp. PABB004]
OG0000130	KAI3429669.1 hypothetical protein D9Q98_005754 [Chlorella vulgaris]	KAF8067318.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000130	KAI3428071.1 hypothetical protein D9Q98_006455 [Chlorella vulgaris], KAI3425315.1 hypothetical protein D9Q98_009080 [Chlorella vulgaris]	KAF8056110.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000131	KAI3437874.1 hypothetical protein D9Q98_000320 [Chlorella vulgaris]	KAF8061141.1 hypothetical protein HT031_004602 [Scenedesmus sp. PABB004]
OG0000132	KAI3430540.1 hypothetical protein D9Q98_005133 [Chlorella vulgaris]	KAF8065458.1 hypothetical protein HT031_003059 [Scenedesmus sp. PABB004]
OG0000132	KAI3437839.1 hypothetical protein D9Q98_000285 [Chlorella vulgaris], KAI3424203.1 hypothetical protein D9Q98_009559 [Chlorella vulgaris], KAI3437838.1 hypothetical protein D9Q98_000284 [Chlorella vulgaris]	KAF8062014.1 hypothetical protein HT031_004274 [Scenedesmus sp. PABB004]
OG0000133	KAI3430640.1 hypothetical protein D9Q98_005233 [Chlorella vulgaris]	KAF8066232.1 ABC1K7 [Scenedesmus sp. PABB004]
OG0000133	KAI3423978.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris], KAI3423977.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris]	KAF8056123.1 GTE1 [Scenedesmus sp. PABB004]
OG0000133	KAI3423979.1 hypothetical protein D9Q98_009812 [Chlorella vulgaris]	KAF8062086.1 ABC1K8 [Scenedesmus sp. PABB004]
OG0000135	KAI3425290.1 hypothetical protein D9Q98_009057 [Chlorella vulgaris]	KAF8058342.1 spast [Scenedesmus sp. PABB004]
OG0000135	KAI3438834.1 hypothetical protein D9Q98_001251 [Chlorella vulgaris]	KAF8061349.1 RPS9B [Scenedesmus sp. PABB004]
OG0000137	KAI3429816.1 hypothetical protein D9Q98_010129 [Chlorella vulgaris], KAI3429817.1 hypothetical protein D9Q98_010130 [Chlorella vulgaris]	KAF8073081.1 hypothetical protein HT031_000742 [Scenedesmus sp. PABB004]
OG0000141	KAI3431537.1 hypothetical protein D9Q98_004587 [Chlorella vulgaris]	KAF8072373.1 EXPA5 [Scenedesmus sp. PABB004]
OG0000142	KAI3436561.1 hypothetical protein D9Q98_005977 [Chlorella vulgaris]	KAF8063710.1 BBM2 [Scenedesmus sp. PABB004]
OG0000144	KAI3424324.1 hypothetical protein D9Q98_009877 [Chlorella vulgaris]	KAF8065472.1 EREBP1 [Scenedesmus sp. PABB004], KAF8061402.1 ERF118 [Scenedesmus sp. PABB004], KAF8058065.1 ERF098 [Scenedesmus sp. PABB004]
OG0000144	KAI3434516.1 hypothetical protein D9Q98_002589 [Chlorella vulgaris]	KAF8068275.1 ERF071 [Scenedesmus sp. PABB004]
OG0000144	KAI3427274.1 hypothetical protein D9Q98_007206 [Chlorella vulgaris]	KAF8068380.1 ERN3 [Scenedesmus sp. PABB004]
OG0000145	KAI3430890.1 hypothetical protein D9Q98_009299 [Chlorella vulgaris], KAI3425079.1 hypothetical protein D9Q98_008457 [Chlorella vulgaris]	KAF8069642.1 amyM [Scenedesmus sp. PABB004]
OG0000146	KAI3427070.1 hypothetical protein D9Q98_007010 [Chlorella vulgaris]	KAF8060014.1 LACS4 [Scenedesmus sp. PABB004]
OG0000146	KAI3429472.1 hypothetical protein D9Q98_005564 [Chlorella vulgaris]	KAF8060497.1 LACS4 [Scenedesmus sp. PABB004]
OG0000147	KAI3427163.1 hypothetical protein D9Q98_007100 [Chlorella vulgaris], KAI3428163.1 hypothetical protein D9Q98_006545 [Chlorella vulgaris], KAI3427004.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris], KAI3427005.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris]	KAF8073194.1 SDP1 [Scenedesmus sp. PABB004]
OG0000148	KAI3431578.1 hypothetical protein D9Q98_004628 [Chlorella vulgaris]	KAF8062011.1 CYP97B2 [Scenedesmus sp. PABB004]
OG0000149	KAI3430617.1 hypothetical protein D9Q98_005209 [Chlorella vulgaris]	KAF8062896.1 hypothetical protein HT031_003734 [Scenedesmus sp. PABB004]
OG0000149	KAI3436510.1 hypothetical protein D9Q98_005927 [Chlorella vulgaris]	KAF8068351.1 HDA14 [Scenedesmus sp. PABB004]
OG0000150	KAI3433674.1 hypothetical protein D9Q98_003483 [Chlorella vulgaris], KAI3435981.1 hypothetical protein D9Q98_002039 [Chlorella vulgaris], KAI3425931.1 hypothetical protein D9Q98_007903 [Chlorella vulgaris]	KAF8066365.1 AMY2 [Scenedesmus sp. PABB004]
OG0000151	KAI3436087.1 hypothetical protein D9Q98_002145 [Chlorella vulgaris]	KAF8061938.1 hypothetical protein HT031_004198 [Scenedesmus sp. PABB004]
OG0000151	KAI3436118.1 hypothetical protein D9Q98_002176 [Chlorella vulgaris]	KAF8061348.1 hypothetical protein HT031_004439 [Scenedesmus sp. PABB004]
OG0000152	KAI3430434.1 hypothetical protein D9Q98_005029 [Chlorella vulgaris]	KAF8067119.1 SIS8 [Scenedesmus sp. PABB004]
