Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_NREL
OG0000048	KAI3427122.1 hypothetical protein D9Q98_007059 [Chlorella vulgaris], KAI3427123.1 hypothetical protein D9Q98_007060 [Chlorella vulgaris], KAI3427135.1 hypothetical protein D9Q98_007072 [Chlorella vulgaris], KAI3427121.1 hypothetical protein D9Q98_007058 [Chlorella vulgaris], KAI3426208.1 hypothetical protein D9Q98_008585 [Chlorella vulgaris], KAI3433673.1 hypothetical protein D9Q98_003482 [Chlorella vulgaris]	KAF6256083.1 oxygen-evolving enhancer protein 3_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0000049	KAI3438841.1 hypothetical protein D9Q98_001258 [Chlorella vulgaris]	KAF6254669.1 hypothetical protein COO60DRAFT_296766 [Scenedesmus sp. NREL 46B-D3]
OG0000049	KAI3436640.1 hypothetical protein D9Q98_006056 [Chlorella vulgaris]	KAF6251092.1 eukaryotic translation initiation factor 2B alpha [Scenedesmus sp. NREL 46B-D3]
OG0000050	KAI3424312.1 hypothetical protein D9Q98_009865 [Chlorella vulgaris], KAI3425144.1 hypothetical protein D9Q98_008915 [Chlorella vulgaris], KAI3425150.1 hypothetical protein D9Q98_008921 [Chlorella vulgaris], KAI3425146.1 hypothetical protein D9Q98_008917 [Chlorella vulgaris], KAI3423972.1 hypothetical protein D9Q98_009806 [Chlorella vulgaris], KAI3434997.1 hypothetical protein D9Q98_003049 [Chlorella vulgaris], KAI3426349.1 hypothetical protein D9Q98_008722 [Chlorella vulgaris], KAI3434870.1 hypothetical protein D9Q98_002924 [Chlorella vulgaris], KAI3424164.1 hypothetical protein D9Q98_009523 [Chlorella vulgaris], KAI3427099.1 hypothetical protein D9Q98_007038 [Chlorella vulgaris]	KAF6265287.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000051	KAI3433740.1 hypothetical protein D9Q98_003547 [Chlorella vulgaris], KAI3424145.1 hypothetical protein D9Q98_009505 [Chlorella vulgaris], KAI3429547.1 hypothetical protein D9Q98_005635 [Chlorella vulgaris], KAI3428258.1 hypothetical protein D9Q98_006637 [Chlorella vulgaris]	KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000052	KAI3426265.1 hypothetical protein D9Q98_008640 [Chlorella vulgaris]	KAF6255529.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3], KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]
OG0000053	KAI3433854.1 hypothetical protein D9Q98_003657 [Chlorella vulgaris]	KAF6262073.1 hypothetical protein COO60DRAFT_689373 [Scenedesmus sp. NREL 46B-D3], KAF6262088.1 hypothetical protein COO60DRAFT_1636292 [Scenedesmus sp. NREL 46B-D3], KAF6256492.1 hypothetical protein COO60DRAFT_99700 [Scenedesmus sp. NREL 46B-D3]
OG0000053	KAI3424726.1 hypothetical protein D9Q98_008115 [Chlorella vulgaris]	KAF6250886.1 hypothetical protein COO60DRAFT_716489 [Scenedesmus sp. NREL 46B-D3], KAF6252373.1 hypothetical protein COO60DRAFT_528924 [Scenedesmus sp. NREL 46B-D3], KAF6254766.1 hypothetical protein COO60DRAFT_1272940 [Scenedesmus sp. NREL 46B-D3], KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3], KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3], KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3], KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]
OG0000055	KAI3428351.1 hypothetical protein D9Q98_006731 [Chlorella vulgaris]	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]
OG0000055	KAI3425256.1 hypothetical protein D9Q98_009024 [Chlorella vulgaris]	KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]
OG0000055	KAI3436207.1 hypothetical protein D9Q98_002261 [Chlorella vulgaris]	KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]
OG0000055	KAI3430621.1 hypothetical protein D9Q98_005214 [Chlorella vulgaris]	KAF6266522.1 hypothetical protein COO60DRAFT_1623393 [Scenedesmus sp. NREL 46B-D3]
OG0000059	KAI3430825.1 hypothetical protein D9Q98_009236 [Chlorella vulgaris]	KAF6264360.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000059	KAI3428122.1 hypothetical protein D9Q98_006505 [Chlorella vulgaris]	KAF6264285.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000060	KAI3430814.1 hypothetical protein D9Q98_009225 [Chlorella vulgaris], KAI3433447.1 hypothetical protein D9Q98_003261 [Chlorella vulgaris]	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]
OG0000060	KAI3430812.1 hypothetical protein D9Q98_009223 [Chlorella vulgaris]	KAF6250815.1 hypothetical protein COO60DRAFT_1298823 [Scenedesmus sp. NREL 46B-D3]
OG0000062	KAI3425838.1 hypothetical protein D9Q98_007812 [Chlorella vulgaris], KAI3426145.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris], KAI3426144.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris]	KAF6251143.1 hypothetical protein COO60DRAFT_1562987 [Scenedesmus sp. NREL 46B-D3], KAF6265278.1 EF-hand [Scenedesmus sp. NREL 46B-D3]
OG0000062	KAI3426120.1 hypothetical protein D9Q98_008499 [Chlorella vulgaris]	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]
OG0000063	KAI3434646.1 hypothetical protein D9Q98_002711 [Chlorella vulgaris], KAI3426836.1 hypothetical protein D9Q98_006783 [Chlorella vulgaris]	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]
OG0000064	KAI3434468.1 hypothetical protein D9Q98_002545 [Chlorella vulgaris]	KAF6264244.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000064	KAI3430253.1 hypothetical protein D9Q98_004849 [Chlorella vulgaris]	KAF6254705.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000065	KAI3424962.1 hypothetical protein D9Q98_008343 [Chlorella vulgaris]	KAF6256829.1 GPR1/FUN34/yaaH family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000065	KAI3427112.1 hypothetical protein D9Q98_007049 [Chlorella vulgaris]	KAF6258376.1 hypothetical protein COO60DRAFT_1126882 [Scenedesmus sp. NREL 46B-D3], KAF6261924.1 hypothetical protein COO60DRAFT_1636458 [Scenedesmus sp. NREL 46B-D3]
OG0000066	KAI3428731.1 hypothetical protein D9Q98_007555 [Chlorella vulgaris], KAI3428732.1 hypothetical protein D9Q98_007556 [Chlorella vulgaris]	KAF6261945.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	KAI3426981.1 hypothetical protein D9Q98_006925 [Chlorella vulgaris]	KAF6260424.1 heat shock protein 83-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	KAI3424311.1 hypothetical protein D9Q98_009864 [Chlorella vulgaris]	KAF6254785.1 heat shock protein 90C [Scenedesmus sp. NREL 46B-D3]
OG0000069	KAI3433912.1 hypothetical protein D9Q98_003714 [Chlorella vulgaris]	KAF6264589.1 Hsp90 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000070	KAI3427231.1 hypothetical protein D9Q98_007166 [Chlorella vulgaris], KAI3437808.1 hypothetical protein D9Q98_000255 [Chlorella vulgaris], KAI3427256.1 hypothetical protein D9Q98_007190 [Chlorella vulgaris], KAI3437586.1 hypothetical protein D9Q98_000039 [Chlorella vulgaris], KAI3434901.1 hypothetical protein D9Q98_002955 [Chlorella vulgaris]	KAF6260112.1 hypothetical protein COO60DRAFT_1685835 [Scenedesmus sp. NREL 46B-D3]
OG0000071	KAI3424455.1 hypothetical protein D9Q98_010007 [Chlorella vulgaris], KAI3424454.1 hypothetical protein D9Q98_010006 [Chlorella vulgaris], KAI3424094.1 hypothetical protein D9Q98_009456 [Chlorella vulgaris], KAI3424232.1 hypothetical protein D9Q98_009588 [Chlorella vulgaris], KAI3424231.1 hypothetical protein D9Q98_009587 [Chlorella vulgaris]	KAF6254170.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000071	KAI3424158.1 hypothetical protein D9Q98_009517 [Chlorella vulgaris]	KAF6261155.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000072	KAI3430561.1 hypothetical protein D9Q98_005154 [Chlorella vulgaris]	KAF6240834.1 hypothetical protein COO60DRAFT_1652369_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250793.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266036.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6266037.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266038.1 hypothetical protein COO60DRAFT_1676428 [Scenedesmus sp. NREL 46B-D3], KAF6261686.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254952.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262784.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262785.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262786.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3]
OG0000073	KAI3428260.1 hypothetical protein D9Q98_006639 [Chlorella vulgaris], KAI3428261.1 hypothetical protein D9Q98_006640 [Chlorella vulgaris], KAI3424943.1 hypothetical protein D9Q98_008325 [Chlorella vulgaris]	KAF6252841.1 hypothetical protein COO60DRAFT_494549 [Scenedesmus sp. NREL 46B-D3]
OG0000074	KAI3424079.1 hypothetical protein D9Q98_009442 [Chlorella vulgaris]	KAF6263605.1 hypothetical protein COO60DRAFT_377479 [Scenedesmus sp. NREL 46B-D3], KAF6255024.1 hypothetical protein COO60DRAFT_258769 [Scenedesmus sp. NREL 46B-D3]
OG0000075	KAI3437937.1 hypothetical protein D9Q98_000381 [Chlorella vulgaris]	KAF6252032.1 hypothetical protein COO60DRAFT_562161 [Scenedesmus sp. NREL 46B-D3]
OG0000076	KAI3424362.1 hypothetical protein D9Q98_009915 [Chlorella vulgaris]	KAF6256437.1 hypothetical protein COO60DRAFT_105305 [Scenedesmus sp. NREL 46B-D3]
OG0000076	KAI3430457.1 hypothetical protein D9Q98_005052 [Chlorella vulgaris], KAI3434845.1 hypothetical protein D9Q98_002899 [Chlorella vulgaris], KAI3434846.1 hypothetical protein D9Q98_002900 [Chlorella vulgaris], KAI3431471.1 hypothetical protein D9Q98_004523 [Chlorella vulgaris], KAI3438687.1 hypothetical protein D9Q98_001107 [Chlorella vulgaris]	KAF6256436.1 hypothetical protein COO60DRAFT_105236 [Scenedesmus sp. NREL 46B-D3], KAF6265333.1 hypothetical protein COO60DRAFT_1479936 [Scenedesmus sp. NREL 46B-D3], KAF6255129.1 hypothetical protein COO60DRAFT_245175 [Scenedesmus sp. NREL 46B-D3], KAF6254652.1 hypothetical protein COO60DRAFT_296154 [Scenedesmus sp. NREL 46B-D3]
OG0000078	KAI3437917.1 hypothetical protein D9Q98_000362 [Chlorella vulgaris]	KAF6262869.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000078	KAI3432447.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris], KAI3432446.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris]	KAF6260633.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000078	KAI3436493.1 hypothetical protein D9Q98_005910 [Chlorella vulgaris], KAI3433465.1 hypothetical protein D9Q98_003278 [Chlorella vulgaris]	KAF6265494.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000079	KAI3428104.1 hypothetical protein D9Q98_006487 [Chlorella vulgaris], KAI3434525.1 hypothetical protein D9Q98_002598 [Chlorella vulgaris]	KAF6255521.1 heat shock cognate 70 kDa protein 2 [Scenedesmus sp. NREL 46B-D3], KAF6257577.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000079	KAI3433911.1 hypothetical protein D9Q98_003713 [Chlorella vulgaris]	KAF6264590.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000080	KAI3427441.1 hypothetical protein D9Q98_010356 [Chlorella vulgaris], KAI3427152.1 hypothetical protein D9Q98_007089 [Chlorella vulgaris], KAI3427443.1 hypothetical protein D9Q98_010358 [Chlorella vulgaris], KAI3431786.1 hypothetical protein D9Q98_010539 [Chlorella vulgaris], KAI3429846.1 hypothetical protein D9Q98_010158 [Chlorella vulgaris], KAI3429845.1 hypothetical protein D9Q98_010157 [Chlorella vulgaris], KAI3428273.1 hypothetical protein D9Q98_006652 [Chlorella vulgaris], KAI3428272.1 hypothetical protein D9Q98_006651 [Chlorella vulgaris], KAI3429844.1 hypothetical protein D9Q98_010156 [Chlorella vulgaris]	KAF6246275.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000081	KAI3428120.1 hypothetical protein D9Q98_006503 [Chlorella vulgaris]	KAF6260391.1 hypothetical protein COO60DRAFT_901798 [Scenedesmus sp. NREL 46B-D3]
OG0000081	KAI3438931.1 hypothetical protein D9Q98_001345 [Chlorella vulgaris], KAI3433601.1 hypothetical protein D9Q98_003411 [Chlorella vulgaris]	KAF6262689.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251311.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255745.1 putative sodium bile acid cotransporter [Scenedesmus sp. NREL 46B-D3], KAF6235189.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000081	KAI3428113.1 hypothetical protein D9Q98_006496 [Chlorella vulgaris]	KAF6252813.1 hypothetical protein COO60DRAFT_496525 [Scenedesmus sp. NREL 46B-D3]
OG0000082	KAI3434745.1 hypothetical protein D9Q98_002805 [Chlorella vulgaris]	KAF6255864.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255804.1 NimA-related protein kinase 4 [Scenedesmus sp. NREL 46B-D3]
OG0000083	KAI3436451.1 hypothetical protein D9Q98_005868 [Chlorella vulgaris]	KAF6254050.1 hypothetical protein COO60DRAFT_1286428 [Scenedesmus sp. NREL 46B-D3]
OG0000083	KAI3436454.1 hypothetical protein D9Q98_005871 [Chlorella vulgaris], KAI3436457.1 hypothetical protein D9Q98_005874 [Chlorella vulgaris], KAI3436452.1 hypothetical protein D9Q98_005869 [Chlorella vulgaris]	KAF6266105.1 FAM91 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000083	KAI3436456.1 hypothetical protein D9Q98_005873 [Chlorella vulgaris]	KAF6263645.1 hypothetical protein COO60DRAFT_1635025 [Scenedesmus sp. NREL 46B-D3], KAF6265322.1 peptidase family M1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000084	KAI3426243.1 hypothetical protein D9Q98_008619 [Chlorella vulgaris]	KAF6253481.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3]
OG0000084	KAI3437731.1 hypothetical protein D9Q98_000179 [Chlorella vulgaris], KAI3428091.1 hypothetical protein D9Q98_006474 [Chlorella vulgaris]	KAF6258715.1 cysteine synthase A [Scenedesmus sp. NREL 46B-D3]
OG0000085	KAI3425327.1 hypothetical protein D9Q98_009091 [Chlorella vulgaris]	KAF6260345.1 NADH dehydrogenase 1 alpha subcomplex assembly factor 3 [Scenedesmus sp. NREL 46B-D3]
OG0000087	KAI3437713.1 hypothetical protein D9Q98_000161 [Chlorella vulgaris]	KAF6258900.1 hypothetical protein COO60DRAFT_1270418 [Scenedesmus sp. NREL 46B-D3], KAF6261972.1 hypothetical protein COO60DRAFT_1498627 [Scenedesmus sp. NREL 46B-D3]
OG0000087	KAI3424452.1 hypothetical protein D9Q98_010004 [Chlorella vulgaris]	KAF6261246.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251702.1 hexose-phosphate transporter_ major isoform [Scenedesmus sp. NREL 46B-D3]
OG0000088	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]	KAF6253445.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256496.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256488.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000089	KAI3436057.1 hypothetical protein D9Q98_002116 [Chlorella vulgaris]	KAF6256565.1 hypothetical protein COO60DRAFT_1702268 [Scenedesmus sp. NREL 46B-D3]
OG0000089	KAI3427956.1 hypothetical protein D9Q98_006346 [Chlorella vulgaris]	KAF6262534.1 hypothetical protein COO60DRAFT_1624938 [Scenedesmus sp. NREL 46B-D3]
OG0000090	KAI3428724.1 hypothetical protein D9Q98_007548 [Chlorella vulgaris]	KAF6265090.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000090	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris]	KAF6252954.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000090	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]	KAF6251678.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000091	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]	KAF6260461.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260505.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254291.1 Metallo-dependent phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0000091	KAI3424357.1 hypothetical protein D9Q98_009910 [Chlorella vulgaris]	KAF6263500.1 serine/threonine-protein phosphatase PP2A-3 catalytic subunit [Scenedesmus sp. NREL 46B-D3]
OG0000091	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]	KAF6254564.1 serine/threonine protein phosphatase 2A [Scenedesmus sp. NREL 46B-D3]
OG0000092	KAI3429492.1 hypothetical protein D9Q98_005581 [Chlorella vulgaris]	KAF6250944.1 hypothetical protein COO60DRAFT_1298685 [Scenedesmus sp. NREL 46B-D3]
OG0000093	KAI3434593.1 hypothetical protein D9Q98_002662 [Chlorella vulgaris], KAI3433844.1 hypothetical protein D9Q98_003647 [Chlorella vulgaris]	KAF6258340.1 hypothetical protein COO60DRAFT_1284604 [Scenedesmus sp. NREL 46B-D3]
OG0000095	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]	KAF6265709.1 digestive organ expansion factor [Scenedesmus sp. NREL 46B-D3]
OG0000095	KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]	KAF6251044.1 hypothetical protein COO60DRAFT_1645535 [Scenedesmus sp. NREL 46B-D3]
OG0000096	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]	KAF6263961.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6265156.1 hypothetical protein COO60DRAFT_1697984 [Scenedesmus sp. NREL 46B-D3]
OG0000096	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]	KAF6257345.1 hypothetical protein COO60DRAFT_1241922 [Scenedesmus sp. NREL 46B-D3], KAF6257343.1 hypothetical protein COO60DRAFT_1626853 [Scenedesmus sp. NREL 46B-D3]
OG0000097	KAI3436175.1 hypothetical protein D9Q98_002230 [Chlorella vulgaris]	KAF6262023.1 hypothetical protein COO60DRAFT_1699473 [Scenedesmus sp. NREL 46B-D3]
OG0000097	KAI3428646.1 hypothetical protein D9Q98_007469 [Chlorella vulgaris]	KAF6262645.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000097	KAI3436172.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris], KAI3436173.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris]	KAF6263411.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
