Orthogroup	Chlorella_Vulgaris2111P	Chlorella_VariabilisNC64A
OG0000013	KAI3429786.1 hypothetical protein D9Q98_010099 [Chlorella vulgaris]	XP_005851920.1 hypothetical protein CHLNCDRAFT_33664 [Chlorella variabilis]
OG0000013	KAI3438614.1 hypothetical protein D9Q98_001037 [Chlorella vulgaris]	XP_005849819.1 expressed protein [Chlorella variabilis]
OG0000014	KAI3436474.1 hypothetical protein D9Q98_005891 [Chlorella vulgaris]	XP_005851021.1 hypothetical protein CHLNCDRAFT_29941 [Chlorella variabilis]
OG0000014	KAI3435791.1 hypothetical protein D9Q98_001849 [Chlorella vulgaris]	XP_005846491.1 hypothetical protein CHLNCDRAFT_31767 [Chlorella variabilis]
OG0000014	KAI3424803.1 hypothetical protein D9Q98_008189 [Chlorella vulgaris]	XP_005845180.1 hypothetical protein CHLNCDRAFT_26227_ partial [Chlorella variabilis]
OG0000014	KAI3438190.1 hypothetical protein D9Q98_000627 [Chlorella vulgaris]	XP_005846899.1 hypothetical protein CHLNCDRAFT_13673_ partial [Chlorella variabilis]
OG0000014	KAI3433293.1 hypothetical protein D9Q98_003112 [Chlorella vulgaris]	XP_005851644.1 hypothetical protein CHLNCDRAFT_12885_ partial [Chlorella variabilis]
OG0000014	KAI3438732.1 hypothetical protein D9Q98_001152 [Chlorella vulgaris]	XP_005849876.1 hypothetical protein CHLNCDRAFT_143107 [Chlorella variabilis]
OG0000015	KAI3427111.1 hypothetical protein D9Q98_007048 [Chlorella vulgaris], KAI3430929.1 hypothetical protein D9Q98_009338 [Chlorella vulgaris], KAI3432715.1 hypothetical protein D9Q98_004258 [Chlorella vulgaris], KAI3428636.1 hypothetical protein D9Q98_007459 [Chlorella vulgaris], KAI3432779.1 hypothetical protein D9Q98_010364 [Chlorella vulgaris], KAI3431293.1 hypothetical protein D9Q98_004352 [Chlorella vulgaris], KAI3428410.1 hypothetical protein D9Q98_007237 [Chlorella vulgaris], KAI3436257.1 hypothetical protein D9Q98_002310 [Chlorella vulgaris], KAI3429902.1 hypothetical protein D9Q98_010213 [Chlorella vulgaris], KAI3437676.1 hypothetical protein D9Q98_000126 [Chlorella vulgaris], KAI3427913.1 hypothetical protein D9Q98_006305 [Chlorella vulgaris], KAI3427912.1 hypothetical protein D9Q98_006305 [Chlorella vulgaris], KAI3428639.1 hypothetical protein D9Q98_007462 [Chlorella vulgaris], KAI3431292.1 hypothetical protein D9Q98_004352 [Chlorella vulgaris], KAI3432286.1 hypothetical protein D9Q98_003846 [Chlorella vulgaris], KAI3432845.1 hypothetical protein D9Q98_010429 [Chlorella vulgaris], KAI3432846.1 hypothetical protein D9Q98_010430 [Chlorella vulgaris], KAI3428641.1 hypothetical protein D9Q98_007464 [Chlorella vulgaris], KAI3428647.1 hypothetical protein D9Q98_007470 [Chlorella vulgaris], KAI3432737.1 hypothetical protein D9Q98_004278 [Chlorella vulgaris], KAI3426105.1 hypothetical protein D9Q98_008484 [Chlorella vulgaris], KAI3429901.1 hypothetical protein D9Q98_010212 [Chlorella vulgaris], KAI3436258.1 hypothetical protein D9Q98_002311 [Chlorella vulgaris], KAI3427110.1 hypothetical protein D9Q98_007048 [Chlorella vulgaris], KAI3428412.1 hypothetical protein D9Q98_007239 [Chlorella vulgaris], KAI3427176.1 hypothetical protein D9Q98_007113 [Chlorella vulgaris]	XP_005843522.1 hypothetical protein CHLNCDRAFT_17890_ partial [Chlorella variabilis], XP_005845058.1 hypothetical protein CHLNCDRAFT_26263_ partial [Chlorella variabilis], XP_005844706.1 hypothetical protein CHLNCDRAFT_26569_ partial [Chlorella variabilis], XP_005849118.1 hypothetical protein CHLNCDRAFT_17888_ partial [Chlorella variabilis]
OG0000016	KAI3427078.1 hypothetical protein D9Q98_007017 [Chlorella vulgaris], KAI3427077.1 hypothetical protein D9Q98_007017 [Chlorella vulgaris]	XP_005848904.1 hypothetical protein CHLNCDRAFT_51574 [Chlorella variabilis]
OG0000016	KAI3436814.1 hypothetical protein D9Q98_006224 [Chlorella vulgaris]	XP_005850582.1 hypothetical protein CHLNCDRAFT_48528 [Chlorella variabilis]
OG0000016	KAI3425284.1 hypothetical protein D9Q98_009051 [Chlorella vulgaris]	XP_005844299.1 hypothetical protein CHLNCDRAFT_27202 [Chlorella variabilis]
OG0000016	KAI3428307.1 hypothetical protein D9Q98_006686 [Chlorella vulgaris]	XP_005845753.1 ubiquitin_ partial [Chlorella variabilis], XP_005846791.1 hypothetical protein CHLNCDRAFT_24467_ partial [Chlorella variabilis]
OG0000016	KAI3425029.1 hypothetical protein D9Q98_008407 [Chlorella vulgaris]	XP_005850414.1 hypothetical protein CHLNCDRAFT_15978_ partial [Chlorella variabilis]
OG0000017	KAI3424825.1 hypothetical protein D9Q98_008211 [Chlorella vulgaris], KAI3432781.1 hypothetical protein D9Q98_010366 [Chlorella vulgaris]	XP_005843536.1 hypothetical protein CHLNCDRAFT_140147 [Chlorella variabilis]
OG0000017	KAI3435038.1 hypothetical protein D9Q98_003089 [Chlorella vulgaris], KAI3426835.1 hypothetical protein D9Q98_006782 [Chlorella vulgaris], KAI3428413.1 hypothetical protein D9Q98_007240 [Chlorella vulgaris], KAI3434647.1 hypothetical protein D9Q98_002712 [Chlorella vulgaris], KAI3435037.1 hypothetical protein D9Q98_003089 [Chlorella vulgaris]	XP_005850773.1 expressed protein [Chlorella variabilis], XP_005842793.1 hypothetical protein CHLNCDRAFT_55644 [Chlorella variabilis]
OG0000017	KAI3436335.1 hypothetical protein D9Q98_002388 [Chlorella vulgaris]	XP_005852316.1 hypothetical protein CHLNCDRAFT_142663_ partial [Chlorella variabilis], XP_005842784.1 hypothetical protein CHLNCDRAFT_55652_ partial [Chlorella variabilis]
OG0000018	KAI3428238.1 hypothetical protein D9Q98_006618 [Chlorella vulgaris]	XP_005850135.1 hypothetical protein CHLNCDRAFT_15266_ partial [Chlorella variabilis]
OG0000018	KAI3426185.1 hypothetical protein D9Q98_008562 [Chlorella vulgaris]	XP_005848235.1 hypothetical protein CHLNCDRAFT_11906_ partial [Chlorella variabilis]
OG0000018	KAI3424394.1 hypothetical protein D9Q98_009947 [Chlorella vulgaris]	XP_005843700.1 hypothetical protein CHLNCDRAFT_14655_ partial [Chlorella variabilis]
OG0000018	KAI3424403.1 hypothetical protein D9Q98_009956 [Chlorella vulgaris], KAI3424404.1 hypothetical protein D9Q98_009956 [Chlorella vulgaris]	XP_005843092.1 hypothetical protein CHLNCDRAFT_13490_ partial [Chlorella variabilis]
OG0000018	KAI3426390.1 hypothetical protein D9Q98_008761 [Chlorella vulgaris]	XP_005848340.1 hypothetical protein CHLNCDRAFT_13979_ partial [Chlorella variabilis]
OG0000018	KAI3427919.1 hypothetical protein D9Q98_006311 [Chlorella vulgaris]	XP_005850232.1 hypothetical protein CHLNCDRAFT_20303_ partial [Chlorella variabilis]
OG0000020	KAI3433312.1 hypothetical protein D9Q98_003130 [Chlorella vulgaris]	XP_005851635.1 hypothetical protein CHLNCDRAFT_33950 [Chlorella variabilis]
OG0000020	KAI3425243.1 hypothetical protein D9Q98_009011 [Chlorella vulgaris]	XP_005847722.1 hypothetical protein CHLNCDRAFT_23239 [Chlorella variabilis], XP_005842790.1 hypothetical protein CHLNCDRAFT_59832 [Chlorella variabilis], XP_005845768.1 hypothetical protein CHLNCDRAFT_59732 [Chlorella variabilis], XP_005842681.1 hypothetical protein CHLNCDRAFT_28988_ partial [Chlorella variabilis]
OG0000020	KAI3425251.1 hypothetical protein D9Q98_009019 [Chlorella vulgaris]	XP_005845876.1 hypothetical protein CHLNCDRAFT_136418 [Chlorella variabilis]
OG0000022	KAI3430317.1 hypothetical protein D9Q98_004913 [Chlorella vulgaris]	XP_005844733.1 hypothetical protein CHLNCDRAFT_138721 [Chlorella variabilis]
OG0000022	KAI3424438.1 hypothetical protein D9Q98_009990 [Chlorella vulgaris], KAI3424442.1 hypothetical protein D9Q98_009994 [Chlorella vulgaris], KAI3424461.1 hypothetical protein D9Q98_010012 [Chlorella vulgaris], KAI3424422.1 hypothetical protein D9Q98_009974 [Chlorella vulgaris], KAI3424462.1 hypothetical protein D9Q98_010013 [Chlorella vulgaris]	XP_005843644.1 hypothetical protein CHLNCDRAFT_139989 [Chlorella variabilis], XP_005843649.1 hypothetical protein CHLNCDRAFT_140002 [Chlorella variabilis], XP_005843126.1 hypothetical protein CHLNCDRAFT_141498 [Chlorella variabilis], XP_005843646.1 hypothetical protein CHLNCDRAFT_139993 [Chlorella variabilis], XP_005843098.1 hypothetical protein CHLNCDRAFT_141510 [Chlorella variabilis], XP_005843637.1 hypothetical protein CHLNCDRAFT_54971 [Chlorella variabilis], XP_005843130.1 hypothetical protein CHLNCDRAFT_141504 [Chlorella variabilis], XP_005843129.1 hypothetical protein CHLNCDRAFT_141502 [Chlorella variabilis], XP_005843132.1 hypothetical protein CHLNCDRAFT_141507 [Chlorella variabilis], XP_005843699.1 hypothetical protein CHLNCDRAFT_139979 [Chlorella variabilis]
OG0000022	KAI3436432.1 hypothetical protein D9Q98_005849 [Chlorella vulgaris]	XP_005850753.1 hypothetical protein CHLNCDRAFT_140910 [Chlorella variabilis]
OG0000022	KAI3436433.1 hypothetical protein D9Q98_005850 [Chlorella vulgaris]	XP_005852127.1 hypothetical protein CHLNCDRAFT_133221 [Chlorella variabilis]
OG0000022	KAI3433785.1 hypothetical protein D9Q98_003590 [Chlorella vulgaris]	XP_005851120.1 hypothetical protein CHLNCDRAFT_137696 [Chlorella variabilis]
OG0000023	KAI3430336.1 hypothetical protein D9Q98_004931 [Chlorella vulgaris]	XP_005844503.1 hypothetical protein CHLNCDRAFT_138869 [Chlorella variabilis]
OG0000023	KAI3428527.1 hypothetical protein D9Q98_007350 [Chlorella vulgaris]	XP_005847308.1 hypothetical protein CHLNCDRAFT_134430 [Chlorella variabilis]
OG0000023	KAI3428437.1 hypothetical protein D9Q98_007264 [Chlorella vulgaris]	XP_005847520.1 hypothetical protein CHLNCDRAFT_134556 [Chlorella variabilis]
OG0000023	KAI3438995.1 hypothetical protein D9Q98_001407 [Chlorella vulgaris]	XP_005843823.1 hypothetical protein CHLNCDRAFT_139889 [Chlorella variabilis]
OG0000023	KAI3439065.1 hypothetical protein D9Q98_001475 [Chlorella vulgaris]	XP_005843420.1 hypothetical protein CHLNCDRAFT_16757_ partial [Chlorella variabilis]
OG0000023	KAI3430482.1 hypothetical protein D9Q98_005077 [Chlorella vulgaris]	XP_005843390.1 hypothetical protein CHLNCDRAFT_141228 [Chlorella variabilis]
OG0000024	KAI3437697.1 hypothetical protein D9Q98_000146 [Chlorella vulgaris]	XP_005848138.1 hypothetical protein CHLNCDRAFT_145475 [Chlorella variabilis]
OG0000024	KAI3426010.1 hypothetical protein D9Q98_007978 [Chlorella vulgaris]	XP_005847855.1 hypothetical protein CHLNCDRAFT_134105 [Chlorella variabilis]
OG0000024	KAI3426016.1 hypothetical protein D9Q98_007984 [Chlorella vulgaris]	XP_005847859.1 hypothetical protein CHLNCDRAFT_17670_ partial [Chlorella variabilis]
OG0000024	KAI3427425.1 hypothetical protein D9Q98_010340 [Chlorella vulgaris]	XP_005843167.1 hypothetical protein CHLNCDRAFT_59329 [Chlorella variabilis]
OG0000024	KAI3429556.1 hypothetical protein D9Q98_005644 [Chlorella vulgaris]	XP_005846181.1 hypothetical protein CHLNCDRAFT_136197 [Chlorella variabilis], XP_005849234.1 hypothetical protein CHLNCDRAFT_51199 [Chlorella variabilis], XP_005851812.1 hypothetical protein CHLNCDRAFT_49515 [Chlorella variabilis]
OG0000024	KAI3436676.1 hypothetical protein D9Q98_006092 [Chlorella vulgaris]	XP_005850926.1 hypothetical protein CHLNCDRAFT_140655 [Chlorella variabilis]
OG0000024	KAI3437696.1 hypothetical protein D9Q98_000145 [Chlorella vulgaris]	XP_005848139.1 hypothetical protein CHLNCDRAFT_22903_ partial [Chlorella variabilis]
OG0000025	KAI3431357.1 hypothetical protein D9Q98_004414 [Chlorella vulgaris]	XP_005846122.1 hypothetical protein CHLNCDRAFT_136058 [Chlorella variabilis]
OG0000025	KAI3436539.1 hypothetical protein D9Q98_005956 [Chlorella vulgaris]	XP_005850994.1 hypothetical protein CHLNCDRAFT_140816 [Chlorella variabilis]
OG0000025	KAI3427962.1 hypothetical protein D9Q98_006352 [Chlorella vulgaris]	XP_005850246.1 hypothetical protein CHLNCDRAFT_141917 [Chlorella variabilis]
OG0000025	KAI3425317.1 hypothetical protein D9Q98_009082 [Chlorella vulgaris], KAI3425318.1 hypothetical protein D9Q98_009082 [Chlorella vulgaris]	XP_005845848.1 hypothetical protein CHLNCDRAFT_136336 [Chlorella variabilis]
OG0000025	KAI3438452.1 hypothetical protein D9Q98_000881 [Chlorella vulgaris]	XP_005849749.1 hypothetical protein CHLNCDRAFT_142770 [Chlorella variabilis]
OG0000025	KAI3437773.1 hypothetical protein D9Q98_000220 [Chlorella vulgaris]	XP_005848101.1 hypothetical protein CHLNCDRAFT_30989_ partial [Chlorella variabilis]
OG0000026	KAI3427076.1 hypothetical protein D9Q98_007016 [Chlorella vulgaris]	XP_005848688.1 hypothetical protein CHLNCDRAFT_57509 [Chlorella variabilis]
OG0000026	KAI3424157.1 hypothetical protein D9Q98_009516 [Chlorella vulgaris]	XP_005845649.1 hypothetical protein CHLNCDRAFT_136679 [Chlorella variabilis]
OG0000026	KAI3429288.1 hypothetical protein D9Q98_005384 [Chlorella vulgaris], KAI3429289.1 hypothetical protein D9Q98_005385 [Chlorella vulgaris], KAI3429291.1 hypothetical protein D9Q98_005387 [Chlorella vulgaris]	XP_005852300.1 hypothetical protein CHLNCDRAFT_134603_ partial [Chlorella variabilis], XP_005851528.1 hypothetical protein CHLNCDRAFT_137959 [Chlorella variabilis], XP_005846610.1 hypothetical protein CHLNCDRAFT_58154 [Chlorella variabilis], XP_005847755.1 hypothetical protein CHLNCDRAFT_133854_ partial [Chlorella variabilis], XP_005842724.1 expressed protein_ partial [Chlorella variabilis], XP_005846203.1 hypothetical protein CHLNCDRAFT_136239_ partial [Chlorella variabilis], XP_005851426.1 hypothetical protein CHLNCDRAFT_137716 [Chlorella variabilis], XP_005842989.1 hypothetical protein CHLNCDRAFT_141701 [Chlorella variabilis], XP_005845234.1 hypothetical protein CHLNCDRAFT_137502 [Chlorella variabilis], XP_005851404.1 expressed protein [Chlorella variabilis], XP_005848389.1 hypothetical protein CHLNCDRAFT_57694 [Chlorella variabilis], XP_005847915.1 hypothetical protein CHLNCDRAFT_145317 [Chlorella variabilis], XP_005845506.1 expressed protein [Chlorella variabilis], XP_005850394.1 hypothetical protein CHLNCDRAFT_50729 [Chlorella variabilis], XP_005850151.1 hypothetical protein CHLNCDRAFT_50737 [Chlorella variabilis], XP_005851650.1 hypothetical protein CHLNCDRAFT_138230 [Chlorella variabilis], XP_005849864.1 expressed protein [Chlorella variabilis], XP_005845970.1 hypothetical protein CHLNCDRAFT_135995 [Chlorella variabilis], XP_005852086.1 hypothetical protein CHLNCDRAFT_56488 [Chlorella variabilis], XP_005846352.1 expressed protein [Chlorella variabilis], XP_005847661.1 hypothetical protein CHLNCDRAFT_134031_ partial [Chlorella variabilis], XP_005852010.1 hypothetical protein CHLNCDRAFT_132940 [Chlorella variabilis]
OG0000027	KAI3433311.1 hypothetical protein D9Q98_003129 [Chlorella vulgaris]	XP_005851329.1 hypothetical protein CHLNCDRAFT_138200 [Chlorella variabilis]
OG0000027	KAI3425130.1 hypothetical protein D9Q98_008902 [Chlorella vulgaris]	XP_005845820.1 hypothetical protein CHLNCDRAFT_136568 [Chlorella variabilis]
OG0000027	KAI3430353.1 hypothetical protein D9Q98_004948 [Chlorella vulgaris]	XP_005844589.1 hypothetical protein CHLNCDRAFT_58858 [Chlorella variabilis]
OG0000027	KAI3429894.1 hypothetical protein D9Q98_010205 [Chlorella vulgaris]	XP_005851971.1 hypothetical protein CHLNCDRAFT_49746 [Chlorella variabilis]
OG0000027	KAI3429892.1 hypothetical protein D9Q98_010203 [Chlorella vulgaris]	XP_005851970.1 hypothetical protein CHLNCDRAFT_133695 [Chlorella variabilis]
OG0000028	KAI3430771.1 hypothetical protein D9Q98_009183 [Chlorella vulgaris]	XP_005844756.1 hypothetical protein CHLNCDRAFT_54290 [Chlorella variabilis]
OG0000028	KAI3433783.1 hypothetical protein D9Q98_003588 [Chlorella vulgaris]	XP_005851663.1 expressed protein [Chlorella variabilis]
OG0000029	KAI3429475.1 hypothetical protein D9Q98_005566 [Chlorella vulgaris], KAI3429474.1 hypothetical protein D9Q98_005566 [Chlorella vulgaris]	XP_005851767.1 hypothetical protein CHLNCDRAFT_49465 [Chlorella variabilis]
OG0000029	KAI3431531.1 hypothetical protein D9Q98_004581 [Chlorella vulgaris], KAI3431536.1 hypothetical protein D9Q98_004586 [Chlorella vulgaris]	XP_005846208.1 hypothetical protein CHLNCDRAFT_136255 [Chlorella variabilis]
OG0000031	KAI3435993.1 hypothetical protein D9Q98_002050 [Chlorella vulgaris], KAI3435991.1 hypothetical protein D9Q98_002048 [Chlorella vulgaris], KAI3435992.1 hypothetical protein D9Q98_002049 [Chlorella vulgaris]	XP_005846217.1 hypothetical protein CHLNCDRAFT_135475 [Chlorella variabilis]
OG0000031	KAI3424890.1 hypothetical protein D9Q98_008274 [Chlorella vulgaris]	XP_005849862.1 hypothetical protein CHLNCDRAFT_57280 [Chlorella variabilis], XP_005852048.1 hypothetical protein CHLNCDRAFT_49396 [Chlorella variabilis]
OG0000031	KAI3438694.1 hypothetical protein D9Q98_001114 [Chlorella vulgaris]	XP_005849595.1 hypothetical protein CHLNCDRAFT_34731 [Chlorella variabilis]
OG0000032	KAI3433537.1 hypothetical protein D9Q98_003347 [Chlorella vulgaris]	XP_005844544.1 hypothetical protein CHLNCDRAFT_138977 [Chlorella variabilis], XP_005849561.1 expressed protein [Chlorella variabilis]
OG0000032	KAI3438051.1 hypothetical protein D9Q98_000494 [Chlorella vulgaris]	XP_005846961.1 expressed protein [Chlorella variabilis]
OG0000032	KAI3425810.1 hypothetical protein D9Q98_007785 [Chlorella vulgaris]	XP_005849667.1 expressed protein [Chlorella variabilis], XP_005847758.1 hypothetical protein CHLNCDRAFT_57838 [Chlorella variabilis], XP_005847759.1 hypothetical protein CHLNCDRAFT_52289 [Chlorella variabilis]
OG0000032	KAI3434627.1 hypothetical protein D9Q98_002694 [Chlorella vulgaris]	XP_005844587.1 hypothetical protein CHLNCDRAFT_54430 [Chlorella variabilis], XP_005849421.1 hypothetical protein CHLNCDRAFT_143947 [Chlorella variabilis], XP_005849420.1 hypothetical protein CHLNCDRAFT_143946 [Chlorella variabilis], XP_005849419.1 hypothetical protein CHLNCDRAFT_143945 [Chlorella variabilis]
OG0000032	KAI3430824.1 hypothetical protein D9Q98_009235 [Chlorella vulgaris]	XP_005844780.1 expressed protein [Chlorella variabilis], XP_005844782.1 hypothetical protein CHLNCDRAFT_54331 [Chlorella variabilis]
OG0000035	KAI3435763.1 hypothetical protein D9Q98_001821 [Chlorella vulgaris], KAI3435762.1 hypothetical protein D9Q98_001820 [Chlorella vulgaris]	XP_005846504.1 hypothetical protein CHLNCDRAFT_48950 [Chlorella variabilis]
OG0000035	KAI3432775.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432777.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432776.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris]	XP_005843528.1 hypothetical protein CHLNCDRAFT_141048 [Chlorella variabilis]
OG0000036	KAI3426335.1 hypothetical protein D9Q98_008708 [Chlorella vulgaris]	XP_005848312.1 hypothetical protein CHLNCDRAFT_144971 [Chlorella variabilis]
OG0000036	KAI3438918.1 hypothetical protein D9Q98_001332 [Chlorella vulgaris], KAI3431592.1 hypothetical protein D9Q98_004642 [Chlorella vulgaris]	XP_005844903.1 hypothetical protein CHLNCDRAFT_138454 [Chlorella variabilis]
OG0000036	KAI3432748.1 hypothetical protein D9Q98_004289 [Chlorella vulgaris], KAI3431777.1 hypothetical protein D9Q98_010532 [Chlorella vulgaris]	XP_005848446.1 hypothetical protein CHLNCDRAFT_144815 [Chlorella variabilis]
OG0000036	KAI3432880.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris], KAI3432881.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris]	XP_005844389.1 expressed protein [Chlorella variabilis], XP_005842713.1 hypothetical protein CHLNCDRAFT_55725_ partial [Chlorella variabilis]
OG0000037	KAI3436635.1 hypothetical protein D9Q98_006051 [Chlorella vulgaris]	XP_005850667.1 hypothetical protein CHLNCDRAFT_59584 [Chlorella variabilis]
OG0000037	KAI3432340.1 hypothetical protein D9Q98_003898 [Chlorella vulgaris]	XP_005844209.1 hypothetical protein CHLNCDRAFT_32733 [Chlorella variabilis]
