Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
OG0010931	RMZ55891.1 hypothetical protein APUTEX25_003857 [Auxenochlorella protothecoides]									
OG0010932	RMZ55900.1 hypothetical protein APUTEX25_003866_ partial [Auxenochlorella protothecoides]									
OG0010933	RMZ55903.1 hypothetical protein APUTEX25_003869 [Auxenochlorella protothecoides]									
OG0010934	RMZ55905.1 hypothetical protein APUTEX25_003983_ partial [Auxenochlorella protothecoides]									
OG0010935	RMZ55906.1 hypothetical protein APUTEX25_001314_ partial [Auxenochlorella protothecoides]									
OG0010936	RMZ55913.1 hypothetical protein APUTEX25_004337 [Auxenochlorella protothecoides]									
OG0010937	RMZ55999.1 hypothetical protein APUTEX25_004423 [Auxenochlorella protothecoides]									
OG0010938	RMZ56018.1 hypothetical protein APUTEX25_004442_ partial [Auxenochlorella protothecoides]									
OG0010939	RMZ56022.1 hypothetical protein APUTEX25_004446_ partial [Auxenochlorella protothecoides]									
OG0010940	RMZ56030.1 hypothetical protein APUTEX25_004454 [Auxenochlorella protothecoides]									
OG0010941	RMZ56034.1 hypothetical protein APUTEX25_004458 [Auxenochlorella protothecoides]									
OG0010942	RMZ56036.1 hypothetical protein APUTEX25_004460_ partial [Auxenochlorella protothecoides]									
OG0010943	RMZ56039.1 hypothetical protein APUTEX25_004463 [Auxenochlorella protothecoides]									
OG0010944	RMZ56046.1 hypothetical protein APUTEX25_004470 [Auxenochlorella protothecoides]									
OG0010945	RMZ56054.1 hypothetical protein APUTEX25_004478 [Auxenochlorella protothecoides]									
OG0010946	RMZ56088.1 hypothetical protein APUTEX25_004512_ partial [Auxenochlorella protothecoides]									
OG0010947	RMZ56094.1 hypothetical protein APUTEX25_004518 [Auxenochlorella protothecoides]									
OG0010948	RMZ56121.1 hypothetical protein APUTEX25_004545_ partial [Auxenochlorella protothecoides]									
OG0010949	RMZ56150.1 hypothetical protein APUTEX25_004574 [Auxenochlorella protothecoides]									
OG0010950	RMZ56153.1 hypothetical protein APUTEX25_004577 [Auxenochlorella protothecoides]									
OG0010951	RMZ56162.1 hypothetical protein APUTEX25_004586 [Auxenochlorella protothecoides]									
OG0010952	RMZ56163.1 hypothetical protein APUTEX25_004587 [Auxenochlorella protothecoides]									
OG0010953	RMZ56167.1 hypothetical protein APUTEX25_004591_ partial [Auxenochlorella protothecoides]									
OG0010954	RMZ56168.1 hypothetical protein APUTEX25_004592_ partial [Auxenochlorella protothecoides]									
OG0010955	RMZ56172.1 hypothetical protein APUTEX25_004596 [Auxenochlorella protothecoides]									
OG0010956	RMZ56175.1 hypothetical protein APUTEX25_004599 [Auxenochlorella protothecoides]									
OG0010957	RMZ56180.1 hypothetical protein APUTEX25_004604 [Auxenochlorella protothecoides]									
OG0010958	RMZ56184.1 hypothetical protein APUTEX25_002374 [Auxenochlorella protothecoides]									
OG0010959	RMZ56207.1 hypothetical protein APUTEX25_002397_ partial [Auxenochlorella protothecoides]									
OG0010960	RMZ56218.1 hypothetical protein APUTEX25_002408 [Auxenochlorella protothecoides]									
OG0010961	RMZ56232.1 hypothetical protein APUTEX25_002422 [Auxenochlorella protothecoides]									
OG0010962	RMZ56235.1 hypothetical protein APUTEX25_002425 [Auxenochlorella protothecoides]									
OG0010963	RMZ56239.1 hypothetical protein APUTEX25_002429 [Auxenochlorella protothecoides]									
OG0010964	RMZ56240.1 hypothetical protein APUTEX25_002430_ partial [Auxenochlorella protothecoides]									
OG0010965	RMZ56247.1 hypothetical protein APUTEX25_002437 [Auxenochlorella protothecoides]									
OG0010966	RMZ56249.1 hypothetical protein APUTEX25_002439 [Auxenochlorella protothecoides]									
OG0010967	RMZ56268.1 hypothetical protein APUTEX25_002458 [Auxenochlorella protothecoides]									
OG0010968	RMZ56282.1 hypothetical protein APUTEX25_002472_ partial [Auxenochlorella protothecoides]									
OG0010969	RMZ56287.1 hypothetical protein APUTEX25_002477 [Auxenochlorella protothecoides]									
OG0010970	RMZ56288.1 hypothetical protein APUTEX25_002478 [Auxenochlorella protothecoides]									
OG0010971	RMZ56289.1 hypothetical protein APUTEX25_002479 [Auxenochlorella protothecoides]									
OG0010972	RMZ56290.1 hypothetical protein APUTEX25_002480 [Auxenochlorella protothecoides]									
OG0010973	RMZ56291.1 hypothetical protein APUTEX25_002481 [Auxenochlorella protothecoides]									
OG0010974	RMZ56309.1 hypothetical protein APUTEX25_000548 [Auxenochlorella protothecoides]									
OG0010975	RMZ56314.1 hypothetical protein APUTEX25_000553 [Auxenochlorella protothecoides]									
OG0010976	RMZ56321.1 hypothetical protein APUTEX25_000560 [Auxenochlorella protothecoides]									
OG0010977	RMZ56322.1 hypothetical protein APUTEX25_000561 [Auxenochlorella protothecoides]									
OG0010978	RMZ56323.1 hypothetical protein APUTEX25_000562_ partial [Auxenochlorella protothecoides]									
OG0010979	RMZ56326.1 hypothetical protein APUTEX25_000565 [Auxenochlorella protothecoides]									
OG0010980	RMZ56329.1 hypothetical protein APUTEX25_000569_ partial [Auxenochlorella protothecoides]									
OG0010981	RMZ56335.1 hypothetical protein APUTEX25_003495 [Auxenochlorella protothecoides]									
OG0010982	RMZ56385.1 hypothetical protein APUTEX25_004742 [Auxenochlorella protothecoides]									
OG0010983	RMZ56386.1 hypothetical protein APUTEX25_004743 [Auxenochlorella protothecoides]									
OG0010984	RMZ56388.1 hypothetical protein APUTEX25_004745 [Auxenochlorella protothecoides]									
OG0010985	RMZ56392.1 hypothetical protein APUTEX25_004615 [Auxenochlorella protothecoides]									
OG0010986	RMZ56393.1 hypothetical protein APUTEX25_004616 [Auxenochlorella protothecoides]									
OG0010987	RMZ56466.1 hypothetical protein APUTEX25_002522_ partial [Auxenochlorella protothecoides]									
OG0010988	RMZ56467.1 hypothetical protein APUTEX25_002523_ partial [Auxenochlorella protothecoides]									
OG0010989	RMZ56469.1 hypothetical protein APUTEX25_001316 [Auxenochlorella protothecoides]									
OG0010990	RMZ56520.1 hypothetical protein APUTEX25_001367_ partial [Auxenochlorella protothecoides]									
OG0010991	RMZ56528.1 hypothetical protein APUTEX25_001375_ partial [Auxenochlorella protothecoides]									
OG0010992	RMZ56585.1 hypothetical protein APUTEX25_001432 [Auxenochlorella protothecoides]									
OG0010993	RMZ56590.1 hypothetical protein APUTEX25_003770_ partial [Auxenochlorella protothecoides]									
OG0010994	RMZ56605.1 hypothetical protein APUTEX25_004769_ partial [Auxenochlorella protothecoides]									
OG0010995	RMZ56606.1 hypothetical protein APUTEX25_004752_ partial [Auxenochlorella protothecoides]									
OG0010996	RMZ56607.1 hypothetical protein APUTEX25_004753 [Auxenochlorella protothecoides]									
OG0010997	RMZ56611.1 hypothetical protein APUTEX25_003425_ partial [Auxenochlorella protothecoides]									
OG0010998	RMZ56614.1 hypothetical protein APUTEX25_002703 [Auxenochlorella protothecoides]									
OG0010999	RMZ56627.1 hypothetical protein APUTEX25_002716 [Auxenochlorella protothecoides]									
OG0011000	RMZ56632.1 hypothetical protein APUTEX25_002721 [Auxenochlorella protothecoides]									
OG0011001	RMZ56680.1 hypothetical protein APUTEX25_002769 [Auxenochlorella protothecoides]									
OG0011002	RMZ56725.1 hypothetical protein APUTEX25_002814 [Auxenochlorella protothecoides]									
OG0011003	RMZ56729.1 hypothetical protein APUTEX25_002818 [Auxenochlorella protothecoides]									
OG0011004	RMZ56745.1 hypothetical protein APUTEX25_002834 [Auxenochlorella protothecoides]									
OG0011005	RMZ56760.1 hypothetical protein APUTEX25_002849 [Auxenochlorella protothecoides]									
OG0011006	RMZ56769.1 hypothetical protein APUTEX25_002858 [Auxenochlorella protothecoides]									
OG0011007	RMZ56785.1 hypothetical protein APUTEX25_002874 [Auxenochlorella protothecoides]									
OG0011008	RMZ56806.1 hypothetical protein APUTEX25_002895 [Auxenochlorella protothecoides]									
OG0011009	RMZ56808.1 hypothetical protein APUTEX25_002897 [Auxenochlorella protothecoides]									
OG0011010	RMZ56851.1 hypothetical protein APUTEX25_002940_ partial [Auxenochlorella protothecoides]									
OG0011011	RMZ56889.1 hypothetical protein APUTEX25_002978_ partial [Auxenochlorella protothecoides]									
OG0011012	RMZ56890.1 hypothetical protein APUTEX25_002979_ partial [Auxenochlorella protothecoides]									
OG0011013	RMZ56893.1 hypothetical protein APUTEX25_002982 [Auxenochlorella protothecoides]									
OG0011014	RMZ56902.1 hypothetical protein APUTEX25_002991 [Auxenochlorella protothecoides]									
OG0011015	RMZ56903.1 hypothetical protein APUTEX25_002992 [Auxenochlorella protothecoides]									
OG0011016	RMZ56905.1 hypothetical protein APUTEX25_002994 [Auxenochlorella protothecoides]									
OG0011017	RMZ56906.1 hypothetical protein APUTEX25_002995 [Auxenochlorella protothecoides]									
OG0011018	RMZ56907.1 hypothetical protein APUTEX25_002996 [Auxenochlorella protothecoides]									
OG0011019	RMZ56908.1 hypothetical protein APUTEX25_002997 [Auxenochlorella protothecoides]									
OG0011020	RMZ56909.1 hypothetical protein APUTEX25_002998 [Auxenochlorella protothecoides]									
OG0011021	RMZ56910.1 hypothetical protein APUTEX25_004770_ partial [Auxenochlorella protothecoides]									
OG0011022	RMZ56916.1 hypothetical protein APUTEX25_004978_ partial [Auxenochlorella protothecoides]									
OG0011023	RMZ56951.1 hypothetical protein APUTEX25_005013_ partial [Auxenochlorella protothecoides]									
OG0011024	RMZ56995.1 hypothetical protein APUTEX25_005057 [Auxenochlorella protothecoides]									
OG0011025	RMZ56998.1 hypothetical protein APUTEX25_001507 [Auxenochlorella protothecoides]									
OG0011026	RMZ56999.1 hypothetical protein APUTEX25_001508_ partial [Auxenochlorella protothecoides]									
OG0011027	RMZ57002.1 hypothetical protein APUTEX25_002234 [Auxenochlorella protothecoides]									
OG0011028	RMZ57005.1 hypothetical protein APUTEX25_002237_ partial [Auxenochlorella protothecoides]									
OG0011029	RMZ57011.1 hypothetical protein APUTEX25_002243 [Auxenochlorella protothecoides]									
OG0011030	RMZ57013.1 hypothetical protein APUTEX25_002245 [Auxenochlorella protothecoides]									
OG0011031	RMZ57015.1 hypothetical protein APUTEX25_002247 [Auxenochlorella protothecoides]									
OG0011032	RMZ57040.1 hypothetical protein APUTEX25_002272_ partial [Auxenochlorella protothecoides]									
OG0011033	RMZ57067.1 hypothetical protein APUTEX25_002299 [Auxenochlorella protothecoides]									
OG0011034	RMZ57106.1 hypothetical protein APUTEX25_002338_ partial [Auxenochlorella protothecoides]									
OG0011035	RMZ57110.1 hypothetical protein APUTEX25_002342_ partial [Auxenochlorella protothecoides]									
OG0011036	RMZ57121.1 hypothetical protein APUTEX25_002353_ partial [Auxenochlorella protothecoides]									
OG0011037	RMZ57128.1 hypothetical protein APUTEX25_002360_ partial [Auxenochlorella protothecoides]									
OG0011038	RMZ57134.1 hypothetical protein APUTEX25_002366 [Auxenochlorella protothecoides]									
OG0011039	RMZ57135.1 hypothetical protein APUTEX25_002367 [Auxenochlorella protothecoides]									
OG0011040	RMZ57137.1 hypothetical protein APUTEX25_002369 [Auxenochlorella protothecoides]									
OG0011041	RMZ57197.1 hypothetical protein APUTEX25_004031_ partial [Auxenochlorella protothecoides]									
OG0011042	RMZ57232.1 hypothetical protein APUTEX25_004066 [Auxenochlorella protothecoides]									
OG0011043	RMZ57248.1 hypothetical protein APUTEX25_004082_ partial [Auxenochlorella protothecoides]									
OG0011044	RMZ57251.1 hypothetical protein APUTEX25_004085_ partial [Auxenochlorella protothecoides]									
OG0011045	RMZ57259.1 hypothetical protein APUTEX25_004093_ partial [Auxenochlorella protothecoides]									
OG0011046	RMZ57306.1 hypothetical protein APUTEX25_004140_ partial [Auxenochlorella protothecoides]									
OG0011047	RMZ57308.1 hypothetical protein APUTEX25_004142 [Auxenochlorella protothecoides]									
OG0011048	RMZ57314.1 hypothetical protein APUTEX25_004148 [Auxenochlorella protothecoides]									
OG0011049	RMZ57320.1 hypothetical protein APUTEX25_004154 [Auxenochlorella protothecoides]									
OG0011050	RMZ57324.1 hypothetical protein APUTEX25_004158 [Auxenochlorella protothecoides]									
OG0011051	RMZ57447.1 hypothetical protein APUTEX25_004281 [Auxenochlorella protothecoides]									
OG0011052	RMZ57448.1 hypothetical protein APUTEX25_004282 [Auxenochlorella protothecoides]									
OG0011053	RMZ57450.1 hypothetical protein APUTEX25_004284_ partial [Auxenochlorella protothecoides]									
OG0011054	RMZ57451.1 hypothetical protein APUTEX25_004285 [Auxenochlorella protothecoides]									
OG0011055	RMZ57465.1 hypothetical protein APUTEX25_004299_ partial [Auxenochlorella protothecoides]									
OG0011056	RMZ57466.1 hypothetical protein APUTEX25_004300_ partial [Auxenochlorella protothecoides]									
OG0011057	RMZ57468.1 hypothetical protein APUTEX25_004302_ partial [Auxenochlorella protothecoides]									
OG0011058	RMZ57469.1 hypothetical protein APUTEX25_004303_ partial [Auxenochlorella protothecoides]									
OG0011059	RMZ57474.1 hypothetical protein APUTEX25_004308 [Auxenochlorella protothecoides]									
OG0011060	RMZ57476.1 hypothetical protein APUTEX25_004310 [Auxenochlorella protothecoides]									
OG0011061	RMZ57477.1 hypothetical protein APUTEX25_004311 [Auxenochlorella protothecoides]									
OG0011062	RMZ57480.1 hypothetical protein APUTEX25_004314 [Auxenochlorella protothecoides]									
OG0011063	RMZ57481.1 hypothetical protein APUTEX25_004315 [Auxenochlorella protothecoides]									
OG0011064	RMZ57482.1 hypothetical protein APUTEX25_004316 [Auxenochlorella protothecoides]									
OG0011065	RMZ57484.1 hypothetical protein APUTEX25_004318 [Auxenochlorella protothecoides]									
OG0011066	RMZ57489.1 hypothetical protein APUTEX25_003732 [Auxenochlorella protothecoides]									
OG0011067	RMZ57502.1 hypothetical protein APUTEX25_003745 [Auxenochlorella protothecoides]									
OG0011068	RMZ57505.1 hypothetical protein APUTEX25_003748_ partial [Auxenochlorella protothecoides]									
OG0011069	RMZ57545.1 hypothetical protein APUTEX25_001745 [Auxenochlorella protothecoides]									
OG0011070	RMZ57546.1 hypothetical protein APUTEX25_001746 [Auxenochlorella protothecoides]									
OG0011071	RMZ57582.1 hypothetical protein APUTEX25_001782 [Auxenochlorella protothecoides]									
OG0011072	RMZ57603.1 hypothetical protein APUTEX25_001803_ partial [Auxenochlorella protothecoides]									
OG0011073	RMZ57610.1 hypothetical protein APUTEX25_001810_ partial [Auxenochlorella protothecoides]									
OG0011074	RMZ57615.1 hypothetical protein APUTEX25_001815 [Auxenochlorella protothecoides]									
OG0011075	RMZ57702.1 hypothetical protein APUTEX25_001902 [Auxenochlorella protothecoides]									
OG0011076	RMZ57710.1 hypothetical protein APUTEX25_001910_ partial [Auxenochlorella protothecoides]									
OG0011077	RMZ57712.1 hypothetical protein APUTEX25_001912 [Auxenochlorella protothecoides]									
OG0011078	RMZ57714.1 hypothetical protein APUTEX25_001914 [Auxenochlorella protothecoides]									
OG0011079	RMZ57723.1 hypothetical protein APUTEX25_001700_ partial [Auxenochlorella protothecoides]									
OG0011080	RMZ57728.1 hypothetical protein APUTEX25_002166_ partial [Auxenochlorella protothecoides]									
OG0011081	RMZ57729.1 hypothetical protein APUTEX25_002156_ partial [Auxenochlorella protothecoides]									
OG0011082	RMZ57730.1 hypothetical protein APUTEX25_002157_ partial [Auxenochlorella protothecoides]									
OG0011083	RMZ57732.1 hypothetical protein APUTEX25_002165_ partial [Auxenochlorella protothecoides]									
OG0011084	RMZ57735.1 hypothetical protein APUTEX25_001512_ partial [Auxenochlorella protothecoides]									
OG0011085	RMZ57738.1 hypothetical protein APUTEX25_001714_ partial [Auxenochlorella protothecoides]									
OG0011086	RMZ57742.1 hypothetical protein APUTEX25_003000_ partial [Auxenochlorella protothecoides]									
OG0011087	RMZ57744.1 hypothetical protein APUTEX25_001722_ partial [Auxenochlorella protothecoides]									
OG0011088	RMZ57745.1 hypothetical protein APUTEX25_001723_ partial [Auxenochlorella protothecoides]									
OG0011089	RMZ57747.1 hypothetical protein APUTEX25_003502_ partial [Auxenochlorella protothecoides]									
OG0011090	RMZ57748.1 hypothetical protein APUTEX25_004608_ partial [Auxenochlorella protothecoides]									
