Orthogroup	Chlorella_KRBP	Chlorella_Sorokiniana1602
OG0003196	QAXK01000596.1_17342-21595	PRW44903.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase _ferredoxin_ chloroplastic [Chlorella sorokiniana]
OG0003197	QAXK01003298.1_5048-551	PRW45205.1 conserved oligomeric Golgi complex subunit 3 [Chlorella sorokiniana]
OG0003198	QAXK01002898.1_4695-10345	PRW45196.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Chlorella sorokiniana]
OG0003204	QAXK01006378.1_2719-127	PRW05865.1 Cleavage and polyadenylation specificity factor subunit 3 [Chlorella sorokiniana]
OG0003209	QAXK01011390.1_6757-10508	PRW45145.1 putative DNA helicase MCM8 isoform X1 [Chlorella sorokiniana]
OG0003212	QAXK01003629.1_5946-3703	PRW45412.1 violaxanthin de- chloroplastic [Chlorella sorokiniana]
OG0003217	QAXK01017651.1_111-3535	PRW59758.1 ferrous iron transporter A [Chlorella sorokiniana]
OG0003218	QAXK01003131.1_36278-34367	PRW59803.1 26S proteasome non-ATPase regulatory subunit 7 [Chlorella sorokiniana]
OG0003219	QAXK01002499.1_5466-6313	PRW59801.1 UBA and UBX domain-containing protein [Chlorella sorokiniana]
OG0003220	QAXK01004108.1_13829-15654	PRW60165.1 Pre-rRNA-processing PNO1 [Chlorella sorokiniana]
OG0003226	QAXK01003220.1_8522-13953	PRW57087.1 Pre-mRNA-splicing factor SYF1 [Chlorella sorokiniana]
OG0003227	QAXK01003375.1_5219-43	PRW44564.1 putative Xaa-Pro aminopeptidase P [Chlorella sorokiniana]
OG0003230	QAXK01000382.1_1570-3458	PRW61594.1 F1F0 ATP synthase gamma subunit [Chlorella sorokiniana]
OG0003235	QAXK01014478.1_11654-8522	PRW56327.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Chlorella sorokiniana]
OG0003239	QAXK01009911.1_3900-1880	PRW57624.1 family membrane [Chlorella sorokiniana]
OG0003243	QAXK01012462.1_308-2720	PRW56270.1 Deoxyhypusine synthase [Chlorella sorokiniana]
OG0003245	QAXK01014831.1_1377-156	PRW60459.1 ribosome production factor 2-like protein [Chlorella sorokiniana]
OG0003248	QAXK01003339.1_1231-2678	PRW18407.1 glucosamine 6-phosphate N-acetyltransferase [Chlorella sorokiniana]
OG0003249	QAXK01001710.1_3704-3307	PRW57085.1 hypothetical protein C2E21_3921 [Chlorella sorokiniana]
OG0003250	QAXK01003319.1_3618-13354	PRW59037.1 splicing factor 3B subunit 3-like [Chlorella sorokiniana]
OG0003251	QAXK01015706.1_7236-11105	PRW58875.1 UVR3 3-like 6-4 DNA photolyase [Chlorella sorokiniana]
OG0003252	QAXK01000655.1_17305-22319	PRW61222.1 Origin recognition complex subunit 1 [Chlorella sorokiniana]
OG0003253	QAXK01000965.1_18464-16425	PRW45127.1 RNA binding [Chlorella sorokiniana]
OG0003254	QAXK01000983.1_27514-29192	PRW56218.1 hypothetical protein C2E21_5015 [Chlorella sorokiniana]
OG0003255	QAXK01010066.1_5264-7166	PRW39201.1 glutathione S-transferase [Chlorella sorokiniana]
OG0003256	QAXK01014762.1_15208-13635	PRW59926.1 HD repeat domain-containing isoform B [Chlorella sorokiniana], PRW59927.1 HD repeat domain-containing isoform A [Chlorella sorokiniana]
OG0003257	QAXK01001567.1_22308-20679	PRW58515.1 nudix hydrolase 4 [Chlorella sorokiniana]
OG0003258	QAXK01005019.1_6054-4921	PRW44287.1 ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Chlorella sorokiniana]
OG0003259	QAXK01003400.1_3813-5064	PRW34016.1 60S ribosomal L23A [Chlorella sorokiniana]
OG0003357	QAXK01001354.1_4891-5217	PRW57707.1 Cytochrome b5 [Chlorella sorokiniana]
OG0003361	QAXK01008796.1_1534-1839	PRW57220.1 Prefoldin subunit 2 [Chlorella sorokiniana]
OG0003363	QAXK01009044.1_6855-8605	PRW61516.1 ABC transporter I family member chloroplastic [Chlorella sorokiniana]
OG0003378	QAXK01007832.1_7613-8663	PRW61173.1 40S ribosomal S11 [Chlorella sorokiniana]
OG0003389	QAXK01000807.1_2417-1282	PRW56252.1 TBC1 domain family member 20 [Chlorella sorokiniana]
OG0003390	QAXK01002975.1_1945-3061	PRW61461.1 rRNA methyltransferase mitochondrial [Chlorella sorokiniana]
OG0003400	QAXK01011269.1_6226-3244	PRW60492.1 geranylgeranyl transferase type-2 subunit beta-like isoform X1 [Chlorella sorokiniana]
OG0003418	QAXK01004430.1_3720-2428	PRW58892.1 hypothetical protein C2E21_2084 [Chlorella sorokiniana]
OG0003427	QAXK01017428.1_6517-5288	PRW56099.1 TRNA--methyltransferase isoform 1 [Chlorella sorokiniana]
OG0003460	QAXK01010334.1_16568-22208	PRW50955.1 exportin-4 isoform X1 [Chlorella sorokiniana]
OG0003465	QAXK01007075.1_15495-16375	PRW59166.1 ribosomal L17 [Chlorella sorokiniana]
OG0003474	QAXK01010270.1_2969-2237	PRW20877.1 NHP2 1 [Chlorella sorokiniana]
OG0003481	QAXK01002106.1_10876-11265	PRW60274.1 sm LSM8 [Chlorella sorokiniana]
OG0003502	QAXK01000365.1_3565-4942	PRW59692.1 DNA-directed RNA polymerase II subunit RPB7 [Chlorella sorokiniana]
OG0003509	QAXK01011852.1_1562-2354	PRW59464.1 trafficking particle complex subunit 2-like [Chlorella sorokiniana]
OG0003538	QAXK01008337.1_3990-5243	PRW61129.1 CGLD23 required for cyt b6 assembly [Chlorella sorokiniana]
OG0003540	QAXK01001088.1_16015-14943	PRW60503.1 60S ribosomal L14 [Chlorella sorokiniana]
OG0003568	QAXK01002228.1_1968-3201	PRW55908.1 cytochrome b561 domain-containing 2 [Chlorella sorokiniana]
OG0003579	QAXK01005668.1_9092-7561	PRW56018.1 hypothetical protein C2E21_5013 [Chlorella sorokiniana]
OG0003597	QAXK01004574.1_6183-8163	PRW61199.1 Poly_A_ RNA polymerase [Chlorella sorokiniana]
OG0003598	QAXK01002968.1_5239-542	PRW60561.1 dnaJ-like protein subfamily C member 2-like [Chlorella sorokiniana]
OG0003625	QAXK01001997.1_7467-5438	PRW39057.1 indole-3-glycerol phosphate synthase [Chlorella sorokiniana]
OG0003643	QAXK01000249.1_16165-13537	PRW59450.1 farnesyltransferase subunit beta [Chlorella sorokiniana]
OG0003644	QAXK01008360.1_3542-5458	PRW59616.1 ubiquitin receptor RAD23b-like [Chlorella sorokiniana]
OG0003666	QAXK01003616.1_6090-7285	PRW32518.1 family tRNA rRNA methyltransferase [Chlorella sorokiniana]
OG0003671	QAXK01000459.1_9787-9028	PRW32623.1 hypothetical protein C2E21_8205 [Chlorella sorokiniana]
OG0003672	QAXK01004402.1_2407-3301	PRW56549.1 Peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]
OG0003677	QAXK01010442.1_6499-5620	PRW32558.1 transcription factor S [Chlorella sorokiniana]
OG0003687	QAXK01006494.1_1594-1032	PRW58007.1 DUF1279-domain-containing [Chlorella sorokiniana]
OG0003693	QAXK01003706.1_3896-8573	PRW58683.1 Suf-domain-containing [Chlorella sorokiniana]
OG0003697	QAXK01004373.1_28195-25392	PRW20256.1 DEAD-box ATP-dependent RNA helicase 22 [Chlorella sorokiniana]
OG0003713	QAXK01002432.1_4248-4930	PRW33595.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Chlorella sorokiniana]
OG0003731	QAXK01017356.1_2411-500	PRW58681.1 p21-carboxy-terminal region-binding [Chlorella sorokiniana]
OG0003744	QAXK01009613.1_9396-10310	PRW59177.1 hypothetical protein C2E21_2638 [Chlorella sorokiniana]
OG0003746	QAXK01004123.1_13625-15399	PRW59680.1 TPR [Chlorella sorokiniana]
OG0003755	QAXK01002565.1_12559-10828	PRW61076.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0003771	QAXK01010052.1_3190-4640	PRW33095.1 hypothetical protein C2E21_7871 [Chlorella sorokiniana]
OG0003773	QAXK01014932.1_4139-2485	PRW57351.1 signal recognition particle 19 kDa -like [Chlorella sorokiniana]
OG0003784	QAXK01007229.1_11545-10178	PRW20692.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003794	QAXK01000557.1_206-3811	PRW58734.1 phosphoserine aminotransferase [Chlorella sorokiniana]
OG0003801	QAXK01000515.1_19189-19853	PRW60701.1 coenzyme Q-binding COQ10 mitochondrial-like [Chlorella sorokiniana]
OG0003813	QAXK01000036.1_13891-8955	PRW60585.1 Outer envelope of 80 kDa isoform 2 [Chlorella sorokiniana]
OG0003824	QAXK01001158.1_26014-28604	PRW20874.1 U3 small nucleolar RNA-interacting 2 [Chlorella sorokiniana]
OG0003826	QAXK01015643.1_1434-3404	PRW34053.1 Ribonuclease HII [Chlorella sorokiniana]
OG0003841	QAXK01006012.1_2971-2223	PRW33793.1 hypothetical protein C2E21_7400 [Chlorella sorokiniana]
OG0003847	QAXK01000325.1_43378-42220	PRW39233.1 YIPF6-like protein [Chlorella sorokiniana]
OG0003849	QAXK01010227.1_9762-8151	PRW56178.1 hypothetical protein C2E21_5053 [Chlorella sorokiniana]
OG0003850	QAXK01003563.1_5026-2636	PRW05767.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]
OG0003861	QAXK01001160.1_34552-35942	PRW61264.1 C-5 sterol desaturase [Chlorella sorokiniana]
OG0003904	QAXK01003852.1_2138-563	PRW45558.1 Proteasome subunit alpha type-4 [Chlorella sorokiniana]
OG0003944	QAXK01005846.1_7514-8614	PRW57430.1 PITH domain-containing 1 [Chlorella sorokiniana]
OG0003947	QAXK01000042.1_9232-7900	PRW20667.1 basic proline-rich -like [Chlorella sorokiniana]
OG0003954	QAXK01004732.1_20335-21271	PRW57160.1 phosphopantetheine adenylyltransferase-like isoform X1 [Chlorella sorokiniana]
OG0003958	QAXK01001698.1_16624-15571	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]
OG0003964	QAXK01001551.1_63875-64499	PRW33810.1 10 kDa chaperonin-like [Chlorella sorokiniana]
OG0003973	QAXK01005150.1_10239-11440	PRW45237.1 trafficking particle complex subunit 4 [Chlorella sorokiniana]
OG0003976	QAXK01008391.1_3155-4981	PRW56470.1 FLU chloroplast alternative spliced version l-FLP [Chlorella sorokiniana]
OG0003980	QAXK01001710.1_16426-15281	PRW60095.1 thioredoxin chloroplastic [Chlorella sorokiniana]
OG0003985	QAXK01006679.1_5844-7981	PRW56147.1 putative magnesium transporter NIPA4 [Chlorella sorokiniana]
OG0003999	QAXK01017848.1_6990-5867	PRW44406.1 translational inhibitor [Chlorella sorokiniana]
OG0004036	QAXK01001182.1_6681-8037	PRW61448.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]
OG0004052	QAXK01018827.1_2147-2783	PRW58608.1 cytochrome b-c1 complex subunit 7-2 [Chlorella sorokiniana]
OG0004119	QAXK01011975.1_26427-25164	PRW60647.1 PELOTA 1 isoform X1 [Chlorella sorokiniana]
OG0004127	QAXK01002477.1_12495-11499	PRW32864.1 U3 small nucleolar ribonucleo IMP3_ partial [Chlorella sorokiniana]
OG0004131	QAXK01008931.1_8768-10630	PRW45059.1 Adenylate kinase isoenzyme 6 [Chlorella sorokiniana]
OG0004161	QAXK01003741.1_3586-2152	PRW33082.1 Plasmid partition [Chlorella sorokiniana]
OG0004173	QAXK01003131.1_14822-17632	PRW59870.1 outer envelope 61 [Chlorella sorokiniana]
OG0004184	QAXK01001360.1_2587-7675	PRW44339.1 Carboxypeptidase Taq [Chlorella sorokiniana]
OG0004188	QAXK01000965.1_13792-15638	PRW59293.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Chlorella sorokiniana]
OG0004195	QAXK01002159.1_9033-7570	PRW55987.1 proline synthase co-transcribed bacterial-like protein -like [Chlorella sorokiniana]
OG0004221	QAXK01006710.1_2565-2167	PRW05823.1 Proteasome maturation isoform B [Chlorella sorokiniana], PRW05822.1 Proteasome maturation isoform A [Chlorella sorokiniana]
OG0004222	QAXK01017090.1_773-1260	PRW56128.1 replication A 14 kDa subunit B [Chlorella sorokiniana]
OG0004223	QAXK01019447.1_2073-2396	PRW34036.1 ataxin-10-like [Chlorella sorokiniana]
OG0004224	QAXK01003931.1_8204-3520	PRW57243.1 riboflavin biosynthesis chloroplastic [Chlorella sorokiniana]
OG0004225	QAXK01001471.1_7507-5855	PRW60267.1 farnesyl diphosphate synthase [Chlorella sorokiniana]
OG0004227	QAXK01000804.1_324-1387	PRW39172.1 mismatch repair endonuclease PMS2 [Chlorella sorokiniana]
OG0004228	QAXK01010701.1_10887-7922	PRW33193.1 ribosome biogenesis WDR12-like protein [Chlorella sorokiniana]
OG0004229	QAXK01014803.1_67-2405	PRW56064.1 putative tRNA modification GTPase [Chlorella sorokiniana]
OG0004230	QAXK01004000.1_7642-5232	PRW59774.1 protease Do-like chloroplastic isoform X1 [Chlorella sorokiniana]
OG0004231	QAXK01004677.1_1252-4060	PRW56176.1 oxidoreductase TDA3 [Chlorella sorokiniana]
OG0004232	QAXK01001218.1_22461-19740	PRW56944.1 mitochondrial substrate carrier [Chlorella sorokiniana]
OG0004233	QAXK01001871.1_3231-1985	PRW45550.1 exosome complex component RRP43 isoform B [Chlorella sorokiniana], PRW45551.1 exosome complex component RRP43 isoform A [Chlorella sorokiniana]
OG0004234	QAXK01003347.1_1758-3582	PRW61221.1 ribosome maturation SBDS [Chlorella sorokiniana]
OG0004235	QAXK01003902.1_8341-5830	PRW20666.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Chlorella sorokiniana]
OG0004236	QAXK01008198.1_2951-5520	PRW60116.1 3-oxoacyl-[acyl-carrier] mitochondrial [Chlorella sorokiniana]
OG0004237	QAXK01011268.1_2959-4791	PRW50850.1 arginine N-methyltransferase 2 [Chlorella sorokiniana]
OG0004238	QAXK01018044.1_1256-217	PRW34002.1 tilB-like protein [Chlorella sorokiniana]
OG0004239	QAXK01009544.1_7380-9706	PRW20179.1 diphthamide biosynthesis 2 [Chlorella sorokiniana]
OG0004240	QAXK01003572.1_4178-5128	PRW59299.1 Anaphase-promoting complex subunit 10 [Chlorella sorokiniana]
OG0004241	QAXK01011839.1_9-1697	PRW44592.1 hypothetical protein C2E21_6681 [Chlorella sorokiniana]
OG0004242	QAXK01001749.1_8132-6905	PRW61182.1 U3 small nucleolar RNA-associated 11 [Chlorella sorokiniana]
OG0004243	QAXK01010227.1_10470-11308	PRW05824.1 Small RNA degrading nuclease [Chlorella sorokiniana]
OG0004244	QAXK01015529.1_1845-2785	PRW20272.1 PHD finger-like domain-containing 5B [Chlorella sorokiniana]
OG0004245	QAXK01011116.1_4220-2967	PRW61333.1 N-_5 -phosphoribosyl_anthranilate isomerase chloroplastic-like [Chlorella sorokiniana]
OG0004246	QAXK01001784.1_27630-25510	PRW58191.1 Cation transport regulator 2 isoform A [Chlorella sorokiniana], PRW58192.1 Cation transport regulator 2 isoform B [Chlorella sorokiniana]
OG0004247	QAXK01003581.1_1217-562	PRW61286.1 hypothetical protein C2E21_0224 [Chlorella sorokiniana]
OG0004248	QAXK01004599.1_5331-3218	PRW57487.1 peptidoglycan binding [Chlorella sorokiniana]
OG0004249	QAXK01000848.1_19191-20023	PRW56547.1 Histone-lysine N-methyltransferase ASHR1 [Chlorella sorokiniana]
OG0004423	QAXK01000899.1_12678-10778	PRW32608.1 rRNA methyltransferase mitochondrial [Chlorella sorokiniana]
OG0004476	QAXK01005761.1_5110-4061	PRW20768.1 mRNA-decapping enzyme [Chlorella sorokiniana]
OG0004571	QAXK01000171.1_2716-3341	PRW20377.1 transcription initiation factor TFIID subunit 9 [Chlorella sorokiniana]
OG0004581	QAXK01003359.1_6916-7635	PRW45035.1 Homeodomain [Chlorella sorokiniana]
OG0004622	QAXK01002638.1_6633-6327	PRW50882.1 H ACA ribonucleo complex subunit 3 [Chlorella sorokiniana]
OG0004710	QAXK01006037.1_46307-44794	PRW59421.1 Histone-lysine N-methyltransferase setd3 [Chlorella sorokiniana]
OG0004743	QAXK01002841.1_2718-1158	PRW39241.1 tRNA pseudouridine synthase Pus10 [Chlorella sorokiniana]
OG0004765	QAXK01013662.1_15761-16601	PRW20717.1 coiled-coil domain-containing 12-like [Chlorella sorokiniana]
OG0004825	QAXK01012785.1_94-624	PRW39113.1 subfamily B member 14 [Chlorella sorokiniana]
OG0004901	QAXK01003939.1_11405-12434	PRW05944.1 multi -bridging factor 1b-like [Chlorella sorokiniana]
OG0004922	QAXK01009836.1_3189-307	PRW44612.1 eukaryotic translation initiation factor eIF2A family [Chlorella sorokiniana]
OG0004939	QAXK01014925.1_5002-6648	PRW57410.1 Adenylyltransferase and sulfurtransferase MOCS3 [Chlorella sorokiniana]
OG0004942	QAXK01005538.1_10163-11912	PRW60215.1 phosphomannomutase [Chlorella sorokiniana]
OG0004943	QAXK01000526.1_11161-10180	PRW60415.1 peptidyl-prolyl cis-trans isomerase CYP26- chloroplastic [Chlorella sorokiniana]
OG0004944	QAXK01000032.1_16347-17734	PRW57807.1 Exosome component 10 [Chlorella sorokiniana]
OG0004945	QAXK01002261.1_13670-14278	PRW44615.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]
OG0004946	QAXK01011417.1_18759-16577	PRW39326.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]
OG0005364	QAXK01008706.1_11935-11020	PRW32601.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like [Chlorella sorokiniana]
OG0005372	QAXK01012603.1_2052-3066	PRW61253.1 septum formation MAF [Chlorella sorokiniana]
OG0005404	QAXK01000570.1_1207-4057	PRW33310.1 adhesion molecule [Chlorella sorokiniana]
OG0005613	QAXK01006058.1_8137-6433	PRW58446.1 ubiquitin domain-containing DSK2b-like isoform X1 [Chlorella sorokiniana]
OG0005614	QAXK01012020.1_2254-4849	PRW57704.1 nicastrin isoform X2 isoform A [Chlorella sorokiniana], PRW57703.1 nicastrin isoform X2 isoform B [Chlorella sorokiniana]
