Orthogroup	Chlorella_KRBP	Chlorella_VariabilisNC64A
OG0003011	QAXK01014149.1_4580-2650	XP_005847212.1 hypothetical protein CHLNCDRAFT_35878 [Chlorella variabilis]
OG0003015	QAXK01017394.1_3188-4	XP_005845004.1 hypothetical protein CHLNCDRAFT_7539_ partial [Chlorella variabilis]
OG0003017	QAXK01001070.1_5974-4798	XP_005843939.1 hypothetical protein CHLNCDRAFT_59785 [Chlorella variabilis]
OG0003026	QAXK01001672.1_6564-5317	XP_005847581.1 hypothetical protein CHLNCDRAFT_23150_ partial [Chlorella variabilis]
OG0003036	QAXK01000724.1_14653-15848	XP_005850190.1 hypothetical protein CHLNCDRAFT_57142 [Chlorella variabilis]
OG0003041	QAXK01001704.1_7113-6556	XP_005844487.1 hypothetical protein CHLNCDRAFT_138831 [Chlorella variabilis]
OG0003042	QAXK01014526.1_3534-6424	XP_005846272.1 hypothetical protein CHLNCDRAFT_58253 [Chlorella variabilis]
OG0003049	QAXK01005731.1_3330-6743	XP_005849038.1 hypothetical protein CHLNCDRAFT_143470 [Chlorella variabilis]
OG0003059	QAXK01007133.1_7499-8797	XP_005850549.1 hypothetical protein CHLNCDRAFT_48112 [Chlorella variabilis]
OG0003064	QAXK01005457.1_8974-4681	XP_005847413.1 hypothetical protein CHLNCDRAFT_134278 [Chlorella variabilis]
OG0003068	QAXK01015536.1_9170-6903	XP_005847405.1 hypothetical protein CHLNCDRAFT_23687_ partial [Chlorella variabilis]
OG0003075	QAXK01016351.1_22-2386	XP_005851177.1 hypothetical protein CHLNCDRAFT_18937 [Chlorella variabilis]
OG0003087	QAXK01003513.1_13194-9646	XP_005847622.1 hypothetical protein CHLNCDRAFT_23208 [Chlorella variabilis]
OG0003091	QAXK01014943.1_5708-4249	XP_005845989.1 hypothetical protein CHLNCDRAFT_58364 [Chlorella variabilis]
OG0003097	QAXK01008899.1_16518-18484	XP_005844042.1 hypothetical protein CHLNCDRAFT_11521_ partial [Chlorella variabilis]
OG0003105	QAXK01001158.1_6748-4261	XP_005845823.1 hypothetical protein CHLNCDRAFT_58500 [Chlorella variabilis]
OG0003107	QAXK01014862.1_4087-1458	XP_005843492.1 hypothetical protein CHLNCDRAFT_141008 [Chlorella variabilis]
OG0003111	QAXK01008798.1_739-2238	XP_005852084.1 hypothetical protein CHLNCDRAFT_133107 [Chlorella variabilis]
OG0003123	QAXK01008567.1_4740-6650	XP_005851674.1 hypothetical protein CHLNCDRAFT_132916 [Chlorella variabilis]
OG0003125	QAXK01001243.1_11567-10056	XP_005846681.1 hypothetical protein CHLNCDRAFT_135406 [Chlorella variabilis]
OG0003126	QAXK01016483.1_12203-9679	XP_005843614.1 hypothetical protein CHLNCDRAFT_59225 [Chlorella variabilis]
OG0003127	QAXK01017290.1_11269-8021	XP_005843467.1 hypothetical protein CHLNCDRAFT_55198 [Chlorella variabilis]
OG0003129	QAXK01002314.1_19744-18688	XP_005849905.1 hypothetical protein CHLNCDRAFT_143180 [Chlorella variabilis]
OG0003133	QAXK01000525.1_12654-17162	XP_005851464.1 hypothetical protein CHLNCDRAFT_137823 [Chlorella variabilis]
OG0003137	QAXK01001082.1_3989-724	XP_005846793.1 hypothetical protein CHLNCDRAFT_24479 [Chlorella variabilis]
OG0003142	QAXK01011367.1_1094-2688	XP_005851410.1 hypothetical protein CHLNCDRAFT_137672 [Chlorella variabilis]
OG0003148	QAXK01012193.1_12536-14034	XP_005848508.1 hypothetical protein CHLNCDRAFT_35154 [Chlorella variabilis]
OG0003149	QAXK01012663.1_1560-2913	XP_005846677.1 hypothetical protein CHLNCDRAFT_35967 [Chlorella variabilis]
OG0003151	QAXK01010249.1_1617-3048	XP_005848519.1 hypothetical protein CHLNCDRAFT_13502_ partial [Chlorella variabilis]
OG0003152	QAXK01003852.1_5090-8561	XP_005849892.1 hypothetical protein CHLNCDRAFT_21212_ partial [Chlorella variabilis]
OG0003157	QAXK01018936.1_2-1001	XP_005845214.1 hypothetical protein CHLNCDRAFT_26293_ partial [Chlorella variabilis]
OG0003160	QAXK01000595.1_5567-8159	XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]
OG0003164	QAXK01009877.1_4970-2684	XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]
OG0003167	QAXK01014051.1_13887-12133	XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]
OG0003172	QAXK01000415.1_5823-6484	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]
OG0003191	QAXK01004389.1_4946-6334	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]
OG0003196	QAXK01000596.1_17342-21595	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]
OG0003197	QAXK01003298.1_5048-551	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]
OG0003198	QAXK01002898.1_4695-10345	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]
OG0003204	QAXK01006378.1_2719-127	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]
OG0003209	QAXK01011390.1_6757-10508	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]
OG0003212	QAXK01003629.1_5946-3703	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]
OG0003217	QAXK01017651.1_111-3535	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]
OG0003218	QAXK01003131.1_36278-34367	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]
OG0003219	QAXK01002499.1_5466-6313	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]
OG0003220	QAXK01004108.1_13829-15654	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]
OG0003226	QAXK01003220.1_8522-13953	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]
OG0003227	QAXK01003375.1_5219-43	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]
OG0003230	QAXK01000382.1_1570-3458	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]
OG0003235	QAXK01014478.1_11654-8522	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]
OG0003239	QAXK01009911.1_3900-1880	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]
OG0003243	QAXK01012462.1_308-2720	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]
OG0003248	QAXK01003339.1_1231-2678	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]
OG0003249	QAXK01001710.1_3704-3307	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]
OG0003250	QAXK01003319.1_3618-13354	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]
OG0003251	QAXK01015706.1_7236-11105	XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]
OG0003252	QAXK01000655.1_17305-22319	XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]
OG0003253	QAXK01000965.1_18464-16425	XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]
OG0003254	QAXK01000983.1_27514-29192	XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]
OG0003255	QAXK01010066.1_5264-7166	XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]
OG0003256	QAXK01014762.1_15208-13635	XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]
OG0003257	QAXK01001567.1_22308-20679	XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]
OG0003258	QAXK01005019.1_6054-4921	XP_005847439.1 hypothetical protein CHLNCDRAFT_35608 [Chlorella variabilis], XP_005847440.1 expressed protein [Chlorella variabilis]
OG0003259	QAXK01003400.1_3813-5064	XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]
OG0003357	QAXK01001354.1_4891-5217	XP_005849205.1 expressed protein [Chlorella variabilis]
OG0003361	QAXK01008796.1_1534-1839	XP_005846902.1 hypothetical protein CHLNCDRAFT_14368_ partial [Chlorella variabilis]
OG0003363	QAXK01009044.1_6855-8605	XP_005845670.1 hypothetical protein CHLNCDRAFT_25702 [Chlorella variabilis]
OG0003365	QAXK01013436.1_3075-257	XP_005845578.1 hypothetical protein CHLNCDRAFT_11505_ partial [Chlorella variabilis]
OG0003376	QAXK01015973.1_3186-2635	XP_005845686.1 hypothetical protein CHLNCDRAFT_58544 [Chlorella variabilis]
OG0003378	QAXK01007832.1_7613-8663	XP_005842843.1 hypothetical protein CHLNCDRAFT_37706 [Chlorella variabilis]
OG0003389	QAXK01000807.1_2417-1282	XP_005850987.1 hypothetical protein CHLNCDRAFT_140797 [Chlorella variabilis]
OG0003390	QAXK01002975.1_1945-3061	XP_005847631.1 hypothetical protein CHLNCDRAFT_133965 [Chlorella variabilis]
OG0003400	QAXK01011269.1_6226-3244	XP_005852224.1 hypothetical protein CHLNCDRAFT_133483 [Chlorella variabilis]
OG0003418	QAXK01004430.1_3720-2428	XP_005849745.1 hypothetical protein CHLNCDRAFT_50882 [Chlorella variabilis]
OG0003427	QAXK01017428.1_6517-5288	XP_005850731.1 hypothetical protein CHLNCDRAFT_140856 [Chlorella variabilis]
OG0003452	QAXK01012596.1_9132-5856	XP_005848804.1 hypothetical protein CHLNCDRAFT_144074 [Chlorella variabilis]
OG0003462	QAXK01004703.1_12039-13879	XP_005849378.1 hypothetical protein CHLNCDRAFT_9043_ partial [Chlorella variabilis]
OG0003465	QAXK01007075.1_15495-16375	XP_005849683.1 hypothetical protein CHLNCDRAFT_17719_ partial [Chlorella variabilis]
OG0003474	QAXK01010270.1_2969-2237	XP_005847978.1 ribosomal protein L7 [Chlorella variabilis]
OG0003481	QAXK01002106.1_10876-11265	XP_005852014.1 hypothetical protein CHLNCDRAFT_132948 [Chlorella variabilis]
OG0003502	QAXK01000365.1_3565-4942	XP_005846326.1 hypothetical protein CHLNCDRAFT_36106 [Chlorella variabilis]
OG0003538	QAXK01008337.1_3990-5243	XP_005848476.1 hypothetical protein CHLNCDRAFT_12757_ partial [Chlorella variabilis]
OG0003568	QAXK01002228.1_1968-3201	XP_005850626.1 hypothetical protein CHLNCDRAFT_56903 [Chlorella variabilis]
OG0003579	QAXK01005668.1_9092-7561	XP_005850621.1 hypothetical protein CHLNCDRAFT_56897 [Chlorella variabilis]
OG0003601	QAXK01016048.1_1933-545	XP_005848541.1 hypothetical protein CHLNCDRAFT_22413 [Chlorella variabilis]
OG0003625	QAXK01001997.1_7467-5438	XP_005846207.1 hypothetical protein CHLNCDRAFT_25164 [Chlorella variabilis]
OG0003643	QAXK01000249.1_16165-13537	XP_005843021.1 hypothetical protein CHLNCDRAFT_28585 [Chlorella variabilis]
OG0003666	QAXK01003616.1_6090-7285	XP_005846737.1 hypothetical protein CHLNCDRAFT_17312_ partial [Chlorella variabilis]
OG0003671	QAXK01000459.1_9787-9028	XP_005846603.1 hypothetical protein CHLNCDRAFT_135209 [Chlorella variabilis]
OG0003672	QAXK01004402.1_2407-3301	XP_005850234.1 hypothetical protein CHLNCDRAFT_14837_ partial [Chlorella variabilis]
OG0003677	QAXK01010442.1_6499-5620	XP_005844495.1 hypothetical protein CHLNCDRAFT_138851 [Chlorella variabilis], XP_005846565.1 hypothetical protein CHLNCDRAFT_24529 [Chlorella variabilis]
OG0003687	QAXK01006494.1_1594-1032	XP_005849182.1 hypothetical protein CHLNCDRAFT_143848 [Chlorella variabilis]
OG0003693	QAXK01003706.1_3896-8573	XP_005851274.1 hypothetical protein CHLNCDRAFT_138056 [Chlorella variabilis]
OG0003731	QAXK01017356.1_2411-500	XP_005851522.1 hypothetical protein CHLNCDRAFT_49975 [Chlorella variabilis]
OG0003744	QAXK01009613.1_9396-10310	XP_005843837.1 expressed protein [Chlorella variabilis]
OG0003746	QAXK01004123.1_13625-15399	XP_005845477.1 hypothetical protein CHLNCDRAFT_25984 [Chlorella variabilis]
OG0003755	QAXK01002565.1_12559-10828	XP_005844253.1 hypothetical protein CHLNCDRAFT_32658 [Chlorella variabilis]
OG0003771	QAXK01010052.1_3190-4640	XP_005843298.1 hypothetical protein CHLNCDRAFT_141372 [Chlorella variabilis]
OG0003773	QAXK01014932.1_4139-2485	XP_005847133.1 hypothetical protein CHLNCDRAFT_134874 [Chlorella variabilis]
OG0003794	QAXK01000557.1_206-3811	XP_005849811.1 hypothetical protein CHLNCDRAFT_142929 [Chlorella variabilis]
OG0003824	QAXK01001158.1_26014-28604	XP_005848008.1 hypothetical protein CHLNCDRAFT_22742 [Chlorella variabilis]
OG0003826	QAXK01015643.1_1434-3404	XP_005847862.1 hypothetical protein CHLNCDRAFT_23163 [Chlorella variabilis]
OG0003838	QAXK01001081.1_3765-5510	XP_005847689.1 hypothetical protein CHLNCDRAFT_134109 [Chlorella variabilis]
OG0003847	QAXK01000325.1_43378-42220	XP_005846145.1 hypothetical protein CHLNCDRAFT_25191_ partial [Chlorella variabilis]
OG0003849	QAXK01010227.1_9762-8151	XP_005850635.1 hypothetical protein CHLNCDRAFT_50320 [Chlorella variabilis]
OG0003850	QAXK01003563.1_5026-2636	XP_005846090.1 hypothetical protein CHLNCDRAFT_25175_ partial [Chlorella variabilis]
OG0003861	QAXK01001160.1_34552-35942	XP_005843620.1 hypothetical protein CHLNCDRAFT_37407 [Chlorella variabilis]
OG0003904	QAXK01003852.1_2138-563	XP_005846778.1 hypothetical protein CHLNCDRAFT_24644 [Chlorella variabilis]
OG0003944	QAXK01005846.1_7514-8614	XP_005847213.1 hypothetical protein CHLNCDRAFT_135034 [Chlorella variabilis]
OG0003947	QAXK01000042.1_9232-7900	XP_005843937.1 hypothetical protein CHLNCDRAFT_139686 [Chlorella variabilis]
OG0003954	QAXK01004732.1_20335-21271	XP_005848030.1 hypothetical protein CHLNCDRAFT_145198 [Chlorella variabilis]
OG0003964	QAXK01001551.1_63875-64499	XP_005849240.1 hypothetical protein CHLNCDRAFT_30526 [Chlorella variabilis]
OG0003973	QAXK01005150.1_10239-11440	XP_005848562.1 hypothetical protein CHLNCDRAFT_51950 [Chlorella variabilis]
OG0003976	QAXK01008391.1_3155-4981	XP_005850431.1 hypothetical protein CHLNCDRAFT_9763_ partial [Chlorella variabilis]
OG0003980	QAXK01001710.1_16426-15281	XP_005846422.1 hypothetical protein CHLNCDRAFT_13220_ partial [Chlorella variabilis]
OG0003985	QAXK01006679.1_5844-7981	XP_005850547.1 hypothetical protein CHLNCDRAFT_19917 [Chlorella variabilis]
OG0003999	QAXK01017848.1_6990-5867	XP_005847252.1 hypothetical protein CHLNCDRAFT_134242 [Chlorella variabilis]
OG0004036	QAXK01001182.1_6681-8037	XP_005843592.1 hypothetical protein CHLNCDRAFT_27994 [Chlorella variabilis]
OG0004052	QAXK01018827.1_2147-2783	XP_005851167.1 hypothetical protein CHLNCDRAFT_33822 [Chlorella variabilis]
OG0004119	QAXK01011975.1_26427-25164	XP_005851930.1 hypothetical protein CHLNCDRAFT_29371 [Chlorella variabilis]
OG0004127	QAXK01002477.1_12495-11499	XP_005844007.1 hypothetical protein CHLNCDRAFT_32779 [Chlorella variabilis]
OG0004131	QAXK01008931.1_8768-10630	XP_005848391.1 hypothetical protein CHLNCDRAFT_144675 [Chlorella variabilis]
OG0004161	QAXK01003741.1_3586-2152	XP_005843404.1 hypothetical protein CHLNCDRAFT_59293 [Chlorella variabilis]
OG0004173	QAXK01003131.1_14822-17632	XP_005846451.1 hypothetical protein CHLNCDRAFT_135604 [Chlorella variabilis]
OG0004188	QAXK01000965.1_13792-15638	XP_005849837.1 hypothetical protein CHLNCDRAFT_142990 [Chlorella variabilis]
OG0004195	QAXK01002159.1_9033-7570	XP_005851035.1 hypothetical protein CHLNCDRAFT_48564 [Chlorella variabilis]
OG0004221	QAXK01006710.1_2565-2167	XP_005850459.1 hypothetical protein CHLNCDRAFT_142429 [Chlorella variabilis]
OG0004222	QAXK01017090.1_773-1260	XP_005850857.1 hypothetical protein CHLNCDRAFT_140465 [Chlorella variabilis]
OG0004223	QAXK01019447.1_2073-2396	XP_005844246.1 hypothetical protein CHLNCDRAFT_27021 [Chlorella variabilis]
OG0004224	QAXK01003931.1_8204-3520	XP_005847156.1 hypothetical protein CHLNCDRAFT_24125_ partial [Chlorella variabilis]
OG0004225	QAXK01001471.1_7507-5855	XP_005851791.1 hypothetical protein CHLNCDRAFT_33543 [Chlorella variabilis]
OG0004226	QAXK01014810.1_5618-8818	XP_005850742.1 hypothetical protein CHLNCDRAFT_10350_ partial [Chlorella variabilis]
OG0004228	QAXK01010701.1_10887-7922	XP_005843260.1 hypothetical protein CHLNCDRAFT_141384 [Chlorella variabilis]
OG0004229	QAXK01014803.1_67-2405	XP_005850980.1 hypothetical protein CHLNCDRAFT_19706_ partial [Chlorella variabilis]
OG0004230	QAXK01004000.1_7642-5232	XP_005845406.1 hypothetical protein CHLNCDRAFT_25936 [Chlorella variabilis]
OG0004231	QAXK01004677.1_1252-4060	XP_005850975.1 hypothetical protein CHLNCDRAFT_140762 [Chlorella variabilis]
OG0004232	QAXK01001218.1_22461-19740	XP_005847872.1 hypothetical protein CHLNCDRAFT_23011 [Chlorella variabilis]
OG0004233	QAXK01001871.1_3231-1985	XP_005852012.1 hypothetical protein CHLNCDRAFT_132943 [Chlorella variabilis]
OG0004234	QAXK01003347.1_1758-3582	XP_005852215.1 hypothetical protein CHLNCDRAFT_11851_ partial [Chlorella variabilis]
OG0004235	QAXK01003902.1_8341-5830	XP_005843945.1 hypothetical protein CHLNCDRAFT_139708 [Chlorella variabilis]
OG0004236	QAXK01008198.1_2951-5520	XP_005845341.1 hypothetical protein CHLNCDRAFT_59740 [Chlorella variabilis]
OG0004237	QAXK01011268.1_2959-4791	XP_005848667.1 hypothetical protein CHLNCDRAFT_144236 [Chlorella variabilis]
OG0004238	QAXK01018044.1_1256-217	XP_005847842.1 hypothetical protein CHLNCDRAFT_52395 [Chlorella variabilis]
OG0004239	QAXK01009544.1_7380-9706	XP_005844008.1 hypothetical protein CHLNCDRAFT_139532 [Chlorella variabilis]
OG0004240	QAXK01003572.1_4178-5128	XP_005843763.1 hypothetical protein CHLNCDRAFT_139870 [Chlorella variabilis]
OG0004241	QAXK01011839.1_9-1697	XP_005847446.1 hypothetical protein CHLNCDRAFT_134354 [Chlorella variabilis]
OG0004242	QAXK01001749.1_8132-6905	XP_005843607.1 hypothetical protein CHLNCDRAFT_140183 [Chlorella variabilis]
OG0004243	QAXK01010227.1_10470-11308	XP_005850203.1 hypothetical protein CHLNCDRAFT_142424 [Chlorella variabilis]
OG0004244	QAXK01015529.1_1845-2785	XP_005842945.1 hypothetical protein CHLNCDRAFT_49281 [Chlorella variabilis]
OG0004245	QAXK01011116.1_4220-2967	XP_005847349.1 hypothetical protein CHLNCDRAFT_11532_ partial [Chlorella variabilis]
OG0004246	QAXK01001784.1_27630-25510	XP_005849734.1 hypothetical protein CHLNCDRAFT_12490_ partial [Chlorella variabilis]
OG0004247	QAXK01003581.1_1217-562	XP_005844204.1 hypothetical protein CHLNCDRAFT_13794_ partial [Chlorella variabilis]
OG0004248	QAXK01004599.1_5331-3218	XP_005847898.1 expressed protein_ partial [Chlorella variabilis]
OG0004249	QAXK01000848.1_19191-20023	XP_005850408.1 hypothetical protein CHLNCDRAFT_142305 [Chlorella variabilis]
OG0004423	QAXK01000899.1_12678-10778	XP_005842882.1 hypothetical protein CHLNCDRAFT_142475 [Chlorella variabilis]
OG0004581	QAXK01003359.1_6916-7635	XP_005848418.1 hypothetical protein CHLNCDRAFT_14905_ partial [Chlorella variabilis]
OG0004622	QAXK01002638.1_6633-6327	XP_005848654.1 hypothetical protein CHLNCDRAFT_21830 [Chlorella variabilis]
OG0004656	QAXK01006388.1_12359-10899	XP_005844490.1 hypothetical protein CHLNCDRAFT_26858_ partial [Chlorella variabilis]
OG0004681	QAXK01001495.1_31486-30283	XP_005843794.1 hypothetical protein CHLNCDRAFT_139941 [Chlorella variabilis]
OG0004710	QAXK01006037.1_46307-44794	XP_005843755.1 hypothetical protein CHLNCDRAFT_139846 [Chlorella variabilis]
OG0004743	QAXK01002841.1_2718-1158	XP_005845994.1 hypothetical protein CHLNCDRAFT_136052 [Chlorella variabilis]
OG0004765	QAXK01013662.1_15761-16601	XP_005843872.1 hypothetical protein CHLNCDRAFT_139725 [Chlorella variabilis]
OG0004825	QAXK01012785.1_94-624	XP_005846188.1 hypothetical protein CHLNCDRAFT_136208 [Chlorella variabilis]
OG0004901	QAXK01003939.1_11405-12434	XP_005843191.1 hypothetical protein CHLNCDRAFT_28362 [Chlorella variabilis]
OG0004939	QAXK01014925.1_5002-6648	XP_005848035.1 hypothetical protein CHLNCDRAFT_22673 [Chlorella variabilis]
OG0004940	QAXK01003992.1_14682-12697	XP_005850347.1 hypothetical protein CHLNCDRAFT_34387 [Chlorella variabilis]
OG0004941	QAXK01007127.1_5270-7296	XP_005851044.1 hypothetical protein CHLNCDRAFT_9694_ partial [Chlorella variabilis]
OG0004943	QAXK01000526.1_11161-10180	XP_005852002.1 hypothetical protein CHLNCDRAFT_132922 [Chlorella variabilis]
OG0004944	QAXK01000032.1_16347-17734	XP_005847611.1 hypothetical protein CHLNCDRAFT_133914 [Chlorella variabilis]
OG0004945	QAXK01002261.1_13670-14278	XP_005847227.1 hypothetical protein CHLNCDRAFT_134179 [Chlorella variabilis]
OG0004946	QAXK01011417.1_18759-16577	XP_005846052.1 hypothetical protein CHLNCDRAFT_58404 [Chlorella variabilis]
OG0005364	QAXK01008706.1_11935-11020	XP_005846751.1 hypothetical protein CHLNCDRAFT_31601 [Chlorella variabilis]
OG0005372	QAXK01012603.1_2052-3066	XP_005844892.1 hypothetical protein CHLNCDRAFT_26436 [Chlorella variabilis]
OG0005404	QAXK01000570.1_1207-4057	XP_005843292.1 hypothetical protein CHLNCDRAFT_141354 [Chlorella variabilis]
OG0005613	QAXK01006058.1_8137-6433	XP_005851309.1 hypothetical protein CHLNCDRAFT_15743_ partial [Chlorella variabilis]
OG0005614	QAXK01012020.1_2254-4849	XP_005849376.1 hypothetical protein CHLNCDRAFT_143846 [Chlorella variabilis]
OG0005615	QAXK01002408.1_3172-1756	XP_005848497.1 hypothetical protein CHLNCDRAFT_22249 [Chlorella variabilis]
