Orthogroup	Chlorella_KRBP	Chlorella_Vulgaris2111P
OG0003252	QAXK01000655.1_17305-22319	KAI3432808.1 hypothetical protein D9Q98_010391 [Chlorella vulgaris], KAI3432809.1 hypothetical protein D9Q98_010392 [Chlorella vulgaris]
OG0003253	QAXK01000965.1_18464-16425	KAI3426300.1 hypothetical protein D9Q98_008673 [Chlorella vulgaris]
OG0003254	QAXK01000983.1_27514-29192	KAI3436717.1 hypothetical protein D9Q98_006132 [Chlorella vulgaris], KAI3436715.1 hypothetical protein D9Q98_006130 [Chlorella vulgaris]
OG0003255	QAXK01010066.1_5264-7166	KAI3431581.1 hypothetical protein D9Q98_004631 [Chlorella vulgaris]
OG0003256	QAXK01014762.1_15208-13635	KAI3436281.1 hypothetical protein D9Q98_002334 [Chlorella vulgaris]
OG0003257	QAXK01001567.1_22308-20679	KAI3433427.1 hypothetical protein D9Q98_003242 [Chlorella vulgaris]
OG0003258	QAXK01005019.1_6054-4921	KAI3428605.1 hypothetical protein D9Q98_007428 [Chlorella vulgaris]
OG0003259	QAXK01003400.1_3813-5064	KAI3426101.1 hypothetical protein D9Q98_008069 [Chlorella vulgaris]
OG0003357	QAXK01001354.1_4891-5217	KAI3434651.1 hypothetical protein D9Q98_002716 [Chlorella vulgaris]
OG0003361	QAXK01008796.1_1534-1839	KAI3438186.1 hypothetical protein D9Q98_000623 [Chlorella vulgaris]
OG0003365	QAXK01013436.1_3075-257	KAI3424084.1 hypothetical protein D9Q98_009446 [Chlorella vulgaris]
OG0003376	QAXK01015973.1_3186-2635	KAI3424062.1 hypothetical protein D9Q98_009425 [Chlorella vulgaris]
OG0003378	QAXK01007832.1_7613-8663	KAI3424260.1 hypothetical protein D9Q98_009614 [Chlorella vulgaris]
OG0003389	QAXK01000807.1_2417-1282	KAI3436556.1 hypothetical protein D9Q98_005972 [Chlorella vulgaris]
OG0003400	QAXK01011269.1_6226-3244	KAI3429713.1 hypothetical protein D9Q98_005798 [Chlorella vulgaris]
OG0003418	QAXK01004430.1_3720-2428	KAI3438446.1 hypothetical protein D9Q98_000876 [Chlorella vulgaris]
OG0003427	QAXK01017428.1_6517-5288	KAI3436492.1 hypothetical protein D9Q98_005909 [Chlorella vulgaris]
OG0003452	QAXK01012596.1_9132-5856	KAI3427271.1 hypothetical protein D9Q98_007203 [Chlorella vulgaris]
OG0003460	QAXK01010334.1_16568-22208	KAI3426957.1 hypothetical protein D9Q98_006901 [Chlorella vulgaris]
OG0003462	QAXK01004703.1_12039-13879	KAI3434700.1 hypothetical protein D9Q98_002762 [Chlorella vulgaris]
OG0003465	QAXK01007075.1_15495-16375	KAI3438879.1 hypothetical protein D9Q98_001294 [Chlorella vulgaris]
OG0003474	QAXK01010270.1_2969-2237	KAI3437693.1 hypothetical protein D9Q98_000142 [Chlorella vulgaris]
OG0003481	QAXK01002106.1_10876-11265	KAI3429298.1 hypothetical protein D9Q98_005394 [Chlorella vulgaris]
OG0003502	QAXK01000365.1_3565-4942	KAI3435767.1 hypothetical protein D9Q98_001825 [Chlorella vulgaris]
OG0003509	QAXK01011852.1_1562-2354	KAI3435777.1 hypothetical protein D9Q98_001835 [Chlorella vulgaris]
OG0003538	QAXK01008337.1_3990-5243	KAI3426276.1 hypothetical protein D9Q98_008651 [Chlorella vulgaris]
OG0003540	QAXK01001088.1_16015-14943	KAI3429651.1 hypothetical protein D9Q98_005736 [Chlorella vulgaris]
OG0003568	QAXK01002228.1_1968-3201	KAI3436714.1 hypothetical protein D9Q98_006129 [Chlorella vulgaris]
OG0003579	QAXK01005668.1_9092-7561	KAI3436728.1 hypothetical protein D9Q98_006143 [Chlorella vulgaris]
OG0003597	QAXK01004574.1_6183-8163	KAI3432443.1 hypothetical protein D9Q98_003995 [Chlorella vulgaris], KAI3432442.1 hypothetical protein D9Q98_003995 [Chlorella vulgaris]
OG0003598	QAXK01002968.1_5239-542	KAI3429635.1 hypothetical protein D9Q98_005721 [Chlorella vulgaris]
OG0003601	QAXK01016048.1_1933-545	KAI3426417.1 hypothetical protein D9Q98_008786 [Chlorella vulgaris]
OG0003625	QAXK01001997.1_7467-5438	KAI3431529.1 hypothetical protein D9Q98_004579 [Chlorella vulgaris]
OG0003643	QAXK01000249.1_16165-13537	KAI3436348.1 hypothetical protein D9Q98_002401 [Chlorella vulgaris]
OG0003644	QAXK01008360.1_3542-5458	KAI3436291.1 hypothetical protein D9Q98_002344 [Chlorella vulgaris]
OG0003666	QAXK01003616.1_6090-7285	KAI3423857.1 hypothetical protein D9Q98_009691 [Chlorella vulgaris]
OG0003671	QAXK01000459.1_9787-9028	KAI3423833.1 hypothetical protein D9Q98_009669 [Chlorella vulgaris]
OG0003672	QAXK01004402.1_2407-3301	KAI3427923.1 hypothetical protein D9Q98_006315 [Chlorella vulgaris]
OG0003677	QAXK01010442.1_6499-5620	KAI3423903.1 hypothetical protein D9Q98_009737 [Chlorella vulgaris]
OG0003687	QAXK01006494.1_1594-1032	KAI3434707.1 hypothetical protein D9Q98_002768 [Chlorella vulgaris]
OG0003693	QAXK01003706.1_3896-8573	KAI3433457.1 hypothetical protein D9Q98_003270 [Chlorella vulgaris]
OG0003697	QAXK01004373.1_28195-25392	KAI3430622.1 hypothetical protein D9Q98_005215 [Chlorella vulgaris]
OG0003713	QAXK01002432.1_4248-4930	KAI3425346.1 hypothetical protein D9Q98_009110 [Chlorella vulgaris]
OG0003731	QAXK01017356.1_2411-500	KAI3433557.1 hypothetical protein D9Q98_003368 [Chlorella vulgaris]
OG0003744	QAXK01009613.1_9396-10310	KAI3439036.1 hypothetical protein D9Q98_001446 [Chlorella vulgaris]
OG0003746	QAXK01004123.1_13625-15399	KAI3436107.1 hypothetical protein D9Q98_002165 [Chlorella vulgaris]
OG0003755	QAXK01002565.1_12559-10828	KAI3432217.1 hypothetical protein D9Q98_003779 [Chlorella vulgaris]
OG0003771	QAXK01010052.1_3190-4640	KAI3431792.1 hypothetical protein D9Q98_010545 [Chlorella vulgaris]
OG0003773	QAXK01014932.1_4139-2485	KAI3438084.1 hypothetical protein D9Q98_000526 [Chlorella vulgaris]
OG0003784	QAXK01007229.1_11545-10178	KAI3434563.1 hypothetical protein D9Q98_002636 [Chlorella vulgaris]
OG0003794	QAXK01000557.1_206-3811	KAI3438601.1 hypothetical protein D9Q98_001024 [Chlorella vulgaris]
OG0003801	QAXK01000515.1_19189-19853	KAI3429610.1 hypothetical protein D9Q98_005696 [Chlorella vulgaris]
OG0003813	QAXK01000036.1_13891-8955	KAI3429606.1 hypothetical protein D9Q98_005692 [Chlorella vulgaris]
OG0003824	QAXK01001158.1_26014-28604	KAI3437620.1 hypothetical protein D9Q98_000072 [Chlorella vulgaris]
OG0003826	QAXK01015643.1_1434-3404	KAI3426018.1 hypothetical protein D9Q98_007986 [Chlorella vulgaris]
OG0003838	QAXK01001081.1_3765-5510	KAI3426014.1 hypothetical protein D9Q98_007982 [Chlorella vulgaris]
OG0003841	QAXK01006012.1_2971-2223	KAI3425993.1 hypothetical protein D9Q98_007961 [Chlorella vulgaris]
OG0003847	QAXK01000325.1_43378-42220	KAI3431400.1 hypothetical protein D9Q98_004453 [Chlorella vulgaris]
OG0003849	QAXK01010227.1_9762-8151	KAI3436694.1 hypothetical protein D9Q98_006109 [Chlorella vulgaris]
OG0003850	QAXK01003563.1_5026-2636	KAI3431285.1 hypothetical protein D9Q98_004346 [Chlorella vulgaris]
OG0003861	QAXK01001160.1_34552-35942	KAI3432603.1 hypothetical protein D9Q98_004150 [Chlorella vulgaris]
OG0003904	QAXK01003852.1_2138-563	KAI3425062.1 hypothetical protein D9Q98_008439 [Chlorella vulgaris]
OG0003944	QAXK01005846.1_7514-8614	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]
OG0003947	QAXK01000042.1_9232-7900	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]
OG0003954	QAXK01004732.1_20335-21271	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]
OG0003958	QAXK01001698.1_16624-15571	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]
OG0003964	QAXK01001551.1_63875-64499	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]
OG0003973	QAXK01005150.1_10239-11440	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]
OG0003976	QAXK01008391.1_3155-4981	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]
OG0003980	QAXK01001710.1_16426-15281	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]
OG0003985	QAXK01006679.1_5844-7981	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]
OG0003999	QAXK01017848.1_6990-5867	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]
OG0004036	QAXK01001182.1_6681-8037	KAI3432615.1 hypothetical protein D9Q98_004161 [Chlorella vulgaris]
OG0004052	QAXK01018827.1_2147-2783	KAI3433691.1 hypothetical protein D9Q98_003500 [Chlorella vulgaris]
OG0004119	QAXK01011975.1_26427-25164	KAI3429800.1 hypothetical protein D9Q98_010113 [Chlorella vulgaris]
OG0004127	QAXK01002477.1_12495-11499	KAI3430607.1 hypothetical protein D9Q98_005200 [Chlorella vulgaris]
OG0004131	QAXK01008931.1_8768-10630	KAI3426107.1 hypothetical protein D9Q98_008486 [Chlorella vulgaris]
OG0004161	QAXK01003741.1_3586-2152	KAI3430464.1 hypothetical protein D9Q98_005059 [Chlorella vulgaris]
OG0004173	QAXK01003131.1_14822-17632	KAI3435877.1 hypothetical protein D9Q98_001935 [Chlorella vulgaris]
OG0004184	QAXK01001360.1_2587-7675	KAI3428600.1 hypothetical protein D9Q98_007423 [Chlorella vulgaris]
OG0004188	QAXK01000965.1_13792-15638	KAI3438650.1 hypothetical protein D9Q98_001072 [Chlorella vulgaris]
OG0004195	QAXK01002159.1_9033-7570	KAI3436435.1 hypothetical protein D9Q98_005852 [Chlorella vulgaris]
OG0004221	QAXK01006710.1_2565-2167	KAI3428826.1 hypothetical protein D9Q98_007643 [Chlorella vulgaris]
OG0004222	QAXK01017090.1_773-1260	KAI3436844.1 hypothetical protein D9Q98_006254 [Chlorella vulgaris]
OG0004223	QAXK01019447.1_2073-2396	KAI3426095.1 hypothetical protein D9Q98_008063 [Chlorella vulgaris]
OG0004224	QAXK01003931.1_8204-3520	KAI3438050.1 hypothetical protein D9Q98_000493 [Chlorella vulgaris]
OG0004225	QAXK01001471.1_7507-5855	KAI3429529.1 hypothetical protein D9Q98_005617 [Chlorella vulgaris]
OG0004226	QAXK01014810.1_5618-8818	KAI3436466.1 hypothetical protein D9Q98_005883 [Chlorella vulgaris]
OG0004227	QAXK01000804.1_324-1387	KAI3431618.1 hypothetical protein D9Q98_004667 [Chlorella vulgaris]
OG0004228	QAXK01010701.1_10887-7922	KAI3431770.1 hypothetical protein D9Q98_010526 [Chlorella vulgaris]
OG0004229	QAXK01014803.1_67-2405	KAI3436570.1 hypothetical protein D9Q98_005986 [Chlorella vulgaris]
OG0004230	QAXK01004000.1_7642-5232	KAI3436238.1 hypothetical protein D9Q98_002292 [Chlorella vulgaris]
OG0004231	QAXK01004677.1_1252-4060	KAI3436585.1 hypothetical protein D9Q98_006001 [Chlorella vulgaris]
OG0004232	QAXK01001218.1_22461-19740	KAI3437912.1 hypothetical protein D9Q98_000357 [Chlorella vulgaris]
OG0004233	QAXK01001871.1_3231-1985	KAI3424687.1 hypothetical protein D9Q98_008077 [Chlorella vulgaris]
OG0004234	QAXK01003347.1_1758-3582	KAI3429688.1 hypothetical protein D9Q98_005773 [Chlorella vulgaris]
OG0004235	QAXK01003902.1_8341-5830	KAI3434521.1 hypothetical protein D9Q98_002594 [Chlorella vulgaris], KAI3434515.1 hypothetical protein D9Q98_002588 [Chlorella vulgaris]
OG0004236	QAXK01008198.1_2951-5520	KAI3436110.1 hypothetical protein D9Q98_002168 [Chlorella vulgaris]
OG0004237	QAXK01011268.1_2959-4791	KAI3427131.1 hypothetical protein D9Q98_007068 [Chlorella vulgaris]
OG0004238	QAXK01018044.1_1256-217	KAI3425988.1 hypothetical protein D9Q98_007956 [Chlorella vulgaris]
OG0004239	QAXK01009544.1_7380-9706	KAI3430610.1 hypothetical protein D9Q98_005202 [Chlorella vulgaris]
OG0004240	QAXK01003572.1_4178-5128	KAI3438977.1 hypothetical protein D9Q98_001391 [Chlorella vulgaris]
OG0004241	QAXK01011839.1_9-1697	KAI3428613.1 hypothetical protein D9Q98_007436 [Chlorella vulgaris]
OG0004242	QAXK01001749.1_8132-6905	KAI3432620.1 hypothetical protein D9Q98_004166 [Chlorella vulgaris]
OG0004243	QAXK01010227.1_10470-11308	KAI3428820.1 hypothetical protein D9Q98_007637 [Chlorella vulgaris]
OG0004244	QAXK01015529.1_1845-2785	KAI3430718.1 hypothetical protein D9Q98_005304 [Chlorella vulgaris]
OG0004245	QAXK01011116.1_4220-2967	KAI3428429.1 hypothetical protein D9Q98_007256 [Chlorella vulgaris]
OG0004246	QAXK01001784.1_27630-25510	KAI3438422.1 hypothetical protein D9Q98_000853 [Chlorella vulgaris]
OG0004247	QAXK01003581.1_1217-562	KAI3432367.1 hypothetical protein D9Q98_003924 [Chlorella vulgaris]
OG0004248	QAXK01004599.1_5331-3218	KAI3437857.1 hypothetical protein D9Q98_000303 [Chlorella vulgaris]
OG0004249	QAXK01000848.1_19191-20023	KAI3428293.1 hypothetical protein D9Q98_006672 [Chlorella vulgaris]
OG0004423	QAXK01000899.1_12678-10778	KAI3423936.1 hypothetical protein D9Q98_009770 [Chlorella vulgaris]
OG0004571	QAXK01000171.1_2716-3341	KAI3424361.1 hypothetical protein D9Q98_009914 [Chlorella vulgaris]
OG0004581	QAXK01003359.1_6916-7635	KAI3426169.1 hypothetical protein D9Q98_008546 [Chlorella vulgaris]
OG0004656	QAXK01006388.1_12359-10899	KAI3430363.1 hypothetical protein D9Q98_004958 [Chlorella vulgaris]
OG0004681	QAXK01001495.1_31486-30283	KAI3439040.1 hypothetical protein D9Q98_001450 [Chlorella vulgaris]
OG0004710	QAXK01006037.1_46307-44794	KAI3438955.1 hypothetical protein D9Q98_001369 [Chlorella vulgaris]
OG0004743	QAXK01002841.1_2718-1158	KAI3431354.1 hypothetical protein D9Q98_004412 [Chlorella vulgaris]
OG0004765	QAXK01013662.1_15761-16601	KAI3434540.1 hypothetical protein D9Q98_002613 [Chlorella vulgaris]
OG0004825	QAXK01012785.1_94-624	KAI3431489.1 hypothetical protein D9Q98_004540 [Chlorella vulgaris]
OG0004922	QAXK01009836.1_3189-307	KAI3428624.1 hypothetical protein D9Q98_007447 [Chlorella vulgaris]
OG0004939	QAXK01014925.1_5002-6648	KAI3437915.1 hypothetical protein D9Q98_000360 [Chlorella vulgaris]
OG0004940	QAXK01003992.1_14682-12697	KAI3428159.1 hypothetical protein D9Q98_006543 [Chlorella vulgaris], KAI3428161.1 hypothetical protein D9Q98_006543 [Chlorella vulgaris], KAI3428160.1 hypothetical protein D9Q98_006543 [Chlorella vulgaris]
OG0004941	QAXK01007127.1_5270-7296	KAI3436414.1 hypothetical protein D9Q98_005831 [Chlorella vulgaris]
OG0004942	QAXK01005538.1_10163-11912	KAI3429293.1 hypothetical protein D9Q98_005389 [Chlorella vulgaris]
OG0004943	QAXK01000526.1_11161-10180	KAI3429274.1 hypothetical protein D9Q98_005370 [Chlorella vulgaris]
OG0004944	QAXK01000032.1_16347-17734	KAI3425849.1 hypothetical protein D9Q98_007823 [Chlorella vulgaris]
OG0004945	QAXK01002261.1_13670-14278	KAI3428752.1 hypothetical protein D9Q98_007574 [Chlorella vulgaris]
OG0004946	QAXK01011417.1_18759-16577	KAI3431485.1 hypothetical protein D9Q98_004536 [Chlorella vulgaris]
OG0005364	QAXK01008706.1_11935-11020	KAI3423831.1 hypothetical protein D9Q98_009667 [Chlorella vulgaris]
OG0005372	QAXK01012603.1_2052-3066	KAI3431612.1 hypothetical protein D9Q98_004661 [Chlorella vulgaris]
OG0005404	QAXK01000570.1_1207-4057	KAI3431809.1 hypothetical protein D9Q98_010562 [Chlorella vulgaris]
OG0005613	QAXK01006058.1_8137-6433	KAI3433370.1 hypothetical protein D9Q98_003187 [Chlorella vulgaris]
