Orthogroup	Chlorella_KRBP	Scenedesmus_NREL
OG0002231	QAXK01000465.1_13752-12830	KAF6255872.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251955.1 SGNH hydrolase-type esterase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002232	QAXK01003345.1_4291-6594	KAF6255577.1 lariat debranching enzyme_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002233	QAXK01000437.1_11961-16259	KAF6261738.1 UDP-sugar pyrophosphorylase 1 [Scenedesmus sp. NREL 46B-D3]
OG0002235	QAXK01001803.1_9702-7639	KAF6259237.1 anticodon-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0002238	QAXK01001182.1_10605-8247	KAF6261850.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0002241	QAXK01018825.1_5368-4150	KAF6262008.1 putative 40S ribosomal protein RPS14 [Scenedesmus sp. NREL 46B-D3]
OG0002243	QAXK01000459.1_16579-20716	KAF6256521.1 CTP synthase N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002246	QAXK01004963.1_17662-16561	KAF6264060.1 hypothetical protein COO60DRAFT_1292762 [Scenedesmus sp. NREL 46B-D3]
OG0002250	QAXK01009768.1_6744-3068	KAF6254864.1 hypothetical protein COO60DRAFT_1703120 [Scenedesmus sp. NREL 46B-D3]
OG0002257	QAXK01003840.1_2463-275	KAF6241284.1 hypothetical protein COO60DRAFT_1708869 [Scenedesmus sp. NREL 46B-D3], KAF6259250.1 phosphate cyclase [Scenedesmus sp. NREL 46B-D3]
OG0002262	QAXK01009985.1_8201-11435	KAF6251980.1 hypothetical protein COO60DRAFT_1704510 [Scenedesmus sp. NREL 46B-D3], KAF6260413.1 hypothetical protein COO60DRAFT_1625705 [Scenedesmus sp. NREL 46B-D3]
OG0002280	QAXK01000180.1_9982-8131	KAF6257456.1 UAA transporter [Scenedesmus sp. NREL 46B-D3]
OG0002282	QAXK01000502.1_36980-37941	KAF6254213.1 thylakoid lumenal protein [Scenedesmus sp. NREL 46B-D3]
OG0002289	QAXK01009887.1_2599-389	KAF6252194.1 PLP-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0002367	QAXK01000828.1_1794-5888	KAF6259168.1 hypothetical protein COO60DRAFT_1701000 [Scenedesmus sp. NREL 46B-D3]
OG0002368	QAXK01012125.1_2420-651	KAF6256877.1 hypothetical protein COO60DRAFT_1640403 [Scenedesmus sp. NREL 46B-D3]
OG0002374	QAXK01003443.1_1888-4145	KAF6258891.1 glycosyl transferase family 4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002375	QAXK01000611.1_344-2643	KAF6258874.1 ubiE/COQ5 methyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002377	QAXK01000070.1_5006-2926	KAF6258633.1 hypothetical protein COO60DRAFT_1701277 [Scenedesmus sp. NREL 46B-D3]
OG0002391	QAXK01001032.1_529-3021	KAF6260914.1 metal-dependent protein hydrolase [Scenedesmus sp. NREL 46B-D3]
OG0002392	QAXK01004092.1_39419-40407	KAF6256050.1 zeta-cop_ subunit of COP-I complex [Scenedesmus sp. NREL 46B-D3]
OG0002393	QAXK01004425.1_5700-7015	KAF6254999.1 mitosis protein DIM1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254595.1 mitosis protein DIM1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002398	QAXK01007630.1_3354-1779	KAF6253835.1 photosystem II biogenesis protein Psp29 [Scenedesmus sp. NREL 46B-D3]
OG0002400	QAXK01009758.1_1852-165	KAF6264856.1 hypothetical protein COO60DRAFT_1481147 [Scenedesmus sp. NREL 46B-D3]
OG0002402	QAXK01006527.1_8708-6017	KAF6257920.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6260407.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002404	QAXK01000840.1_31502-30180	KAF6264306.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0002407	QAXK01002424.1_5771-2597	KAF6259192.1 trafficking protein Mon1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002409	QAXK01003096.1_14696-17609	KAF6251928.1 hypothetical protein COO60DRAFT_1674245 [Scenedesmus sp. NREL 46B-D3]
OG0002410	QAXK01000328.1_7305-8962	KAF6254835.1 acetylglutamate kinase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002415	QAXK01018530.1_1173-3834	KAF6258680.1 hypothetical protein COO60DRAFT_1517833 [Scenedesmus sp. NREL 46B-D3]
OG0002417	QAXK01014946.1_5937-4091	KAF6251378.1 mitochondrial substrate carrier [Scenedesmus sp. NREL 46B-D3]
OG0002421	QAXK01000019.1_127-3831	KAF6262665.1 DNA polymerase delta subunit one [Scenedesmus sp. NREL 46B-D3]
OG0002424	QAXK01004230.1_13015-11861	KAF6252582.1 4'-phosphopantetheinyl transferase [Scenedesmus sp. NREL 46B-D3]
OG0002429	QAXK01018188.1_2713-2029	KAF6253458.1 hypothetical protein COO60DRAFT_1643145 [Scenedesmus sp. NREL 46B-D3]
OG0002433	QAXK01010016.1_2591-4898	KAF6264176.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002435	QAXK01006642.1_4903-8475	KAF6262649.1 hypothetical protein COO60DRAFT_1635812 [Scenedesmus sp. NREL 46B-D3]
OG0002439	QAXK01006012.1_4611-6378	KAF6266581.1 N2227-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002441	QAXK01000523.1_8909-7053	KAF6263837.1 hypothetical protein COO60DRAFT_1487315 [Scenedesmus sp. NREL 46B-D3]
OG0002447	QAXK01011649.1_6227-2645	KAF6262172.1 peroxisomal targeting signal 1 receptor [Scenedesmus sp. NREL 46B-D3]
OG0002451	QAXK01000979.1_11011-9108	KAF6265257.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3]
OG0002454	QAXK01017228.1_872-211	KAF6258778.1 BTB/POZ protein [Scenedesmus sp. NREL 46B-D3]
OG0002461	QAXK01008372.1_4504-1777	KAF6263305.1 Pex12 amino terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002470	QAXK01004760.1_349-2010	KAF6261051.1 SURF1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002473	QAXK01005580.1_145-5612	KAF6257096.1 RNA polymerase I-specific transcription initiation factor RRN3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002481	QAXK01019295.1_5920-5732	KAF6253375.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002489	QAXK01011332.1_7730-6306	KAF6248582.1 oligosaccharide biosynthesis protein Alg14-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002490	QAXK01005493.1_5709-8739	KAF6266179.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002491	QAXK01001982.1_13111-9273	KAF6256700.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002493	QAXK01003356.1_3976-6343	KAF6264315.1 coenzyme Q biosynthesis protein Coq4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002501	QAXK01015333.1_8887-6386	KAF6257849.1 hypothetical protein COO60DRAFT_1701647 [Scenedesmus sp. NREL 46B-D3]
OG0002502	QAXK01004701.1_7826-2022	KAF6254200.1 NMDA receptor-regulated protein 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002509	QAXK01002072.1_7784-4601	KAF6258007.1 La domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002520	QAXK01004095.1_2354-706	KAF6255582.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002524	QAXK01000577.1_7847-8807	KAF6254378.1 ribosomal protein rpl36a [Scenedesmus sp. NREL 46B-D3]
OG0002525	QAXK01004000.1_12088-10081	KAF6255703.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002540	QAXK01000802.1_2542-6601	KAF6264746.1 HI0933-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002550	QAXK01001082.1_16962-21149	KAF6250889.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002551	QAXK01000484.1_4718-2307	KAF6254558.1 peptidylprolyl isomerase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002552	QAXK01001169.1_7647-4609	KAF6251481.1 cupin-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251485.1 hypothetical protein COO60DRAFT_611308 [Scenedesmus sp. NREL 46B-D3]
OG0002561	QAXK01000325.1_52702-51360	KAF6258528.1 eukaryotic porin/Tom40 [Scenedesmus sp. NREL 46B-D3]
OG0002563	QAXK01010777.1_196-929	KAF6262683.1 hypothetical protein COO60DRAFT_1699128 [Scenedesmus sp. NREL 46B-D3]
OG0002569	QAXK01008095.1_6073-1465	KAF6266501.1 hypothetical protein COO60DRAFT_1632621 [Scenedesmus sp. NREL 46B-D3]
OG0002570	QAXK01004879.1_5868-4307	KAF6259331.1 ribosome biogenesis protein Nop16 [Scenedesmus sp. NREL 46B-D3]
OG0002572	QAXK01003017.1_10269-9177	KAF6252228.1 hypothetical protein COO60DRAFT_1644237 [Scenedesmus sp. NREL 46B-D3]
OG0002575	QAXK01018811.1_5082-3547	KAF6260929.1 ribosomal protein L27a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002578	QAXK01006849.1_22455-23625	KAF6257595.1 hypothetical protein COO60DRAFT_1210988 [Scenedesmus sp. NREL 46B-D3], KAF6257592.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002581	QAXK01000799.1_52275-51787	KAF6254581.1 Tim10/DDP family zinc finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002587	QAXK01003879.1_1866-205	KAF6265856.1 prephenate dehydratase [Scenedesmus sp. NREL 46B-D3]
OG0002588	QAXK01006532.1_11118-4758	KAF6258211.1 hypothetical protein COO60DRAFT_1295463 [Scenedesmus sp. NREL 46B-D3], KAF6247042.1 hypothetical protein COO60DRAFT_1649696 [Scenedesmus sp. NREL 46B-D3]
OG0002596	QAXK01013827.1_4630-1867	KAF6266251.1 malate dehydrogenase_ cytoplasmic [Scenedesmus sp. NREL 46B-D3]
OG0002601	QAXK01013188.1_5354-2685	KAF6258437.1 putative inositol monophosphatase 3 [Scenedesmus sp. NREL 46B-D3]
OG0002604	QAXK01003755.1_5170-9460	KAF6260161.1 dihydroxyacetone kinase family protein [Scenedesmus sp. NREL 46B-D3], KAF6260158.1 hypothetical protein COO60DRAFT_1508812 [Scenedesmus sp. NREL 46B-D3]
OG0002608	QAXK01001306.1_3606-5501	KAF6262774.1 hypothetical protein COO60DRAFT_1699091 [Scenedesmus sp. NREL 46B-D3]
OG0002610	QAXK01006881.1_2636-4947	KAF6259077.1 hypothetical protein COO60DRAFT_1270304 [Scenedesmus sp. NREL 46B-D3]
OG0002611	QAXK01008206.1_13328-14330	KAF6261095.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002613	QAXK01001336.1_4314-5769	KAF6264678.1 hypothetical protein COO60DRAFT_1698232 [Scenedesmus sp. NREL 46B-D3]
OG0002615	QAXK01018285.1_3833-2399	KAF6256517.1 hypothetical protein COO60DRAFT_1271868 [Scenedesmus sp. NREL 46B-D3]
OG0002620	QAXK01005400.1_31209-29659	KAF6260951.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002627	QAXK01000679.1_20862-23970	KAF6254383.1 aspartate carbamoyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002632	QAXK01000208.1_858-3327	KAF6254567.1 ketopantoate hydroxymethyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002633	QAXK01015735.1_789-3208	KAF6264314.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002634	QAXK01005319.1_15043-16886	KAF6246279.1 MraW methylase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002641	QAXK01001768.1_11195-11945	KAF6252191.1 hypothetical protein COO60DRAFT_1704406 [Scenedesmus sp. NREL 46B-D3]
OG0002642	QAXK01002348.1_6292-8730	KAF6262226.1 Enoyl-reductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002654	QAXK01008540.1_14282-12509	KAF6260068.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002656	QAXK01008693.1_1704-2778	KAF6252876.1 ribosomal L22e protein family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002657	QAXK01001396.1_8898-9977	KAF6251808.1 hypothetical protein COO60DRAFT_1704588 [Scenedesmus sp. NREL 46B-D3]
OG0002663	QAXK01005614.1_2666-5868	KAF6250717.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002665	QAXK01013120.1_9967-12816	KAF6254681.1 Formamidopyrimidine-DNA glycosylase H2TH domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002670	QAXK01006673.1_15764-13631	KAF6258796.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002674	QAXK01009777.1_8817-6577	KAF6253381.1 nucleoside phosphorylase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002680	QAXK01002348.1_28743-27471	KAF6258512.1 hypothetical protein COO60DRAFT_1107045 [Scenedesmus sp. NREL 46B-D3]
OG0002684	QAXK01009099.1_14211-12777	KAF6251965.1 Fcf1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002690	QAXK01002281.1_18158-20087	KAF6265572.1 anticodon-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0002691	QAXK01017025.1_286-4417	KAF6254217.1 purine 5'-nucleotidase [Scenedesmus sp. NREL 46B-D3]
OG0002692	QAXK01018733.1_2749-2003	KAF6264858.1 Plastocyanin_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0002693	QAXK01001086.1_9229-7556	KAF6265505.1 PTPA-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002695	QAXK01007477.1_3698-5226	KAF6256805.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002710	QAXK01005359.1_3667-6796	KAF6259081.1 hypothetical protein COO60DRAFT_1701024 [Scenedesmus sp. NREL 46B-D3]
OG0002711	QAXK01000142.1_2803-4675	KAF6265477.1 cytidine and deoxycytidylate deaminase zinc-binding region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002714	QAXK01008206.1_4068-2028	KAF6251204.1 casein kinase II_ regulatory subunit [Scenedesmus sp. NREL 46B-D3]
OG0002716	QAXK01002299.1_25676-26628	KAF6256472.1 PUA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002723	QAXK01001735.1_19259-17991	KAF6266218.1 mitochondrial RNA polymerase [Scenedesmus sp. NREL 46B-D3]
OG0002725	QAXK01014870.1_4125-17	KAF6257940.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002728	QAXK01001551.1_13518-17077	KAF6260742.1 eukaryotic DNA topoisomerase I [Scenedesmus sp. NREL 46B-D3]
OG0002729	QAXK01006977.1_27647-33279	KAF6258577.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002737	QAXK01003565.1_11016-9575	KAF6255189.1 hypothetical protein COO60DRAFT_1296694 [Scenedesmus sp. NREL 46B-D3]
OG0002740	QAXK01008073.1_769-1809	KAF6264442.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002747	QAXK01003905.1_20331-25213	KAF6262886.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002748	QAXK01006264.1_6024-5189	KAF6261545.1 phosphatidylinositol synthase [Scenedesmus sp. NREL 46B-D3]
OG0002758	QAXK01000240.1_34950-34312	KAF6259746.1 hypothetical protein COO60DRAFT_1638175 [Scenedesmus sp. NREL 46B-D3]
OG0002759	QAXK01007099.1_3453-8857	KAF6264721.1 cysteine proteinase [Scenedesmus sp. NREL 46B-D3]
OG0002761	QAXK01001947.1_20720-25947	KAF6259296.1 humps family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002768	QAXK01003475.1_1733-1302	KAF6256601.1 hypothetical protein COO60DRAFT_91820 [Scenedesmus sp. NREL 46B-D3]
OG0002771	QAXK01011921.1_1066-3701	KAF6262693.1 hypothetical protein COO60DRAFT_1699132 [Scenedesmus sp. NREL 46B-D3]
OG0002772	QAXK01003475.1_2682-4175	KAF6256602.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002777	QAXK01014000.1_19150-23189	KAF6265797.1 hypothetical protein COO60DRAFT_762517 [Scenedesmus sp. NREL 46B-D3]
OG0002778	QAXK01002678.1_2058-278	KAF6250727.1 Pre-mRNA-splicing factor 38 [Scenedesmus sp. NREL 46B-D3]
OG0002781	QAXK01008309.1_4393-845	KAF6262593.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]
OG0002791	QAXK01006910.1_4587-4039	KAF6260295.1 hypothetical protein COO60DRAFT_908809 [Scenedesmus sp. NREL 46B-D3]
OG0002793	QAXK01003026.1_6033-13877	KAF6255592.1 hypothetical protein COO60DRAFT_1641425 [Scenedesmus sp. NREL 46B-D3]
OG0002799	QAXK01000454.1_923-1568	KAF6251245.1 emp24/gp25L/p24 family/GOLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002810	QAXK01009911.1_30762-28414	KAF6265789.1 PQ loop repeat-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002812	QAXK01008556.1_5708-3352	KAF6263400.1 hypothetical protein COO60DRAFT_1293065 [Scenedesmus sp. NREL 46B-D3]
OG0002818	QAXK01001221.1_1240-326	KAF6250416.1 DNA-directed RNA polymerase I subunit [Scenedesmus sp. NREL 46B-D3]
OG0002819	QAXK01001402.1_3021-777	KAF6251155.1 tocopherol cyclase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002820	QAXK01007101.1_2486-3500	KAF6255179.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002827	QAXK01001575.1_9213-11802	KAF6261641.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002829	QAXK01008464.1_4921-314	KAF6258115.1 mRNA capping enzyme_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002831	QAXK01009471.1_2975-111	KAF6261378.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0002842	QAXK01002063.1_17610-18209	KAF6258953.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6252978.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002848	QAXK01011190.1_3792-5177	KAF6264966.1 ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]
OG0002852	QAXK01002795.1_1894-3499	KAF6259139.1 hypothetical protein COO60DRAFT_1514683 [Scenedesmus sp. NREL 46B-D3]
OG0002853	QAXK01006222.1_6005-7514	KAF6254177.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002854	QAXK01000274.1_4441-2040	KAF6254775.1 EamA-like transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002861	QAXK01000336.1_29701-28621	KAF6266197.1 glycerol-3-phosphate acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002871	QAXK01001665.1_2326-3883	KAF6266432.1 hypothetical protein COO60DRAFT_1697389 [Scenedesmus sp. NREL 46B-D3]
OG0002877	QAXK01001383.1_16600-17459	KAF6265978.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002889	QAXK01014533.1_1995-3733	KAF6266652.1 hypothetical protein COO60DRAFT_1291621 [Scenedesmus sp. NREL 46B-D3]
OG0002890	QAXK01012468.1_6191-5064	KAF6259439.1 bola protein [Scenedesmus sp. NREL 46B-D3]
OG0002895	QAXK01006273.1_11056-8644	KAF6264036.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]
OG0002898	QAXK01013787.1_6935-10103	KAF6258008.1 hypothetical protein COO60DRAFT_1163870 [Scenedesmus sp. NREL 46B-D3]
OG0002900	QAXK01000573.1_11483-12681	KAF6260516.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002903	QAXK01008701.1_3697-2030	KAF6252872.1 cytochrome C biogenesis protein transmembrane region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002915	QAXK01000080.1_1794-5623	KAF6255977.1 Rft protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002916	QAXK01010627.1_8219-6389	KAF6256954.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002918	QAXK01005102.1_8833-5901	KAF6257164.1 hypothetical protein COO60DRAFT_1271527 [Scenedesmus sp. NREL 46B-D3]
OG0002927	QAXK01012487.1_1571-2566	KAF6259833.1 hypothetical protein COO60DRAFT_964462 [Scenedesmus sp. NREL 46B-D3]
OG0002931	QAXK01009697.1_3987-6949	KAF6253362.1 hypothetical protein COO60DRAFT_1273754 [Scenedesmus sp. NREL 46B-D3]
OG0002938	QAXK01014057.1_8141-7852	KAF6252925.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002940	QAXK01000147.1_17903-18595	KAF6262929.1 hypothetical protein COO60DRAFT_1699063 [Scenedesmus sp. NREL 46B-D3]
OG0002946	QAXK01002261.1_40148-34742	KAF6265106.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002948	QAXK01005661.1_3614-5576	KAF6265489.1 hypothetical protein COO60DRAFT_1457089 [Scenedesmus sp. NREL 46B-D3]
OG0002955	QAXK01003496.1_4117-1328	KAF6251367.1 L domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002962	QAXK01002423.1_4870-1549	KAF6266723.1 GDP dissociation inhibitor [Scenedesmus sp. NREL 46B-D3]
OG0002965	QAXK01009311.1_5086-9550	KAF6266543.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002969	QAXK01007111.1_9724-10631	KAF6251811.1 hypothetical protein COO60DRAFT_1464035 [Scenedesmus sp. NREL 46B-D3]
OG0002971	QAXK01004485.1_1816-3388	KAF6254970.1 hypothetical protein COO60DRAFT_1537822 [Scenedesmus sp. NREL 46B-D3]
OG0002974	QAXK01000635.1_9875-7571	KAF6257017.1 hypothetical protein COO60DRAFT_1526229 [Scenedesmus sp. NREL 46B-D3]
OG0002988	QAXK01005019.1_7837-6195	KAF6263000.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002994	QAXK01008641.1_5826-4936	KAF6259391.1 GINS complex_ Psf2 component [Scenedesmus sp. NREL 46B-D3]
OG0002996	QAXK01008356.1_1994-1323	KAF6265841.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003000	QAXK01018219.1_153-1479	KAF6262622.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003006	QAXK01009127.1_2830-5632	KAF6266775.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003009	QAXK01001726.1_8268-6818	KAF6254299.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003011	QAXK01014149.1_4580-2650	KAF6263443.1 MOSC N-terminal beta barrel domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6263444.1 MOSC-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003015	QAXK01017394.1_3188-4	KAF6256091.1 hypothetical protein COO60DRAFT_1471149 [Scenedesmus sp. NREL 46B-D3]
OG0003017	QAXK01001070.1_5974-4798	KAF6255183.1 low molecular mass early light-induced protein [Scenedesmus sp. NREL 46B-D3]
OG0003026	QAXK01001672.1_6564-5317	KAF6253532.1 hypothetical protein COO60DRAFT_408847 [Scenedesmus sp. NREL 46B-D3], KAF6253531.1 TLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003036	QAXK01000724.1_14653-15848	KAF6250867.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003041	QAXK01001704.1_7113-6556	KAF6261694.1 hypothetical protein COO60DRAFT_1268542 [Scenedesmus sp. NREL 46B-D3]
OG0003042	QAXK01014526.1_3534-6424	KAF6258674.1 hypothetical protein COO60DRAFT_1517822 [Scenedesmus sp. NREL 46B-D3]
OG0003049	QAXK01005731.1_3330-6743	KAF6255369.1 phosphatidate cytidylyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003059	QAXK01007133.1_7499-8797	KAF6260060.1 AP complex_ mu/sigma subunit [Scenedesmus sp. NREL 46B-D3]
OG0003064	QAXK01005457.1_8974-4681	KAF6253047.1 hypothetical protein COO60DRAFT_1703992 [Scenedesmus sp. NREL 46B-D3]
OG0003068	QAXK01015536.1_9170-6903	KAF6257636.1 cytochrome oxidase assembly [Scenedesmus sp. NREL 46B-D3]
OG0003075	QAXK01016351.1_22-2386	KAF6266484.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003087	QAXK01003513.1_13194-9646	KAF6251896.1 Poly_A_ polymerase central domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003091	QAXK01014943.1_5708-4249	KAF6244108.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003097	QAXK01008899.1_16518-18484	KAF6251723.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0003105	QAXK01001158.1_6748-4261	KAF6264482.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003107	QAXK01014862.1_4087-1458	KAF6262815.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003111	QAXK01008798.1_739-2238	KAF6251385.1 hypothetical protein COO60DRAFT_1704853 [Scenedesmus sp. NREL 46B-D3]
OG0003123	QAXK01008567.1_4740-6650	KAF6265191.1 formyl transferase [Scenedesmus sp. NREL 46B-D3]
OG0003125	QAXK01001243.1_11567-10056	KAF6257341.1 putative ubiquinone/menaquinone biosynthesis methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0003126	QAXK01016483.1_12203-9679	KAF6261409.1 hypothetical protein COO60DRAFT_784224 [Scenedesmus sp. NREL 46B-D3]
OG0003127	QAXK01017290.1_11269-8021	KAF6256678.1 IPP transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003129	QAXK01002314.1_19744-18688	KAF6266137.1 hypothetical protein COO60DRAFT_1475747 [Scenedesmus sp. NREL 46B-D3]
OG0003133	QAXK01000525.1_12654-17162	KAF6256211.1 hypothetical protein COO60DRAFT_135121 [Scenedesmus sp. NREL 46B-D3]
OG0003137	QAXK01001082.1_3989-724	KAF6257780.1 nagb/rpia/CoA transferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0003142	QAXK01011367.1_1094-2688	KAF6253674.1 hypothetical protein COO60DRAFT_1545566 [Scenedesmus sp. NREL 46B-D3]
