Orthogroup	Chlorella_KRBP	Micractinium_SAG24180
OG0003713	QAXK01002432.1_4248-4930	PSC74830.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Micractinium conductrix]
OG0003731	QAXK01017356.1_2411-500	PSC68266.1 p21-carboxy-terminal region-binding [Micractinium conductrix]
OG0003744	QAXK01009613.1_9396-10310	PSC75636.1 hypothetical protein C2E20_1411 [Micractinium conductrix]
OG0003746	QAXK01004123.1_13625-15399	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]
OG0003773	QAXK01014932.1_4139-2485	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]
OG0003784	QAXK01007229.1_11545-10178	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]
OG0003794	QAXK01000557.1_206-3811	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]
OG0003801	QAXK01000515.1_19189-19853	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]
OG0003824	QAXK01001158.1_26014-28604	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]
OG0003826	QAXK01015643.1_1434-3404	PSC70258.1 ribonuclease HII [Micractinium conductrix]
OG0003838	QAXK01001081.1_3765-5510	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]
OG0003841	QAXK01006012.1_2971-2223	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]
OG0003847	QAXK01000325.1_43378-42220	PSC71949.1 YIPF6-like protein [Micractinium conductrix]
OG0003849	QAXK01010227.1_9762-8151	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]
OG0003850	QAXK01003563.1_5026-2636	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]
OG0003861	QAXK01001160.1_34552-35942	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]
OG0003947	QAXK01000042.1_9232-7900	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]
OG0003958	QAXK01001698.1_16624-15571	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]
OG0003973	QAXK01005150.1_10239-11440	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]
OG0003976	QAXK01008391.1_3155-4981	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]
OG0003980	QAXK01001710.1_16426-15281	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]
OG0003985	QAXK01006679.1_5844-7981	PSC67461.1 hypothetical protein C2E20_8854 [Micractinium conductrix]
OG0003999	QAXK01017848.1_6990-5867	PSC75989.1 translational inhibitor [Micractinium conductrix]
OG0004036	QAXK01001182.1_6681-8037	PSC70515.1 nudix hydrolase chloroplastic-like isoform X1 [Micractinium conductrix]
OG0004052	QAXK01018827.1_2147-2783	PSC68889.1 Cytochrome b-c1 complex subunit 7 [Micractinium conductrix]
OG0004119	QAXK01011975.1_26427-25164	PSC74054.1 PELOTA 1 isoform X1 [Micractinium conductrix]
OG0004127	QAXK01002477.1_12495-11499	PSC75077.1 U3 small nucleolar ribonucleo IMP3 [Micractinium conductrix]
OG0004161	QAXK01003741.1_3586-2152	PSC72956.1 DUF1365-domain-containing protein [Micractinium conductrix]
OG0004173	QAXK01003131.1_14822-17632	PSC71444.1 outer envelope 61-like [Micractinium conductrix]
OG0004184	QAXK01001360.1_2587-7675	PSC70957.1 Carboxypeptidase Taq [Micractinium conductrix]
OG0004188	QAXK01000965.1_13792-15638	PSC75509.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Micractinium conductrix]
OG0004195	QAXK01002159.1_9033-7570	PSC69017.1 proline synthase co-transcribed bacterial-like protein -like [Micractinium conductrix]
OG0004221	QAXK01006710.1_2565-2167	PSC69832.1 proteasome maturation factor UMP1 family [Micractinium conductrix]
OG0004222	QAXK01017090.1_773-1260	PSC72767.1 replication A 14 kDa subunit B [Micractinium conductrix]
OG0004223	QAXK01019447.1_2073-2396	PSC67748.1 ataxin-10 [Micractinium conductrix]
OG0004224	QAXK01003931.1_8204-3520	PSC71189.1 riboflavin biosynthesis chloroplastic-like [Micractinium conductrix]
OG0004225	QAXK01001471.1_7507-5855	PSC75133.1 farnesyl diphosphate synthase [Micractinium conductrix]
OG0004226	QAXK01014810.1_5618-8818	PSC68991.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0004227	QAXK01000804.1_324-1387	PSC67581.1 DNA mismatch repair PMS1 isoform X3 [Micractinium conductrix]
OG0004229	QAXK01014803.1_67-2405	PSC72869.1 tRNA modification GTPase isoform X1 [Micractinium conductrix]
OG0004230	QAXK01004000.1_7642-5232	PSC76877.1 protease Do-like chloroplastic isoform X1 [Micractinium conductrix]
OG0004231	QAXK01004677.1_1252-4060	PSC72675.1 oxidoreductase TDA3 [Micractinium conductrix]
OG0004232	QAXK01001218.1_22461-19740	PSC70667.1 mitochondrial substrate carrier [Micractinium conductrix]
OG0004233	QAXK01001871.1_3231-1985	PSC67110.1 3 -5 -exoribonuclease RNA binding [Micractinium conductrix]
OG0004234	QAXK01003347.1_1758-3582	PSC73308.1 ribosome maturation SBDS [Micractinium conductrix]
OG0004235	QAXK01003902.1_8341-5830	PSC74770.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Micractinium conductrix]
OG0004236	QAXK01008198.1_2951-5520	PSC76284.1 3-oxoacyl-[acyl-carrier] mitochondrial [Micractinium conductrix]
OG0004237	QAXK01011268.1_2959-4791	PSC75892.1 Arginine N-methyltransferase 2 [Micractinium conductrix]
OG0004238	QAXK01018044.1_1256-217	PSC70165.1 tilB-like protein [Micractinium conductrix]
OG0004239	QAXK01009544.1_7380-9706	PSC68273.1 diphthamide biosynthesis 2 [Micractinium conductrix]
OG0004240	QAXK01003572.1_4178-5128	PSC73240.1 Anaphase-promoting complex subunit 10 [Micractinium conductrix]
OG0004241	QAXK01011839.1_9-1697	PSC69962.1 plastid ribosomal S6 [Micractinium conductrix]
OG0004242	QAXK01001749.1_8132-6905	PSC70506.1 U3 small nucleolar RNA-associated 11 [Micractinium conductrix]
OG0004243	QAXK01010227.1_10470-11308	PSC69757.1 Small RNA degrading nuclease [Micractinium conductrix]
OG0004244	QAXK01015529.1_1845-2785	PSC70750.1 PHD finger-like domain-containing 5B [Micractinium conductrix]
OG0004245	QAXK01011116.1_4220-2967	PSC74964.1 phosphoribosylanthranilate isomerase [Micractinium conductrix]
OG0004246	QAXK01001784.1_27630-25510	PSC76984.1 cation transport regulator 2 [Micractinium conductrix]
OG0004247	QAXK01003581.1_1217-562	PSC70612.1 signal peptidase complex subunit 3B [Micractinium conductrix]
OG0004248	QAXK01004599.1_5331-3218	PSC70776.1 peptidoglycan binding [Micractinium conductrix]
OG0004249	QAXK01000848.1_19191-20023	PSC68130.1 STAY-GREEN chloroplastic-like [Micractinium conductrix]
OG0004476	QAXK01005761.1_5110-4061	PSC74419.1 mRNA-decapping enzyme isoform A [Micractinium conductrix], PSC74420.1 mRNA-decapping enzyme isoform B [Micractinium conductrix]
OG0004571	QAXK01000171.1_2716-3341	PSC74432.1 transcription initiation factor TFIID subunit TAF9 [Micractinium conductrix]
OG0004622	QAXK01002638.1_6633-6327	PSC75662.1 H ACA ribonucleo complex subunit 3 [Micractinium conductrix]
OG0004656	QAXK01006388.1_12359-10899	PSC69977.1 Origin recognition complex subunit 2 [Micractinium conductrix]
OG0004681	QAXK01001495.1_31486-30283	PSC75512.1 26S proteasome non-ATPase regulatory subunit 9 [Micractinium conductrix]
OG0004710	QAXK01006037.1_46307-44794	PSC72475.1 Histone-lysine N-methyltransferase setd3 [Micractinium conductrix]
OG0004743	QAXK01002841.1_2718-1158	PSC72039.1 tRNA pseudouridine synthase Pus10 [Micractinium conductrix]
OG0004901	QAXK01003939.1_11405-12434	PSC68031.1 multi -bridging factor 1b [Micractinium conductrix]
OG0004922	QAXK01009836.1_3189-307	PSC70931.1 eukaryotic translation initiation factor eIF2A family [Micractinium conductrix]
OG0004939	QAXK01014925.1_5002-6648	PSC70689.1 Adenylyltransferase and sulfurtransferase MOCS3 [Micractinium conductrix]
OG0004941	QAXK01007127.1_5270-7296	PSC68999.1 GPN-loop GTPase 1-like isoform X1 [Micractinium conductrix]
OG0004942	QAXK01005538.1_10163-11912	PSC75225.1 phosphomannomutase A1 [Micractinium conductrix]
OG0004943	QAXK01000526.1_11161-10180	PSC75061.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]
OG0004944	QAXK01000032.1_16347-17734	PSC74788.1 exosome component [Micractinium conductrix]
OG0004945	QAXK01002261.1_13670-14278	PSC75728.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Micractinium conductrix]
OG0004946	QAXK01011417.1_18759-16577	PSC67836.1 Ribonuclease Z [Micractinium conductrix]
OG0005404	QAXK01000570.1_1207-4057	PSC69302.1 regulatory particle non-ATPase [Micractinium conductrix]
OG0005615	QAXK01002408.1_3172-1756	PSC70340.1 TPR repeat [Micractinium conductrix]
