Orthogroup	Chlorella_KRBP	Auxenochlorella_protothecoides
OG0003644	QAXK01008360.1_3542-5458	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]
OG0003666	QAXK01003616.1_6090-7285	RMZ54510.1 hypothetical protein APUTEX25_002086_ partial [Auxenochlorella protothecoides]
OG0003671	QAXK01000459.1_9787-9028	RMZ54532.1 hypothetical protein APUTEX25_001704 [Auxenochlorella protothecoides]
OG0003672	QAXK01004402.1_2407-3301	RMZ54544.1 hypothetical protein APUTEX25_002119 [Auxenochlorella protothecoides]
OG0003677	QAXK01010442.1_6499-5620	RMZ54581.1 hypothetical protein APUTEX25_002167 [Auxenochlorella protothecoides]
OG0003687	QAXK01006494.1_1594-1032	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]
OG0003693	QAXK01003706.1_3896-8573	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]
OG0003697	QAXK01004373.1_28195-25392	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]
OG0003713	QAXK01002432.1_4248-4930	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]
OG0003731	QAXK01017356.1_2411-500	RMZ54946.1 hypothetical protein APUTEX25_000463 [Auxenochlorella protothecoides]
OG0003744	QAXK01009613.1_9396-10310	RMZ55061.1 hypothetical protein APUTEX25_005687 [Auxenochlorella protothecoides]
OG0003746	QAXK01004123.1_13625-15399	RMZ55078.1 hypothetical protein APUTEX25_005704_ partial [Auxenochlorella protothecoides]
OG0003755	QAXK01002565.1_12559-10828	RMZ55112.1 hypothetical protein APUTEX25_005390_ partial [Auxenochlorella protothecoides]
OG0003771	QAXK01010052.1_3190-4640	RMZ55279.1 hypothetical protein APUTEX25_005557 [Auxenochlorella protothecoides]
OG0003773	QAXK01014932.1_4139-2485	RMZ55316.1 hypothetical protein APUTEX25_003454 [Auxenochlorella protothecoides]
OG0003784	QAXK01007229.1_11545-10178	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]
OG0003794	QAXK01000557.1_206-3811	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]
OG0003801	QAXK01000515.1_19189-19853	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]
OG0003813	QAXK01000036.1_13891-8955	RMZ55639.1 hypothetical protein APUTEX25_000222 [Auxenochlorella protothecoides]
OG0003824	QAXK01001158.1_26014-28604	RMZ55710.1 hypothetical protein APUTEX25_005751 [Auxenochlorella protothecoides]
OG0003826	QAXK01015643.1_1434-3404	RMZ55716.1 hypothetical protein APUTEX25_005757 [Auxenochlorella protothecoides]
OG0003838	QAXK01001081.1_3765-5510	RMZ55784.1 hypothetical protein APUTEX25_005825 [Auxenochlorella protothecoides]
OG0003841	QAXK01006012.1_2971-2223	RMZ55795.1 hypothetical protein APUTEX25_005836 [Auxenochlorella protothecoides]
OG0003847	QAXK01000325.1_43378-42220	RMZ55831.1 hypothetical protein APUTEX25_003797 [Auxenochlorella protothecoides]
OG0003849	QAXK01010227.1_9762-8151	RMZ55842.1 hypothetical protein APUTEX25_003808 [Auxenochlorella protothecoides]
OG0003850	QAXK01003563.1_5026-2636	RMZ55843.1 hypothetical protein APUTEX25_003809 [Auxenochlorella protothecoides]
OG0003861	QAXK01001160.1_34552-35942	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]
OG0003904	QAXK01003852.1_2138-563	RMZ56265.1 hypothetical protein APUTEX25_002455 [Auxenochlorella protothecoides]
OG0003944	QAXK01005846.1_7514-8614	RMZ56541.1 hypothetical protein APUTEX25_001388 [Auxenochlorella protothecoides]
OG0003947	QAXK01000042.1_9232-7900	RMZ56565.1 hypothetical protein APUTEX25_001412 [Auxenochlorella protothecoides]
OG0003954	QAXK01004732.1_20335-21271	RMZ56592.1 hypothetical protein APUTEX25_004756 [Auxenochlorella protothecoides]
OG0003958	QAXK01001698.1_16624-15571	RMZ56648.1 hypothetical protein APUTEX25_002737 [Auxenochlorella protothecoides]
OG0003964	QAXK01001551.1_63875-64499	RMZ56679.1 hypothetical protein APUTEX25_002768 [Auxenochlorella protothecoides]
OG0003973	QAXK01005150.1_10239-11440	RMZ56747.1 hypothetical protein APUTEX25_002836 [Auxenochlorella protothecoides]
OG0003976	QAXK01008391.1_3155-4981	RMZ56773.1 hypothetical protein APUTEX25_002862 [Auxenochlorella protothecoides]
OG0003980	QAXK01001710.1_16426-15281	RMZ56804.1 hypothetical protein APUTEX25_002893 [Auxenochlorella protothecoides]
OG0003985	QAXK01006679.1_5844-7981	RMZ56822.1 hypothetical protein APUTEX25_002911 [Auxenochlorella protothecoides]
OG0003999	QAXK01017848.1_6990-5867	RMZ56935.1 hypothetical protein APUTEX25_004997_ partial [Auxenochlorella protothecoides]
OG0004036	QAXK01001182.1_6681-8037	RMZ57186.1 hypothetical protein APUTEX25_004020 [Auxenochlorella protothecoides]
OG0004052	QAXK01018827.1_2147-2783	RMZ57305.1 hypothetical protein APUTEX25_004139 [Auxenochlorella protothecoides]
OG0004423	QAXK01000899.1_12678-10778	RMZ52107.1 hypothetical protein APUTEX25_001301 [Auxenochlorella protothecoides]
OG0004476	QAXK01005761.1_5110-4061	RMZ52735.1 hypothetical protein APUTEX25_000854 [Auxenochlorella protothecoides]
OG0004571	QAXK01000171.1_2716-3341	RMZ53819.1 hypothetical protein APUTEX25_003958 [Auxenochlorella protothecoides]
OG0004581	QAXK01003359.1_6916-7635	RMZ53921.1 hypothetical protein APUTEX25_004946_ partial [Auxenochlorella protothecoides]
OG0004622	QAXK01002638.1_6633-6327	RMZ54349.1 hypothetical protein APUTEX25_001925 [Auxenochlorella protothecoides]
OG0004656	QAXK01006388.1_12359-10899	RMZ54718.1 hypothetical protein APUTEX25_003096 [Auxenochlorella protothecoides]
OG0004681	QAXK01001495.1_31486-30283	RMZ55057.1 hypothetical protein APUTEX25_005683_ partial [Auxenochlorella protothecoides]
OG0004710	QAXK01006037.1_46307-44794	RMZ55374.1 hypothetical protein APUTEX25_004689_ partial [Auxenochlorella protothecoides]
OG0004743	QAXK01002841.1_2718-1158	RMZ55881.1 hypothetical protein APUTEX25_003847_ partial [Auxenochlorella protothecoides]
OG0004765	QAXK01013662.1_15761-16601	RMZ56276.1 hypothetical protein APUTEX25_002466 [Auxenochlorella protothecoides]
OG0004825	QAXK01012785.1_94-624	RMZ57064.1 hypothetical protein APUTEX25_002296_ partial [Auxenochlorella protothecoides]
OG0005364	QAXK01008706.1_11935-11020	RMZ53680.1 hypothetical protein APUTEX25_003214 [Auxenochlorella protothecoides]
OG0005372	QAXK01012603.1_2052-3066	RMZ53906.1 hypothetical protein APUTEX25_004749 [Auxenochlorella protothecoides]
OG0005404	QAXK01000570.1_1207-4057	RMZ54603.1 hypothetical protein APUTEX25_002189 [Auxenochlorella protothecoides]
