Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0000091	KAF6260461.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260505.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254291.1 Metallo-dependent phosphatase [Scenedesmus sp. NREL 46B-D3]	RMZ57273.1 hypothetical protein APUTEX25_004107 [Auxenochlorella protothecoides]
OG0000091	KAF6263500.1 serine/threonine-protein phosphatase PP2A-3 catalytic subunit [Scenedesmus sp. NREL 46B-D3]	RMZ54971.1 hypothetical protein APUTEX25_000488 [Auxenochlorella protothecoides]
OG0000091	KAF6254564.1 serine/threonine protein phosphatase 2A [Scenedesmus sp. NREL 46B-D3]	RMZ57393.1 hypothetical protein APUTEX25_004227 [Auxenochlorella protothecoides]
OG0000095	KAF6265709.1 digestive organ expansion factor [Scenedesmus sp. NREL 46B-D3]	RMZ52360.1 hypothetical protein APUTEX25_000635_ partial [Auxenochlorella protothecoides]
OG0000096	KAF6257345.1 hypothetical protein COO60DRAFT_1241922 [Scenedesmus sp. NREL 46B-D3], KAF6257343.1 hypothetical protein COO60DRAFT_1626853 [Scenedesmus sp. NREL 46B-D3]	RMZ52686.1 hypothetical protein APUTEX25_000805 [Auxenochlorella protothecoides]
OG0000097	KAF6262645.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52823.1 hypothetical protein APUTEX25_000942_ partial [Auxenochlorella protothecoides]
OG0000097	KAF6263411.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54024.1 hypothetical protein APUTEX25_002601 [Auxenochlorella protothecoides]
OG0000098	KAF6258954.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6252979.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	RMZ53120.1 hypothetical protein APUTEX25_005109 [Auxenochlorella protothecoides]
OG0000098	KAF6252452.1 NAD-dependent malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	RMZ54071.1 hypothetical protein APUTEX25_002648_ partial [Auxenochlorella protothecoides]
OG0000098	KAF6265692.1 malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	RMZ55147.1 hypothetical protein APUTEX25_005425 [Auxenochlorella protothecoides]
OG0000099	KAF6265438.1 endoglucanase 2 [Scenedesmus sp. NREL 46B-D3]	RMZ53156.1 hypothetical protein APUTEX25_005145_ partial [Auxenochlorella protothecoides]
OG0000100	KAF6259379.1 chaperonin 60B2 [Scenedesmus sp. NREL 46B-D3]	RMZ53226.1 hypothetical protein APUTEX25_005215 [Auxenochlorella protothecoides]
OG0000101	KAF6258649.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6249832.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53299.1 hypothetical protein APUTEX25_004787 [Auxenochlorella protothecoides]
OG0000101	KAF6256690.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55341.1 hypothetical protein APUTEX25_003479 [Auxenochlorella protothecoides]
OG0000101	KAF6252630.1 ClpD chaperone_ Hsp100 family [Scenedesmus sp. NREL 46B-D3], KAF6250844.1 ClpD chaperone_ Hsp100 family [Scenedesmus sp. NREL 46B-D3]	RMZ55334.1 hypothetical protein APUTEX25_003472 [Auxenochlorella protothecoides]
OG0000102	KAF6263529.1 ferredoxin-dependent glutamate synthase [Scenedesmus sp. NREL 46B-D3]	RMZ53552.1 hypothetical protein APUTEX25_003374_ partial [Auxenochlorella protothecoides]
OG0000102	KAF6263375.1 hypothetical protein COO60DRAFT_459133 [Scenedesmus sp. NREL 46B-D3]	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]
OG0000102	KAF6261166.1 uracil-DNA glycosylase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ53532.1 hypothetical protein APUTEX25_003354_ partial [Auxenochlorella protothecoides]
OG0000103	KAF6253630.1 hypothetical protein COO60DRAFT_403192 [Scenedesmus sp. NREL 46B-D3], KAF6263447.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266715.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254800.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264251.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266243.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258873.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253629.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]
OG0000104	KAF6252419.1 hypothetical protein COO60DRAFT_523977 [Scenedesmus sp. NREL 46B-D3]	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]
OG0000105	KAF6254476.1 flagellar outer dynein arm heavy chain gamma [Scenedesmus sp. NREL 46B-D3], KAF6258949.1 flagellar inner arm dynein 1 heavy chain alpha [Scenedesmus sp. NREL 46B-D3], KAF6265909.1 dynein heavy chain 2 [Scenedesmus sp. NREL 46B-D3], KAF6266164.1 dynein heavy chain 9 [Scenedesmus sp. NREL 46B-D3], KAF6263196.1 dynein heavy chain 8 [Scenedesmus sp. NREL 46B-D3], KAF6265404.1 dynein heavy chain 6 [Scenedesmus sp. NREL 46B-D3]	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]
OG0000106	KAF6257191.1 aldose-1-epimerase [Scenedesmus sp. NREL 46B-D3], KAF6259777.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]
OG0000106	KAF6264647.1 farnesyl-diphosphate farnesyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ57423.1 hypothetical protein APUTEX25_004257 [Auxenochlorella protothecoides]
OG0000111	KAF6266620.1 hypothetical protein COO60DRAFT_1697167 [Scenedesmus sp. NREL 46B-D3]	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides], RMZ52193.1 hypothetical protein APUTEX25_001583_ partial [Auxenochlorella protothecoides], RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]
OG0000112	KAF6261661.1 hypothetical protein COO60DRAFT_1500644 [Scenedesmus sp. NREL 46B-D3]	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]
OG0000112	KAF6253134.1 hypothetical protein COO60DRAFT_1643423 [Scenedesmus sp. NREL 46B-D3]	RMZ52248.1 hypothetical protein APUTEX25_001638 [Auxenochlorella protothecoides]
OG0000113	KAF6259045.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259048.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57663.1 hypothetical protein APUTEX25_001863_ partial [Auxenochlorella protothecoides], RMZ52269.1 hypothetical protein APUTEX25_001659_ partial [Auxenochlorella protothecoides], RMZ53815.1 hypothetical protein APUTEX25_003954_ partial [Auxenochlorella protothecoides], RMZ54743.1 hypothetical protein APUTEX25_003121 [Auxenochlorella protothecoides], RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	KAF6257542.1 hypothetical protein COO60DRAFT_1216944 [Scenedesmus sp. NREL 46B-D3]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000114	KAF6238218.1 hypothetical protein COO60DRAFT_1668379 [Scenedesmus sp. NREL 46B-D3], KAF6256110.1 hypothetical protein COO60DRAFT_143667 [Scenedesmus sp. NREL 46B-D3]	RMZ53864.1 hypothetical protein APUTEX25_005610 [Auxenochlorella protothecoides]
OG0000114	KAF6260457.1 hypothetical protein COO60DRAFT_891899 [Scenedesmus sp. NREL 46B-D3]	RMZ52357.1 hypothetical protein APUTEX25_000632 [Auxenochlorella protothecoides]
OG0000115	KAF6258765.1 hypothetical protein COO60DRAFT_1270521 [Scenedesmus sp. NREL 46B-D3]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	KAF6265664.1 histone deacetylase [Scenedesmus sp. NREL 46B-D3]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	KAF6262728.1 hypothetical protein COO60DRAFT_1674566 [Scenedesmus sp. NREL 46B-D3]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	KAF6251762.1 chloroplast ferredoxin [Scenedesmus sp. NREL 46B-D3]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000116	KAF6265058.1 2Fe-2S ferredoxin-type domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56509.1 hypothetical protein APUTEX25_001356_ partial [Auxenochlorella protothecoides]
OG0000117	KAF6258549.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252809.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258547.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	KAF6255813.1 NAD_P_ dependent steroid dehydrogenase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55125.1 hypothetical protein APUTEX25_005403 [Auxenochlorella protothecoides]
OG0000119	KAF6266564.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	KAF6253581.1 ATP-dependent RNA helicase dhx8 [Scenedesmus sp. NREL 46B-D3]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]
OG0000119	KAF6261561.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]
OG0000120	KAF6256145.1 hypothetical protein COO60DRAFT_144935 [Scenedesmus sp. NREL 46B-D3], KAF6258317.1 chloroplast-associated SecA protein [Scenedesmus sp. NREL 46B-D3]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	KAF6261965.1 hypothetical protein COO60DRAFT_1293650 [Scenedesmus sp. NREL 46B-D3]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	KAF6263756.1 hypothetical protein COO60DRAFT_1457934 [Scenedesmus sp. NREL 46B-D3], KAF6255109.1 hypothetical protein COO60DRAFT_249400 [Scenedesmus sp. NREL 46B-D3], KAF6265221.1 hypothetical protein COO60DRAFT_1697828 [Scenedesmus sp. NREL 46B-D3]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	KAF6257082.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ52696.1 hypothetical protein APUTEX25_000815 [Auxenochlorella protothecoides]
OG0000125	KAF6250618.1 hypothetical protein COO60DRAFT_1705647 [Scenedesmus sp. NREL 46B-D3]	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]
OG0000126	KAF6259992.1 hypothetical protein COO60DRAFT_938415 [Scenedesmus sp. NREL 46B-D3]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	KAF6255492.1 sulfolipid synthase [Scenedesmus sp. NREL 46B-D3]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000127	KAF6251645.1 hypothetical protein COO60DRAFT_596307 [Scenedesmus sp. NREL 46B-D3]	RMZ53271.1 hypothetical protein APUTEX25_005260 [Auxenochlorella protothecoides]
OG0000128	KAF6259601.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000129	KAF6250828.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000129	KAF6266392.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]
OG0000130	KAF6260729.1 trypsin-like cysteine/serine peptidase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257699.1 hypothetical protein COO60DRAFT_1461027 [Scenedesmus sp. NREL 46B-D3]	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]
OG0000130	KAF6252023.1 trypsin-like cysteine/serine peptidase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides], RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]
OG0000131	KAF6259788.1 hypothetical protein COO60DRAFT_1269845_ partial [Scenedesmus sp. NREL 46B-D3], KAF6258985.1 hypothetical protein COO60DRAFT_1284233_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259128.1 hypothetical protein COO60DRAFT_1638600 [Scenedesmus sp. NREL 46B-D3], KAF6258990.1 hypothetical protein COO60DRAFT_1270392 [Scenedesmus sp. NREL 46B-D3], KAF6253886.1 hypothetical protein COO60DRAFT_373109 [Scenedesmus sp. NREL 46B-D3]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
OG0000132	KAF6259063.1 hypothetical protein COO60DRAFT_1638664 [Scenedesmus sp. NREL 46B-D3]	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]
OG0000133	KAF6263874.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]
OG0000133	KAF6252831.1 hypothetical protein COO60DRAFT_494155 [Scenedesmus sp. NREL 46B-D3]	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]
OG0000134	KAF6253246.1 hypothetical protein COO60DRAFT_1643334 [Scenedesmus sp. NREL 46B-D3]	RMZ55528.1 hypothetical protein APUTEX25_000111_ partial [Auxenochlorella protothecoides]
OG0000135	KAF6259906.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]
OG0000135	KAF6255419.1 fidgetin-like protein 1-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56739.1 hypothetical protein APUTEX25_002828 [Auxenochlorella protothecoides]
OG0000135	KAF6265734.1 ribosomal protein S9 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]
OG0000136	KAF6254993.1 amino acid/polyamine transporter I [Scenedesmus sp. NREL 46B-D3]	RMZ56802.1 hypothetical protein APUTEX25_002891 [Auxenochlorella protothecoides]
OG0000141	KAF6259123.1 hypothetical protein COO60DRAFT_1044380 [Scenedesmus sp. NREL 46B-D3]	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]
OG0000142	KAF6252456.1 AP2-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]
OG0000142	KAF6246271.1 hypothetical protein COO60DRAFT_1278324_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259973.1 hypothetical protein COO60DRAFT_1700543 [Scenedesmus sp. NREL 46B-D3], KAF6264402.1 hypothetical protein COO60DRAFT_1266883_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ52219.1 hypothetical protein APUTEX25_001609 [Auxenochlorella protothecoides]
OG0000143	KAF6262131.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55653.1 hypothetical protein APUTEX25_000236_ partial [Auxenochlorella protothecoides]
OG0000144	KAF6263468.1 hypothetical protein COO60DRAFT_1292973 [Scenedesmus sp. NREL 46B-D3], KAF6256453.1 hypothetical protein COO60DRAFT_1702319 [Scenedesmus sp. NREL 46B-D3], KAF6250636.1 DNA-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]
OG0000144	KAF6256455.1 hypothetical protein COO60DRAFT_106070 [Scenedesmus sp. NREL 46B-D3]	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]
OG0000145	KAF6251141.1 hypothetical protein COO60DRAFT_1645389 [Scenedesmus sp. NREL 46B-D3]	RMZ53071.1 hypothetical protein APUTEX25_001190 [Auxenochlorella protothecoides]
OG0000145	KAF6252352.1 hypothetical protein COO60DRAFT_538434 [Scenedesmus sp. NREL 46B-D3]	RMZ55567.1 hypothetical protein APUTEX25_000150 [Auxenochlorella protothecoides]
OG0000146	KAF6264670.1 hypothetical protein COO60DRAFT_1281717 [Scenedesmus sp. NREL 46B-D3], KAF6251919.1 acetyl-CoA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]
OG0000146	KAF6264342.1 hypothetical protein COO60DRAFT_1621613 [Scenedesmus sp. NREL 46B-D3]	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]
OG0000147	KAF6256280.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3], KAF6256279.1 hypothetical protein COO60DRAFT_1296261 [Scenedesmus sp. NREL 46B-D3]	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides], RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides], RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]
OG0000148	KAF6266562.1 hypothetical protein COO60DRAFT_1654268 [Scenedesmus sp. NREL 46B-D3], KAF6260144.1 histidine phosphatase superfamily [Scenedesmus sp. NREL 46B-D3]	RMZ54474.1 hypothetical protein APUTEX25_002050 [Auxenochlorella protothecoides]
OG0000149	KAF6258089.1 DnaJ-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]
OG0000149	KAF6254555.1 Tektin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]
OG0000150	KAF6263330.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides], RMZ54797.1 hypothetical protein APUTEX25_000314 [Auxenochlorella protothecoides]
OG0000150	KAF6257282.1 hypothetical protein COO60DRAFT_26268 [Scenedesmus sp. NREL 46B-D3]	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]
OG0000151	KAF6265719.1 acetyl-CoA synthetase [Scenedesmus sp. NREL 46B-D3], KAF6247870.1 hypothetical protein COO60DRAFT_1649430 [Scenedesmus sp. NREL 46B-D3]	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]
OG0000152	KAF6252116.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254693.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6257891.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253092.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]
OG0000153	KAF6261741.1 hypothetical protein COO60DRAFT_1699671 [Scenedesmus sp. NREL 46B-D3]	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides], RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]
OG0000154	KAF6255972.1 Smg-4/UPF3 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ56482.1 hypothetical protein APUTEX25_001329 [Auxenochlorella protothecoides]
OG0000155	KAF6257370.1 hypothetical protein COO60DRAFT_1233997 [Scenedesmus sp. NREL 46B-D3], KAF6251110.1 hypothetical protein COO60DRAFT_1275314 [Scenedesmus sp. NREL 46B-D3], KAF6258029.1 hypothetical protein COO60DRAFT_1156392 [Scenedesmus sp. NREL 46B-D3]	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]
