Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0000032	KAF6252709.1 Gametolysin peptidase M11-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265132.1 Gametolysin peptidase M11-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005848604.1 hypothetical protein CHLNCDRAFT_144102 [Chlorella variabilis], XP_005844350.1 hypothetical protein CHLNCDRAFT_58933 [Chlorella variabilis], XP_005845579.1 expressed protein [Chlorella variabilis], XP_005844544.1 hypothetical protein CHLNCDRAFT_138977 [Chlorella variabilis], XP_005849561.1 expressed protein [Chlorella variabilis], XP_005851564.1 hypothetical protein CHLNCDRAFT_138049 [Chlorella variabilis], XP_005844943.1 hypothetical protein CHLNCDRAFT_138290 [Chlorella variabilis], XP_005846961.1 expressed protein [Chlorella variabilis], XP_005844824.1 hypothetical protein CHLNCDRAFT_54132 [Chlorella variabilis], XP_005844823.1 hypothetical protein CHLNCDRAFT_138258 [Chlorella variabilis], XP_005843280.1 hypothetical protein CHLNCDRAFT_141322 [Chlorella variabilis], XP_005849667.1 expressed protein [Chlorella variabilis], XP_005847758.1 hypothetical protein CHLNCDRAFT_57838 [Chlorella variabilis], XP_005847759.1 hypothetical protein CHLNCDRAFT_52289 [Chlorella variabilis], XP_005844587.1 hypothetical protein CHLNCDRAFT_54430 [Chlorella variabilis], XP_005849421.1 hypothetical protein CHLNCDRAFT_143947 [Chlorella variabilis], XP_005849420.1 hypothetical protein CHLNCDRAFT_143946 [Chlorella variabilis], XP_005849419.1 hypothetical protein CHLNCDRAFT_143945 [Chlorella variabilis], XP_005844780.1 expressed protein [Chlorella variabilis], XP_005844782.1 hypothetical protein CHLNCDRAFT_54331 [Chlorella variabilis]
OG0000035	KAF6253624.1 LsmAD domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846504.1 hypothetical protein CHLNCDRAFT_48950 [Chlorella variabilis]
OG0000035	KAF6254848.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254756.1 hypothetical protein COO60DRAFT_1286152_ partial [Scenedesmus sp. NREL 46B-D3], KAF6264839.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261610.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257671.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266311.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251507.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843528.1 hypothetical protein CHLNCDRAFT_141048 [Chlorella variabilis]
OG0000036	KAF6239890.1 nuclear RNase Z [Scenedesmus sp. NREL 46B-D3]	XP_005847573.1 hypothetical protein CHLNCDRAFT_13783_ partial [Chlorella variabilis]
OG0000036	KAF6263822.1 hypothetical protein COO60DRAFT_345552 [Scenedesmus sp. NREL 46B-D3]	XP_005848312.1 hypothetical protein CHLNCDRAFT_144971 [Chlorella variabilis], XP_005844903.1 hypothetical protein CHLNCDRAFT_138454 [Chlorella variabilis], XP_005848446.1 hypothetical protein CHLNCDRAFT_144815 [Chlorella variabilis], XP_005844389.1 expressed protein [Chlorella variabilis], XP_005842713.1 hypothetical protein CHLNCDRAFT_55725_ partial [Chlorella variabilis]
OG0000037	KAF6262818.1 light harvesting complex II protein precursor [Scenedesmus sp. NREL 46B-D3]	XP_005850667.1 hypothetical protein CHLNCDRAFT_59584 [Chlorella variabilis]
OG0000037	KAF6254837.1 light-harvesting chlorophyll a/b-binding protein LhcbM2 [Scenedesmus sp. NREL 46B-D3], KAF6254840.1 light-harvesting chlorophyll a/b-binding protein LhcbM2 [Scenedesmus sp. NREL 46B-D3], KAF6254838.1 light-harvesting chlorophyll a/b-binding protein LhcbM3 [Scenedesmus sp. NREL 46B-D3]	XP_005844209.1 hypothetical protein CHLNCDRAFT_32733 [Chlorella variabilis]
OG0000038	KAF6256320.1 core-2/I-branching enzyme-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850360.1 hypothetical protein CHLNCDRAFT_142202 [Chlorella variabilis], XP_005843688.1 hypothetical protein CHLNCDRAFT_55044 [Chlorella variabilis], XP_005844847.1 hypothetical protein CHLNCDRAFT_54159 [Chlorella variabilis], XP_005843195.1 hypothetical protein CHLNCDRAFT_55340 [Chlorella variabilis], XP_005843162.1 hypothetical protein CHLNCDRAFT_141408 [Chlorella variabilis], XP_005848332.1 hypothetical protein CHLNCDRAFT_145020 [Chlorella variabilis]
OG0000039	KAF6263368.1 hypothetical protein COO60DRAFT_1698811 [Scenedesmus sp. NREL 46B-D3]	XP_005851046.1 hypothetical protein CHLNCDRAFT_140939 [Chlorella variabilis]
OG0000039	KAF6254769.1 pectin lyase fold/virulence factor_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005850761.1 hypothetical protein CHLNCDRAFT_140927 [Chlorella variabilis]
OG0000040	KAF6260197.1 hypothetical protein COO60DRAFT_1507980 [Scenedesmus sp. NREL 46B-D3]	XP_005845587.1 hypothetical protein CHLNCDRAFT_136778 [Chlorella variabilis], XP_005845588.1 hypothetical protein CHLNCDRAFT_136779 [Chlorella variabilis], XP_005848711.1 hypothetical protein CHLNCDRAFT_144367 [Chlorella variabilis], XP_005843490.1 hypothetical protein CHLNCDRAFT_141006 [Chlorella variabilis], XP_005850050.1 hypothetical protein CHLNCDRAFT_142053 [Chlorella variabilis], XP_005851397.1 hypothetical protein CHLNCDRAFT_137646 [Chlorella variabilis], XP_005842620.1 hypothetical protein CHLNCDRAFT_141578 [Chlorella variabilis]
OG0000041	KAF6263524.1 hypothetical protein COO60DRAFT_413862 [Scenedesmus sp. NREL 46B-D3], KAF6251517.1 hypothetical protein COO60DRAFT_608923 [Scenedesmus sp. NREL 46B-D3]	XP_005843058.1 hypothetical protein CHLNCDRAFT_141643 [Chlorella variabilis], XP_005846817.1 hypothetical protein CHLNCDRAFT_135388 [Chlorella variabilis], XP_005843085.1 hypothetical protein CHLNCDRAFT_141633 [Chlorella variabilis], XP_005843086.1 hypothetical protein CHLNCDRAFT_141634 [Chlorella variabilis], XP_005843055.1 hypothetical protein CHLNCDRAFT_141640 [Chlorella variabilis], XP_005843060.1 hypothetical protein CHLNCDRAFT_141648 [Chlorella variabilis], XP_005843054.1 hypothetical protein CHLNCDRAFT_141639 [Chlorella variabilis], XP_005843056.1 hypothetical protein CHLNCDRAFT_55445 [Chlorella variabilis], XP_005843744.1 hypothetical protein CHLNCDRAFT_140098 [Chlorella variabilis], XP_005844678.1 hypothetical protein CHLNCDRAFT_138582 [Chlorella variabilis], XP_005846022.1 hypothetical protein CHLNCDRAFT_136129 [Chlorella variabilis], XP_005844625.1 hypothetical protein CHLNCDRAFT_138929 [Chlorella variabilis], XP_005844640.1 hypothetical protein CHLNCDRAFT_138961 [Chlorella variabilis], XP_005843042.1 hypothetical protein CHLNCDRAFT_141596 [Chlorella variabilis], XP_005846951.1 hypothetical protein CHLNCDRAFT_134894 [Chlorella variabilis], XP_005852032.1 hypothetical protein CHLNCDRAFT_132995 [Chlorella variabilis]
OG0000042	KAF6263080.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3], KAF6256603.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3], KAF6259740.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3], KAF6251745.1 phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262371.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3]	XP_005852067.1 hypothetical protein CHLNCDRAFT_133070 [Chlorella variabilis]
OG0000043	KAF6262255.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264757.1 glycosyl hydrolases family 31-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253912.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262828.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254921.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258268.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256155.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843193.1 hypothetical protein CHLNCDRAFT_28370_ partial [Chlorella variabilis], XP_005845064.1 hypothetical protein CHLNCDRAFT_26299_ partial [Chlorella variabilis], XP_005843192.1 hypothetical protein CHLNCDRAFT_141480 [Chlorella variabilis], XP_005848336.1 hypothetical protein CHLNCDRAFT_57649 [Chlorella variabilis]
OG0000044	KAF6263715.1 hypothetical protein COO60DRAFT_1634871 [Scenedesmus sp. NREL 46B-D3], KAF6264069.1 hypothetical protein COO60DRAFT_1634738 [Scenedesmus sp. NREL 46B-D3], KAF6255802.1 hypothetical protein COO60DRAFT_1660578 [Scenedesmus sp. NREL 46B-D3], KAF6262829.1 hypothetical protein COO60DRAFT_1635655 [Scenedesmus sp. NREL 46B-D3], KAF6254891.1 hypothetical protein COO60DRAFT_276781 [Scenedesmus sp. NREL 46B-D3], KAF6249413.1 hypothetical protein COO60DRAFT_970363 [Scenedesmus sp. NREL 46B-D3], KAF6251272.1 hypothetical protein COO60DRAFT_655092 [Scenedesmus sp. NREL 46B-D3], KAF6254041.1 hypothetical protein COO60DRAFT_1543744 [Scenedesmus sp. NREL 46B-D3], KAF6248266.1 hypothetical protein COO60DRAFT_1589415 [Scenedesmus sp. NREL 46B-D3], KAF6242225.1 hypothetical protein COO60DRAFT_1606168_ partial [Scenedesmus sp. NREL 46B-D3], KAF6249414.1 hypothetical protein COO60DRAFT_1581207 [Scenedesmus sp. NREL 46B-D3], KAF6249762.1 hypothetical protein COO60DRAFT_1579417_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005851720.1 hypothetical protein CHLNCDRAFT_133052 [Chlorella variabilis], XP_005844120.1 hypothetical protein CHLNCDRAFT_139582 [Chlorella variabilis]
OG0000044	KAF6250838.1 hypothetical protein COO60DRAFT_1566477 [Scenedesmus sp. NREL 46B-D3], KAF6252628.1 hypothetical protein COO60DRAFT_1552102 [Scenedesmus sp. NREL 46B-D3]	XP_005846909.1 hypothetical protein CHLNCDRAFT_134792_ partial [Chlorella variabilis]
OG0000045	KAF6255840.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005851756.1 expressed protein [Chlorella variabilis]
OG0000046	KAF6253266.1 hypothetical protein COO60DRAFT_434274 [Scenedesmus sp. NREL 46B-D3]	XP_005851084.1 hypothetical protein CHLNCDRAFT_137604 [Chlorella variabilis], XP_005851377.1 hypothetical protein CHLNCDRAFT_137597 [Chlorella variabilis], XP_005845797.1 hypothetical protein CHLNCDRAFT_136507 [Chlorella variabilis], XP_005851085.1 hypothetical protein CHLNCDRAFT_137605 [Chlorella variabilis], XP_005851383.1 expressed protein [Chlorella variabilis], XP_005852310.1 hypothetical protein CHLNCDRAFT_143410 [Chlorella variabilis], XP_005843074.1 hypothetical protein CHLNCDRAFT_141610 [Chlorella variabilis], XP_005844674.1 hypothetical protein CHLNCDRAFT_138568 [Chlorella variabilis], XP_005843209.1 hypothetical protein CHLNCDRAFT_141452 [Chlorella variabilis], XP_005844670.1 hypothetical protein CHLNCDRAFT_138562 [Chlorella variabilis], XP_005851083.1 hypothetical protein CHLNCDRAFT_137603 [Chlorella variabilis], XP_005845033.1 hypothetical protein CHLNCDRAFT_137265 [Chlorella variabilis]
OG0000048	KAF6256083.1 oxygen-evolving enhancer protein 3_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	XP_005848864.1 hypothetical protein CHLNCDRAFT_144230 [Chlorella variabilis], XP_005850380.1 hypothetical protein CHLNCDRAFT_142251 [Chlorella variabilis], XP_005848675.1 hypothetical protein CHLNCDRAFT_144252 [Chlorella variabilis], XP_005848676.1 hypothetical protein CHLNCDRAFT_144253 [Chlorella variabilis], XP_005848441.1 hypothetical protein CHLNCDRAFT_51779 [Chlorella variabilis], XP_005851175.1 hypothetical protein CHLNCDRAFT_137815 [Chlorella variabilis]
OG0000049	KAF6254669.1 hypothetical protein COO60DRAFT_296766 [Scenedesmus sp. NREL 46B-D3]	XP_005849919.1 hypothetical protein CHLNCDRAFT_143222 [Chlorella variabilis]
OG0000049	KAF6251092.1 eukaryotic translation initiation factor 2B alpha [Scenedesmus sp. NREL 46B-D3]	XP_005850664.1 hypothetical protein CHLNCDRAFT_140697 [Chlorella variabilis]
OG0000050	KAF6265287.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843733.1 hypothetical protein CHLNCDRAFT_9818_ partial [Chlorella variabilis], XP_005845925.1 hypothetical protein CHLNCDRAFT_32075 [Chlorella variabilis], XP_005845811.1 hypothetical protein CHLNCDRAFT_58489 [Chlorella variabilis], XP_005843048.1 hypothetical protein CHLNCDRAFT_141619 [Chlorella variabilis], XP_005849238.1 hypothetical protein CHLNCDRAFT_34835 [Chlorella variabilis], XP_005849094.1 hypothetical protein CHLNCDRAFT_143620 [Chlorella variabilis], XP_005845524.1 hypothetical protein CHLNCDRAFT_136634 [Chlorella variabilis], XP_005848889.1 hypothetical protein CHLNCDRAFT_21860_ partial [Chlorella variabilis]
OG0000051	KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851143.1 hypothetical protein CHLNCDRAFT_19008 [Chlorella variabilis], XP_005844999.1 hypothetical protein CHLNCDRAFT_26336_ partial [Chlorella variabilis], XP_005845653.1 hypothetical protein CHLNCDRAFT_58521 [Chlorella variabilis], XP_005851806.1 hypothetical protein CHLNCDRAFT_133260 [Chlorella variabilis], XP_005845002.1 hypothetical protein CHLNCDRAFT_54230 [Chlorella variabilis], XP_005850390.1 hypothetical protein CHLNCDRAFT_142267 [Chlorella variabilis]
OG0000052	KAF6255529.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3], KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]	XP_005848473.1 hypothetical protein CHLNCDRAFT_144874 [Chlorella variabilis]
OG0000053	KAF6262073.1 hypothetical protein COO60DRAFT_689373 [Scenedesmus sp. NREL 46B-D3], KAF6262088.1 hypothetical protein COO60DRAFT_1636292 [Scenedesmus sp. NREL 46B-D3], KAF6256492.1 hypothetical protein COO60DRAFT_99700 [Scenedesmus sp. NREL 46B-D3]	XP_005851394.1 hypothetical protein CHLNCDRAFT_137638 [Chlorella variabilis]
OG0000053	KAF6250886.1 hypothetical protein COO60DRAFT_716489 [Scenedesmus sp. NREL 46B-D3], KAF6252373.1 hypothetical protein COO60DRAFT_528924 [Scenedesmus sp. NREL 46B-D3], KAF6254766.1 hypothetical protein COO60DRAFT_1272940 [Scenedesmus sp. NREL 46B-D3], KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3], KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3], KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3], KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]	XP_005845146.1 hypothetical protein CHLNCDRAFT_137283 [Chlorella variabilis]
OG0000055	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]	XP_005850181.1 hypothetical protein CHLNCDRAFT_142374 [Chlorella variabilis]
OG0000055	KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]	XP_005845763.1 hypothetical protein CHLNCDRAFT_58444 [Chlorella variabilis]
OG0000055	KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]	XP_005845290.1 expressed protein [Chlorella variabilis]
OG0000055	KAF6259499.1 hypothetical protein COO60DRAFT_1700790 [Scenedesmus sp. NREL 46B-D3]	XP_005843273.1 hypothetical protein CHLNCDRAFT_141309 [Chlorella variabilis], XP_005850183.1 hypothetical protein CHLNCDRAFT_142385 [Chlorella variabilis]
OG0000055	KAF6266522.1 hypothetical protein COO60DRAFT_1623393 [Scenedesmus sp. NREL 46B-D3]	XP_005844014.1 hypothetical protein CHLNCDRAFT_59068 [Chlorella variabilis]
OG0000057	KAF6259570.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847911.1 hypothetical protein CHLNCDRAFT_22890 [Chlorella variabilis]
OG0000057	KAF6259569.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005843877.1 hypothetical protein CHLNCDRAFT_12241_ partial [Chlorella variabilis]
OG0000059	KAF6264360.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005842738.1 hypothetical protein CHLNCDRAFT_28926_ partial [Chlorella variabilis], XP_005844783.1 hypothetical protein CHLNCDRAFT_138656 [Chlorella variabilis]
OG0000059	KAF6264285.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850074.1 hypothetical protein CHLNCDRAFT_142112 [Chlorella variabilis]
OG0000060	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]	XP_005844701.1 hypothetical protein CHLNCDRAFT_14999_ partial [Chlorella variabilis]
OG0000060	KAF6252347.1 hypothetical protein COO60DRAFT_1644120 [Scenedesmus sp. NREL 46B-D3]	XP_005844700.1 hypothetical protein CHLNCDRAFT_138629 [Chlorella variabilis]
OG0000060	KAF6250815.1 hypothetical protein COO60DRAFT_1298823 [Scenedesmus sp. NREL 46B-D3]	XP_005844698.1 hypothetical protein CHLNCDRAFT_138627 [Chlorella variabilis]
OG0000062	KAF6251143.1 hypothetical protein COO60DRAFT_1562987 [Scenedesmus sp. NREL 46B-D3], KAF6265278.1 EF-hand [Scenedesmus sp. NREL 46B-D3]	XP_005847774.1 hypothetical protein CHLNCDRAFT_133902 [Chlorella variabilis]
OG0000062	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]	XP_005848205.1 hypothetical protein CHLNCDRAFT_144696 [Chlorella variabilis]
OG0000063	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]	XP_005850762.1 hypothetical protein CHLNCDRAFT_50486 [Chlorella variabilis], XP_005842615.1 hypothetical protein CHLNCDRAFT_29058 [Chlorella variabilis], XP_005843458.1 hypothetical protein CHLNCDRAFT_59259 [Chlorella variabilis], XP_005850528.1 expressed protein [Chlorella variabilis], XP_005845519.1 hypothetical protein CHLNCDRAFT_136616 [Chlorella variabilis], XP_005843447.1 hypothetical protein CHLNCDRAFT_55168 [Chlorella variabilis], XP_005842754.1 hypothetical protein CHLNCDRAFT_144639 [Chlorella variabilis], XP_005851042.1 hypothetical protein CHLNCDRAFT_50487 [Chlorella variabilis], XP_005847720.1 hypothetical protein CHLNCDRAFT_52245 [Chlorella variabilis], XP_005844673.1 expressed protein [Chlorella variabilis], XP_005846096.1 hypothetical protein CHLNCDRAFT_135985 [Chlorella variabilis], XP_005852046.1 hypothetical protein CHLNCDRAFT_133020 [Chlorella variabilis], XP_005846333.1 hypothetical protein CHLNCDRAFT_135745 [Chlorella variabilis], XP_005850440.1 hypothetical protein CHLNCDRAFT_142380 [Chlorella variabilis], XP_005848398.1 hypothetical protein CHLNCDRAFT_144688 [Chlorella variabilis], XP_005842981.1 hypothetical protein CHLNCDRAFT_141678 [Chlorella variabilis], XP_005842673.1 hypothetical protein CHLNCDRAFT_137232 [Chlorella variabilis], XP_005849107.1 hypothetical protein CHLNCDRAFT_143663_ partial [Chlorella variabilis], XP_005843452.1 hypothetical protein CHLNCDRAFT_141072 [Chlorella variabilis], XP_005843419.1 hypothetical protein CHLNCDRAFT_141059 [Chlorella variabilis], XP_005849189.1 hypothetical protein CHLNCDRAFT_143868 [Chlorella variabilis], XP_005844546.1 hypothetical protein CHLNCDRAFT_138984 [Chlorella variabilis], XP_005849016.1 hypothetical protein CHLNCDRAFT_144604 [Chlorella variabilis]
