Orthogroup	Scenedesmus_NREL	Chlorella_A99
OG0000107	KAF6260710.1 hypothetical protein COO60DRAFT_855739 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1375 [Chlorella sp. A99]
OG0000111	KAF6266620.1 hypothetical protein COO60DRAFT_1697167 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g48 [Chlorella sp. A99]
OG0000112	KAF6261661.1 hypothetical protein COO60DRAFT_1500644 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2842 [Chlorella sp. A99]
OG0000113	KAF6259045.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259048.1 transmembrane amino acid transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1435 [Chlorella sp. A99], PCFQ01000058.1 g109 [Chlorella sp. A99], PCFQ01000058.1 g157 [Chlorella sp. A99], PCFQ01000004.1 g2647 [Chlorella sp. A99], PCFQ01000053.1 g2550 [Chlorella sp. A99], PCFQ01000011.1 g2813 [Chlorella sp. A99], PCFQ01000009.1 g1728 [Chlorella sp. A99]
OG0000114	KAF6257542.1 hypothetical protein COO60DRAFT_1216944 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g1983 [Chlorella sp. A99]
OG0000115	KAF6258765.1 hypothetical protein COO60DRAFT_1270521 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2489 [Chlorella sp. A99]
OG0000115	KAF6265664.1 histone deacetylase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1202 [Chlorella sp. A99]
OG0000115	KAF6262728.1 hypothetical protein COO60DRAFT_1674566 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2481 [Chlorella sp. A99]
OG0000116	KAF6251762.1 chloroplast ferredoxin [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g709 [Chlorella sp. A99]
OG0000117	KAF6258549.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252809.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258547.1 concanavalin A-like lectin/glucanase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3314 [Chlorella sp. A99]
OG0000118	KAF6266416.1 hypothetical protein COO60DRAFT_1697382 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1007 [Chlorella sp. A99]
OG0000119	KAF6266564.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g443 [Chlorella sp. A99]
OG0000119	KAF6253581.1 ATP-dependent RNA helicase dhx8 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000048.1 g2274 [Chlorella sp. A99]
OG0000119	KAF6261561.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000040.1 g2301 [Chlorella sp. A99]
OG0000120	KAF6256145.1 hypothetical protein COO60DRAFT_144935 [Scenedesmus sp. NREL 46B-D3], KAF6258317.1 chloroplast-associated SecA protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000008.1 g1136 [Chlorella sp. A99]
OG0000120	KAF6262310.1 hypothetical protein COO60DRAFT_1699325 [Scenedesmus sp. NREL 46B-D3], KAF6252778.1 hypothetical protein COO60DRAFT_501185 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000024.1 g2555 [Chlorella sp. A99]
OG0000125	KAF6257082.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1010 [Chlorella sp. A99]
OG0000126	KAF6255492.1 sulfolipid synthase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g791 [Chlorella sp. A99]
OG0000127	KAF6255877.1 hypothetical protein COO60DRAFT_168960 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g815 [Chlorella sp. A99]
OG0000128	KAF6259601.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2050 [Chlorella sp. A99]
OG0000128	KAF6259600.1 hypothetical protein COO60DRAFT_1638280 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2639 [Chlorella sp. A99]
OG0000129	KAF6250828.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]
OG0000129	KAF6266392.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1337 [Chlorella sp. A99]
OG0000130	KAF6257699.1 hypothetical protein COO60DRAFT_1461027 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g435 [Chlorella sp. A99]
OG0000130	KAF6252023.1 trypsin-like cysteine/serine peptidase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g1005 [Chlorella sp. A99]
OG0000131	KAF6259128.1 hypothetical protein COO60DRAFT_1638600 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1625 [Chlorella sp. A99]
OG0000132	KAF6259063.1 hypothetical protein COO60DRAFT_1638664 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1364 [Chlorella sp. A99], PCFQ01000081.1 g1648 [Chlorella sp. A99]
OG0000133	KAF6263874.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g670 [Chlorella sp. A99]
OG0000133	KAF6252831.1 hypothetical protein COO60DRAFT_494155 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g253 [Chlorella sp. A99]
OG0000135	KAF6255419.1 fidgetin-like protein 1-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2659 [Chlorella sp. A99]
OG0000135	KAF6265734.1 ribosomal protein S9 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2660 [Chlorella sp. A99]
OG0000136	KAF6265387.1 amino acid/polyamine transporter I [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g59 [Chlorella sp. A99]
OG0000136	KAF6254993.1 amino acid/polyamine transporter I [Scenedesmus sp. NREL 46B-D3]	PCFQ01000006.1 g3147 [Chlorella sp. A99]
OG0000137	KAF6266779.1 hypothetical protein COO60DRAFT_1473461 [Scenedesmus sp. NREL 46B-D3], KAF6266778.1 hypothetical protein COO60DRAFT_13571 [Scenedesmus sp. NREL 46B-D3], KAF6252752.1 hypothetical protein COO60DRAFT_502919 [Scenedesmus sp. NREL 46B-D3], KAF6253014.1 hypothetical protein COO60DRAFT_1670477 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g414 [Chlorella sp. A99]
OG0000141	KAF6259123.1 hypothetical protein COO60DRAFT_1044380 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3093 [Chlorella sp. A99]
OG0000142	KAF6252456.1 AP2-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2180 [Chlorella sp. A99]
OG0000146	KAF6264670.1 hypothetical protein COO60DRAFT_1281717 [Scenedesmus sp. NREL 46B-D3], KAF6251919.1 acetyl-CoA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g832 [Chlorella sp. A99]
OG0000146	KAF6264342.1 hypothetical protein COO60DRAFT_1621613 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3294 [Chlorella sp. A99], PCFQ01000015.1 g2956 [Chlorella sp. A99]
OG0000147	KAF6256280.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3], KAF6256279.1 hypothetical protein COO60DRAFT_1296261 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g836 [Chlorella sp. A99], PCFQ01000003.1 g1063 [Chlorella sp. A99]
OG0000148	KAF6259067.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000053.1 g2548 [Chlorella sp. A99]
OG0000149	KAF6258089.1 DnaJ-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g661 [Chlorella sp. A99]
OG0000150	KAF6263330.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g574 [Chlorella sp. A99]
OG0000151	KAF6258777.1 acetyl-CoA synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2148 [Chlorella sp. A99], PCFQ01000005.1 g776 [Chlorella sp. A99]
OG0000151	KAF6265719.1 acetyl-CoA synthetase [Scenedesmus sp. NREL 46B-D3], KAF6247870.1 hypothetical protein COO60DRAFT_1649430 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2128 [Chlorella sp. A99]
OG0000152	KAF6257891.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1426 [Chlorella sp. A99]
OG0000152	KAF6253092.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g643 [Chlorella sp. A99]
OG0000153	KAF6261741.1 hypothetical protein COO60DRAFT_1699671 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g138 [Chlorella sp. A99], PCFQ01000058.1 g91 [Chlorella sp. A99], PCFQ01000037.1 g2361 [Chlorella sp. A99]
OG0000154	KAF6255972.1 Smg-4/UPF3 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1228 [Chlorella sp. A99]
OG0000154	KAF6257770.1 Prismane-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254265.1 hybrid-cluster protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g3069 [Chlorella sp. A99], PCFQ01000034.1 g3261 [Chlorella sp. A99]
OG0000155	KAF6257370.1 hypothetical protein COO60DRAFT_1233997 [Scenedesmus sp. NREL 46B-D3], KAF6251110.1 hypothetical protein COO60DRAFT_1275314 [Scenedesmus sp. NREL 46B-D3], KAF6258029.1 hypothetical protein COO60DRAFT_1156392 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g83 [Chlorella sp. A99]
OG0000155	KAF6258846.1 hypothetical protein COO60DRAFT_1074586 [Scenedesmus sp. NREL 46B-D3], KAF6253868.1 hypothetical protein COO60DRAFT_1273472 [Scenedesmus sp. NREL 46B-D3], KAF6253852.1 putative magnesium and cobalt efflux protein corC [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2929 [Chlorella sp. A99]
OG0000158	KAF6254471.1 hypothetical protein COO60DRAFT_1703315 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2366 [Chlorella sp. A99], PCFQ01000018.1 g438 [Chlorella sp. A99], PCFQ01000079.1 g1318 [Chlorella sp. A99]
OG0000159	KAF6260675.1 hypothetical protein COO60DRAFT_877206 [Scenedesmus sp. NREL 46B-D3], KAF6262485.1 hypothetical protein COO60DRAFT_1675462 [Scenedesmus sp. NREL 46B-D3], KAF6253042.1 hypothetical protein COO60DRAFT_1628374 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000012.1 g1835 [Chlorella sp. A99], PCFQ01000005.1 g777 [Chlorella sp. A99]
OG0000160	KAF6256692.1 nucleotide-diphospho-sugar transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1489 [Chlorella sp. A99]
OG0000161	KAF6262462.1 hypothetical protein COO60DRAFT_1699312 [Scenedesmus sp. NREL 46B-D3], KAF6266640.1 hypothetical protein COO60DRAFT_7439 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]
OG0000162	KAF6254819.1 CwfJ C-terminus 1-domain-containing protein-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2163 [Chlorella sp. A99]
OG0000163	KAF6259562.1 ADP-ribosylation factor family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1345 [Chlorella sp. A99]
OG0000164	KAF6254865.1 sulfate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264255.1 sulfate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251023.1 sulfate transporter N-terminal domain with GLY motif-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2498 [Chlorella sp. A99]
OG0000165	KAF6251611.1 ClpP/crotonase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2876 [Chlorella sp. A99]
OG0000166	KAF6253205.1 hypothetical protein COO60DRAFT_439641 [Scenedesmus sp. NREL 46B-D3], KAF6264380.1 hypothetical protein COO60DRAFT_178883 [Scenedesmus sp. NREL 46B-D3], KAF6256159.1 hypothetical protein COO60DRAFT_139667 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g849 [Chlorella sp. A99]
OG0000167	KAF6262512.1 putative zinc-binding dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6264008.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2134 [Chlorella sp. A99]
OG0000167	KAF6253893.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g809 [Chlorella sp. A99]
OG0000168	KAF6254030.1 serine hydroxymethyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g598 [Chlorella sp. A99]
OG0000168	KAF6252491.1 serine hydroxymethyltransferase 2 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g418 [Chlorella sp. A99]
OG0000169	KAF6265206.1 bifunctional aspartate kinase/homoserine dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g844 [Chlorella sp. A99]
OG0000169	KAF6264207.1 homoserine dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g769 [Chlorella sp. A99], PCFQ01000005.1 g766 [Chlorella sp. A99]
OG0000170	KAF6259567.1 beta-ketoacyl synthase [Scenedesmus sp. NREL 46B-D3], KAF6259568.1 hypothetical protein COO60DRAFT_1269963_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1646 [Chlorella sp. A99]
OG0000170	KAF6259571.1 hypothetical protein COO60DRAFT_1269999_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1644 [Chlorella sp. A99]
OG0000171	KAF6253709.1 hypothetical protein COO60DRAFT_393877 [Scenedesmus sp. NREL 46B-D3], KAF6266325.1 uroporphyrinogen decarboxylase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000009.1 g1701 [Chlorella sp. A99]
OG0000172	KAF6260401.1 glycosyl-transferase for dystroglycan-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264479.1 glycosyl-transferase for dystroglycan-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2759 [Chlorella sp. A99]
OG0000173	KAF6262601.1 hypothetical protein COO60DRAFT_599290 [Scenedesmus sp. NREL 46B-D3], KAF6260069.1 hypothetical protein COO60DRAFT_1700521 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000015.1 g2976 [Chlorella sp. A99]
OG0000174	KAF6256038.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2370 [Chlorella sp. A99]
OG0000175	KAF6259553.1 ribosomal protein L9 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6259738.1 Mechanosensitive ion channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256732.1 hypothetical protein COO60DRAFT_1461548 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2399 [Chlorella sp. A99]
OG0000178	KAF6261122.1 hypothetical protein COO60DRAFT_810182 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000081.1 g1600 [Chlorella sp. A99]
OG0000179	KAF6264509.1 regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2788 [Chlorella sp. A99]
OG0000183	KAF6262821.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000046.1 g1850 [Chlorella sp. A99]
OG0000184	KAF6253147.1 PhoD-like phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g94 [Chlorella sp. A99]
OG0000187	KAF6259491.1 DNA repair metallo-beta-lactamase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g994 [Chlorella sp. A99]
OG0000187	KAF6253198.1 ATP-dependent DNA ligase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g636 [Chlorella sp. A99]
OG0000188	KAF6250783.1 hypothetical protein COO60DRAFT_1567426 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2541 [Chlorella sp. A99]
OG0000189	KAF6261506.1 ATPvL1m [Scenedesmus sp. NREL 46B-D3], KAF6254779.1 PAP2 superfamily C-terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000007.1 g1198 [Chlorella sp. A99]
OG0000190	KAF6266503.1 MYST family histone acetyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2011 [Chlorella sp. A99]
OG0000190	KAF6264862.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2860 [Chlorella sp. A99]
OG0000191	KAF6252581.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1453 [Chlorella sp. A99]
OG0000191	KAF6266558.1 ADP-glucose pyrophosphorylase small subunit [Scenedesmus sp. NREL 46B-D3]	PCFQ01000013.1 g3318 [Chlorella sp. A99]
OG0000193	KAF6259538.1 HAD-superfamily hydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000005.1 g805 [Chlorella sp. A99]
OG0000195	KAF6258227.1 hypothetical protein COO60DRAFT_1693077 [Scenedesmus sp. NREL 46B-D3], KAF6257959.1 hypothetical protein COO60DRAFT_1170530 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1051 [Chlorella sp. A99], PCFQ01000003.1 g1062 [Chlorella sp. A99]
OG0000196	KAF6261597.1 ornithine decarboxylase 1 [Scenedesmus sp. NREL 46B-D3], KAF6262018.1 ornithine decarboxylase 2 [Scenedesmus sp. NREL 46B-D3], KAF6266516.1 ornithine decarboxylase [Scenedesmus sp. NREL 46B-D3], KAF6250834.1 pyridoxal-dependent decarboxylase [Scenedesmus sp. NREL 46B-D3], KAF6250432.1 pyridoxal-dependent decarboxylase [Scenedesmus sp. NREL 46B-D3], KAF6257868.1 pyridoxal-dependent decarboxylase [Scenedesmus sp. NREL 46B-D3], KAF6257869.1 hypothetical protein COO60DRAFT_1639561 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g536 [Chlorella sp. A99]
OG0000199	KAF6259718.1 hypothetical protein COO60DRAFT_1700679 [Scenedesmus sp. NREL 46B-D3], KAF6259716.1 hypothetical protein COO60DRAFT_1511685 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g27 [Chlorella sp. A99]
OG0000200	KAF6260466.1 tubulin alpha chain [Scenedesmus sp. NREL 46B-D3], KAF6260501.1 tubulin alpha chain [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g64 [Chlorella sp. A99]
OG0000200	KAF6258365.1 beta-tubulin [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1266 [Chlorella sp. A99], PCFQ01000010.1 g295 [Chlorella sp. A99]
OG0000201	KAF6257784.1 RNA helicase_ activating signal cointegrator 1 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2928 [Chlorella sp. A99]
OG0000201	KAF6239466.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	PCFQ01000002.1 g657 [Chlorella sp. A99]
OG0000202	KAF6264968.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2501 [Chlorella sp. A99]
OG0000203	KAF6254735.1 carbon-nitrogen hydrolase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000078.1 g2132 [Chlorella sp. A99], PCFQ01000004.1 g2681 [Chlorella sp. A99]
OG0000206	KAF6250615.1 regulatory factor_ effector binding domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257098.1 heme-binding protein 2-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2710 [Chlorella sp. A99]
OG0000208	KAF6257204.1 ligand-gated ion channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257197.1 hypothetical protein COO60DRAFT_30052 [Scenedesmus sp. NREL 46B-D3], KAF6257199.1 hypothetical protein COO60DRAFT_1461286 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2450 [Chlorella sp. A99], PCFQ01000058.1 g2 [Chlorella sp. A99], PCFQ01000002.1 g637 [Chlorella sp. A99]
OG0000209	KAF6266554.1 limiting CO2 inducible protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1506 [Chlorella sp. A99]
OG0000210	KAF6252862.1 hypothetical protein COO60DRAFT_1643659 [Scenedesmus sp. NREL 46B-D3], KAF6253760.1 hypothetical protein COO60DRAFT_1703683 [Scenedesmus sp. NREL 46B-D3], KAF6251790.1 hypothetical protein COO60DRAFT_583077 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000023.1 g2232 [Chlorella sp. A99]
OG0000211	KAF6249927.1 hypothetical protein COO60DRAFT_1706290 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2880 [Chlorella sp. A99], PCFQ01000011.1 g2879 [Chlorella sp. A99]
OG0000211	KAF6263358.1 translocon-associated protein beta-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000011.1 g2847 [Chlorella sp. A99]
OG0000216	KAF6263717.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253412.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000003.1 g1057 [Chlorella sp. A99]
OG0000217	KAF6263151.1 hypothetical protein COO60DRAFT_1293128 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2632 [Chlorella sp. A99], PCFQ01000058.1 g236 [Chlorella sp. A99]
OG0000219	KAF6259065.1 septin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258666.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000004.1 g2597 [Chlorella sp. A99]
OG0000221	KAF6263436.1 putative 12-oxophytodienoic acid reductase [Scenedesmus sp. NREL 46B-D3], KAF6260373.1 FMN-linked oxidoreductase [Scenedesmus sp. NREL 46B-D3], KAF6254990.1 hypothetical protein COO60DRAFT_1663285 [Scenedesmus sp. NREL 46B-D3], KAF6250779.1 hypothetical protein COO60DRAFT_1567959 [Scenedesmus sp. NREL 46B-D3], KAF6263448.1 hypothetical protein COO60DRAFT_411169 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2526 [Chlorella sp. A99], PCFQ01000004.1 g2589 [Chlorella sp. A99]
OG0000222	KAF6266750.1 ClpP/crotonase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266749.1 GDP-L-fucose synthetase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g555 [Chlorella sp. A99]
OG0000223	KAF6256628.1 glutathione reductase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000010.1 g336 [Chlorella sp. A99]
OG0000223	KAF6238213.1 hypothetical protein COO60DRAFT_1653034_ partial [Scenedesmus sp. NREL 46B-D3], KAF6255172.1 hypothetical protein COO60DRAFT_1536634 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1384 [Chlorella sp. A99]
OG0000224	KAF6251479.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260174.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000037.1 g2431 [Chlorella sp. A99]
OG0000224	KAF6253942.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000012.1 g1833 [Chlorella sp. A99]
OG0000227	KAF6257693.1 phosphoglycerate kinase precursor [Scenedesmus sp. NREL 46B-D3]	PCFQ01000001.1 g976 [Chlorella sp. A99]
OG0000227	KAF6254118.1 phosphoglycerate kinase [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g247 [Chlorella sp. A99]
OG0000228	KAF6251207.1 CD36 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000058.1 g163 [Chlorella sp. A99]
OG0000229	KAF6257506.1 acyl-CoA-binding protein-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000073.1 g1959 [Chlorella sp. A99]
OG0000230	KAF6261515.1 hypothetical protein COO60DRAFT_1283083 [Scenedesmus sp. NREL 46B-D3]	PCFQ01000079.1 g1362 [Chlorella sp. A99], PCFQ01000079.1 g1360 [Chlorella sp. A99]
OG0000232	KAF6262898.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262899.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000082.1 g507 [Chlorella sp. A99]
OG0000232	KAF6257468.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	PCFQ01000018.1 g471 [Chlorella sp. A99]
