Orthogroup	Scenedesmus_NREL	Scenedesmus_PABB004
OG0000053	KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3]	KAF8062650.1 Eea1 [Scenedesmus sp. PABB004]
OG0000053	KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3]	KAF8062669.1 hypothetical protein HT031_003998 [Scenedesmus sp. PABB004]
OG0000053	KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3]	KAF8062678.1 TATDN3 [Scenedesmus sp. PABB004]
OG0000053	KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]	KAF8062639.1 hypothetical protein HT031_003968 [Scenedesmus sp. PABB004], KAF8062649.1 hypothetical protein HT031_003978 [Scenedesmus sp. PABB004], KAF8062697.1 hypothetical protein HT031_004026 [Scenedesmus sp. PABB004], KAF8062625.1 hypothetical protein HT031_003954 [Scenedesmus sp. PABB004], KAF8062704.1 hypothetical protein HT031_004033 [Scenedesmus sp. PABB004], KAF8057124.1 hypothetical protein HT031_006133 [Scenedesmus sp. PABB004], KAF8062707.1 hypothetical protein HT031_004036 [Scenedesmus sp. PABB004], KAF8062672.1 hypothetical protein HT031_004001 [Scenedesmus sp. PABB004], KAF8062687.1 Papln [Scenedesmus sp. PABB004]
OG0000055	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]	KAF8073197.1 MEE40 [Scenedesmus sp. PABB004]
OG0000055	KAF6259499.1 hypothetical protein COO60DRAFT_1700790 [Scenedesmus sp. NREL 46B-D3], KAF6266522.1 hypothetical protein COO60DRAFT_1623393 [Scenedesmus sp. NREL 46B-D3]	KAF8072999.1 pentatricopeptide repeat-containing protein [Scenedesmus sp. PABB004]
OG0000059	KAF6256533.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062708.1 hypothetical protein HT031_004037 [Scenedesmus sp. PABB004]
OG0000060	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]	KAF8060352.1 dhkB [Scenedesmus sp. PABB004]
OG0000060	KAF6252347.1 hypothetical protein COO60DRAFT_1644120 [Scenedesmus sp. NREL 46B-D3]	KAF8063740.1 e2f7 [Scenedesmus sp. PABB004]
OG0000060	KAF6250815.1 hypothetical protein COO60DRAFT_1298823 [Scenedesmus sp. NREL 46B-D3]	KAF8062684.1 zinc finger protein BRUTUS-like [Scenedesmus sp. PABB004]
OG0000062	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]	KAF8063043.1 CCDC40 [Scenedesmus sp. PABB004]
OG0000063	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]	KAF8069607.1 PEX14 [Scenedesmus sp. PABB004]
OG0000064	KAF6248325.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8072395.1 infB [Scenedesmus sp. PABB004]
OG0000064	KAF6256183.1 hypothetical protein COO60DRAFT_1296299 [Scenedesmus sp. NREL 46B-D3]	KAF8061073.1 translation initiation factor IF-2 [Scenedesmus sp. PABB004]
OG0000064	KAF6264244.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068312.1 CUL4A [Scenedesmus sp. PABB004]
OG0000064	KAF6254705.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071138.1 CUL3A [Scenedesmus sp. PABB004]
OG0000065	KAF6256829.1 GPR1/FUN34/yaaH family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258376.1 hypothetical protein COO60DRAFT_1126882 [Scenedesmus sp. NREL 46B-D3], KAF6261924.1 hypothetical protein COO60DRAFT_1636458 [Scenedesmus sp. NREL 46B-D3]	KAF8060089.1 hypothetical protein HT031_005028 [Scenedesmus sp. PABB004]
OG0000066	KAF6264487.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252592.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266257.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252593.1 hypothetical protein COO60DRAFT_516273 [Scenedesmus sp. NREL 46B-D3], KAF6251265.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056438.1 ttuB [Scenedesmus sp. PABB004]
OG0000066	KAF6256298.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8068182.1 abaQ [Scenedesmus sp. PABB004]
OG0000066	KAF6266329.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067241.1 ttuB [Scenedesmus sp. PABB004]
OG0000069	KAF6260424.1 heat shock protein 83-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8069631.1 HSP81-3 [Scenedesmus sp. PABB004]
OG0000069	KAF6254785.1 heat shock protein 90C [Scenedesmus sp. NREL 46B-D3]	KAF8068330.1 HSP90-5 [Scenedesmus sp. PABB004]
OG0000069	KAF6264589.1 Hsp90 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060354.1 HSP90B1 [Scenedesmus sp. PABB004]
OG0000071	KAF6254170.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8066277.1 Camk1 [Scenedesmus sp. PABB004]
OG0000071	KAF6261155.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055935.1 mlkA [Scenedesmus sp. PABB004]
OG0000072	KAF6240834.1 hypothetical protein COO60DRAFT_1652369_ partial [Scenedesmus sp. NREL 46B-D3], KAF6250793.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059439.1 hypothetical protein HT031_005244 [Scenedesmus sp. PABB004]
OG0000072	KAF6266036.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6266037.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266038.1 hypothetical protein COO60DRAFT_1676428 [Scenedesmus sp. NREL 46B-D3], KAF6261686.1 Fasciclin domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254952.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262784.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262785.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3], KAF6262786.1 fasciclin domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8067172.1 hypothetical protein HT031_002219 [Scenedesmus sp. PABB004]
OG0000073	KAF6252841.1 hypothetical protein COO60DRAFT_494549 [Scenedesmus sp. NREL 46B-D3]	KAF8056137.1 hypothetical protein HT031_006488 [Scenedesmus sp. PABB004]
OG0000074	KAF6250826.1 hypothetical protein COO60DRAFT_1645962 [Scenedesmus sp. NREL 46B-D3], KAF6258414.1 hypothetical protein COO60DRAFT_1692748 [Scenedesmus sp. NREL 46B-D3]	KAF8072418.1 Tmco4 [Scenedesmus sp. PABB004], KAF8067187.1 hypothetical protein HT031_002234 [Scenedesmus sp. PABB004], KAF8063660.1 MSL1 [Scenedesmus sp. PABB004], KAF8069582.1 hypothetical protein HT031_001699 [Scenedesmus sp. PABB004], KAF8056023.1 MSL1 [Scenedesmus sp. PABB004], KAF8055998.1 hypothetical protein HT031_006519 [Scenedesmus sp. PABB004], KAF8061056.1 mutS2 [Scenedesmus sp. PABB004]
OG0000074	KAF6255687.1 hypothetical protein COO60DRAFT_193116 [Scenedesmus sp. NREL 46B-D3], KAF6247873.1 hypothetical protein COO60DRAFT_1148896 [Scenedesmus sp. NREL 46B-D3]	KAF8057670.1 hypothetical protein HT031_006019 [Scenedesmus sp. PABB004]
OG0000074	KAF6257342.1 GPI transamidase subunit PIG-U-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061057.1 hypothetical protein HT031_004517 [Scenedesmus sp. PABB004], KAF8056014.1 hypothetical protein HT031_006535 [Scenedesmus sp. PABB004], KAF8061062.1 hypothetical protein HT031_004522 [Scenedesmus sp. PABB004]
OG0000076	KAF6256437.1 hypothetical protein COO60DRAFT_105305 [Scenedesmus sp. NREL 46B-D3]	KAF8068287.1 ASAT1 [Scenedesmus sp. PABB004]
OG0000076	KAF6254652.1 hypothetical protein COO60DRAFT_296154 [Scenedesmus sp. NREL 46B-D3]	KAF8061301.1 AT7 [Scenedesmus sp. PABB004]
OG0000078	KAF6262869.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	KAF8059208.1 PFK5 [Scenedesmus sp. PABB004]
OG0000078	KAF6260633.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	KAF8067362.1 PFK5 [Scenedesmus sp. PABB004]
OG0000078	KAF6265494.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	KAF8065867.1 PFK5 [Scenedesmus sp. PABB004]
OG0000079	KAF6255521.1 heat shock cognate 70 kDa protein 2 [Scenedesmus sp. NREL 46B-D3]	KAF8065619.1 HSP70 [Scenedesmus sp. PABB004]
OG0000079	KAF6257577.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]	KAF8070942.1 HSP70 [Scenedesmus sp. PABB004]
OG0000079	KAF6264590.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]	KAF8060359.1 BIP5 [Scenedesmus sp. PABB004]
OG0000080	KAF6246275.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8065839.1 Herc2 [Scenedesmus sp. PABB004]
OG0000081	KAF6260391.1 hypothetical protein COO60DRAFT_901798 [Scenedesmus sp. NREL 46B-D3]	KAF8073158.1 acyl-activating enzyme 19-like protein [Scenedesmus sp. PABB004]
OG0000081	KAF6251311.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255745.1 putative sodium bile acid cotransporter [Scenedesmus sp. NREL 46B-D3], KAF6235189.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065642.1 BASS4 [Scenedesmus sp. PABB004]
OG0000081	KAF6252813.1 hypothetical protein COO60DRAFT_496525 [Scenedesmus sp. NREL 46B-D3]	KAF8055673.1 BASS4 [Scenedesmus sp. PABB004]
OG0000082	KAF6262238.1 hypothetical protein COO60DRAFT_1636100 [Scenedesmus sp. NREL 46B-D3], KAF6252189.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255864.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255804.1 NimA-related protein kinase 4 [Scenedesmus sp. NREL 46B-D3], KAF6266231.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250724.1 hypothetical protein COO60DRAFT_1646246 [Scenedesmus sp. NREL 46B-D3], KAF6254591.1 NimA-related protein kinase 6 [Scenedesmus sp. NREL 46B-D3]	KAF8057866.1 nek2 [Scenedesmus sp. PABB004]
OG0000083	KAF6254050.1 hypothetical protein COO60DRAFT_1286428 [Scenedesmus sp. NREL 46B-D3]	KAF8061293.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]
OG0000083	KAF6266105.1 FAM91 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055757.1 Fam91a1 [Scenedesmus sp. PABB004]
OG0000083	KAF6263645.1 hypothetical protein COO60DRAFT_1635025 [Scenedesmus sp. NREL 46B-D3], KAF6265322.1 peptidase family M1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069507.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]
OG0000084	KAF6253481.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3]	KAF8067153.1 Cysteine synthase [Scenedesmus sp. PABB004]
OG0000084	KAF6258715.1 cysteine synthase A [Scenedesmus sp. NREL 46B-D3]	KAF8072629.1 Cysteine synthase [Scenedesmus sp. PABB004]
OG0000085	KAF6260345.1 NADH dehydrogenase 1 alpha subcomplex assembly factor 3 [Scenedesmus sp. NREL 46B-D3]	KAF8073178.1 ndufaf3 [Scenedesmus sp. PABB004]
OG0000087	KAF6258900.1 hypothetical protein COO60DRAFT_1270418 [Scenedesmus sp. NREL 46B-D3], KAF6261972.1 hypothetical protein COO60DRAFT_1498627 [Scenedesmus sp. NREL 46B-D3]	KAF8063701.1 SYM1 [Scenedesmus sp. PABB004]
OG0000087	KAF6261246.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8058038.1 uhpC [Scenedesmus sp. PABB004]
OG0000087	KAF6251702.1 hexose-phosphate transporter_ major isoform [Scenedesmus sp. NREL 46B-D3]	KAF8068291.1 uhpC [Scenedesmus sp. PABB004]
OG0000088	KAF6253445.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3]	KAF8058409.1 pyruvate kinase 2 [Scenedesmus sp. PABB004]
OG0000088	KAF6256496.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256488.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062698.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000089	KAF6258808.1 hypothetical protein COO60DRAFT_1701177 [Scenedesmus sp. NREL 46B-D3]	KAF8061960.1 hypothetical protein HT031_004220 [Scenedesmus sp. PABB004]
OG0000089	KAF6262534.1 hypothetical protein COO60DRAFT_1624938 [Scenedesmus sp. NREL 46B-D3]	KAF8073038.1 hypothetical protein HT031_000699 [Scenedesmus sp. PABB004]
OG0000090	KAF6252954.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8062922.1 SAT2 [Scenedesmus sp. PABB004]
OG0000090	KAF6251678.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8060021.1 WD repeat-containing protein [Scenedesmus sp. PABB004]
OG0000091	KAF6260461.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260505.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254291.1 Metallo-dependent phosphatase [Scenedesmus sp. NREL 46B-D3]	KAF8069632.1 PP2A4 [Scenedesmus sp. PABB004]
OG0000091	KAF6263500.1 serine/threonine-protein phosphatase PP2A-3 catalytic subunit [Scenedesmus sp. NREL 46B-D3]	KAF8065498.1 PPX2 [Scenedesmus sp. PABB004]
OG0000091	KAF6254564.1 serine/threonine protein phosphatase 2A [Scenedesmus sp. NREL 46B-D3]	KAF8068346.1 hypothetical protein HT031_002035 [Scenedesmus sp. PABB004]
OG0000092	KAF6266590.1 NAD_P_-binding protein [Scenedesmus sp. NREL 46B-D3]	KAF8072974.1 RDH12 [Scenedesmus sp. PABB004]
OG0000092	KAF6259446.1 hypothetical protein COO60DRAFT_1626088 [Scenedesmus sp. NREL 46B-D3]	KAF8068397.1 wwox [Scenedesmus sp. PABB004]
OG0000093	KAF6258340.1 hypothetical protein COO60DRAFT_1284604 [Scenedesmus sp. NREL 46B-D3]	KAF8069443.1 hypothetical protein HT031_001558 [Scenedesmus sp. PABB004]
OG0000094	KAF6260274.1 hypothetical protein COO60DRAFT_907568 [Scenedesmus sp. NREL 46B-D3], KAF6253157.1 hypothetical protein COO60DRAFT_1643401 [Scenedesmus sp. NREL 46B-D3], KAF6245551.1 hypothetical protein COO60DRAFT_1596639 [Scenedesmus sp. NREL 46B-D3], KAF6257657.1 hypothetical protein COO60DRAFT_1695321 [Scenedesmus sp. NREL 46B-D3], KAF6259852.1 hypothetical protein COO60DRAFT_1459939 [Scenedesmus sp. NREL 46B-D3], KAF6257376.1 hypothetical protein COO60DRAFT_1524168 [Scenedesmus sp. NREL 46B-D3], KAF6254343.1 hypothetical protein COO60DRAFT_329142 [Scenedesmus sp. NREL 46B-D3], KAF6254139.1 hypothetical protein COO60DRAFT_352921 [Scenedesmus sp. NREL 46B-D3], KAF6256525.1 hypothetical protein COO60DRAFT_1657649 [Scenedesmus sp. NREL 46B-D3], KAF6262317.1 hypothetical protein COO60DRAFT_647813 [Scenedesmus sp. NREL 46B-D3], KAF6249805.1 hypothetical protein COO60DRAFT_928903 [Scenedesmus sp. NREL 46B-D3], KAF6264603.1 hypothetical protein COO60DRAFT_73096 [Scenedesmus sp. NREL 46B-D3], KAF6264598.1 hypothetical protein COO60DRAFT_1698193 [Scenedesmus sp. NREL 46B-D3], KAF6244013.1 hypothetical protein COO60DRAFT_121768 [Scenedesmus sp. NREL 46B-D3], KAF6250133.1 hypothetical protein COO60DRAFT_910410 [Scenedesmus sp. NREL 46B-D3], KAF6250135.1 hypothetical protein COO60DRAFT_1685491 [Scenedesmus sp. NREL 46B-D3], KAF6250132.1 hypothetical protein COO60DRAFT_910396 [Scenedesmus sp. NREL 46B-D3], KAF6260248.1 hypothetical protein COO60DRAFT_906351 [Scenedesmus sp. NREL 46B-D3], KAF6254509.1 hypothetical protein COO60DRAFT_1540537 [Scenedesmus sp. NREL 46B-D3], KAF6247878.1 hypothetical protein COO60DRAFT_1649349 [Scenedesmus sp. NREL 46B-D3], KAF6245552.1 hypothetical protein COO60DRAFT_36762 [Scenedesmus sp. NREL 46B-D3], KAF6249804.1 hypothetical protein COO60DRAFT_928868 [Scenedesmus sp. NREL 46B-D3], KAF6250131.1 hypothetical protein COO60DRAFT_910370 [Scenedesmus sp. NREL 46B-D3], KAF6246276.1 hypothetical protein COO60DRAFT_1210639 [Scenedesmus sp. NREL 46B-D3], KAF6250134.1 hypothetical protein COO60DRAFT_1706231 [Scenedesmus sp. NREL 46B-D3], KAF6264607.1 hypothetical protein COO60DRAFT_1698196 [Scenedesmus sp. NREL 46B-D3], KAF6264602.1 hypothetical protein COO60DRAFT_1698194 [Scenedesmus sp. NREL 46B-D3]	KAF8061142.1 FLS2 [Scenedesmus sp. PABB004]
OG0000095	KAF6251044.1 hypothetical protein COO60DRAFT_1645535 [Scenedesmus sp. NREL 46B-D3]	KAF8062760.1 CRTISO2 [Scenedesmus sp. PABB004]
OG0000096	KAF6263961.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6265156.1 hypothetical protein COO60DRAFT_1697984 [Scenedesmus sp. NREL 46B-D3]	KAF8054728.1 Abcb6 [Scenedesmus sp. PABB004], KAF8055403.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000096	KAF6257345.1 hypothetical protein COO60DRAFT_1241922 [Scenedesmus sp. NREL 46B-D3], KAF6257343.1 hypothetical protein COO60DRAFT_1626853 [Scenedesmus sp. NREL 46B-D3], KAF6263959.1 ABC transporter type 1_ transmembrane domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8057280.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000097	KAF6262023.1 hypothetical protein COO60DRAFT_1699473 [Scenedesmus sp. NREL 46B-D3]	KAF8062668.1 hypothetical protein HT031_003997 [Scenedesmus sp. PABB004]
OG0000097	KAF6263411.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8066414.1 CURT1A [Scenedesmus sp. PABB004]
OG0000098	KAF6258954.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6252979.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8069427.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000098	KAF6252452.1 NAD-dependent malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8064575.1 hypothetical protein HT031_003375 [Scenedesmus sp. PABB004]
OG0000098	KAF6265692.1 malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000099	KAF6265438.1 endoglucanase 2 [Scenedesmus sp. NREL 46B-D3]	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004]
OG0000099	KAF6264805.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004]
OG0000099	KAF6264795.1 glycoside hydrolase_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8061121.1 celF [Scenedesmus sp. PABB004]
OG0000100	KAF6264645.1 hypothetical protein COO60DRAFT_1470258 [Scenedesmus sp. NREL 46B-D3]	KAF8067279.1 RAD54B [Scenedesmus sp. PABB004]
OG0000100	KAF6261137.1 chaperonin 60A [Scenedesmus sp. NREL 46B-D3]	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]
OG0000100	KAF6259379.1 chaperonin 60B2 [Scenedesmus sp. NREL 46B-D3]	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]
OG0000101	KAF6258649.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6249832.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]
OG0000101	KAF6256690.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8070970.1 clpB [Scenedesmus sp. PABB004]
OG0000101	KAF6252630.1 ClpD chaperone_ Hsp100 family [Scenedesmus sp. NREL 46B-D3], KAF6250844.1 ClpD chaperone_ Hsp100 family [Scenedesmus sp. NREL 46B-D3]	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]
OG0000102	KAF6263529.1 ferredoxin-dependent glutamate synthase [Scenedesmus sp. NREL 46B-D3]	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]
OG0000102	KAF6263375.1 hypothetical protein COO60DRAFT_459133 [Scenedesmus sp. NREL 46B-D3]	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]
OG0000102	KAF6261166.1 uracil-DNA glycosylase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8055943.1 hypothetical protein HT031_006582 [Scenedesmus sp. PABB004]
OG0000103	KAF6263447.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266715.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254800.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264251.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266243.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258873.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253629.1 CAP domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060570.1 pathogenesis-related protein [Scenedesmus sp. PABB004]
OG0000104	KAF6263174.1 hypothetical protein COO60DRAFT_1624723 [Scenedesmus sp. NREL 46B-D3]	KAF8072513.1 NUP50A [Scenedesmus sp. PABB004]
OG0000104	KAF6252419.1 hypothetical protein COO60DRAFT_523977 [Scenedesmus sp. NREL 46B-D3]	KAF8071110.1 CP12 [Scenedesmus sp. PABB004]
OG0000105	KAF6254476.1 flagellar outer dynein arm heavy chain gamma [Scenedesmus sp. NREL 46B-D3]	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]
OG0000105	KAF6258949.1 flagellar inner arm dynein 1 heavy chain alpha [Scenedesmus sp. NREL 46B-D3]	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]
OG0000105	KAF6265909.1 dynein heavy chain 2 [Scenedesmus sp. NREL 46B-D3]	KAF8071068.1 Dnah1 [Scenedesmus sp. PABB004]
OG0000105	KAF6266164.1 dynein heavy chain 9 [Scenedesmus sp. NREL 46B-D3], KAF6263196.1 dynein heavy chain 8 [Scenedesmus sp. NREL 46B-D3], KAF6265404.1 dynein heavy chain 6 [Scenedesmus sp. NREL 46B-D3]	KAF8066345.1 DNAH7 [Scenedesmus sp. PABB004]
OG0000106	KAF6257191.1 aldose-1-epimerase [Scenedesmus sp. NREL 46B-D3]	KAF8061163.1 hypothetical protein HT031_004625 [Scenedesmus sp. PABB004]
OG0000106	KAF6259777.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]
