Orthogroup	Scenedesmus_NREL	Chlorella_Sorokiniana1602
OG0000051	KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58610.1 DETOXIFICATION 16-like [Chlorella sorokiniana], PRW56350.1 MATE efflux family [Chlorella sorokiniana], PRW56780.1 DETOXIFICATION 16-like [Chlorella sorokiniana]
OG0000052	KAF6255529.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3], KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]	PRW45252.1 zinc finger protein [Chlorella sorokiniana]
OG0000053	KAF6250886.1 hypothetical protein COO60DRAFT_716489 [Scenedesmus sp. NREL 46B-D3], KAF6252373.1 hypothetical protein COO60DRAFT_528924 [Scenedesmus sp. NREL 46B-D3], KAF6254766.1 hypothetical protein COO60DRAFT_1272940 [Scenedesmus sp. NREL 46B-D3], KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3], KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3], KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3], KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]	PRW45586.1 hypothetical protein C2E21_6086 [Chlorella sorokiniana]
OG0000055	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]	PRW56793.1 Pentatricopeptide repeat-containing isoform A [Chlorella sorokiniana], PRW56794.1 Pentatricopeptide repeat-containing isoform B [Chlorella sorokiniana]
OG0000055	KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]	PRW33527.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]
OG0000055	KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]	PRW59967.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]
OG0000059	KAF6264360.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW21133.1 putative GTP-binding -like isoform B [Chlorella sorokiniana], PRW21134.1 putative GTP-binding -like isoform A [Chlorella sorokiniana]
OG0000059	KAF6264285.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58648.1 cobalamin biosynthesis [Chlorella sorokiniana]
OG0000060	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]	PRW58431.1 LOV domain-containing [Chlorella sorokiniana]
OG0000062	KAF6251143.1 hypothetical protein COO60DRAFT_1562987 [Scenedesmus sp. NREL 46B-D3], KAF6265278.1 EF-hand [Scenedesmus sp. NREL 46B-D3]	PRW57843.1 sorcin-like [Chlorella sorokiniana]
OG0000062	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]	PRW44943.1 Coiled-coil domain-containing 40 isoform B [Chlorella sorokiniana], PRW44942.1 Coiled-coil domain-containing 40 isoform A [Chlorella sorokiniana], PRW44941.1 Coiled-coil domain-containing 40 isoform C [Chlorella sorokiniana]
OG0000063	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]	PRW50752.1 peroxisomal membrane PEX14-like isoform X1 [Chlorella sorokiniana]
OG0000064	KAF6248325.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW44490.1 translation initiation factor [Chlorella sorokiniana]
OG0000064	KAF6264244.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20747.1 Cullin-4 [Chlorella sorokiniana]
OG0000064	KAF6254705.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20452.1 cullin family [Chlorella sorokiniana]
OG0000065	KAF6258376.1 hypothetical protein COO60DRAFT_1126882 [Scenedesmus sp. NREL 46B-D3], KAF6261924.1 hypothetical protein COO60DRAFT_1636458 [Scenedesmus sp. NREL 46B-D3]	PRW50916.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
OG0000066	KAF6261945.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44580.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0000066	KAF6264487.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252592.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266257.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252593.1 hypothetical protein COO60DRAFT_516273 [Scenedesmus sp. NREL 46B-D3], KAF6251265.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57891.1 hypothetical protein C2E21_3748 [Chlorella sorokiniana]
OG0000069	KAF6260424.1 heat shock protein 83-like protein [Scenedesmus sp. NREL 46B-D3]	PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana], PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana], PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]
OG0000069	KAF6254785.1 heat shock protein 90C [Scenedesmus sp. NREL 46B-D3]	PRW20326.1 heat shock 90C isoform B [Chlorella sorokiniana], PRW20328.1 heat shock 90C isoform C [Chlorella sorokiniana], PRW20327.1 heat shock 90C isoform A [Chlorella sorokiniana]
OG0000069	KAF6264589.1 Hsp90 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58127.1 endoplasmin-like protein [Chlorella sorokiniana]
OG0000070	KAF6260112.1 hypothetical protein COO60DRAFT_1685835 [Scenedesmus sp. NREL 46B-D3]	PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana], PRW59660.1 cyclic nucleotide-binding [Chlorella sorokiniana], PRW57335.1 Potassium channel AKT1 [Chlorella sorokiniana], PRW57808.1 cyclic nucleotide-binding [Chlorella sorokiniana], PRW20924.1 potassium voltage-gated channel subfamily H member 6 isoform X1 [Chlorella sorokiniana], PRW33893.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]
OG0000071	KAF6254170.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW61198.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana], PRW61339.1 Pkinase-domain-containing [Chlorella sorokiniana], PRW57463.1 serine threonine kinase [Chlorella sorokiniana]
OG0000071	KAF6261155.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60879.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana]
OG0000073	KAF6252841.1 hypothetical protein COO60DRAFT_494549 [Scenedesmus sp. NREL 46B-D3]	PRW45604.1 cathepsin H [Chlorella sorokiniana], PRW45530.1 cathepsin h [Chlorella sorokiniana], PRW57488.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45427.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45707.1 Cathepsin [Chlorella sorokiniana], PRW56577.1 Cathepsin L [Chlorella sorokiniana], PRW56392.1 papain-like cysteine protease C1 [Chlorella sorokiniana], PRW45737.1 Maternal effect embryo arrest 18 [Chlorella sorokiniana], PRW21008.1 Cathepsin L [Chlorella sorokiniana]
OG0000074	KAF6263605.1 hypothetical protein COO60DRAFT_377479 [Scenedesmus sp. NREL 46B-D3], KAF6255024.1 hypothetical protein COO60DRAFT_258769 [Scenedesmus sp. NREL 46B-D3]	PRW20365.1 endonuclease 2 isoform X1 [Chlorella sorokiniana], PRW61163.1 hypothetical protein C2E21_0045 [Chlorella sorokiniana]
OG0000075	KAF6252032.1 hypothetical protein COO60DRAFT_562161 [Scenedesmus sp. NREL 46B-D3]	PRW51076.1 SET and MYND domain-containing [Chlorella sorokiniana], PRW51040.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW56765.1 HIT MYND zinc finger [Chlorella sorokiniana], PRW33761.1 Ankyrin repeat and MYND domain-containing 2 [Chlorella sorokiniana], PRW39186.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW60540.1 histone-lysine N-methyltransferase SET domain containing [Chlorella sorokiniana], PRW34056.1 Tudor domain-containing [Chlorella sorokiniana], PRW60245.1 MYND finger domain [Chlorella sorokiniana], PRW33583.1 cre-set-18 [Chlorella sorokiniana], PRW50838.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana], PRW32982.1 MSS51 mitochondrial [Chlorella sorokiniana]
OG0000076	KAF6256437.1 hypothetical protein COO60DRAFT_105305 [Scenedesmus sp. NREL 46B-D3]	PRW20388.1 acyl- --sterol O-acyltransferase 1-like isoform A [Chlorella sorokiniana], PRW20389.1 acyl- --sterol O-acyltransferase 1-like isoform B [Chlorella sorokiniana]
OG0000076	KAF6256436.1 hypothetical protein COO60DRAFT_105236 [Scenedesmus sp. NREL 46B-D3], KAF6265333.1 hypothetical protein COO60DRAFT_1479936 [Scenedesmus sp. NREL 46B-D3], KAF6255129.1 hypothetical protein COO60DRAFT_245175 [Scenedesmus sp. NREL 46B-D3], KAF6254652.1 hypothetical protein COO60DRAFT_296154 [Scenedesmus sp. NREL 46B-D3]	PRW60188.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana], PRW59291.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana], PRW57820.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana], PRW45129.1 Acyl- sterol acyl transferase [Chlorella sorokiniana], PRW56158.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana]
OG0000078	KAF6262869.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	PRW57277.1 phosphofructokinase family [Chlorella sorokiniana]
OG0000078	KAF6260633.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	PRW61573.1 phosphofructokinase family [Chlorella sorokiniana]
OG0000078	KAF6265494.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]	PRW56044.1 phosphofructokinase family isoform B [Chlorella sorokiniana], PRW56045.1 phosphofructokinase family isoform A [Chlorella sorokiniana], PRW58389.1 phosphofructokinase family [Chlorella sorokiniana]
OG0000079	KAF6255521.1 heat shock cognate 70 kDa protein 2 [Scenedesmus sp. NREL 46B-D3], KAF6257577.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]	PRW56493.1 heat shock 70 [Chlorella sorokiniana]
OG0000079	KAF6264590.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]	PRW58244.1 luminal-binding 5-like [Chlorella sorokiniana]
OG0000080	KAF6246275.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	PRW05945.1 MIS12-like protein [Chlorella sorokiniana], PRW51019.1 hypothetical protein C2E21_5409 [Chlorella sorokiniana], PRW50784.1 hypothetical protein C2E21_5410 [Chlorella sorokiniana], PRW56409.1 sulfotransferase [Chlorella sorokiniana], PRW61543.1 sulfotransferase [Chlorella sorokiniana], PRW44571.1 sulfotransferase [Chlorella sorokiniana]
OG0000081	KAF6260391.1 hypothetical protein COO60DRAFT_901798 [Scenedesmus sp. NREL 46B-D3]	PRW56561.1 non-ribosomal peptide synthetase [Chlorella sorokiniana]
OG0000081	KAF6252813.1 hypothetical protein COO60DRAFT_496525 [Scenedesmus sp. NREL 46B-D3]	PRW56611.1 putative sodium metabolite cotransporter chloroplastic [Chlorella sorokiniana]
OG0000082	KAF6250724.1 hypothetical protein COO60DRAFT_1646246 [Scenedesmus sp. NREL 46B-D3]	PRW60771.1 hypothetical protein C2E21_1229 [Chlorella sorokiniana]
OG0000083	KAF6254050.1 hypothetical protein COO60DRAFT_1286428 [Scenedesmus sp. NREL 46B-D3]	PRW56146.1 puromycin-sensitive aminopeptidase isoform X1 isoform B [Chlorella sorokiniana], PRW56145.1 puromycin-sensitive aminopeptidase isoform X1 isoform A [Chlorella sorokiniana]
OG0000083	KAF6266105.1 FAM91 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56133.1 hypothetical protein C2E21_5250 [Chlorella sorokiniana]
OG0000084	KAF6258715.1 cysteine synthase A [Scenedesmus sp. NREL 46B-D3]	PRW20938.1 Cysteine chloroplastic chromoplastic [Chlorella sorokiniana], PRW58555.1 Cysteine synthase [Chlorella sorokiniana], PRW56601.1 cysteine synthase A [Chlorella sorokiniana]
OG0000087	KAF6258900.1 hypothetical protein COO60DRAFT_1270418 [Scenedesmus sp. NREL 46B-D3], KAF6261972.1 hypothetical protein COO60DRAFT_1498627 [Scenedesmus sp. NREL 46B-D3]	PRW20801.1 peroxisomal membrane PMP22 [Chlorella sorokiniana]
OG0000087	KAF6261246.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251702.1 hexose-phosphate transporter_ major isoform [Scenedesmus sp. NREL 46B-D3]	PRW61348.1 hexose phosphate transport isoform B [Chlorella sorokiniana], PRW61349.1 hexose phosphate transport isoform A [Chlorella sorokiniana]
OG0000088	KAF6253445.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256496.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256488.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57773.1 pyruvate kinase isoform A [Chlorella sorokiniana], PRW57774.1 pyruvate kinase isoform B [Chlorella sorokiniana], PRW57775.1 pyruvate kinase isoform C [Chlorella sorokiniana]
OG0000089	KAF6256565.1 hypothetical protein COO60DRAFT_1702268 [Scenedesmus sp. NREL 46B-D3]	PRW60011.1 hypothetical protein C2E21_1691 [Chlorella sorokiniana]
OG0000089	KAF6262534.1 hypothetical protein COO60DRAFT_1624938 [Scenedesmus sp. NREL 46B-D3]	PRW56779.1 zinc finger CCHC domain-containing 10-like [Chlorella sorokiniana]
OG0000090	KAF6265090.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]	PRW44297.1 serine acetyltransferase [Chlorella sorokiniana]
OG0000090	KAF6252954.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]	PRW61457.1 serine acetyltransferase 2 [Chlorella sorokiniana]
OG0000090	KAF6251678.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW61310.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]
OG0000091	KAF6260461.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6260505.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254291.1 Metallo-dependent phosphatase [Scenedesmus sp. NREL 46B-D3]	PRW60266.1 Serine threonine- phosphatase 2A catalytic subunit beta isoform [Chlorella sorokiniana]
OG0000091	KAF6263500.1 serine/threonine-protein phosphatase PP2A-3 catalytic subunit [Scenedesmus sp. NREL 46B-D3]	PRW20366.1 serine threonine- phosphatase PP-X isozyme 2 [Chlorella sorokiniana]
OG0000091	KAF6254564.1 serine/threonine protein phosphatase 2A [Scenedesmus sp. NREL 46B-D3]	PRW20629.1 phytochrome-associated serine threonine- phosphatase 3-like [Chlorella sorokiniana]
OG0000092	KAF6258815.1 hypothetical protein COO60DRAFT_1638905 [Scenedesmus sp. NREL 46B-D3]	PRW39286.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0000092	KAF6250944.1 hypothetical protein COO60DRAFT_1298685 [Scenedesmus sp. NREL 46B-D3]	PRW61045.1 Aspartic peptidase [Chlorella sorokiniana]
OG0000093	KAF6258340.1 hypothetical protein COO60DRAFT_1284604 [Scenedesmus sp. NREL 46B-D3]	PRW57986.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW20784.1 Acetylserotonin O-methyltransferase [Chlorella sorokiniana], PRW39333.1 uridylate kinase [Chlorella sorokiniana], PRW57860.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Chlorella sorokiniana], PRW57909.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57724.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57916.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW58266.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana]
OG0000095	KAF6265709.1 digestive organ expansion factor [Scenedesmus sp. NREL 46B-D3]	PRW59313.1 U3 small nucleolar RNA-associated 25 [Chlorella sorokiniana]
OG0000095	KAF6251044.1 hypothetical protein COO60DRAFT_1645535 [Scenedesmus sp. NREL 46B-D3]	PRW44291.1 ABC transporter A family member 7-like isoform B [Chlorella sorokiniana], PRW44290.1 ABC transporter A family member 7-like isoform C [Chlorella sorokiniana]
OG0000096	KAF6263961.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6265156.1 hypothetical protein COO60DRAFT_1697984 [Scenedesmus sp. NREL 46B-D3]	PRW60015.1 ATP-binding cassette sub-family B member mitochondrial [Chlorella sorokiniana]
OG0000096	KAF6257345.1 hypothetical protein COO60DRAFT_1241922 [Scenedesmus sp. NREL 46B-D3], KAF6257343.1 hypothetical protein COO60DRAFT_1626853 [Scenedesmus sp. NREL 46B-D3]	PRW21097.1 ATP-binding cassette sub-family B member mitochondrial isoform B [Chlorella sorokiniana]
OG0000097	KAF6262645.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44590.1 CURVATURE THYLAKOID chloroplastic [Chlorella sorokiniana]
OG0000097	KAF6263411.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59626.1 CURVATURE THYLAKOID chloroplastic-like isoform B [Chlorella sorokiniana], PRW59627.1 CURVATURE THYLAKOID chloroplastic-like isoform A [Chlorella sorokiniana]
OG0000098	KAF6258954.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6252979.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PRW61160.1 malate mitochondrial isoform B [Chlorella sorokiniana], PRW61159.1 malate mitochondrial isoform A [Chlorella sorokiniana]
OG0000098	KAF6265692.1 malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PRW18311.1 malate glyoxysomal-like [Chlorella sorokiniana]
OG0000099	KAF6265438.1 endoglucanase 2 [Scenedesmus sp. NREL 46B-D3]	PRW57607.1 Endoglucanase A [Chlorella sorokiniana], PRW44265.1 Endoglucanase A [Chlorella sorokiniana]
OG0000099	KAF6264805.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59778.1 helicase-like transcription [Chlorella sorokiniana]
OG0000100	KAF6261137.1 chaperonin 60A [Scenedesmus sp. NREL 46B-D3]	PRW61294.1 ru large subunit-binding subunit alpha [Chlorella sorokiniana]
OG0000100	KAF6259379.1 chaperonin 60B2 [Scenedesmus sp. NREL 46B-D3]	PRW61354.1 ru large subunit-binding subunit chloroplastic isoform A [Chlorella sorokiniana], PRW61355.1 ru large subunit-binding subunit chloroplastic isoform B [Chlorella sorokiniana]
OG0000101	KAF6258649.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6249832.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW61387.1 ATP-dependent Clp protease ATP-binding subunit-like protein chloroplastic [Chlorella sorokiniana]
OG0000101	KAF6256690.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]	PRW59843.1 ATP-dependent chaperone [Chlorella sorokiniana]
