Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0000039	PSC67352.1 band 7 isoform B [Micractinium conductrix], PSC67351.1 band 7 isoform A [Micractinium conductrix]	KAF6254769.1 pectin lyase fold/virulence factor_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000040	PSC77018.1 ankyrin repeat and MYND domain-containing [Micractinium conductrix], PSC67560.1 hypothetical protein C2E20_8769 [Micractinium conductrix], PSC73204.1 hypothetical protein C2E20_3582 [Micractinium conductrix]	KAF6260197.1 hypothetical protein COO60DRAFT_1507980 [Scenedesmus sp. NREL 46B-D3]
OG0000041	PSC77010.1 leucine-rich repeat containing [Micractinium conductrix], PSC70833.1 disease resistance RGA3 [Micractinium conductrix], PSC75388.1 zinc finger protein [Micractinium conductrix], PSC71860.1 LRR protein [Micractinium conductrix], PSC75505.1 Leucine rich repeat [Micractinium conductrix], PSC75755.1 popC [Micractinium conductrix]	KAF6263524.1 hypothetical protein COO60DRAFT_413862 [Scenedesmus sp. NREL 46B-D3], KAF6251517.1 hypothetical protein COO60DRAFT_608923 [Scenedesmus sp. NREL 46B-D3]
OG0000042	PSC76970.1 sodium phosphate symporter [Micractinium conductrix], PSC68171.1 Phosphate-repressible phosphate permease isoform B [Micractinium conductrix], PSC68172.1 Phosphate-repressible phosphate permease isoform A [Micractinium conductrix]	KAF6263080.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3], KAF6256603.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3], KAF6259740.1 sodium/phosphate symporter [Scenedesmus sp. NREL 46B-D3], KAF6251745.1 phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262371.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3]
OG0000042	PSC72363.1 sodium phosphate symporter [Micractinium conductrix], PSC76268.1 sodium phosphate symporter [Micractinium conductrix]	KAF6250657.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3], KAF6252255.1 phosphate transporter [Scenedesmus sp. NREL 46B-D3]
OG0000043	PSC73588.1 putative alpha-glucosidase isoform X1 [Micractinium conductrix], PSC70424.1 alpha-xylosidase 1 [Micractinium conductrix]	KAF6262255.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264757.1 glycosyl hydrolases family 31-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253912.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262828.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254921.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258268.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256155.1 glycosyl hydrolases family 31-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000044	PSC72258.1 26S proteasome non-ATPase regulatory subunit 5 [Micractinium conductrix]	KAF6250838.1 hypothetical protein COO60DRAFT_1566477 [Scenedesmus sp. NREL 46B-D3], KAF6252628.1 hypothetical protein COO60DRAFT_1552102 [Scenedesmus sp. NREL 46B-D3]
OG0000044	PSC68320.1 retroelement pol poly [Micractinium conductrix]	KAF6258012.1 hypothetical protein COO60DRAFT_1164663 [Scenedesmus sp. NREL 46B-D3]
OG0000046	PSC69555.1 serine threonine-kinase [Micractinium conductrix], PSC74771.1 serine threonine-kinase [Micractinium conductrix], PSC74773.1 putative LRR receptor-like serine threonine-kinase [Micractinium conductrix], PSC75307.1 Serine threonine-kinase CTR1 [Micractinium conductrix], PSC67144.1 Serine threonine-kinase CTR1 [Micractinium conductrix], PSC75471.1 surface antigen [Micractinium conductrix]	KAF6253266.1 hypothetical protein COO60DRAFT_434274 [Scenedesmus sp. NREL 46B-D3]
OG0000048	PSC75375.1 hypothetical protein C2E20_1285 [Micractinium conductrix], PSC75638.1 hypothetical protein C2E20_1286 [Micractinium conductrix], PSC75775.1 hypothetical protein C2E20_1281 [Micractinium conductrix]	KAF6256083.1 oxygen-evolving enhancer protein 3_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0000049	PSC75423.1 ubiquitin-like-specific protease 2A [Micractinium conductrix]	KAF6254669.1 hypothetical protein COO60DRAFT_296766 [Scenedesmus sp. NREL 46B-D3]
OG0000049	PSC71619.1 translation initiation factor fusion with methylthioribose kinase [Micractinium conductrix]	KAF6251092.1 eukaryotic translation initiation factor 2B alpha [Scenedesmus sp. NREL 46B-D3]
OG0000050	PSC74666.1 UPF0187 chloroplastic [Micractinium conductrix], PSC76825.1 UPF0187 chloroplastic [Micractinium conductrix], PSC67432.1 UPF0187 chloroplastic [Micractinium conductrix], PSC74369.1 UPF0187 chloroplastic [Micractinium conductrix], PSC75582.1 UPF0187 chloroplastic [Micractinium conductrix], PSC75313.1 hypothetical protein C2E20_1391 [Micractinium conductrix], PSC75458.1 UPF0187 chloroplastic [Micractinium conductrix]	KAF6265287.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000051	PSC75850.1 MATE efflux family [Micractinium conductrix], PSC70081.1 MATE efflux family [Micractinium conductrix], PSC70154.1 MATE efflux family [Micractinium conductrix], PSC71531.1 MATE efflux family [Micractinium conductrix]	KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000052	PSC70432.1 zinc finger protein [Micractinium conductrix]	KAF6255529.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3], KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]
OG0000053	PSC67318.1 hypothetical protein C2E20_8998 [Micractinium conductrix]	KAF6250886.1 hypothetical protein COO60DRAFT_716489 [Scenedesmus sp. NREL 46B-D3], KAF6252373.1 hypothetical protein COO60DRAFT_528924 [Scenedesmus sp. NREL 46B-D3], KAF6254766.1 hypothetical protein COO60DRAFT_1272940 [Scenedesmus sp. NREL 46B-D3], KAF6256207.1 hypothetical protein COO60DRAFT_1461782 [Scenedesmus sp. NREL 46B-D3], KAF6262087.1 hypothetical protein COO60DRAFT_1699500 [Scenedesmus sp. NREL 46B-D3], KAF6262064.1 hypothetical protein COO60DRAFT_1699492 [Scenedesmus sp. NREL 46B-D3], KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3], KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3], KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]
OG0000055	PSC69755.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]
OG0000055	PSC75199.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]
OG0000055	PSC77032.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]
OG0000055	PSC69744.1 collagen alpha-6_VI_ chain-like isoform X2 [Micractinium conductrix]	KAF6259499.1 hypothetical protein COO60DRAFT_1700790 [Scenedesmus sp. NREL 46B-D3]
OG0000059	PSC71846.1 putative GTP-binding [Micractinium conductrix]	KAF6264360.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000059	PSC69152.1 cobalamin biosynthesis [Micractinium conductrix]	KAF6264285.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000060	PSC71834.1 LOV domain-containing isoform A [Micractinium conductrix], PSC71833.1 LOV domain-containing isoform B [Micractinium conductrix], PSC73702.1 LOV domain-containing [Micractinium conductrix]	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]
OG0000060	PSC71674.1 hypothetical protein C2E20_4892 [Micractinium conductrix]	KAF6250815.1 hypothetical protein COO60DRAFT_1298823 [Scenedesmus sp. NREL 46B-D3]
OG0000062	PSC74407.1 Calcium-dependent kinase 23 isoform 1 [Micractinium conductrix]	KAF6251143.1 hypothetical protein COO60DRAFT_1562987 [Scenedesmus sp. NREL 46B-D3], KAF6265278.1 EF-hand [Scenedesmus sp. NREL 46B-D3]
OG0000062	PSC67537.1 Coiled-coil domain-containing 40 [Micractinium conductrix]	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]
OG0000063	PSC69773.1 Peroxisomal membrane PEX14 [Micractinium conductrix]	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]
OG0000064	PSC75863.1 translation initiation factor [Micractinium conductrix]	KAF6248325.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000064	PSC74717.1 cullin 4 [Micractinium conductrix]	KAF6264244.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000064	PSC70166.1 cullin 3 [Micractinium conductrix]	KAF6254705.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000065	PSC72052.1 Inner membrane [Micractinium conductrix], PSC71970.1 Inner membrane [Micractinium conductrix], PSC71926.1 Inner membrane [Micractinium conductrix], PSC68974.1 cation symporter [Micractinium conductrix]	KAF6256829.1 GPR1/FUN34/yaaH family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000066	PSC75618.1 MFS transporter [Micractinium conductrix]	KAF6261945.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	PSC75952.1 heat shock 83 [Micractinium conductrix]	KAF6260424.1 heat shock protein 83-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	PSC74731.1 heat shock 90C [Micractinium conductrix]	KAF6254785.1 heat shock protein 90C [Scenedesmus sp. NREL 46B-D3]
OG0000069	PSC75445.1 endoplasmin-like protein [Micractinium conductrix]	KAF6264589.1 Hsp90 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000070	PSC73713.1 squamosa promoter-binding 11 [Micractinium conductrix], PSC69450.1 cyclic nucleotide-binding [Micractinium conductrix], PSC68857.1 Potassium channel AKT1 [Micractinium conductrix], PSC69222.1 dihydrolipoamide succinyltransferase [Micractinium conductrix]	KAF6260112.1 hypothetical protein COO60DRAFT_1685835 [Scenedesmus sp. NREL 46B-D3]
OG0000071	PSC74088.1 CAMK CAMK1 kinase [Micractinium conductrix]	KAF6254170.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000071	PSC73989.1 CAMK CAMK1 kinase [Micractinium conductrix]	KAF6261155.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000073	PSC74345.1 Thiol protease aleurain-like [Micractinium conductrix], PSC74018.1 cathepsin L [Micractinium conductrix], PSC74150.1 cathepsin L1D [Micractinium conductrix], PSC67255.1 cathepsin L 1 precursor [Micractinium conductrix], PSC75510.1 oryzain gamma chain [Micractinium conductrix], PSC76854.1 papain family cysteine protease [Micractinium conductrix], PSC68631.1 hypothetical protein C2E20_7797 [Micractinium conductrix]	KAF6252841.1 hypothetical protein COO60DRAFT_494549 [Scenedesmus sp. NREL 46B-D3]
OG0000074	PSC74182.1 UPF0160 -like [Micractinium conductrix]	KAF6263605.1 hypothetical protein COO60DRAFT_377479 [Scenedesmus sp. NREL 46B-D3], KAF6255024.1 hypothetical protein COO60DRAFT_258769 [Scenedesmus sp. NREL 46B-D3]
OG0000074	PSC69558.1 WD40-like Beta Propeller [Micractinium conductrix]	KAF6257342.1 GPI transamidase subunit PIG-U-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000075	PSC68948.1 orotidine 5 -phosphate decarboxylase [Micractinium conductrix], PSC73095.1 MYND finger [Micractinium conductrix], PSC71190.1 histone-lysine N-methyltransferase SMYD3-like [Micractinium conductrix], PSC70015.1 tudor domain-containing 1 [Micractinium conductrix], PSC73249.1 hypothetical protein C2E20_3337 [Micractinium conductrix], PSC73066.1 ankyrin [Micractinium conductrix], PSC72948.1 ankyrin [Micractinium conductrix]	KAF6252032.1 hypothetical protein COO60DRAFT_562161 [Scenedesmus sp. NREL 46B-D3]
OG0000076	PSC74403.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Micractinium conductrix]	KAF6256437.1 hypothetical protein COO60DRAFT_105305 [Scenedesmus sp. NREL 46B-D3]
OG0000076	PSC73168.1 hypothetical protein C2E20_3736 [Micractinium conductrix], PSC70830.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix], PSC74393.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix]	KAF6256436.1 hypothetical protein COO60DRAFT_105236 [Scenedesmus sp. NREL 46B-D3], KAF6265333.1 hypothetical protein COO60DRAFT_1479936 [Scenedesmus sp. NREL 46B-D3], KAF6255129.1 hypothetical protein COO60DRAFT_245175 [Scenedesmus sp. NREL 46B-D3], KAF6254652.1 hypothetical protein COO60DRAFT_296154 [Scenedesmus sp. NREL 46B-D3]
OG0000078	PSC70696.1 phosphofructokinase family [Micractinium conductrix]	KAF6262869.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000078	PSC73510.1 phosphofructokinase family [Micractinium conductrix]	KAF6260633.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000078	PSC69047.1 phosphofructokinase family [Micractinium conductrix]	KAF6265494.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000079	PSC74693.1 heat shock 70 [Micractinium conductrix]	KAF6255521.1 heat shock cognate 70 kDa protein 2 [Scenedesmus sp. NREL 46B-D3], KAF6257577.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000079	PSC75643.1 luminal-binding 5 [Micractinium conductrix]	KAF6264590.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000080	PSC67215.1 hypothetical protein C2E20_9098 [Micractinium conductrix], PSC75434.1 sulfotransferase [Micractinium conductrix], PSC75294.1 hypothetical protein C2E20_1071 [Micractinium conductrix], PSC68517.1 sulfotransferase [Micractinium conductrix], PSC68100.1 deacetylase sulfotransferase [Micractinium conductrix], PSC68106.1 sulfotransferase [Micractinium conductrix], PSC68491.1 sulfotransferase [Micractinium conductrix]	KAF6246275.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000081	PSC72573.1 acyl-activating enzyme 19 [Micractinium conductrix]	KAF6260391.1 hypothetical protein COO60DRAFT_901798 [Scenedesmus sp. NREL 46B-D3]
OG0000081	PSC68872.1 BASS family transporter_ sodium ion bile [Micractinium conductrix], PSC76757.1 BASS family transporter_ sodium ion bile [Micractinium conductrix], PSC73541.1 sodium Bile acid symporter family [Micractinium conductrix]	KAF6262689.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251311.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255745.1 putative sodium bile acid cotransporter [Scenedesmus sp. NREL 46B-D3], KAF6235189.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000082	PSC73133.1 kinase-like [Micractinium conductrix]	KAF6255864.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255804.1 NimA-related protein kinase 4 [Scenedesmus sp. NREL 46B-D3]
OG0000083	PSC69009.1 puromycin-sensitive aminopeptidase isoform X1 [Micractinium conductrix]	KAF6254050.1 hypothetical protein COO60DRAFT_1286428 [Scenedesmus sp. NREL 46B-D3]
OG0000084	PSC70307.1 cysteine synthase [Micractinium conductrix]	KAF6253481.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3]
OG0000084	PSC69513.1 cysteine synthase [Micractinium conductrix], PSC69447.1 cysteine synthase [Micractinium conductrix], PSC72523.1 cysteine synthase A [Micractinium conductrix]	KAF6258715.1 cysteine synthase A [Scenedesmus sp. NREL 46B-D3]
OG0000085	PSC74374.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 [Micractinium conductrix], PSC74894.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like [Micractinium conductrix], PSC67035.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69051.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67335.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67165.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76837.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72148.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68864.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC70759.1 hypothetical protein C2E20_5837 [Micractinium conductrix], PSC68264.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72179.1 NLR family member X1 isoform X1 [Micractinium conductrix], PSC67265.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67479.1 xylose [Micractinium conductrix], PSC67767.1 isochorismate synthase [Micractinium conductrix], PSC76296.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69708.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68954.1 hypothetical protein C2E20_7492 [Micractinium conductrix], PSC71430.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76086.1 serine threonine [Micractinium conductrix], PSC68887.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC71951.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76423.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68475.1 Tcr1 transposon ORF2 [Micractinium conductrix]	KAF6260345.1 NADH dehydrogenase 1 alpha subcomplex assembly factor 3 [Scenedesmus sp. NREL 46B-D3]
