Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_KRBP
OG0002900	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]	QAXK01000573.1_11483-12681
OG0002903	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01008701.1_3697-2030
OG0002915	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000080.1_1794-5623
OG0002916	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01010627.1_8219-6389
OG0002918	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]	QAXK01005102.1_8833-5901
OG0002927	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]	QAXK01012487.1_1571-2566
OG0002931	EIE19717.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01009697.1_3987-6949
OG0002938	EIE27699.1 hypothetical protein COCSUDRAFT_52243 [Coccomyxa subellipsoidea C-169]	QAXK01014057.1_8141-7852
OG0002940	EIE21914.1 hypothetical protein COCSUDRAFT_53890 [Coccomyxa subellipsoidea C-169]	QAXK01000147.1_17903-18595
OG0002946	EIE21950.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01002261.1_40148-34742
OG0002948	EIE27779.1 DUF544-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01005661.1_3614-5576
OG0002955	EIE21997.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	QAXK01003496.1_4117-1328
OG0002962	EIE23141.1 rab GDP dissociation inhibitor protein [Coccomyxa subellipsoidea C-169]	QAXK01002423.1_4870-1549
OG0002965	EIE24667.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]	QAXK01009311.1_5086-9550
OG0002969	EIE23117.1 hypothetical protein COCSUDRAFT_66171 [Coccomyxa subellipsoidea C-169]	QAXK01007111.1_9724-10631
OG0002971	EIE25826.1 cornichon-like protein [Coccomyxa subellipsoidea C-169]	QAXK01004485.1_1816-3388
OG0002974	EIE26055.1 acyltransferase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000635.1_9875-7571
OG0002988	EIE21343.1 terpenoid synthase [Coccomyxa subellipsoidea C-169]	QAXK01005019.1_7837-6195
OG0002994	EIE21712.1 GINS complex_ Psf2 component [Coccomyxa subellipsoidea C-169]	QAXK01008641.1_5826-4936
OG0002996	EIE24293.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01008356.1_1994-1323
OG0003000	EIE24032.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01018219.1_153-1479
OG0003006	EIE24335.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01009127.1_2830-5632
OG0003009	EIE24669.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001726.1_8268-6818
OG0003011	EIE27496.1 MOSC-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE27495.1 hypothetical protein COCSUDRAFT_39151 [Coccomyxa subellipsoidea C-169]	QAXK01014149.1_4580-2650
OG0003015	EIE23608.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	QAXK01017394.1_3188-4
OG0003017	EIE26705.1 hypothetical protein COCSUDRAFT_64621 [Coccomyxa subellipsoidea C-169]	QAXK01001070.1_5974-4798
OG0003026	EIE19156.1 TLD-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001672.1_6564-5317
OG0003036	EIE25444.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000724.1_14653-15848
OG0003041	EIE25600.1 hypothetical protein COCSUDRAFT_28145 [Coccomyxa subellipsoidea C-169]	QAXK01001704.1_7113-6556
OG0003042	EIE21093.1 DUF1620-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01014526.1_3534-6424
OG0003049	EIE23739.1 phosphatidate cytidylyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01005731.1_3330-6743
OG0003059	EIE26775.1 Adaptor protein complex sigma subunit [Coccomyxa subellipsoidea C-169]	QAXK01007133.1_7499-8797
OG0003064	EIE21990.1 pyridoxamine 5'-phosphate oxidase [Coccomyxa subellipsoidea C-169]	QAXK01005457.1_8974-4681
OG0003068	EIE27261.1 cytochrome oxidase assembly [Coccomyxa subellipsoidea C-169]	QAXK01015536.1_9170-6903
OG0003075	EIE27200.1 HAD-like protein [Coccomyxa subellipsoidea C-169]	QAXK01016351.1_22-2386
OG0003087	EIE20856.1 Poly_A_ polymerase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003513.1_13194-9646
OG0003091	EIE27049.1 terpenoid synthase [Coccomyxa subellipsoidea C-169]	QAXK01014943.1_5708-4249
OG0003097	EIE24740.1 hypothetical protein COCSUDRAFT_14039_ partial [Coccomyxa subellipsoidea C-169]	QAXK01008899.1_16518-18484
OG0003105	EIE22752.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001158.1_6748-4261
OG0003107	EIE20035.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01014862.1_4087-1458
OG0003111	EIE24596.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01008798.1_739-2238
OG0003123	EIE23807.1 hypothetical protein COCSUDRAFT_29024 [Coccomyxa subellipsoidea C-169]	QAXK01008567.1_4740-6650
OG0003125	EIE23920.1 putative ubiquinone/menaquinone biosynthesis methyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01001243.1_11567-10056
OG0003126	EIE18827.1 stabilizer of iron transporter SufD [Coccomyxa subellipsoidea C-169]	QAXK01016483.1_12203-9679
OG0003127	EIE19274.1 isopentenyl transferase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01017290.1_11269-8021
OG0003129	EIE21643.1 hypothetical protein COCSUDRAFT_24771 [Coccomyxa subellipsoidea C-169]	QAXK01002314.1_19744-18688
OG0003133	EIE24733.1 hypothetical protein COCSUDRAFT_36053 [Coccomyxa subellipsoidea C-169]	QAXK01000525.1_12654-17162
OG0003137	EIE20294.1 nagb/rpia/CoA transferase-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001082.1_3989-724
OG0003142	EIE24542.1 hypothetical protein COCSUDRAFT_14525 [Coccomyxa subellipsoidea C-169]	QAXK01011367.1_1094-2688
OG0003148	EIE26892.1 DUF367-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01012193.1_12536-14034
OG0003149	EIE22759.1 photosystem II S4 domain protein [Coccomyxa subellipsoidea C-169]	QAXK01012663.1_1560-2913
OG0003151	EIE26891.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]	QAXK01010249.1_1617-3048
OG0003152	EIE19464.1 BOP1NT-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003852.1_5090-8561
OG0003157	EIE20299.1 putative thioredoxin-like 2 variant 3_ partial [Coccomyxa subellipsoidea C-169]	QAXK01018936.1_2-1001
OG0003160	EIE26065.1 Actin/actin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01000595.1_5567-8159
OG0003164	EIE22637.1 tRNA methyltransferase complex GCD14 subunit_ partial [Coccomyxa subellipsoidea C-169]	QAXK01009877.1_4970-2684
OG0003167	EIE26884.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	QAXK01014051.1_13887-12133
OG0003172	EIE22422.1 vacuolar ATP synthase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000415.1_5823-6484
OG0003191	EIE25647.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01004389.1_4946-6334
OG0003196	EIE25681.1 putative chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Coccomyxa subellipsoidea C-169]	QAXK01000596.1_17342-21595
OG0003197	EIE20882.1 Sec34-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003298.1_5048-551
OG0003198	EIE22475.1 26S proteasome regulatory complex_ non-ATPase subcomplex_ Rpn2/Psmd1 subunit [Coccomyxa subellipsoidea C-169]	QAXK01002898.1_4695-10345
OG0003204	EIE25515.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]	QAXK01006378.1_2719-127
OG0003209	EIE22418.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01011390.1_6757-10508
OG0003212	EIE23722.1 hypothetical protein COCSUDRAFT_15468_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003629.1_5946-3703
OG0003217	EIE23827.1 DUF814-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01017651.1_111-3535
OG0003218	EIE21576.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	QAXK01003131.1_36278-34367
OG0003219	EIE21930.1 SEP-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25240.1 ubiquitin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01002499.1_5466-6313
OG0003220	EIE21475.1 eukaryotic type KH-domain _KH-domain type I_ [Coccomyxa subellipsoidea C-169]	QAXK01004108.1_13829-15654
OG0003226	EIE22948.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01003220.1_8522-13953
OG0003227	EIE23184.1 Creatinase/aminopeptidase [Coccomyxa subellipsoidea C-169]	QAXK01003375.1_5219-43
OG0003230	EIE25473.1 F1F0 ATP synthase gamma subunit [Coccomyxa subellipsoidea C-169]	QAXK01000382.1_1570-3458
OG0003235	EIE18931.1 nicotinate-nucleotide diphosphorylase [Coccomyxa subellipsoidea C-169]	QAXK01014478.1_11654-8522
OG0003239	EIE23211.1 hypothetical protein COCSUDRAFT_23829_ partial [Coccomyxa subellipsoidea C-169]	QAXK01009911.1_3900-1880
OG0003243	EIE26520.1 Deoxyhypusine synthase [Coccomyxa subellipsoidea C-169]	QAXK01012462.1_308-2720
OG0003245	EIE24419.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01014831.1_1377-156
OG0003248	EIE21503.1 acyl-CoA N-acyltransferase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003339.1_1231-2678
OG0003249	EIE24072.1 DUF37-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001710.1_3704-3307
OG0003250	EIE26846.1 hypothetical protein COCSUDRAFT_52476 [Coccomyxa subellipsoidea C-169]	QAXK01003319.1_3618-13354
OG0003251	EIE22254.1 UVR3 AtUVR3-like 6-4 DNA photolyase protein [Coccomyxa subellipsoidea C-169]	QAXK01015706.1_7236-11105
OG0003252	EIE18222.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	QAXK01000655.1_17305-22319
OG0003253	EIE22290.1 PsaB RNA binding protein [Coccomyxa subellipsoidea C-169]	QAXK01000965.1_18464-16425
OG0003254	EIE21322.1 hypothetical protein COCSUDRAFT_53962 [Coccomyxa subellipsoidea C-169]	QAXK01000983.1_27514-29192
OG0003255	EIE26071.1 glutathione S-transferase [Coccomyxa subellipsoidea C-169]	QAXK01010066.1_5264-7166
OG0003256	EIE21108.1 HD repeat domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01014762.1_15208-13635
OG0003257	EIE22853.1 hypothetical protein COCSUDRAFT_42441 [Coccomyxa subellipsoidea C-169]	QAXK01001567.1_22308-20679
OG0003258	EIE23291.1 peptidase C12_ ubiquitin carboxyl-terminal hydrolase 1 [Coccomyxa subellipsoidea C-169]	QAXK01005019.1_6054-4921
OG0003259	EIE20840.1 ribosomal protein L23a component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	QAXK01003400.1_3813-5064
OG0003357	EIE26236.1 hypothetical protein COCSUDRAFT_83611 [Coccomyxa subellipsoidea C-169]	QAXK01001354.1_4891-5217
OG0003361	EIE27826.1 hypothetical protein COCSUDRAFT_83446 [Coccomyxa subellipsoidea C-169]	QAXK01008796.1_1534-1839
OG0003363	EIE19028.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	QAXK01009044.1_6855-8605
OG0003365	EIE18775.1 hypothetical protein COCSUDRAFT_45231 [Coccomyxa subellipsoidea C-169]	QAXK01013436.1_3075-257
OG0003376	EIE19024.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]	QAXK01015973.1_3186-2635
OG0003378	EIE18766.1 ribosomal protein S11 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	QAXK01007832.1_7613-8663
OG0003389	EIE27017.1 hypothetical protein COCSUDRAFT_83576 [Coccomyxa subellipsoidea C-169]	QAXK01000807.1_2417-1282
OG0003390	EIE26630.1 hypothetical protein COCSUDRAFT_46165 [Coccomyxa subellipsoidea C-169]	QAXK01002975.1_1945-3061
OG0003400	EIE25994.1 terpenoid cyclases/Protein prenyltransferase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01011269.1_6226-3244
OG0003427	EIE23524.1 hypothetical protein COCSUDRAFT_47329 [Coccomyxa subellipsoidea C-169]	QAXK01017428.1_6517-5288
OG0003452	EIE18578.1 hypothetical protein COCSUDRAFT_20594 [Coccomyxa subellipsoidea C-169]	QAXK01012596.1_9132-5856
OG0003460	EIE26728.1 hypothetical protein COCSUDRAFT_46205 [Coccomyxa subellipsoidea C-169]	QAXK01010334.1_16568-22208
OG0003462	EIE19929.1 hypothetical protein COCSUDRAFT_54502 [Coccomyxa subellipsoidea C-169]	QAXK01004703.1_12039-13879
OG0003465	EIE20899.1 ribosomal protein L17 [Coccomyxa subellipsoidea C-169]	QAXK01007075.1_15495-16375
OG0003474	EIE21701.1 L30e-like protein [Coccomyxa subellipsoidea C-169]	QAXK01010270.1_2969-2237
OG0003481	EIE24633.1 hypothetical protein COCSUDRAFT_53022 [Coccomyxa subellipsoidea C-169]	QAXK01002106.1_10876-11265
OG0003502	EIE21105.1 RNA polymerase II subunit B7 [Coccomyxa subellipsoidea C-169]	QAXK01000365.1_3565-4942
OG0003509	EIE23069.1 component of TRAPP complex [Coccomyxa subellipsoidea C-169]	QAXK01011852.1_1562-2354
OG0003538	EIE25558.1 hypothetical protein COCSUDRAFT_28103 [Coccomyxa subellipsoidea C-169]	QAXK01008337.1_3990-5243
OG0003540	EIE26020.1 ribosomal protein L14 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	QAXK01001088.1_16015-14943
OG0003568	EIE25654.1 hypothetical protein COCSUDRAFT_12782 [Coccomyxa subellipsoidea C-169]	QAXK01002228.1_1968-3201
OG0003579	EIE23946.1 hypothetical protein COCSUDRAFT_65659 [Coccomyxa subellipsoidea C-169]	QAXK01005668.1_9092-7561
OG0003597	EIE26543.1 hypothetical protein COCSUDRAFT_39611 [Coccomyxa subellipsoidea C-169]	QAXK01004574.1_6183-8163
OG0003598	EIE24135.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002968.1_5239-542
OG0003601	EIE22220.1 transport protein particle component [Coccomyxa subellipsoidea C-169]	QAXK01016048.1_1933-545
OG0003625	EIE23559.1 putative indole-3-glycerol phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001997.1_7467-5438
OG0003643	EIE21410.1 terpenoid cyclases/Protein prenyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01000249.1_16165-13537
OG0003644	EIE21558.1 UV excision repair protein Rad23 [Coccomyxa subellipsoidea C-169]	QAXK01008360.1_3542-5458
OG0003666	EIE23309.1 hypothetical protein COCSUDRAFT_66262 [Coccomyxa subellipsoidea C-169]	QAXK01003616.1_6090-7285
OG0003671	EIE18483.1 hypothetical protein COCSUDRAFT_38586 [Coccomyxa subellipsoidea C-169]	QAXK01000459.1_9787-9028
OG0003672	EIE19008.1 hypothetical protein COCSUDRAFT_83598_ partial [Coccomyxa subellipsoidea C-169]	QAXK01004402.1_2407-3301
OG0003677	EIE23460.1 hypothetical protein COCSUDRAFT_28851 [Coccomyxa subellipsoidea C-169]	QAXK01010442.1_6499-5620
OG0003687	EIE25868.1 DUF1279-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01006494.1_1594-1032
OG0003693	EIE19849.1 Suf-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003706.1_3896-8573
OG0003697	EIE24767.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01004373.1_28195-25392
OG0003713	EIE27001.1 Trm112p-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002432.1_4248-4930
OG0003731	EIE20943.1 hypothetical protein COCSUDRAFT_43807 [Coccomyxa subellipsoidea C-169]	QAXK01017356.1_2411-500
OG0003744	EIE23340.1 hypothetical protein COCSUDRAFT_33050 [Coccomyxa subellipsoidea C-169]	QAXK01009613.1_9396-10310
OG0003746	EIE26153.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01004123.1_13625-15399
OG0003755	EIE26364.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	QAXK01002565.1_12559-10828
OG0003771	EIE24785.1 hypothetical protein COCSUDRAFT_14019_ partial [Coccomyxa subellipsoidea C-169]	QAXK01010052.1_3190-4640
OG0003773	EIE19416.1 hypothetical protein COCSUDRAFT_58702 [Coccomyxa subellipsoidea C-169]	QAXK01014932.1_4139-2485
OG0003784	EIE23829.1 ribosomal protein L24 [Coccomyxa subellipsoidea C-169]	QAXK01007229.1_11545-10178
OG0003794	EIE22352.1 phosphoserine aminotransferase [Coccomyxa subellipsoidea C-169]	QAXK01000557.1_206-3811
OG0003801	EIE24269.1 hypothetical protein COCSUDRAFT_28720 [Coccomyxa subellipsoidea C-169]	QAXK01000515.1_19189-19853
OG0003813	EIE24268.1 hypothetical protein COCSUDRAFT_36350 [Coccomyxa subellipsoidea C-169]	QAXK01000036.1_13891-8955
OG0003824	EIE27518.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001158.1_26014-28604
OG0003838	EIE20962.1 Cwf15/Cwc15 cell cycle control protein [Coccomyxa subellipsoidea C-169]	QAXK01001081.1_3765-5510
OG0003841	EIE20763.1 hypothetical protein COCSUDRAFT_67222 [Coccomyxa subellipsoidea C-169]	QAXK01006012.1_2971-2223
OG0003847	EIE23431.1 Yip1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000325.1_43378-42220
OG0003849	EIE26557.1 ICMT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01010227.1_9762-8151
OG0003850	EIE25916.1 DUF185-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003563.1_5026-2636
OG0003861	EIE23304.1 hypothetical protein COCSUDRAFT_15746_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001160.1_34552-35942
OG0003904	EIE20105.1 20S proteasome alpha subunit C [Coccomyxa subellipsoidea C-169]	QAXK01003852.1_2138-563
OG0003944	EIE18177.1 DUF1000-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01005846.1_7514-8614
OG0003947	EIE21057.1 hypothetical protein COCSUDRAFT_67053 [Coccomyxa subellipsoidea C-169]	QAXK01000042.1_9232-7900
OG0003954	EIE22114.1 Nucleotidylyl transferase [Coccomyxa subellipsoidea C-169]	QAXK01004732.1_20335-21271
OG0003958	EIE20095.1 eukaryotic rRNA processing [Coccomyxa subellipsoidea C-169]	QAXK01001698.1_16624-15571
OG0003964	EIE25670.1 small molecular heat shock protein 10 [Coccomyxa subellipsoidea C-169]	QAXK01001551.1_63875-64499
OG0003973	EIE22197.1 Sybindin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01005150.1_10239-11440
OG0003976	EIE25183.1 hypothetical protein COCSUDRAFT_61425 [Coccomyxa subellipsoidea C-169]	QAXK01008391.1_3155-4981
OG0003980	EIE21184.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001710.1_16426-15281
OG0003985	EIE26731.1 DUF803-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01006679.1_5844-7981
OG0003999	EIE27281.1 translational inhibitor protein [Coccomyxa subellipsoidea C-169]	QAXK01017848.1_6990-5867
OG0004036	EIE25355.1 NUD24_ARATH Nudix hydrolase 24 chloroplast precursor [Coccomyxa subellipsoidea C-169]	QAXK01001182.1_6681-8037
OG0004052	EIE20920.1 14 kDa subunit of cytochrome bd ubiquinol oxidase [Coccomyxa subellipsoidea C-169]	QAXK01018827.1_2147-2783
OG0004119	EIE24042.1 Dom34 protein [Coccomyxa subellipsoidea C-169]	QAXK01011975.1_26427-25164
OG0004127	EIE23701.1 small nucleolar ribonucleo protein U3 component [Coccomyxa subellipsoidea C-169]	QAXK01002477.1_12495-11499
OG0004131	EIE22474.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	QAXK01008931.1_8768-10630
OG0004161	EIE21000.1 DUF1365-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003741.1_3586-2152
OG0004173	EIE21179.1 hypothetical protein COCSUDRAFT_48306 [Coccomyxa subellipsoidea C-169]	QAXK01003131.1_14822-17632
OG0004184	EIE22999.1 putative carboxypeptidase [Coccomyxa subellipsoidea C-169]	QAXK01001360.1_2587-7675
OG0004188	EIE22372.1 hypothetical protein COCSUDRAFT_37026 [Coccomyxa subellipsoidea C-169]	QAXK01000965.1_13792-15638
OG0004195	EIE19844.1 hypothetical protein COCSUDRAFT_34111 [Coccomyxa subellipsoidea C-169]	QAXK01002159.1_9033-7570
OG0004221	EIE25486.1 proteasome maturation factor UMP1 [Coccomyxa subellipsoidea C-169]	QAXK01006710.1_2565-2167
OG0004222	EIE19603.1 hypothetical protein COCSUDRAFT_67716 [Coccomyxa subellipsoidea C-169]	QAXK01017090.1_773-1260
OG0004223	EIE20944.1 hypothetical protein COCSUDRAFT_57486 [Coccomyxa subellipsoidea C-169]	QAXK01019447.1_2073-2396
OG0004224	EIE27249.1 riboflavin biosynthesis p_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003931.1_8204-3520
OG0004225	EIE24506.1 farnesyl diphosphate synthase [Coccomyxa subellipsoidea C-169]	QAXK01001471.1_7507-5855
OG0004226	EIE23841.1 hypothetical protein COCSUDRAFT_23145_ partial [Coccomyxa subellipsoidea C-169]	QAXK01014810.1_5618-8818
OG0004227	EIE26239.1 hypothetical protein COCSUDRAFT_83614_ partial [Coccomyxa subellipsoidea C-169], EIE25963.1 Nhpms2 complexed with Adp [Coccomyxa subellipsoidea C-169]	QAXK01000804.1_324-1387
OG0004228	EIE25891.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01010701.1_10887-7922
OG0004229	EIE18915.1 tRNA modification GTPase TrmE [Coccomyxa subellipsoidea C-169]	QAXK01014803.1_67-2405
OG0004230	EIE21012.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	QAXK01004000.1_7642-5232
OG0004231	EIE18649.1 D-amino acid oxidase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01004677.1_1252-4060
OG0004232	EIE27681.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	QAXK01001218.1_22461-19740
OG0004233	EIE21584.1 3'-5'-exoribonuclease/RNA binding-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001871.1_3231-1985
OG0004234	EIE26602.1 Shwachman-Bodian-diamond syndrome_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003347.1_1758-3582
OG0004235	EIE23459.1 DUF1546-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003902.1_8341-5830
OG0004236	EIE27504.1 thiolase-like protein [Coccomyxa subellipsoidea C-169]	QAXK01008198.1_2951-5520
OG0004237	EIE26086.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01011268.1_2959-4791
OG0004238	EIE23977.1 outer arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]	QAXK01018044.1_1256-217
OG0004239	EIE23796.1 diphthamide biosynthesis protein [Coccomyxa subellipsoidea C-169]	QAXK01009544.1_7380-9706
OG0004240	EIE26655.1 anaphase-promoting complex_ subunit 10 [Coccomyxa subellipsoidea C-169]	QAXK01003572.1_4178-5128
OG0004241	EIE23051.1 hypothetical protein COCSUDRAFT_53491 [Coccomyxa subellipsoidea C-169]	QAXK01011839.1_9-1697
OG0004242	EIE25270.1 small-subunit processome_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001749.1_8132-6905
OG0004243	EIE25192.1 hypothetical protein COCSUDRAFT_27861 [Coccomyxa subellipsoidea C-169]	QAXK01010227.1_10470-11308
OG0004244	EIE18962.1 PHF5-like protein [Coccomyxa subellipsoidea C-169]	QAXK01015529.1_1845-2785
OG0004245	EIE26498.1 hypothetical protein COCSUDRAFT_12245_ partial [Coccomyxa subellipsoidea C-169]	QAXK01011116.1_4220-2967
OG0004246	EIE20454.1 ChaC-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001784.1_27630-25510
OG0004247	EIE23926.1 signal peptidase 22 kDa subunit [Coccomyxa subellipsoidea C-169]	QAXK01003581.1_1217-562
OG0004248	EIE27431.1 hypothetical protein COCSUDRAFT_45859 [Coccomyxa subellipsoidea C-169]	QAXK01004599.1_5331-3218
OG0004249	EIE25568.1 hypothetical protein COCSUDRAFT_61770 [Coccomyxa subellipsoidea C-169]	QAXK01000848.1_19191-20023
OG0004423	EIE24249.1 SpoU rRNA methylase family protein [Coccomyxa subellipsoidea C-169]	QAXK01000899.1_12678-10778
OG0004476	EIE19992.1 DCP1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01005761.1_5110-4061
OG0004571	EIE19098.1 TFIID-31kDa-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000171.1_2716-3341
OG0004581	EIE27000.1 peptidyl-tRNA hydrolase II [Coccomyxa subellipsoidea C-169]	QAXK01003359.1_6916-7635
OG0004622	EIE21299.1 hypothetical protein COCSUDRAFT_83523 [Coccomyxa subellipsoidea C-169]	QAXK01002638.1_6633-6327
OG0004656	EIE20142.1 origin recognition complex subunit 2 [Coccomyxa subellipsoidea C-169]	QAXK01006388.1_12359-10899
OG0004681	EIE19419.1 hypothetical protein COCSUDRAFT_19635 [Coccomyxa subellipsoidea C-169]	QAXK01001495.1_31486-30283
OG0004710	EIE24543.1 hypothetical protein COCSUDRAFT_40909 [Coccomyxa subellipsoidea C-169]	QAXK01006037.1_46307-44794
OG0004743	EIE26038.1 hypothetical protein COCSUDRAFT_12682_ partial [Coccomyxa subellipsoidea C-169]	QAXK01002841.1_2718-1158
OG0004765	EIE22848.1 hypothetical protein COCSUDRAFT_16114 [Coccomyxa subellipsoidea C-169]	QAXK01013662.1_15761-16601
OG0004825	EIE22176.1 hypothetical protein COCSUDRAFT_55871 [Coccomyxa subellipsoidea C-169]	QAXK01012785.1_94-624
OG0004901	EIE22602.1 MBF1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003939.1_11405-12434
OG0004922	EIE21931.1 eIF2A-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01009836.1_3189-307
OG0004939	EIE23071.1 hypothetical protein COCSUDRAFT_36641 [Coccomyxa subellipsoidea C-169]	QAXK01014925.1_5002-6648
OG0004940	EIE25389.1 putative chlorophyll a/b-binding protein [Coccomyxa subellipsoidea C-169]	QAXK01003992.1_14682-12697
OG0004941	EIE25660.1 hypothetical protein COCSUDRAFT_35337 [Coccomyxa subellipsoidea C-169]	QAXK01007127.1_5270-7296
