Orthogroup	Coccomyxa_SubellipsoideaC169	Scenedesmus_NREL
OG0000045	EIE25913.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169], EIE26806.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169], EIE26053.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169], EIE18006.1 putative pleiotropic drug resistance protein 3 [Coccomyxa subellipsoidea C-169], EIE18194.1 putative pleiotropic drug resistance protein 3 [Coccomyxa subellipsoidea C-169], EIE23916.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]	KAF6262509.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6262511.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6261001.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3], KAF6250524.1 ATP-binding cassette transporter [Scenedesmus sp. NREL 46B-D3]
OG0000046	EIE25620.1 hypothetical protein COCSUDRAFT_83627 [Coccomyxa subellipsoidea C-169]	KAF6253266.1 hypothetical protein COO60DRAFT_434274 [Scenedesmus sp. NREL 46B-D3]
OG0000048	EIE25851.1 photosystem II oxygen evolving complex protein PsbQ [Coccomyxa subellipsoidea C-169]	KAF6259723.1 hypothetical protein COO60DRAFT_981413 [Scenedesmus sp. NREL 46B-D3]
OG0000048	EIE25390.1 hypothetical protein COCSUDRAFT_40648 [Coccomyxa subellipsoidea C-169], EIE26410.1 hypothetical protein COCSUDRAFT_52327 [Coccomyxa subellipsoidea C-169], EIE25391.1 hypothetical protein COCSUDRAFT_65225 [Coccomyxa subellipsoidea C-169]	KAF6256083.1 oxygen-evolving enhancer protein 3_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0000049	EIE23933.1 hypothetical protein COCSUDRAFT_62462 [Coccomyxa subellipsoidea C-169]	KAF6254669.1 hypothetical protein COO60DRAFT_296766 [Scenedesmus sp. NREL 46B-D3]
OG0000049	EIE24013.1 hypothetical protein COCSUDRAFT_65695 [Coccomyxa subellipsoidea C-169]	KAF6251092.1 eukaryotic translation initiation factor 2B alpha [Scenedesmus sp. NREL 46B-D3]
OG0000050	EIE19187.1 UPF0187-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6265287.1 Bestrophin_ RFP-TM_ chloride channel-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000051	EIE26080.1 mate-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6257730.1 MATE efflux family protein [Scenedesmus sp. NREL 46B-D3], KAF6252626.1 hypothetical protein COO60DRAFT_507012 [Scenedesmus sp. NREL 46B-D3]
OG0000051	EIE25012.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]	KAF6260291.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260289.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000051	EIE18674.1 MATE efflux family protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6259313.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259041.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261926.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000052	EIE22213.1 hypothetical protein COCSUDRAFT_16438 [Coccomyxa subellipsoidea C-169]	KAF6255529.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266010.1 hypothetical protein COO60DRAFT_1456729 [Scenedesmus sp. NREL 46B-D3], KAF6255530.1 hypothetical protein COO60DRAFT_203781 [Scenedesmus sp. NREL 46B-D3], KAF6256863.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261262.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259251.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255528.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257009.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6235444.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6262205.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257012.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257253.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254409.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264392.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6255124.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6258702.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6252823.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253639.1 alkaline-phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261751.1 hypothetical protein COO60DRAFT_735122 [Scenedesmus sp. NREL 46B-D3]
OG0000053	EIE27332.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6262028.1 hypothetical protein COO60DRAFT_1621808 [Scenedesmus sp. NREL 46B-D3]
OG0000053	EIE22535.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6262021.1 hypothetical protein COO60DRAFT_1625103 [Scenedesmus sp. NREL 46B-D3], KAF6252353.1 hypothetical protein COO60DRAFT_538484 [Scenedesmus sp. NREL 46B-D3]
OG0000055	EIE25181.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	KAF6256284.1 hypothetical protein COO60DRAFT_1640866 [Scenedesmus sp. NREL 46B-D3]
OG0000055	EIE22781.1 hypothetical protein COCSUDRAFT_47692 [Coccomyxa subellipsoidea C-169]	KAF6261805.1 hypothetical protein COO60DRAFT_724031 [Scenedesmus sp. NREL 46B-D3]
OG0000055	EIE21414.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	KAF6266596.1 hypothetical protein COO60DRAFT_1291580 [Scenedesmus sp. NREL 46B-D3]
OG0000055	EIE21328.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6259499.1 hypothetical protein COO60DRAFT_1700790 [Scenedesmus sp. NREL 46B-D3]
OG0000057	EIE18329.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6259569.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000059	EIE19800.1 cobW-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6264360.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000059	EIE25747.1 cobW-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6264285.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000060	EIE21789.1 hypothetical protein COCSUDRAFT_17195 [Coccomyxa subellipsoidea C-169], EIE21790.1 hypothetical protein COCSUDRAFT_7070_ partial [Coccomyxa subellipsoidea C-169], EIE24815.1 hypothetical protein COCSUDRAFT_46955 [Coccomyxa subellipsoidea C-169]	KAF6264570.1 hypothetical protein COO60DRAFT_1698180 [Scenedesmus sp. NREL 46B-D3]
OG0000060	EIE21788.1 hypothetical protein COCSUDRAFT_42835 [Coccomyxa subellipsoidea C-169]	KAF6252347.1 hypothetical protein COO60DRAFT_1644120 [Scenedesmus sp. NREL 46B-D3]
OG0000060	EIE21877.1 putative zinc finger protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6250815.1 hypothetical protein COO60DRAFT_1298823 [Scenedesmus sp. NREL 46B-D3]
OG0000062	EIE22227.1 EF-hand [Coccomyxa subellipsoidea C-169]	KAF6251143.1 hypothetical protein COO60DRAFT_1562987 [Scenedesmus sp. NREL 46B-D3], KAF6265278.1 EF-hand [Scenedesmus sp. NREL 46B-D3]
OG0000062	EIE22363.1 hypothetical protein COCSUDRAFT_47848 [Coccomyxa subellipsoidea C-169]	KAF6254614.1 hypothetical protein COO60DRAFT_300575 [Scenedesmus sp. NREL 46B-D3]
OG0000062	EIE22210.1 hypothetical protein COCSUDRAFT_55906 [Coccomyxa subellipsoidea C-169]	KAF6257749.1 hypothetical protein COO60DRAFT_1639651 [Scenedesmus sp. NREL 46B-D3]
OG0000063	EIE19699.1 hypothetical protein COCSUDRAFT_44530 [Coccomyxa subellipsoidea C-169], EIE19534.1 hypothetical protein COCSUDRAFT_48772 [Coccomyxa subellipsoidea C-169]	KAF6257295.1 hypothetical protein COO60DRAFT_1701891 [Scenedesmus sp. NREL 46B-D3]
OG0000064	EIE27388.1 initiation factor 2_ partial [Coccomyxa subellipsoidea C-169]	KAF6248325.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000064	EIE18948.1 initiation factor 2 [Coccomyxa subellipsoidea C-169]	KAF6256183.1 hypothetical protein COO60DRAFT_1296299 [Scenedesmus sp. NREL 46B-D3]
OG0000064	EIE20444.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6264244.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000064	EIE18972.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6254705.1 Cullin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000065	EIE24448.1 hypothetical protein COCSUDRAFT_65361 [Coccomyxa subellipsoidea C-169], EIE19959.1 hypothetical protein COCSUDRAFT_44355 [Coccomyxa subellipsoidea C-169]	KAF6256829.1 GPR1/FUN34/yaaH family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000066	EIE21898.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE21899.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE24952.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	KAF6261945.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000066	EIE23112.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169], EIE24699.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAF6250989.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6264487.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252592.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266257.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252593.1 hypothetical protein COO60DRAFT_516273 [Scenedesmus sp. NREL 46B-D3], KAF6251265.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260770.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256298.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6266329.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	EIE18559.1 HSP90-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6260424.1 heat shock protein 83-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000069	EIE19325.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	KAF6254785.1 heat shock protein 90C [Scenedesmus sp. NREL 46B-D3]
OG0000069	EIE27138.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	KAF6264589.1 Hsp90 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000070	EIE19400.1 camp-binding domain-like protein [Coccomyxa subellipsoidea C-169], EIE19387.1 hypothetical protein COCSUDRAFT_58675 [Coccomyxa subellipsoidea C-169], EIE20416.1 voltage-gated potassium channel [Coccomyxa subellipsoidea C-169]	KAF6260112.1 hypothetical protein COO60DRAFT_1685835 [Scenedesmus sp. NREL 46B-D3]
OG0000071	EIE19137.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6261155.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000073	EIE22545.1 hypothetical protein COCSUDRAFT_63696 [Coccomyxa subellipsoidea C-169]	KAF6252841.1 hypothetical protein COO60DRAFT_494549 [Scenedesmus sp. NREL 46B-D3]
OG0000074	EIE19122.1 hypothetical protein COCSUDRAFT_38365 [Coccomyxa subellipsoidea C-169]	KAF6255024.1 hypothetical protein COO60DRAFT_258769 [Scenedesmus sp. NREL 46B-D3]
OG0000074	EIE21908.1 tricorn protease N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6257342.1 GPI transamidase subunit PIG-U-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000075	EIE24329.1 hypothetical protein COCSUDRAFT_53293 [Coccomyxa subellipsoidea C-169]	KAF6252032.1 hypothetical protein COO60DRAFT_562161 [Scenedesmus sp. NREL 46B-D3]
OG0000076	EIE23603.1 hypothetical protein COCSUDRAFT_41793 [Coccomyxa subellipsoidea C-169]	KAF6265333.1 hypothetical protein COO60DRAFT_1479936 [Scenedesmus sp. NREL 46B-D3], KAF6255129.1 hypothetical protein COO60DRAFT_245175 [Scenedesmus sp. NREL 46B-D3]
OG0000078	EIE27764.1 phosphofructokinase family protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6262869.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000078	EIE26511.1 phosphofructokinase family protein [Coccomyxa subellipsoidea C-169]	KAF6260633.1 phosphofructokinase family protein [Scenedesmus sp. NREL 46B-D3]
OG0000079	EIE19893.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169], EIE18906.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]	KAF6255521.1 heat shock cognate 70 kDa protein 2 [Scenedesmus sp. NREL 46B-D3], KAF6257577.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000079	EIE27137.1 binding protein 1 [Coccomyxa subellipsoidea C-169]	KAF6264590.1 heat shock protein 70 family [Scenedesmus sp. NREL 46B-D3]
OG0000080	EIE26869.1 hypothetical protein COCSUDRAFT_59376 [Coccomyxa subellipsoidea C-169]	KAF6246275.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000081	EIE25078.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]	KAF6260391.1 hypothetical protein COO60DRAFT_901798 [Scenedesmus sp. NREL 46B-D3]
OG0000081	EIE23221.1 BASS family transporter_ sodium ion/bile acid_ partial [Coccomyxa subellipsoidea C-169]	KAF6262689.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000081	EIE20487.1 hypothetical protein COCSUDRAFT_43922 [Coccomyxa subellipsoidea C-169]	KAF6251311.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255745.1 putative sodium bile acid cotransporter [Scenedesmus sp. NREL 46B-D3], KAF6235189.1 SBF-like CPA transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000081	EIE25220.1 hypothetical protein COCSUDRAFT_46640 [Coccomyxa subellipsoidea C-169]	KAF6252813.1 hypothetical protein COO60DRAFT_496525 [Scenedesmus sp. NREL 46B-D3]
OG0000082	EIE25779.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAF6262238.1 hypothetical protein COO60DRAFT_1636100 [Scenedesmus sp. NREL 46B-D3]
OG0000082	EIE22390.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	KAF6252189.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000083	EIE24754.1 aminopeptidase N_ partial [Coccomyxa subellipsoidea C-169]	KAF6254050.1 hypothetical protein COO60DRAFT_1286428 [Scenedesmus sp. NREL 46B-D3]
OG0000083	EIE27787.1 hypothetical protein COCSUDRAFT_64386 [Coccomyxa subellipsoidea C-169]	KAF6266105.1 FAM91 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000084	EIE20906.1 cysteine synthase [Coccomyxa subellipsoidea C-169]	KAF6253481.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3]
OG0000084	EIE25691.1 cysteine synthase [Coccomyxa subellipsoidea C-169], EIE25216.1 cysteine synthase A [Coccomyxa subellipsoidea C-169]	KAF6258715.1 cysteine synthase A [Scenedesmus sp. NREL 46B-D3]
OG0000085	EIE21692.1 DUF498-domain-containing protein [Coccomyxa subellipsoidea C-169]	KAF6260345.1 NADH dehydrogenase 1 alpha subcomplex assembly factor 3 [Scenedesmus sp. NREL 46B-D3]
OG0000087	EIE19175.1 hypothetical protein COCSUDRAFT_67996 [Coccomyxa subellipsoidea C-169], EIE25316.1 hypothetical protein COCSUDRAFT_40598 [Coccomyxa subellipsoidea C-169], EIE24943.1 hypothetical protein COCSUDRAFT_65606 [Coccomyxa subellipsoidea C-169], EIE25412.1 hypothetical protein COCSUDRAFT_65236 [Coccomyxa subellipsoidea C-169]	KAF6258900.1 hypothetical protein COO60DRAFT_1270418 [Scenedesmus sp. NREL 46B-D3], KAF6261972.1 hypothetical protein COO60DRAFT_1498627 [Scenedesmus sp. NREL 46B-D3]
OG0000087	EIE26463.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAF6261246.1 major facilitator superfamily domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000087	EIE25599.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	KAF6251702.1 hexose-phosphate transporter_ major isoform [Scenedesmus sp. NREL 46B-D3]
OG0000088	EIE23527.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]	KAF6253445.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256496.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3], KAF6256488.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000089	EIE21642.1 hypothetical protein COCSUDRAFT_48200 [Coccomyxa subellipsoidea C-169]	KAF6256565.1 hypothetical protein COO60DRAFT_1702268 [Scenedesmus sp. NREL 46B-D3]
OG0000089	EIE18323.1 hypothetical protein COCSUDRAFT_45394 [Coccomyxa subellipsoidea C-169]	KAF6258808.1 hypothetical protein COO60DRAFT_1701177 [Scenedesmus sp. NREL 46B-D3]
OG0000089	EIE18314.1 hypothetical protein COCSUDRAFT_60284 [Coccomyxa subellipsoidea C-169]	KAF6262534.1 hypothetical protein COO60DRAFT_1624938 [Scenedesmus sp. NREL 46B-D3]
OG0000090	EIE25492.1 serine O-acetyltransferase [Coccomyxa subellipsoidea C-169]	KAF6265090.1 trimeric LpxA-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000090	EIE26347.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	KAF6251678.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000091	EIE24477.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	KAF6254291.1 Metallo-dependent phosphatase [Scenedesmus sp. NREL 46B-D3]
OG0000091	EIE19094.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	KAF6263500.1 serine/threonine-protein phosphatase PP2A-3 catalytic subunit [Scenedesmus sp. NREL 46B-D3]
OG0000091	EIE19973.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	KAF6254564.1 serine/threonine protein phosphatase 2A [Scenedesmus sp. NREL 46B-D3]
OG0000092	EIE20505.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE20504.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6258815.1 hypothetical protein COO60DRAFT_1638905 [Scenedesmus sp. NREL 46B-D3]
OG0000092	EIE21282.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6266590.1 NAD_P_-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0000092	EIE25766.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	KAF6250944.1 hypothetical protein COO60DRAFT_1298685 [Scenedesmus sp. NREL 46B-D3], KAF6259446.1 hypothetical protein COO60DRAFT_1626088 [Scenedesmus sp. NREL 46B-D3]
OG0000093	EIE26079.1 hypothetical protein COCSUDRAFT_61074 [Coccomyxa subellipsoidea C-169], EIE26077.1 hypothetical protein COCSUDRAFT_64969 [Coccomyxa subellipsoidea C-169]	KAF6258340.1 hypothetical protein COO60DRAFT_1284604 [Scenedesmus sp. NREL 46B-D3]
OG0000095	EIE20398.1 DUF1253-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	KAF6265709.1 digestive organ expansion factor [Scenedesmus sp. NREL 46B-D3]
OG0000095	EIE23231.1 amine oxidase [Coccomyxa subellipsoidea C-169]	KAF6251044.1 hypothetical protein COO60DRAFT_1645535 [Scenedesmus sp. NREL 46B-D3]
OG0000096	EIE24526.1 half-size ABC transporter [Coccomyxa subellipsoidea C-169]	KAF6263961.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6265156.1 hypothetical protein COO60DRAFT_1697984 [Scenedesmus sp. NREL 46B-D3]
OG0000096	EIE21885.1 hypothetical protein COCSUDRAFT_56332 [Coccomyxa subellipsoidea C-169]	KAF6257345.1 hypothetical protein COO60DRAFT_1241922 [Scenedesmus sp. NREL 46B-D3], KAF6257343.1 hypothetical protein COO60DRAFT_1626853 [Scenedesmus sp. NREL 46B-D3]
OG0000097	EIE23021.1 hypothetical protein COCSUDRAFT_6458_ partial [Coccomyxa subellipsoidea C-169]	KAF6262023.1 hypothetical protein COO60DRAFT_1699473 [Scenedesmus sp. NREL 46B-D3]
OG0000097	EIE23134.1 hypothetical protein COCSUDRAFT_42072 [Coccomyxa subellipsoidea C-169]	KAF6262645.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000097	EIE21411.1 hypothetical protein COCSUDRAFT_66872 [Coccomyxa subellipsoidea C-169]	KAF6263411.1 CAAD domains of cyanobacterial aminoacyl-tRNA synthetase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000098	EIE25121.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6258954.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6252979.1 lactate/malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0000098	EIE24005.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6252452.1 NAD-dependent malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0000098	EIE20588.1 mitochondrial malate dehydrogenase [Coccomyxa subellipsoidea C-169]	KAF6265692.1 malate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
