Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_A99
OG0000119	EIE19374.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000048.1 g2274 [Chlorella sp. A99], PCFQ01000040.1 g2301 [Chlorella sp. A99]
OG0000120	EIE26483.1 protein translocase subunit secA_ chloroplastic [Coccomyxa subellipsoidea C-169]	PCFQ01000008.1 g1136 [Chlorella sp. A99]
OG0000124	EIE23114.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000006.1 g3132 [Chlorella sp. A99]
OG0000125	EIE22020.1 hypothetical protein COCSUDRAFT_17170_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g1010 [Chlorella sp. A99]
OG0000126	EIE20061.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g791 [Chlorella sp. A99]
OG0000127	EIE24439.1 hypothetical protein COCSUDRAFT_35925 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g815 [Chlorella sp. A99]
OG0000128	EIE26319.1 flagellar associated protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2050 [Chlorella sp. A99]
OG0000128	EIE22388.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2639 [Chlorella sp. A99]
OG0000129	EIE19174.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169], EIE19224.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE26352.1 hypothetical protein COCSUDRAFT_39467 [Coccomyxa subellipsoidea C-169], EIE18756.1 ABC family transporter_ multidrug_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]
OG0000129	EIE23970.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1337 [Chlorella sp. A99]
OG0000130	EIE20222.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g1005 [Chlorella sp. A99]
OG0000131	EIE27645.1 hypothetical protein COCSUDRAFT_64322 [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1625 [Chlorella sp. A99]
OG0000132	EIE22653.1 hypothetical protein COCSUDRAFT_66327 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1364 [Chlorella sp. A99], PCFQ01000081.1 g1648 [Chlorella sp. A99]
OG0000133	EIE27253.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g670 [Chlorella sp. A99]
OG0000133	EIE18886.1 hypothetical protein COCSUDRAFT_45033 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g253 [Chlorella sp. A99]
OG0000135	EIE23907.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2659 [Chlorella sp. A99]
OG0000135	EIE23938.1 ribosomal protein S9 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2660 [Chlorella sp. A99]
OG0000136	EIE25066.1 putative GABA-specific permease [Coccomyxa subellipsoidea C-169], EIE25065.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25067.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25031.1 hypothetical protein COCSUDRAFT_61280 [Coccomyxa subellipsoidea C-169], EIE25063.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25068.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE19927.1 hypothetical protein COCSUDRAFT_48735 [Coccomyxa subellipsoidea C-169], EIE19926.1 hypothetical protein COCSUDRAFT_44328 [Coccomyxa subellipsoidea C-169], EIE25072.1 putative GABA-specific permease [Coccomyxa subellipsoidea C-169], EIE25071.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE26938.1 hypothetical protein COCSUDRAFT_46288 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g59 [Chlorella sp. A99]
OG0000137	EIE24164.1 ring finger protein 5_ partial [Coccomyxa subellipsoidea C-169], EIE18944.1 hypothetical protein COCSUDRAFT_59869 [Coccomyxa subellipsoidea C-169], EIE25580.1 hypothetical protein COCSUDRAFT_65314 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g414 [Chlorella sp. A99]
OG0000141	EIE27800.1 hypothetical protein COCSUDRAFT_46000 [Coccomyxa subellipsoidea C-169], EIE24495.1 hypothetical protein COCSUDRAFT_46828 [Coccomyxa subellipsoidea C-169], EIE26333.1 hypothetical protein COCSUDRAFT_58870 [Coccomyxa subellipsoidea C-169], EIE18780.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23848.1 hypothetical protein COCSUDRAFT_62378 [Coccomyxa subellipsoidea C-169], EIE23850.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23849.1 hypothetical protein COCSUDRAFT_62379 [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g3093 [Chlorella sp. A99]
OG0000142	EIE25596.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2180 [Chlorella sp. A99]
OG0000146	EIE19630.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g832 [Chlorella sp. A99]
OG0000146	EIE24423.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169], EIE18699.1 long chain acyl-CoA synthetase 4 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3294 [Chlorella sp. A99], PCFQ01000015.1 g2956 [Chlorella sp. A99]
OG0000147	EIE18504.1 patatin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g836 [Chlorella sp. A99], PCFQ01000003.1 g1063 [Chlorella sp. A99]
OG0000148	EIE26006.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	PCFQ01000053.1 g2548 [Chlorella sp. A99]
OG0000149	EIE20889.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g661 [Chlorella sp. A99]
OG0000150	EIE19681.1 alpha-amylase [Coccomyxa subellipsoidea C-169], EIE21645.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169], EIE22452.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g574 [Chlorella sp. A99]
OG0000151	EIE24449.1 acetyl CoA synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2148 [Chlorella sp. A99], PCFQ01000005.1 g776 [Chlorella sp. A99]
OG0000151	EIE21675.1 acetate--CoA ligase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2128 [Chlorella sp. A99]
OG0000152	EIE24779.1 mitogen activated protein kinase [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g643 [Chlorella sp. A99]
OG0000153	EIE21497.1 hypothetical protein COCSUDRAFT_43213 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g138 [Chlorella sp. A99], PCFQ01000058.1 g91 [Chlorella sp. A99], PCFQ01000037.1 g2361 [Chlorella sp. A99]
OG0000154	EIE26904.1 hypothetical protein COCSUDRAFT_39864 [Coccomyxa subellipsoidea C-169], EIE19957.1 hypothetical protein COCSUDRAFT_44353 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1228 [Chlorella sp. A99]
OG0000155	EIE23447.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22558.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g83 [Chlorella sp. A99]
OG0000156	EIE21074.1 hypothetical protein COCSUDRAFT_67065 [Coccomyxa subellipsoidea C-169], EIE26755.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23279.1 hypothetical protein COCSUDRAFT_53559 [Coccomyxa subellipsoidea C-169], EIE22327.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23840.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169], EIE18027.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g216 [Chlorella sp. A99]
OG0000158	EIE24243.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2850 [Chlorella sp. A99]
OG0000159	EIE19229.1 hypothetical protein COCSUDRAFT_8175_ partial [Coccomyxa subellipsoidea C-169], EIE24386.1 hypothetical protein COCSUDRAFT_40799 [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1835 [Chlorella sp. A99]
OG0000159	EIE18946.1 hypothetical protein COCSUDRAFT_68096 [Coccomyxa subellipsoidea C-169], EIE23449.1 hypothetical protein COCSUDRAFT_47298 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g777 [Chlorella sp. A99]
OG0000160	EIE23733.1 hypothetical protein COCSUDRAFT_63258 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1489 [Chlorella sp. A99]
OG0000161	EIE22287.1 hypothetical protein COCSUDRAFT_47815 [Coccomyxa subellipsoidea C-169], EIE20310.1 hypothetical protein COCSUDRAFT_67575 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]
OG0000162	EIE21587.1 hypothetical protein COCSUDRAFT_17568 [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2163 [Chlorella sp. A99]
OG0000163	EIE19146.1 ADP-ribosylation factor 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1345 [Chlorella sp. A99]
OG0000164	EIE25728.1 sulfate permease [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2498 [Chlorella sp. A99]
OG0000165	EIE21929.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2876 [Chlorella sp. A99]
OG0000167	EIE23993.1 alcohol dehydrogenase [Coccomyxa subellipsoidea C-169], EIE19170.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE19171.1 putative zinc-binding dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2134 [Chlorella sp. A99], PCFQ01000079.1 g1290 [Chlorella sp. A99]
OG0000168	EIE19172.1 SHMT-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g598 [Chlorella sp. A99]
OG0000168	EIE24649.1 serine hydroxymethyltransferase 2 [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g418 [Chlorella sp. A99]
OG0000169	EIE19623.1 bifunctional aspartokinase/homoserine dehydrogenase I [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g844 [Chlorella sp. A99]
OG0000169	EIE19690.1 homoserine dehydrogenase [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g769 [Chlorella sp. A99], PCFQ01000005.1 g766 [Chlorella sp. A99]
OG0000170	EIE26449.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1646 [Chlorella sp. A99]
OG0000171	EIE27413.1 uroporphyrinogen decarboxylase_ partial [Coccomyxa subellipsoidea C-169], EIE27412.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000009.1 g1701 [Chlorella sp. A99]
OG0000172	EIE21213.1 hypothetical protein COCSUDRAFT_43530 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2759 [Chlorella sp. A99]
OG0000173	EIE22189.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000015.1 g2976 [Chlorella sp. A99]
OG0000174	EIE18983.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE20566.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2370 [Chlorella sp. A99]
OG0000174	EIE27425.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1599 [Chlorella sp. A99]
OG0000175	EIE20380.1 ribosomal protein L9 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169], EIE26550.1 hypothetical protein COCSUDRAFT_39616 [Coccomyxa subellipsoidea C-169], EIE21189.1 hypothetical protein COCSUDRAFT_43511 [Coccomyxa subellipsoidea C-169], EIE24447.1 hypothetical protein COCSUDRAFT_61872 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2399 [Chlorella sp. A99]
OG0000177	EIE20953.1 hypothetical protein COCSUDRAFT_18339 [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g297 [Chlorella sp. A99]
OG0000179	EIE25571.1 RCC1/BLIP-II_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2788 [Chlorella sp. A99]
OG0000183	EIE20817.1 hypothetical protein COCSUDRAFT_48419 [Coccomyxa subellipsoidea C-169]	PCFQ01000046.1 g1850 [Chlorella sp. A99]
OG0000187	EIE22772.1 ATP-dependent DNA ligase_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g994 [Chlorella sp. A99]
OG0000187	EIE18924.1 ATP-dependent DNA ligase [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g636 [Chlorella sp. A99]
OG0000188	EIE23030.1 hypothetical protein COCSUDRAFT_63413 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2541 [Chlorella sp. A99]
OG0000189	EIE27551.1 V-type ATPase [Coccomyxa subellipsoidea C-169], EIE27550.1 hypothetical protein COCSUDRAFT_11455 [Coccomyxa subellipsoidea C-169]	PCFQ01000007.1 g1198 [Chlorella sp. A99]
OG0000190	EIE26792.1 MYST family histone acetyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2011 [Chlorella sp. A99]
OG0000190	EIE26784.1 histone acetyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2860 [Chlorella sp. A99]
OG0000191	EIE24626.1 glucose-1-phosphate adenylyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1453 [Chlorella sp. A99]
OG0000191	EIE24106.1 glucose-1-phosphate adenylyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3318 [Chlorella sp. A99]
OG0000193	EIE26107.1 hypothetical protein COCSUDRAFT_46497 [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g805 [Chlorella sp. A99]
OG0000195	EIE18151.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE18855.1 hypothetical protein COCSUDRAFT_68054 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1051 [Chlorella sp. A99], PCFQ01000003.1 g1062 [Chlorella sp. A99]
OG0000196	EIE18712.1 hypothetical protein COCSUDRAFT_20423_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g536 [Chlorella sp. A99]
OG0000198	EIE27335.1 hypothetical protein COCSUDRAFT_5003_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000081.1 g1553 [Chlorella sp. A99]
OG0000199	EIE24814.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g27 [Chlorella sp. A99]
OG0000200	EIE26916.1 tubulin alpha chain [Coccomyxa subellipsoidea C-169], EIE18529.1 tubulin alpha chain [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g64 [Chlorella sp. A99]
OG0000200	EIE26422.1 beta tubulin [Coccomyxa subellipsoidea C-169], EIE24074.1 beta tubulin [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1266 [Chlorella sp. A99], PCFQ01000010.1 g295 [Chlorella sp. A99]
OG0000201	EIE24694.1 RNA helicase_ activating signal cointegrator 1 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2928 [Chlorella sp. A99]
OG0000201	EIE24813.1 Sec63-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000002.1 g657 [Chlorella sp. A99]
OG0000202	EIE20691.1 glutathione peroxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1529 [Chlorella sp. A99]
OG0000202	EIE25233.1 glutathione peroxidase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2501 [Chlorella sp. A99]
OG0000203	EIE27597.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2681 [Chlorella sp. A99]
OG0000206	EIE21581.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE20995.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22365.1 SOUL heme-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2710 [Chlorella sp. A99]
OG0000206	EIE21672.1 SOUL-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2446 [Chlorella sp. A99]
OG0000209	EIE22504.1 hypothetical protein COCSUDRAFT_16853 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1506 [Chlorella sp. A99]
OG0000210	EIE19372.1 hypothetical protein COCSUDRAFT_58661 [Coccomyxa subellipsoidea C-169], EIE18158.1 hypothetical protein COCSUDRAFT_60531 [Coccomyxa subellipsoidea C-169], EIE19371.1 hypothetical protein COCSUDRAFT_58660 [Coccomyxa subellipsoidea C-169]	PCFQ01000023.1 g2232 [Chlorella sp. A99]
OG0000211	EIE23186.1 hypothetical protein COCSUDRAFT_66208 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2880 [Chlorella sp. A99], PCFQ01000011.1 g2879 [Chlorella sp. A99]
OG0000211	EIE27756.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169], EIE27761.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2847 [Chlorella sp. A99]
OG0000217	EIE25506.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2632 [Chlorella sp. A99]
OG0000217	EIE20823.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE24499.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g236 [Chlorella sp. A99]
OG0000219	EIE27704.1 hypothetical protein COCSUDRAFT_64342 [Coccomyxa subellipsoidea C-169], EIE24975.1 hypothetical protein COCSUDRAFT_83668 [Coccomyxa subellipsoidea C-169]	PCFQ01000004.1 g2597 [Chlorella sp. A99]
OG0000220	EIE25835.1 FKBP-type peptidyl-prolyl cis-trans isomerase [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1048 [Chlorella sp. A99]
OG0000221	EIE21116.1 FMN-linked oxidoreductase [Coccomyxa subellipsoidea C-169], EIE20632.1 putative 12-oxophytodienoic acid reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2526 [Chlorella sp. A99], PCFQ01000004.1 g2589 [Chlorella sp. A99]
OG0000222	EIE20709.1 naphthoate synthase [Coccomyxa subellipsoidea C-169], EIE22791.1 putative GDP-L-fucose synthetase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g555 [Chlorella sp. A99]
OG0000223	EIE22798.1 glutathione reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000010.1 g336 [Chlorella sp. A99]
OG0000223	EIE18555.1 glutathione reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1384 [Chlorella sp. A99]
OG0000224	EIE22897.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2431 [Chlorella sp. A99]
OG0000224	EIE26608.1 calcium-dependent protein kinase [Coccomyxa subellipsoidea C-169]	PCFQ01000012.1 g1833 [Chlorella sp. A99]
OG0000225	EIE25165.1 isomerising glucosamine-fructose-6-phosphate aminotransferase [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1314 [Chlorella sp. A99], PCFQ01000011.1 g2764 [Chlorella sp. A99]
OG0000227	EIE21925.1 phosphoglycerate kinase precursor [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g976 [Chlorella sp. A99]
OG0000227	EIE26912.1 phosphoglycerate kinase [Coccomyxa subellipsoidea C-169], EIE23485.1 phosphoglycerate kinase [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g247 [Chlorella sp. A99]
OG0000228	EIE25101.1 hypothetical protein COCSUDRAFT_40439 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g163 [Chlorella sp. A99]
OG0000229	EIE20069.1 ACBP-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000073.1 g1959 [Chlorella sp. A99]
OG0000230	EIE26218.1 hypothetical protein COCSUDRAFT_61201 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1362 [Chlorella sp. A99], PCFQ01000079.1 g1360 [Chlorella sp. A99]
OG0000232	EIE18415.1 3-ketoacyl-ACP-synthase [Coccomyxa subellipsoidea C-169]	PCFQ01000082.1 g507 [Chlorella sp. A99]
OG0000232	EIE18917.1 3-oxoacyl-synth [Coccomyxa subellipsoidea C-169]	PCFQ01000018.1 g471 [Chlorella sp. A99]
OG0000233	EIE21154.1 NADPH-cytochrome P450 reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2080 [Chlorella sp. A99]
OG0000234	EIE20278.1 eukaryotic initiation factor 4A-11_ partial [Coccomyxa subellipsoidea C-169], EIE20276.1 eukaryotic initiation factor 4A-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2744 [Chlorella sp. A99]
OG0000234	EIE24476.1 RNA helicase 2 [Coccomyxa subellipsoidea C-169]	PCFQ01000013.1 g3308 [Chlorella sp. A99]
OG0000235	EIE27175.1 Coatomer_ alpha subunit [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g12 [Chlorella sp. A99]
OG0000236	EIE24182.1 alanine aminotransferase 2 [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1064 [Chlorella sp. A99], PCFQ01000018.1 g444 [Chlorella sp. A99]
OG0000237	EIE24781.1 hypothetical protein COCSUDRAFT_46939 [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1482 [Chlorella sp. A99]
OG0000240	EIE24456.1 hypothetical protein COCSUDRAFT_14437_ partial [Coccomyxa subellipsoidea C-169], EIE24457.1 hypothetical protein COCSUDRAFT_28179 [Coccomyxa subellipsoidea C-169], EIE21042.1 hypothetical protein COCSUDRAFT_30231 [Coccomyxa subellipsoidea C-169]	PCFQ01000020.1 g930 [Chlorella sp. A99], PCFQ01000008.1 g1135 [Chlorella sp. A99]
OG0000241	EIE25784.1 hypothetical protein COCSUDRAFT_40055 [Coccomyxa subellipsoidea C-169]	PCFQ01000058.1 g56 [Chlorella sp. A99]
OG0000242	EIE22757.1 laminin A_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000079.1 g1451 [Chlorella sp. A99]
OG0000243	EIE25304.1 hypothetical protein COCSUDRAFT_61527 [Coccomyxa subellipsoidea C-169]	PCFQ01000011.1 g2774 [Chlorella sp. A99]
OG0000246	EIE18709.1 hypothetical protein COCSUDRAFT_45184 [Coccomyxa subellipsoidea C-169], EIE20362.1 hypothetical protein COCSUDRAFT_67331 [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2373 [Chlorella sp. A99]
OG0000247	EIE20432.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PCFQ01000037.1 g2341 [Chlorella sp. A99]
OG0000250	EIE20191.1 light harvesting complex a protein [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g965 [Chlorella sp. A99]
OG0000250	EIE21803.1 chlorophyll a/b-binding protein [Coccomyxa subellipsoidea C-169], EIE19045.1 chlorophyll a/b-binding protein [Coccomyxa subellipsoidea C-169], EIE20195.1 chlorophyll a/b-binding protein_ partial [Coccomyxa subellipsoidea C-169]	PCFQ01000001.1 g964 [Chlorella sp. A99]
OG0000251	EIE27641.1 aldo/keto reductase [Coccomyxa subellipsoidea C-169], EIE27640.1 putative aldo/keto reductase [Coccomyxa subellipsoidea C-169], EIE19339.1 aldo/keto reductase [Coccomyxa subellipsoidea C-169]	PCFQ01000078.1 g2116 [Chlorella sp. A99]
OG0000252	EIE25907.1 translation elongation factor [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g764 [Chlorella sp. A99]
OG0000252	EIE23438.1 SRP54-domain-containing protein [Coccomyxa subellipsoidea C-169]	PCFQ01000005.1 g763 [Chlorella sp. A99]
OG0000254	EIE18523.1 LSU ribosomal protein L11P [Coccomyxa subellipsoidea C-169]	PCFQ01000003.1 g1024 [Chlorella sp. A99]
