Orthogroup	Chlorella_A99	Chlorella_Vulgaris2111P
OG0000088	PCFQ01000078.1 g2187 [Chlorella sp. A99]	KAI3436255.1 hypothetical protein D9Q98_002308 [Chlorella vulgaris], KAI3434822.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris], KAI3434821.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris]
OG0000088	PCFQ01000015.1 g3029 [Chlorella sp. A99]	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]
OG0000089	PCFQ01000014.1 g1897 [Chlorella sp. A99], PCFQ01000001.1 g972 [Chlorella sp. A99]	KAI3425074.1 hypothetical protein D9Q98_008452 [Chlorella vulgaris]
OG0000090	PCFQ01000018.1 g427 [Chlorella sp. A99]	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris], KAI3428725.1 hypothetical protein D9Q98_007549 [Chlorella vulgaris]
OG0000090	PCFQ01000014.1 g1879 [Chlorella sp. A99]	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]
OG0000091	PCFQ01000013.1 g3307 [Chlorella sp. A99]	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]
OG0000091	PCFQ01000006.1 g3243 [Chlorella sp. A99]	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]
OG0000092	PCFQ01000058.1 g159 [Chlorella sp. A99]	KAI3437791.1 hypothetical protein D9Q98_000238 [Chlorella vulgaris]
OG0000092	PCFQ01000001.1 g987 [Chlorella sp. A99]	KAI3429492.1 hypothetical protein D9Q98_005581 [Chlorella vulgaris]
OG0000093	PCFQ01000046.1 g1856 [Chlorella sp. A99]	KAI3434593.1 hypothetical protein D9Q98_002662 [Chlorella vulgaris]
OG0000093	PCFQ01000046.1 g1870 [Chlorella sp. A99], PCFQ01000046.1 g1867 [Chlorella sp. A99]	KAI3433844.1 hypothetical protein D9Q98_003647 [Chlorella vulgaris]
OG0000095	PCFQ01000037.1 g2440 [Chlorella sp. A99]	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]
OG0000095	PCFQ01000013.1 g3328 [Chlorella sp. A99]	KAI3428704.1 hypothetical protein D9Q98_007528 [Chlorella vulgaris], KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]
OG0000096	PCFQ01000046.1 g1869 [Chlorella sp. A99]	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]
OG0000096	PCFQ01000020.1 g942 [Chlorella sp. A99]	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]
OG0000096	PCFQ01000004.1 g2575 [Chlorella sp. A99]	KAI3430799.1 hypothetical protein D9Q98_009211 [Chlorella vulgaris]
OG0000097	PCFQ01000078.1 g2167 [Chlorella sp. A99]	KAI3436175.1 hypothetical protein D9Q98_002230 [Chlorella vulgaris]
OG0000097	PCFQ01000037.1 g2444 [Chlorella sp. A99]	KAI3428646.1 hypothetical protein D9Q98_007469 [Chlorella vulgaris]
OG0000098	PCFQ01000011.1 g2754 [Chlorella sp. A99]	KAI3432628.1 hypothetical protein D9Q98_004174 [Chlorella vulgaris]
OG0000098	PCFQ01000006.1 g3182 [Chlorella sp. A99]	KAI3435570.1 hypothetical protein D9Q98_001635 [Chlorella vulgaris]
OG0000100	PCFQ01000005.1 g864 [Chlorella sp. A99]	KAI3432619.1 hypothetical protein D9Q98_004165 [Chlorella vulgaris]
OG0000100	PCFQ01000011.1 g2746 [Chlorella sp. A99]	KAI3432569.1 hypothetical protein D9Q98_004118 [Chlorella vulgaris]
OG0000100	PCFQ01000011.1 g2762 [Chlorella sp. A99]	KAI3432618.1 hypothetical protein D9Q98_004164 [Chlorella vulgaris]
OG0000101	PCFQ01000079.1 g1253 [Chlorella sp. A99]	KAI3432837.1 hypothetical protein D9Q98_010421 [Chlorella vulgaris]
OG0000101	PCFQ01000081.1 g1580 [Chlorella sp. A99]	KAI3438148.1 hypothetical protein D9Q98_000589 [Chlorella vulgaris]
OG0000102	PCFQ01000008.1 g1125 [Chlorella sp. A99]	KAI3428153.1 hypothetical protein D9Q98_006537 [Chlorella vulgaris]
OG0000102	PCFQ01000018.1 g437 [Chlorella sp. A99]	KAI3429699.1 hypothetical protein D9Q98_005784 [Chlorella vulgaris]
OG0000105	PCFQ01000006.1 g3236 [Chlorella sp. A99]	KAI3432720.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3432721.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris]
OG0000105	PCFQ01000003.1 g1032 [Chlorella sp. A99]	KAI3428256.1 hypothetical protein D9Q98_006635 [Chlorella vulgaris]
OG0000106	PCFQ01000013.1 g3273 [Chlorella sp. A99]	KAI3429252.1 hypothetical protein D9Q98_005349 [Chlorella vulgaris]
OG0000106	PCFQ01000013.1 g3272 [Chlorella sp. A99]	KAI3429253.1 hypothetical protein D9Q98_005350 [Chlorella vulgaris]
OG0000107	PCFQ01000079.1 g1375 [Chlorella sp. A99]	KAI3434709.1 hypothetical protein D9Q98_002770 [Chlorella vulgaris]
OG0000108	PCFQ01000078.1 g2023 [Chlorella sp. A99]	KAI3424209.1 hypothetical protein D9Q98_009565 [Chlorella vulgaris], KAI3426015.1 hypothetical protein D9Q98_007983 [Chlorella vulgaris]
OG0000111	PCFQ01000058.1 g48 [Chlorella sp. A99]	KAI3434988.1 hypothetical protein D9Q98_003040 [Chlorella vulgaris], KAI3434987.1 hypothetical protein D9Q98_003039 [Chlorella vulgaris], KAI3434897.1 hypothetical protein D9Q98_002951 [Chlorella vulgaris], KAI3434996.1 hypothetical protein D9Q98_003048 [Chlorella vulgaris], KAI3436013.1 hypothetical protein D9Q98_002070 [Chlorella vulgaris], KAI3436010.1 hypothetical protein D9Q98_002067 [Chlorella vulgaris], KAI3426367.1 hypothetical protein D9Q98_008739 [Chlorella vulgaris]
OG0000112	PCFQ01000011.1 g2842 [Chlorella sp. A99]	KAI3428055.1 hypothetical protein D9Q98_006440 [Chlorella vulgaris], KAI3436521.1 hypothetical protein D9Q98_005938 [Chlorella vulgaris]
OG0000113	PCFQ01000009.1 g1728 [Chlorella sp. A99]	KAI3423900.1 hypothetical protein D9Q98_009734 [Chlorella vulgaris]
OG0000114	PCFQ01000078.1 g1983 [Chlorella sp. A99]	KAI3435626.1 hypothetical protein D9Q98_001686 [Chlorella vulgaris]
OG0000115	PCFQ01000037.1 g2489 [Chlorella sp. A99]	KAI3428425.1 hypothetical protein D9Q98_007252 [Chlorella vulgaris]
OG0000115	PCFQ01000007.1 g1202 [Chlorella sp. A99]	KAI3437633.1 hypothetical protein D9Q98_000085 [Chlorella vulgaris]
OG0000115	PCFQ01000037.1 g2481 [Chlorella sp. A99]	KAI3428482.1 hypothetical protein D9Q98_007307 [Chlorella vulgaris]
OG0000116	PCFQ01000002.1 g709 [Chlorella sp. A99]	KAI3430347.1 hypothetical protein D9Q98_004942 [Chlorella vulgaris]
OG0000117	PCFQ01000013.1 g3314 [Chlorella sp. A99]	KAI3437871.1 hypothetical protein D9Q98_000317 [Chlorella vulgaris], KAI3438532.1 hypothetical protein D9Q98_000960 [Chlorella vulgaris], KAI3430566.1 hypothetical protein D9Q98_005159 [Chlorella vulgaris], KAI3429548.1 hypothetical protein D9Q98_005636 [Chlorella vulgaris]
OG0000118	PCFQ01000001.1 g1007 [Chlorella sp. A99]	KAI3425374.1 hypothetical protein D9Q98_009138 [Chlorella vulgaris]
OG0000119	PCFQ01000018.1 g443 [Chlorella sp. A99]	KAI3429705.1 hypothetical protein D9Q98_005790 [Chlorella vulgaris]
OG0000119	PCFQ01000048.1 g2274 [Chlorella sp. A99]	KAI3436603.1 hypothetical protein D9Q98_006020 [Chlorella vulgaris]
OG0000119	PCFQ01000040.1 g2301 [Chlorella sp. A99]	KAI3439103.1 hypothetical protein D9Q98_001512 [Chlorella vulgaris]
OG0000120	PCFQ01000008.1 g1136 [Chlorella sp. A99], PCFQ01000024.1 g2555 [Chlorella sp. A99]	KAI3428100.1 hypothetical protein D9Q98_006483 [Chlorella vulgaris]
OG0000124	PCFQ01000006.1 g3132 [Chlorella sp. A99]	KAI3429239.1 hypothetical protein D9Q98_005338 [Chlorella vulgaris]
OG0000125	PCFQ01000001.1 g1008 [Chlorella sp. A99]	KAI3425370.1 hypothetical protein D9Q98_009134 [Chlorella vulgaris]
OG0000125	PCFQ01000001.1 g1010 [Chlorella sp. A99]	KAI3425362.1 hypothetical protein D9Q98_009126 [Chlorella vulgaris]
OG0000126	PCFQ01000005.1 g791 [Chlorella sp. A99]	KAI3432596.1 hypothetical protein D9Q98_004144 [Chlorella vulgaris]
OG0000127	PCFQ01000005.1 g815 [Chlorella sp. A99]	KAI3429352.1 hypothetical protein D9Q98_005447 [Chlorella vulgaris]
OG0000128	PCFQ01000078.1 g2050 [Chlorella sp. A99]	KAI3428500.1 hypothetical protein D9Q98_007324 [Chlorella vulgaris]
OG0000128	PCFQ01000004.1 g2639 [Chlorella sp. A99]	KAI3438663.1 hypothetical protein D9Q98_001084 [Chlorella vulgaris]
OG0000129	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]	KAI3424313.1 hypothetical protein D9Q98_009866 [Chlorella vulgaris], KAI3436016.1 hypothetical protein D9Q98_002073 [Chlorella vulgaris]
OG0000129	PCFQ01000079.1 g1337 [Chlorella sp. A99]	KAI3436857.1 hypothetical protein D9Q98_006267 [Chlorella vulgaris]
OG0000130	PCFQ01000018.1 g435 [Chlorella sp. A99]	KAI3429669.1 hypothetical protein D9Q98_005754 [Chlorella vulgaris]
OG0000130	PCFQ01000001.1 g1005 [Chlorella sp. A99]	KAI3425315.1 hypothetical protein D9Q98_009080 [Chlorella vulgaris]
OG0000131	PCFQ01000081.1 g1625 [Chlorella sp. A99]	KAI3437873.1 hypothetical protein D9Q98_000319 [Chlorella vulgaris]
OG0000132	PCFQ01000079.1 g1364 [Chlorella sp. A99]	KAI3424203.1 hypothetical protein D9Q98_009559 [Chlorella vulgaris]
OG0000132	PCFQ01000081.1 g1648 [Chlorella sp. A99]	KAI3437838.1 hypothetical protein D9Q98_000284 [Chlorella vulgaris]
OG0000133	PCFQ01000002.1 g670 [Chlorella sp. A99]	KAI3430640.1 hypothetical protein D9Q98_005233 [Chlorella vulgaris]
OG0000133	PCFQ01000058.1 g253 [Chlorella sp. A99]	KAI3423978.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris], KAI3423977.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris]
OG0000135	PCFQ01000004.1 g2660 [Chlorella sp. A99]	KAI3438834.1 hypothetical protein D9Q98_001251 [Chlorella vulgaris]
OG0000137	PCFQ01000018.1 g414 [Chlorella sp. A99]	KAI3429801.1 hypothetical protein D9Q98_010114 [Chlorella vulgaris], KAI3430245.1 hypothetical protein D9Q98_004841 [Chlorella vulgaris], KAI3429816.1 hypothetical protein D9Q98_010129 [Chlorella vulgaris], KAI3429817.1 hypothetical protein D9Q98_010130 [Chlorella vulgaris]
OG0000138	PCFQ01000015.1 g3082 [Chlorella sp. A99]	KAI3439042.1 hypothetical protein D9Q98_001452 [Chlorella vulgaris], KAI3436686.1 hypothetical protein D9Q98_006101 [Chlorella vulgaris], KAI3424766.1 hypothetical protein D9Q98_008154 [Chlorella vulgaris], KAI3424772.1 hypothetical protein D9Q98_008160 [Chlorella vulgaris], KAI3425808.1 hypothetical protein D9Q98_007783 [Chlorella vulgaris]
OG0000141	PCFQ01000015.1 g3093 [Chlorella sp. A99]	KAI3431537.1 hypothetical protein D9Q98_004587 [Chlorella vulgaris]
OG0000142	PCFQ01000078.1 g2180 [Chlorella sp. A99]	KAI3428770.1 hypothetical protein D9Q98_007591 [Chlorella vulgaris]
OG0000146	PCFQ01000005.1 g832 [Chlorella sp. A99]	KAI3427070.1 hypothetical protein D9Q98_007010 [Chlorella vulgaris]
OG0000146	PCFQ01000013.1 g3294 [Chlorella sp. A99]	KAI3429472.1 hypothetical protein D9Q98_005564 [Chlorella vulgaris]
OG0000147	PCFQ01000005.1 g836 [Chlorella sp. A99]	KAI3427163.1 hypothetical protein D9Q98_007100 [Chlorella vulgaris]
OG0000147	PCFQ01000003.1 g1063 [Chlorella sp. A99]	KAI3428163.1 hypothetical protein D9Q98_006545 [Chlorella vulgaris]
OG0000148	PCFQ01000053.1 g2548 [Chlorella sp. A99]	KAI3431578.1 hypothetical protein D9Q98_004628 [Chlorella vulgaris]
OG0000149	PCFQ01000002.1 g661 [Chlorella sp. A99]	KAI3430617.1 hypothetical protein D9Q98_005209 [Chlorella vulgaris]
OG0000150	PCFQ01000082.1 g574 [Chlorella sp. A99]	KAI3433674.1 hypothetical protein D9Q98_003483 [Chlorella vulgaris], KAI3435981.1 hypothetical protein D9Q98_002039 [Chlorella vulgaris], KAI3425931.1 hypothetical protein D9Q98_007903 [Chlorella vulgaris]
OG0000151	PCFQ01000078.1 g2148 [Chlorella sp. A99]	KAI3436087.1 hypothetical protein D9Q98_002145 [Chlorella vulgaris]
OG0000151	PCFQ01000078.1 g2128 [Chlorella sp. A99]	KAI3436118.1 hypothetical protein D9Q98_002176 [Chlorella vulgaris]
OG0000152	PCFQ01000002.1 g643 [Chlorella sp. A99]	KAI3430434.1 hypothetical protein D9Q98_005029 [Chlorella vulgaris]
OG0000153	PCFQ01000058.1 g138 [Chlorella sp. A99]	KAI3433355.1 hypothetical protein D9Q98_003173 [Chlorella vulgaris]
OG0000153	PCFQ01000058.1 g91 [Chlorella sp. A99]	KAI3433639.1 hypothetical protein D9Q98_003448 [Chlorella vulgaris]
OG0000153	PCFQ01000037.1 g2361 [Chlorella sp. A99]	KAI3438511.1 hypothetical protein D9Q98_000939 [Chlorella vulgaris]
OG0000154	PCFQ01000007.1 g1228 [Chlorella sp. A99]	KAI3433497.1 hypothetical protein D9Q98_003309 [Chlorella vulgaris]
OG0000154	PCFQ01000015.1 g3069 [Chlorella sp. A99], PCFQ01000034.1 g3261 [Chlorella sp. A99]	KAI3433500.1 hypothetical protein D9Q98_003312 [Chlorella vulgaris]
OG0000155	PCFQ01000058.1 g83 [Chlorella sp. A99]	KAI3433654.1 hypothetical protein D9Q98_003463 [Chlorella vulgaris]
OG0000155	PCFQ01000011.1 g2929 [Chlorella sp. A99]	KAI3423938.1 hypothetical protein D9Q98_009772 [Chlorella vulgaris], KAI3434755.1 hypothetical protein D9Q98_002815 [Chlorella vulgaris]
OG0000156	PCFQ01000058.1 g216 [Chlorella sp. A99]	KAI3427073.1 hypothetical protein D9Q98_007013 [Chlorella vulgaris], KAI3427074.1 hypothetical protein D9Q98_007014 [Chlorella vulgaris]
OG0000157	PCFQ01000020.1 g902 [Chlorella sp. A99], PCFQ01000020.1 g901 [Chlorella sp. A99]	KAI3426998.1 hypothetical protein D9Q98_006942 [Chlorella vulgaris]
OG0000157	PCFQ01000058.1 g254 [Chlorella sp. A99]	KAI3428007.1 hypothetical protein D9Q98_006393 [Chlorella vulgaris], KAI3428559.1 hypothetical protein D9Q98_007381 [Chlorella vulgaris], KAI3428006.1 hypothetical protein D9Q98_006392 [Chlorella vulgaris], KAI3428558.1 hypothetical protein D9Q98_007380 [Chlorella vulgaris]
OG0000158	PCFQ01000011.1 g2850 [Chlorella sp. A99]	KAI3425006.1 hypothetical protein D9Q98_008388 [Chlorella vulgaris]
OG0000159	PCFQ01000012.1 g1835 [Chlorella sp. A99]	KAI3439069.1 hypothetical protein D9Q98_001479 [Chlorella vulgaris], KAI3430579.1 hypothetical protein D9Q98_005172 [Chlorella vulgaris], KAI3423808.1 hypothetical protein D9Q98_009645 [Chlorella vulgaris]
OG0000160	PCFQ01000079.1 g1489 [Chlorella sp. A99]	KAI3434762.1 hypothetical protein D9Q98_002822 [Chlorella vulgaris]
OG0000161	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]	KAI3425193.1 hypothetical protein D9Q98_008962 [Chlorella vulgaris], KAI3425912.1 hypothetical protein D9Q98_007884 [Chlorella vulgaris]
OG0000162	PCFQ01000078.1 g2163 [Chlorella sp. A99]	KAI3436168.1 hypothetical protein D9Q98_002224 [Chlorella vulgaris], KAI3436170.1 hypothetical protein D9Q98_002226 [Chlorella vulgaris], KAI3436169.1 hypothetical protein D9Q98_002225 [Chlorella vulgaris]
OG0000163	PCFQ01000079.1 g1345 [Chlorella sp. A99]	KAI3424065.1 hypothetical protein D9Q98_009428 [Chlorella vulgaris]
OG0000164	PCFQ01000037.1 g2498 [Chlorella sp. A99]	KAI3428567.1 hypothetical protein D9Q98_007389 [Chlorella vulgaris], KAI3436333.1 hypothetical protein D9Q98_002386 [Chlorella vulgaris]
OG0000165	PCFQ01000011.1 g2876 [Chlorella sp. A99]	KAI3436495.1 hypothetical protein D9Q98_005912 [Chlorella vulgaris]
OG0000166	PCFQ01000005.1 g849 [Chlorella sp. A99]	KAI3424222.1 hypothetical protein D9Q98_009578 [Chlorella vulgaris]
OG0000167	PCFQ01000079.1 g1290 [Chlorella sp. A99]	KAI3428222.1 hypothetical protein D9Q98_006602 [Chlorella vulgaris]
OG0000167	PCFQ01000005.1 g809 [Chlorella sp. A99]	KAI3424236.1 hypothetical protein D9Q98_009592 [Chlorella vulgaris]
OG0000168	PCFQ01000082.1 g598 [Chlorella sp. A99]	KAI3424425.1 hypothetical protein D9Q98_009977 [Chlorella vulgaris]
OG0000168	PCFQ01000018.1 g418 [Chlorella sp. A99]	KAI3429823.1 hypothetical protein D9Q98_010136 [Chlorella vulgaris]
OG0000169	PCFQ01000005.1 g844 [Chlorella sp. A99]	KAI3427052.1 hypothetical protein D9Q98_006993 [Chlorella vulgaris]
OG0000169	PCFQ01000005.1 g769 [Chlorella sp. A99]	KAI3426930.1 hypothetical protein D9Q98_006874 [Chlorella vulgaris], KAI3426934.1 hypothetical protein D9Q98_006878 [Chlorella vulgaris]
OG0000170	PCFQ01000081.1 g1646 [Chlorella sp. A99]	KAI3432788.1 hypothetical protein D9Q98_010373 [Chlorella vulgaris]
OG0000170	PCFQ01000081.1 g1644 [Chlorella sp. A99]	KAI3437829.1 hypothetical protein D9Q98_000276 [Chlorella vulgaris]
OG0000171	PCFQ01000009.1 g1701 [Chlorella sp. A99]	KAI3438111.1 hypothetical protein D9Q98_000552 [Chlorella vulgaris], KAI3438112.1 hypothetical protein D9Q98_000553 [Chlorella vulgaris]
OG0000172	PCFQ01000011.1 g2759 [Chlorella sp. A99]	KAI3438319.1 hypothetical protein D9Q98_000753 [Chlorella vulgaris]
OG0000173	PCFQ01000015.1 g2976 [Chlorella sp. A99]	KAI3425042.1 hypothetical protein D9Q98_008420 [Chlorella vulgaris]
OG0000174	PCFQ01000037.1 g2370 [Chlorella sp. A99]	KAI3438488.1 hypothetical protein D9Q98_000916 [Chlorella vulgaris]
OG0000174	PCFQ01000081.1 g1599 [Chlorella sp. A99]	KAI3437931.1 hypothetical protein D9Q98_000375 [Chlorella vulgaris]
OG0000175	PCFQ01000037.1 g2399 [Chlorella sp. A99]	KAI3438436.1 hypothetical protein D9Q98_000867 [Chlorella vulgaris], KAI3438435.1 hypothetical protein D9Q98_000866 [Chlorella vulgaris], KAI3428453.1 hypothetical protein D9Q98_007280 [Chlorella vulgaris]
OG0000177	PCFQ01000010.1 g297 [Chlorella sp. A99]	KAI3431472.1 hypothetical protein D9Q98_004524 [Chlorella vulgaris]
OG0000178	PCFQ01000081.1 g1600 [Chlorella sp. A99]	KAI3430811.1 hypothetical protein D9Q98_009222 [Chlorella vulgaris]
OG0000179	PCFQ01000011.1 g2788 [Chlorella sp. A99]	KAI3428255.1 hypothetical protein D9Q98_006634 [Chlorella vulgaris]
OG0000183	PCFQ01000046.1 g1850 [Chlorella sp. A99]	KAI3423997.1 hypothetical protein D9Q98_009830 [Chlorella vulgaris], KAI3423994.1 hypothetical protein D9Q98_009827 [Chlorella vulgaris]
OG0000184	PCFQ01000058.1 g94 [Chlorella sp. A99]	KAI3433607.1 hypothetical protein D9Q98_003416 [Chlorella vulgaris], KAI3430585.1 hypothetical protein D9Q98_005178 [Chlorella vulgaris]
OG0000187	PCFQ01000001.1 g994 [Chlorella sp. A99]	KAI3425177.1 hypothetical protein D9Q98_008947 [Chlorella vulgaris]
OG0000187	PCFQ01000002.1 g636 [Chlorella sp. A99]	KAI3430447.1 hypothetical protein D9Q98_005042 [Chlorella vulgaris]
OG0000188	PCFQ01000037.1 g2541 [Chlorella sp. A99]	KAI3436133.1 hypothetical protein D9Q98_002190 [Chlorella vulgaris]
OG0000189	PCFQ01000007.1 g1198 [Chlorella sp. A99]	KAI3437762.1 hypothetical protein D9Q98_000209 [Chlorella vulgaris], KAI3437764.1 hypothetical protein D9Q98_000211 [Chlorella vulgaris], KAI3437763.1 hypothetical protein D9Q98_000210 [Chlorella vulgaris]
OG0000190	PCFQ01000078.1 g2011 [Chlorella sp. A99]	KAI3435698.1 hypothetical protein D9Q98_001756 [Chlorella vulgaris]
OG0000190	PCFQ01000011.1 g2860 [Chlorella sp. A99]	KAI3436627.1 hypothetical protein D9Q98_006044 [Chlorella vulgaris]
OG0000191	PCFQ01000079.1 g1453 [Chlorella sp. A99]	KAI3430721.1 hypothetical protein D9Q98_005307 [Chlorella vulgaris]
OG0000191	PCFQ01000013.1 g3318 [Chlorella sp. A99]	KAI3429536.1 hypothetical protein D9Q98_005624 [Chlorella vulgaris]
OG0000192	PCFQ01000006.1 g3216 [Chlorella sp. A99]	KAI3434482.1 hypothetical protein D9Q98_002558 [Chlorella vulgaris]
OG0000195	PCFQ01000003.1 g1051 [Chlorella sp. A99]	KAI3431610.1 hypothetical protein D9Q98_004659 [Chlorella vulgaris]
OG0000195	PCFQ01000003.1 g1062 [Chlorella sp. A99]	KAI3431652.1 hypothetical protein D9Q98_004699 [Chlorella vulgaris]
OG0000196	PCFQ01000082.1 g536 [Chlorella sp. A99]	KAI3425900.1 hypothetical protein D9Q98_007873 [Chlorella vulgaris]
OG0000198	PCFQ01000081.1 g1553 [Chlorella sp. A99]	KAI3438042.1 hypothetical protein D9Q98_000485 [Chlorella vulgaris]
OG0000199	PCFQ01000058.1 g27 [Chlorella sp. A99]	KAI3433775.1 hypothetical protein D9Q98_003581 [Chlorella vulgaris], KAI3433776.1 hypothetical protein D9Q98_003581 [Chlorella vulgaris]
OG0000200	PCFQ01000058.1 g64 [Chlorella sp. A99]	KAI3433736.1 hypothetical protein D9Q98_003543 [Chlorella vulgaris]
OG0000200	PCFQ01000079.1 g1266 [Chlorella sp. A99], PCFQ01000010.1 g295 [Chlorella sp. A99]	KAI3431347.1 hypothetical protein D9Q98_004405 [Chlorella vulgaris]
OG0000201	PCFQ01000011.1 g2928 [Chlorella sp. A99]	KAI3436387.1 hypothetical protein D9Q98_005804_ partial [Chlorella vulgaris]
OG0000201	PCFQ01000002.1 g657 [Chlorella sp. A99]	KAI3430408.1 hypothetical protein D9Q98_005003 [Chlorella vulgaris]
OG0000202	PCFQ01000079.1 g1529 [Chlorella sp. A99]	KAI3426070.1 hypothetical protein D9Q98_008038 [Chlorella vulgaris]
OG0000202	PCFQ01000037.1 g2501 [Chlorella sp. A99]	KAI3428611.1 hypothetical protein D9Q98_007434 [Chlorella vulgaris]
OG0000203	PCFQ01000004.1 g2681 [Chlorella sp. A99]	KAI3438631.1 hypothetical protein D9Q98_001053 [Chlorella vulgaris]
OG0000205	PCFQ01000010.1 g332 [Chlorella sp. A99]	KAI3425351.1 hypothetical protein D9Q98_009115 [Chlorella vulgaris], KAI3438648.1 hypothetical protein D9Q98_001070 [Chlorella vulgaris], KAI3431594.1 hypothetical protein D9Q98_004644 [Chlorella vulgaris]
OG0000206	PCFQ01000004.1 g2710 [Chlorella sp. A99]	KAI3428633.1 hypothetical protein D9Q98_007456 [Chlorella vulgaris]
OG0000206	PCFQ01000037.1 g2446 [Chlorella sp. A99]	KAI3438262.1 hypothetical protein D9Q98_000698 [Chlorella vulgaris]
OG0000208	PCFQ01000037.1 g2450 [Chlorella sp. A99]	KAI3437685.1 hypothetical protein D9Q98_000134 [Chlorella vulgaris]
OG0000208	PCFQ01000002.1 g637 [Chlorella sp. A99]	KAI3433448.1 hypothetical protein D9Q98_003262 [Chlorella vulgaris], KAI3433449.1 hypothetical protein D9Q98_003262 [Chlorella vulgaris]
OG0000209	PCFQ01000079.1 g1506 [Chlorella sp. A99]	KAI3425143.1 hypothetical protein D9Q98_008914 [Chlorella vulgaris], KAI3425151.1 hypothetical protein D9Q98_008922 [Chlorella vulgaris], KAI3425145.1 hypothetical protein D9Q98_008916 [Chlorella vulgaris]
