Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0000190	KAF8073006.1 HAM1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2011 [Chlorella sp. A99]
OG0000191	KAF8056442.1 AGPS1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1453 [Chlorella sp. A99]
OG0000191	KAF8072980.1 AGPS1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3318 [Chlorella sp. A99]
OG0000193	KAF8063035.1 hypothetical protein HT031_003874 [Scenedesmus sp. PABB004], KAF8065748.1 hypothetical protein HT031_002808 [Scenedesmus sp. PABB004], KAF8065747.1 hypothetical protein HT031_002807 [Scenedesmus sp. PABB004], KAF8065746.1 yipf1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g805 [Chlorella sp. A99]
OG0000195	KAF8067423.1 hypothetical protein HT031_002471 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1051 [Chlorella sp. A99], PCFQ01000003.1 g1062 [Chlorella sp. A99]
OG0000196	KAF8073003.1 azin2 [Scenedesmus sp. PABB004], KAF8063717.1 Ornithine decarboxylase [Scenedesmus sp. PABB004]	PCFQ01000082.1 g536 [Chlorella sp. A99]
OG0000199	KAF8065440.1 F-box protein [Scenedesmus sp. PABB004]	PCFQ01000058.1 g27 [Chlorella sp. A99]
OG0000200	KAF8069636.1 TUBA1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g64 [Chlorella sp. A99]
OG0000200	KAF8060064.1 hypothetical protein HT031_005003 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1266 [Chlorella sp. A99], PCFQ01000010.1 g295 [Chlorella sp. A99]
OG0000201	KAF8063039.1 BRR2A [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2928 [Chlorella sp. A99]
OG0000201	KAF8065637.1 BRR2C [Scenedesmus sp. PABB004]	PCFQ01000002.1 g657 [Chlorella sp. A99]
OG0000202	KAF8072821.1 GPXMC1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1529 [Chlorella sp. A99]
OG0000203	KAF8065773.1 NLP2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2132 [Chlorella sp. A99], PCFQ01000004.1 g2681 [Chlorella sp. A99]
OG0000208	KAF8061164.1 hypothetical protein HT031_004626 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2450 [Chlorella sp. A99], PCFQ01000058.1 g2 [Chlorella sp. A99], PCFQ01000002.1 g637 [Chlorella sp. A99]
OG0000209	KAF8072985.1 hypothetical protein HT031_000645 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1506 [Chlorella sp. A99]
OG0000210	KAF8057712.1 JMJ25 [Scenedesmus sp. PABB004], KAF8059101.1 JMJ25 [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2232 [Chlorella sp. A99]
OG0000211	KAF8066375.1 Ssr2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2847 [Chlorella sp. A99]
OG0000219	KAF8059198.1 SYP22 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2597 [Chlorella sp. A99]
OG0000221	KAF8065483.1 OPR1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2526 [Chlorella sp. A99], PCFQ01000004.1 g2589 [Chlorella sp. A99]
OG0000222	KAF8072883.1 TSTA3 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g555 [Chlorella sp. A99]
OG0000223	KAF8061978.1 GRC2 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g336 [Chlorella sp. A99]
OG0000223	KAF8069468.1 hypothetical protein HT031_001584 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1384 [Chlorella sp. A99]
OG0000224	KAF8059360.1 CPK17 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2431 [Chlorella sp. A99]
OG0000224	KAF8063742.1 CPK2 [Scenedesmus sp. PABB004]	PCFQ01000012.1 g1833 [Chlorella sp. A99]
OG0000225	KAF8072402.1 Gfpt2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1314 [Chlorella sp. A99], PCFQ01000011.1 g2764 [Chlorella sp. A99]
OG0000227	KAF8059731.1 hypothetical protein HT031_005139 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g976 [Chlorella sp. A99]
OG0000228	KAF8059718.1 hypothetical protein HT031_005126 [Scenedesmus sp. PABB004], KAF8065589.1 RNA-binding protein [Scenedesmus sp. PABB004]	PCFQ01000058.1 g163 [Chlorella sp. A99]
OG0000229	KAF8073140.1 Acbp2 [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1959 [Chlorella sp. A99]
OG0000232	KAF8061896.1 KAS2 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g507 [Chlorella sp. A99]
OG0000232	KAF8068419.1 KAS1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g471 [Chlorella sp. A99]
OG0000233	KAF8056108.1 cypD [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2080 [Chlorella sp. A99]
OG0000234	KAF8061125.1 eukaryotic initiation factor 4A-3 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2744 [Chlorella sp. A99]
OG0000234	KAF8064681.1 EIF4A3A [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3308 [Chlorella sp. A99]
OG0000235	KAF8068180.1 coatomer subunit alpha-3 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2174 [Chlorella sp. A99], PCFQ01000078.1 g2173 [Chlorella sp. A99], PCFQ01000058.1 g13 [Chlorella sp. A99], PCFQ01000058.1 g12 [Chlorella sp. A99]
OG0000236	KAF8060624.1 ALAAT2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1064 [Chlorella sp. A99], PCFQ01000018.1 g444 [Chlorella sp. A99]
OG0000240	KAF8057763.1 AZG1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g930 [Chlorella sp. A99], PCFQ01000008.1 g1135 [Chlorella sp. A99], PCFQ01000009.1 g1730 [Chlorella sp. A99]
OG0000241	KAF8059675.1 arsM [Scenedesmus sp. PABB004]	PCFQ01000058.1 g56 [Chlorella sp. A99]
OG0000243	KAF8065944.1 mtr [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1256 [Chlorella sp. A99]
OG0000246	KAF8064589.1 hypothetical protein HT031_003390 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2373 [Chlorella sp. A99]
OG0000247	KAF8068288.1 PRDX4 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2474 [Chlorella sp. A99]
OG0000251	KAF8068168.1 aldo-keto reductase 2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2116 [Chlorella sp. A99]
OG0000252	KAF8069481.1 Elongation factor 1-alpha [Scenedesmus sp. PABB004]	PCFQ01000005.1 g764 [Chlorella sp. A99]
OG0000252	KAF8073223.1 Srpra [Scenedesmus sp. PABB004]	PCFQ01000005.1 g763 [Chlorella sp. A99]
OG0000254	KAF8060552.1 rplK [Scenedesmus sp. PABB004], KAF8054871.1 hypothetical protein HT031_006906 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1024 [Chlorella sp. A99]
OG0000255	KAF8058344.1 imp1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1346 [Chlorella sp. A99]
OG0000259	KAF8072950.1 PWP1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1744 [Chlorella sp. A99]
OG0000260	KAF8058457.1 hypothetical protein HT031_005581 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1216 [Chlorella sp. A99]
OG0000261	KAF8072369.1 NaCP60E [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1419 [Chlorella sp. A99]
OG0000262	KAF8056222.1 Formate--tetrahydrofolate ligase [Scenedesmus sp. PABB004], KAF8060573.1 COG4 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1669 [Chlorella sp. A99]
OG0000263	KAF8072903.1 Gstp1 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1178 [Chlorella sp. A99]
OG0000264	KAF8067182.1 LIF2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1441 [Chlorella sp. A99]
OG0000266	KAF8073229.1 HRD1A [Scenedesmus sp. PABB004], KAF8055722.1 rlmN [Scenedesmus sp. PABB004], KAF8072775.1 rlmN [Scenedesmus sp. PABB004]	PCFQ01000005.1 g839 [Chlorella sp. A99]
OG0000267	KAF8055923.1 RFS2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g169 [Chlorella sp. A99]
OG0000268	KAF8055592.1 SEC13B [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2239 [Chlorella sp. A99], PCFQ01000010.1 g340 [Chlorella sp. A99]
OG0000269	KAF8057668.1 hypothetical protein HT031_006017 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1105 [Chlorella sp. A99]
OG0000270	KAF8067125.1 DNA-directed RNA polymerase III subunit RPC1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g198 [Chlorella sp. A99]
OG0000270	KAF8072459.1 NRPB1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1707 [Chlorella sp. A99]
OG0000271	KAF8055385.1 FGT1 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1238 [Chlorella sp. A99]
OG0000273	KAF8060594.1 algC [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1421 [Chlorella sp. A99]
OG0000274	KAF8064532.1 hypothetical protein HT031_003332 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3357 [Chlorella sp. A99]
OG0000275	KAF8063756.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3333 [Chlorella sp. A99]
OG0000277	KAF8060063.1 CSTF64 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g178 [Chlorella sp. A99]
OG0000285	KAF8060513.1 ABCB6 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1578 [Chlorella sp. A99], PCFQ01000001.1 g986 [Chlorella sp. A99], PCFQ01000001.1 g984 [Chlorella sp. A99], PCFQ01000037.1 g2435 [Chlorella sp. A99], PCFQ01000011.1 g2893 [Chlorella sp. A99], PCFQ01000011.1 g2826 [Chlorella sp. A99]
OG0000287	KAF8072673.1 2-3-bisphosphoglycerate-independent phosphoglycerate mutase [Scenedesmus sp. PABB004]	PCFQ01000012.1 g1838 [Chlorella sp. A99], PCFQ01000012.1 g1834 [Chlorella sp. A99]
OG0000288	KAF8071022.1 hypothetical protein HT031_001104 [Scenedesmus sp. PABB004], KAF8073017.1 rpsQ [Scenedesmus sp. PABB004]	PCFQ01000020.1 g899 [Chlorella sp. A99], PCFQ01000082.1 g597 [Chlorella sp. A99]
OG0000289	KAF8072590.1 Cbwd1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2795 [Chlorella sp. A99]
OG0000293	KAF8057632.1 CPK24 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2170 [Chlorella sp. A99]
OG0000294	KAF8062641.1 D27 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2952 [Chlorella sp. A99]
OG0000296	KAF8067242.1 hypothetical protein HT031_002289 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g194 [Chlorella sp. A99], PCFQ01000010.1 g290 [Chlorella sp. A99]
OG0000297	KAF8067233.1 PHT4 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2670 [Chlorella sp. A99]
OG0000299	KAF8055386.1 WNK3 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g145 [Chlorella sp. A99]
OG0000300	KAF8063852.1 ppa1 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2975 [Chlorella sp. A99]
OG0000301	KAF8067346.1 pam-b [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3119 [Chlorella sp. A99], PCFQ01000080.1 g1949 [Chlorella sp. A99]
OG0000302	KAF8057147.1 CIP111 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1392 [Chlorella sp. A99]
OG0000302	KAF8061103.1 hypothetical protein HT031_004564 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2902 [Chlorella sp. A99]
OG0000303	KAF8070929.1 G6PD5 [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1969 [Chlorella sp. A99]
OG0000303	KAF8072377.1 G6PD2 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g828 [Chlorella sp. A99]
OG0000304	KAF8057938.1 DRP3A [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2208 [Chlorella sp. A99]
OG0000305	KAF8065487.1 RNR2B [Scenedesmus sp. PABB004]	PCFQ01000053.1 g2547 [Chlorella sp. A99]
OG0000305	KAF8069399.1 Ribonucleoside-diphosphate reductase small chain [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1793 [Chlorella sp. A99]
OG0000307	KAF8057152.1 hypothetical protein HT031_006161 [Scenedesmus sp. PABB004], KAF8054990.1 hypothetical protein HT031_006880 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1493 [Chlorella sp. A99]
OG0000308	KAF8059656.1 LIP2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3114 [Chlorella sp. A99]
OG0000309	KAF8072675.1 PFE2 [Scenedesmus sp. PABB004]	PCFQ01000012.1 g1840 [Chlorella sp. A99]
OG0000312	KAF8061912.1 hypothetical protein HT031_004172 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g530 [Chlorella sp. A99]
OG0000313	KAF8064623.1 ABCA12 [Scenedesmus sp. PABB004], KAF8060279.1 ABCA8 [Scenedesmus sp. PABB004], KAF8065710.1 ABCA3 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g790 [Chlorella sp. A99], PCFQ01000037.1 g2418 [Chlorella sp. A99]
OG0000314	KAF8072384.1 POLD2 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1538 [Chlorella sp. A99]
OG0000315	KAF8067212.1 R1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g350 [Chlorella sp. A99], PCFQ01000079.1 g1446 [Chlorella sp. A99]
OG0000316	KAF8065940.1 XRN1 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2667 [Chlorella sp. A99]
OG0000317	KAF8063788.1 26S proteasome regulatory subunit 6B [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1381 [Chlorella sp. A99]
OG0000317	KAF8062645.1 RPT2A [Scenedesmus sp. PABB004]	PCFQ01000082.1 g500 [Chlorella sp. A99]
OG0000319	KAF8066177.1 SS3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2543 [Chlorella sp. A99]
OG0000320	KAF8068412.1 anon-84Ea [Scenedesmus sp. PABB004]	PCFQ01000010.1 g347 [Chlorella sp. A99]
OG0000321	KAF8059134.1 AAP19-1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g526 [Chlorella sp. A99]
OG0000323	KAF8067339.1 csgA [Scenedesmus sp. PABB004], KAF8062912.1 oxidoreductase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2892 [Chlorella sp. A99]
OG0000324	KAF8061415.1 SAMHD1 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g701 [Chlorella sp. A99]
OG0000324	KAF8072993.1 Kars1 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g706 [Chlorella sp. A99]
OG0000325	KAF8059665.1 HAK2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g431 [Chlorella sp. A99], PCFQ01000009.1 g1689 [Chlorella sp. A99]
OG0000327	KAF8068305.1 celD [Scenedesmus sp. PABB004], KAF8062642.1 VHA-F [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1550 [Chlorella sp. A99]
OG0000328	KAF8063840.1 GUF1-like protein [Scenedesmus sp. PABB004]	PCFQ01000002.1 g639 [Chlorella sp. A99]
OG0000331	KAF8056865.1 hypothetical protein HT031_006209 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1374 [Chlorella sp. A99], PCFQ01000079.1 g1355 [Chlorella sp. A99]
OG0000340	KAF8059752.1 CLPB1 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g949 [Chlorella sp. A99], PCFQ01000011.1 g2832 [Chlorella sp. A99]
OG0000341	KAF8073051.1 NADK2 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3012 [Chlorella sp. A99]
OG0000344	KAF8063008.1 FTSH2 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g382 [Chlorella sp. A99]
OG0000344	KAF8069387.1 FTSH1 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1029 [Chlorella sp. A99]
OG0000345	KAF8061394.1 DNA polymerase alpha catalytic subunit [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1263 [Chlorella sp. A99]
OG0000346	KAF8066301.1 SAE2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g214 [Chlorella sp. A99], PCFQ01000079.1 g1379 [Chlorella sp. A99]
OG0000350	KAF8058407.1 PRPF4B [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1696 [Chlorella sp. A99]
OG0000351	KAF8056858.1 Aimp1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g298 [Chlorella sp. A99]
OG0000353	KAF8057247.1 hypothetical protein HT031_006055 [Scenedesmus sp. PABB004], KAF8058859.1 SNRNP40 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1678 [Chlorella sp. A99]
OG0000354	KAF8067349.1 glpV [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1254 [Chlorella sp. A99]
OG0000354	KAF8058074.1 glpV [Scenedesmus sp. PABB004]	PCFQ01000010.1 g334 [Chlorella sp. A99]
OG0000355	KAF8065560.1 STN8 [Scenedesmus sp. PABB004], KAF8068435.1 PUB1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1376 [Chlorella sp. A99]
OG0000356	KAF8073076.1 Ddx47 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2804 [Chlorella sp. A99]
OG0000357	KAF8059975.1 slc38a7 [Scenedesmus sp. PABB004], KAF8055471.1 slc38a7 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1460 [Chlorella sp. A99]
OG0000362	KAF8061170.1 STK38L [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1541 [Chlorella sp. A99]
OG0000363	KAF8065511.1 KCNJ12 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3217 [Chlorella sp. A99], PCFQ01000079.1 g1434 [Chlorella sp. A99]
OG0000364	KAF8058898.1 jdp [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2886 [Chlorella sp. A99]
OG0000366	KAF8067133.1 CBP1 [Scenedesmus sp. PABB004], KAF8057860.1 protein phosphatase 2C 26 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g120 [Chlorella sp. A99]
OG0000367	KAF8071102.1 hypothetical protein HT031_001184 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1885 [Chlorella sp. A99]
OG0000369	KAF8057748.1 DHAR1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1377 [Chlorella sp. A99]
OG0000370	KAF8065897.1 TRA1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g468 [Chlorella sp. A99], PCFQ01000018.1 g467 [Chlorella sp. A99], PCFQ01000018.1 g469 [Chlorella sp. A99]
OG0000371	KAF8059406.1 SPA2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3103 [Chlorella sp. A99]
OG0000372	KAF8058047.1 GME-2 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3160 [Chlorella sp. A99]
OG0000374	KAF8071212.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2375 [Chlorella sp. A99]
OG0000375	KAF8061932.1 davT [Scenedesmus sp. PABB004]	PCFQ01000058.1 g203 [Chlorella sp. A99]
OG0000376	KAF8070943.1 RDN1 [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1819 [Chlorella sp. A99]
OG0000377	KAF8060285.1 CCR4 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g62 [Chlorella sp. A99]
OG0000383	KAF8065953.1 PUMP1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2042 [Chlorella sp. A99], PCFQ01000058.1 g106 [Chlorella sp. A99], PCFQ01000013.1 g3369 [Chlorella sp. A99]
OG0000384	KAF8067314.1 Polq [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3105 [Chlorella sp. A99]
OG0000386	KAF8059162.1 CARNS1 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g1012 [Chlorella sp. A99], PCFQ01000058.1 g93 [Chlorella sp. A99]
OG0000388	KAF8070909.1 CSP41A [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1574 [Chlorella sp. A99]
OG0000389	KAF8055672.1 DHX57 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g314 [Chlorella sp. A99]
OG0000390	KAF8072870.1 HSD17B12 [Scenedesmus sp. PABB004]	PCFQ01000002.1 g658 [Chlorella sp. A99]
OG0000390	KAF8067246.1 hemW [Scenedesmus sp. PABB004]	PCFQ01000002.1 g682 [Chlorella sp. A99]
OG0000391	KAF8059435.1 imidazoleglycerol-phosphate dehydratase 1 [Scenedesmus sp. PABB004]	PCFQ01000017.1 g2280 [Chlorella sp. A99]
OG0000393	KAF8057126.1 PLIP1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g465 [Chlorella sp. A99], PCFQ01000010.1 g294 [Chlorella sp. A99]
OG0000394	KAF8062083.1 APY2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g451 [Chlorella sp. A99]
OG0000395	KAF8055488.1 tmcC [Scenedesmus sp. PABB004], KAF8061342.1 hypothetical protein HT031_004433 [Scenedesmus sp. PABB004], KAF8072512.1 DSK2A [Scenedesmus sp. PABB004]	PCFQ01000020.1 g941 [Chlorella sp. A99], PCFQ01000079.1 g1418 [Chlorella sp. A99]
OG0000396	KAF8073041.1 hypothetical protein HT031_000702 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1382 [Chlorella sp. A99]
OG0000405	KAF8061987.1 MO1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2144 [Chlorella sp. A99]
OG0000407	KAF8065859.1 Calcium-dependent protein kinase SK5 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1311 [Chlorella sp. A99]
OG0000407	KAF8073021.1 ARF1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2059 [Chlorella sp. A99]
OG0000408	KAF8073007.1 Arginine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2861 [Chlorella sp. A99], PCFQ01000006.1 g3155 [Chlorella sp. A99]
OG0000409	KAF8064525.1 PCK1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1480 [Chlorella sp. A99], PCFQ01000018.1 g422 [Chlorella sp. A99]
OG0000410	KAF8057239.1 Dagla [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2509 [Chlorella sp. A99]
OG0000411	KAF8064590.1 gins1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g455 [Chlorella sp. A99]
OG0000413	KAF8063089.1 Stearoyl-[acyl-carrier-protein] 9-desaturase [Scenedesmus sp. PABB004]	PCFQ01000020.1 g923 [Chlorella sp. A99], PCFQ01000037.1 g2352 [Chlorella sp. A99]
OG0000414	KAF8058120.1 XEG113 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3310 [Chlorella sp. A99], PCFQ01000006.1 g3246 [Chlorella sp. A99]
OG0000416	KAF8057130.1 acu-9 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3340 [Chlorella sp. A99], PCFQ01000013.1 g3301 [Chlorella sp. A99]
OG0000418	KAF8060086.1 FTSH11 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2655 [Chlorella sp. A99]
OG0000418	KAF8056381.1 FTSH5 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2791 [Chlorella sp. A99]
OG0000419	KAF8058414.1 PIP5K5 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1189 [Chlorella sp. A99]
OG0000420	KAF8065460.1 AMT1-1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1490 [Chlorella sp. A99], PCFQ01000078.1 g2028 [Chlorella sp. A99]
OG0000421	KAF8059181.1 LHCA5 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2338 [Chlorella sp. A99]
OG0000422	KAF8062028.1 SAR2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2818 [Chlorella sp. A99]
OG0000423	KAF8068370.1 CDKG-2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g477 [Chlorella sp. A99]
OG0000423	KAF8066222.1 cdk10 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1731 [Chlorella sp. A99]
OG0000425	KAF8059445.1 ABCA9 [Scenedesmus sp. PABB004], KAF8060280.1 ABCA2 [Scenedesmus sp. PABB004], KAF8065711.1 ABCA2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2417 [Chlorella sp. A99], PCFQ01000037.1 g2416 [Chlorella sp. A99]
OG0000426	KAF8058128.1 VAC14 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g99 [Chlorella sp. A99], PCFQ01000079.1 g1249 [Chlorella sp. A99], PCFQ01000002.1 g728 [Chlorella sp. A99]
OG0000429	KAF8058093.1 LPD2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1990 [Chlorella sp. A99], PCFQ01000006.1 g3187 [Chlorella sp. A99]
OG0000430	KAF8066322.1 hypothetical protein HT031_002645 [Scenedesmus sp. PABB004], KAF8066314.1 TAF2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2925 [Chlorella sp. A99]
OG0000432	KAF8065551.1 RER5 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2682 [Chlorella sp. A99]
OG0000433	KAF8072763.1 PLSP1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g623 [Chlorella sp. A99], PCFQ01000073.1 g1962 [Chlorella sp. A99]
OG0000435	KAF8068332.1 Calcium sensing receptor [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1760 [Chlorella sp. A99]
OG0000436	KAF8055826.1 4-hydroxy-4-methyl-2-oxoglutarate aldolase [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3370 [Chlorella sp. A99]
OG0000439	KAF8072854.1 HPAT1 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g873 [Chlorella sp. A99], PCFQ01000020.1 g937 [Chlorella sp. A99]
OG0000441	KAF8059195.1 NADP-specific glutamate dehydrogenase [Scenedesmus sp. PABB004]	PCFQ01000082.1 g594 [Chlorella sp. A99]
OG0000442	KAF8072972.1 SS2 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3374 [Chlorella sp. A99]
OG0000443	KAF8062653.1 CM1 [Scenedesmus sp. PABB004], KAF8062651.1 CM1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1523 [Chlorella sp. A99]
OG0000445	KAF8071181.1 abcC12 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2959 [Chlorella sp. A99]
OG0000447	KAF8071059.1 SPBC16D10.01c [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1591 [Chlorella sp. A99]
OG0000449	KAF8055396.1 APC2 [Scenedesmus sp. PABB004], KAF8064639.1 ERCC1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g223 [Chlorella sp. A99]
OG0000450	KAF8072449.1 RER3 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1703 [Chlorella sp. A99]
OG0000452	KAF8058880.1 VPS32.1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3131 [Chlorella sp. A99]
