Orthogroup	Scenedesmus_PABB004	Chlorella_VariabilisNC64A
OG0000065	KAF8060089.1 hypothetical protein HT031_005028 [Scenedesmus sp. PABB004]	XP_005848887.1 hypothetical protein CHLNCDRAFT_144274 [Chlorella variabilis], XP_005848680.1 hypothetical protein CHLNCDRAFT_144272 [Chlorella variabilis], XP_005845896.1 hypothetical protein CHLNCDRAFT_53601 [Chlorella variabilis], XP_005846686.1 hypothetical protein CHLNCDRAFT_135415 [Chlorella variabilis], XP_005848379.1 hypothetical protein CHLNCDRAFT_22572_ partial [Chlorella variabilis]
OG0000066	KAF8056438.1 ttuB [Scenedesmus sp. PABB004]	XP_005843274.1 hypothetical protein CHLNCDRAFT_141311 [Chlorella variabilis]
OG0000069	KAF8069631.1 HSP81-3 [Scenedesmus sp. PABB004]	XP_005848732.1 hypothetical protein CHLNCDRAFT_57527 [Chlorella variabilis]
OG0000069	KAF8068330.1 HSP90-5 [Scenedesmus sp. PABB004]	XP_005843734.1 hypothetical protein CHLNCDRAFT_140066 [Chlorella variabilis]
OG0000069	KAF8060354.1 HSP90B1 [Scenedesmus sp. PABB004]	XP_005851069.1 hypothetical protein CHLNCDRAFT_19360_ partial [Chlorella variabilis]
OG0000071	KAF8066277.1 Camk1 [Scenedesmus sp. PABB004]	XP_005843149.1 hypothetical protein CHLNCDRAFT_33257 [Chlorella variabilis], XP_005843148.1 hypothetical protein CHLNCDRAFT_141552 [Chlorella variabilis], XP_005843147.1 hypothetical protein CHLNCDRAFT_37582_ partial [Chlorella variabilis], XP_005846045.1 hypothetical protein CHLNCDRAFT_8755_ partial [Chlorella variabilis], XP_005845612.1 hypothetical protein CHLNCDRAFT_136852 [Chlorella variabilis], XP_005845710.1 hypothetical protein CHLNCDRAFT_32147 [Chlorella variabilis]
OG0000071	KAF8055935.1 mlkA [Scenedesmus sp. PABB004]	XP_005845648.1 hypothetical protein CHLNCDRAFT_136678 [Chlorella variabilis]
OG0000072	KAF8059439.1 hypothetical protein HT031_005244 [Scenedesmus sp. PABB004], KAF8067172.1 hypothetical protein HT031_002219 [Scenedesmus sp. PABB004]	XP_005844074.1 hypothetical protein CHLNCDRAFT_139468 [Chlorella variabilis]
OG0000072	KAF8065650.1 hypothetical protein HT031_003251 [Scenedesmus sp. PABB004]	XP_005843640.1 hypothetical protein CHLNCDRAFT_54976 [Chlorella variabilis], XP_005849024.1 hypothetical protein CHLNCDRAFT_143440 [Chlorella variabilis], XP_005849027.1 hypothetical protein CHLNCDRAFT_143443 [Chlorella variabilis], XP_005849026.1 hypothetical protein CHLNCDRAFT_143442 [Chlorella variabilis], XP_005851221.1 hypothetical protein CHLNCDRAFT_49959 [Chlorella variabilis], XP_005851219.1 hypothetical protein CHLNCDRAFT_49957 [Chlorella variabilis], XP_005851220.1 hypothetical protein CHLNCDRAFT_137918 [Chlorella variabilis]
OG0000073	KAF8056137.1 hypothetical protein HT031_006488 [Scenedesmus sp. PABB004]	XP_005845012.1 expressed protein [Chlorella variabilis], XP_005852125.1 hypothetical protein CHLNCDRAFT_133216 [Chlorella variabilis], XP_005851991.1 hypothetical protein CHLNCDRAFT_132900 [Chlorella variabilis], XP_005850391.1 hypothetical protein CHLNCDRAFT_142269 [Chlorella variabilis], XP_005849172.1 hypothetical protein CHLNCDRAFT_143823 [Chlorella variabilis], XP_005846834.1 hypothetical protein CHLNCDRAFT_53084 [Chlorella variabilis]
OG0000074	KAF8061057.1 hypothetical protein HT031_004517 [Scenedesmus sp. PABB004], KAF8056014.1 hypothetical protein HT031_006535 [Scenedesmus sp. PABB004], KAF8061062.1 hypothetical protein HT031_004522 [Scenedesmus sp. PABB004]	XP_005843071.1 hypothetical protein CHLNCDRAFT_141607 [Chlorella variabilis]
OG0000076	KAF8068287.1 ASAT1 [Scenedesmus sp. PABB004]	XP_005843653.1 hypothetical protein CHLNCDRAFT_140013 [Chlorella variabilis]
OG0000076	KAF8061301.1 AT7 [Scenedesmus sp. PABB004]	XP_005843345.1 hypothetical protein CHLNCDRAFT_141263 [Chlorella variabilis], XP_005849314.1 hypothetical protein CHLNCDRAFT_143653 [Chlorella variabilis], XP_005849312.1 hypothetical protein CHLNCDRAFT_143650 [Chlorella variabilis], XP_005849313.1 hypothetical protein CHLNCDRAFT_143651 [Chlorella variabilis], XP_005846046.1 hypothetical protein CHLNCDRAFT_136187 [Chlorella variabilis]
OG0000078	KAF8059208.1 PFK5 [Scenedesmus sp. PABB004]	XP_005848034.1 hypothetical protein CHLNCDRAFT_145205 [Chlorella variabilis]
OG0000078	KAF8065867.1 PFK5 [Scenedesmus sp. PABB004]	XP_005850730.1 hypothetical protein CHLNCDRAFT_29926 [Chlorella variabilis], XP_005851279.1 hypothetical protein CHLNCDRAFT_29590 [Chlorella variabilis]
OG0000079	KAF8065619.1 HSP70 [Scenedesmus sp. PABB004], KAF8070942.1 HSP70 [Scenedesmus sp. PABB004]	XP_005850065.1 heat shock protein 70 [Chlorella variabilis], XP_005843891.1 heat shock protein 70 [Chlorella variabilis]
OG0000079	KAF8060359.1 BIP5 [Scenedesmus sp. PABB004]	XP_005842772.1 hypothetical protein CHLNCDRAFT_144025_ partial [Chlorella variabilis]
OG0000080	KAF8065839.1 Herc2 [Scenedesmus sp. PABB004]	XP_005848657.1 hypothetical protein CHLNCDRAFT_57487 [Chlorella variabilis], XP_005843258.1 hypothetical protein CHLNCDRAFT_141380 [Chlorella variabilis], XP_005850150.1 hypothetical protein CHLNCDRAFT_142285 [Chlorella variabilis], XP_005850149.1 hypothetical protein CHLNCDRAFT_142283 [Chlorella variabilis]
OG0000081	KAF8055941.1 MST4 [Scenedesmus sp. PABB004], KAF8065642.1 BASS4 [Scenedesmus sp. PABB004]	XP_005850357.1 hypothetical protein CHLNCDRAFT_20234_ partial [Chlorella variabilis], XP_005849962.1 hypothetical protein CHLNCDRAFT_143322 [Chlorella variabilis], XP_005851503.1 hypothetical protein CHLNCDRAFT_49947 [Chlorella variabilis]
OG0000082	KAF8057866.1 nek2 [Scenedesmus sp. PABB004]	XP_005849820.1 hypothetical protein CHLNCDRAFT_20808 [Chlorella variabilis], XP_005849160.1 hypothetical protein CHLNCDRAFT_11072_ partial [Chlorella variabilis], XP_005843186.1 hypothetical protein CHLNCDRAFT_28390_ partial [Chlorella variabilis], XP_005846235.1 hypothetical protein CHLNCDRAFT_11223_ partial [Chlorella variabilis], XP_005848698.1 hypothetical protein CHLNCDRAFT_11527_ partial [Chlorella variabilis], XP_005848697.1 hypothetical protein CHLNCDRAFT_144329 [Chlorella variabilis]
OG0000083	KAF8061293.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]	XP_005851028.1 hypothetical protein CHLNCDRAFT_19903 [Chlorella variabilis]
OG0000083	KAF8055757.1 Fam91a1 [Scenedesmus sp. PABB004]	XP_005851027.1 hypothetical protein CHLNCDRAFT_17236_ partial [Chlorella variabilis]
OG0000084	KAF8067153.1 Cysteine synthase [Scenedesmus sp. PABB004]	XP_005848464.1 hypothetical protein CHLNCDRAFT_10178_ partial [Chlorella variabilis]
OG0000084	KAF8072629.1 Cysteine synthase [Scenedesmus sp. PABB004]	XP_005843968.1 hypothetical protein CHLNCDRAFT_27694 [Chlorella variabilis]
OG0000085	KAF8073178.1 ndufaf3 [Scenedesmus sp. PABB004]	XP_005843952.1 expressed protein [Chlorella variabilis]
OG0000087	KAF8063701.1 SYM1 [Scenedesmus sp. PABB004]	XP_005847969.1 hypothetical protein CHLNCDRAFT_145456 [Chlorella variabilis]
OG0000087	KAF8058038.1 uhpC [Scenedesmus sp. PABB004], KAF8068291.1 uhpC [Scenedesmus sp. PABB004]	XP_005843145.1 hypothetical protein CHLNCDRAFT_141550 [Chlorella variabilis]
OG0000088	KAF8072753.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]	XP_005845266.1 hypothetical protein CHLNCDRAFT_36508 [Chlorella variabilis], XP_005849324.1 hypothetical protein CHLNCDRAFT_143689 [Chlorella variabilis], XP_005849325.1 hypothetical protein CHLNCDRAFT_143690 [Chlorella variabilis]
OG0000088	KAF8058409.1 pyruvate kinase 2 [Scenedesmus sp. PABB004], KAF8062698.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]	XP_005849112.1 hypothetical protein CHLNCDRAFT_34881 [Chlorella variabilis]
OG0000089	KAF8073038.1 hypothetical protein HT031_000699 [Scenedesmus sp. PABB004]	XP_005850244.1 hypothetical protein CHLNCDRAFT_50533 [Chlorella variabilis]
OG0000090	KAF8062922.1 SAT2 [Scenedesmus sp. PABB004]	XP_005844216.1 hypothetical protein CHLNCDRAFT_27053_ partial [Chlorella variabilis]
OG0000090	KAF8060021.1 WD repeat-containing protein [Scenedesmus sp. PABB004]	XP_005844298.1 hypothetical protein CHLNCDRAFT_37067 [Chlorella variabilis]
OG0000091	KAF8069632.1 PP2A4 [Scenedesmus sp. PABB004]	XP_005852059.1 protein phosphatase 2A catalytic subunit [Chlorella variabilis]
OG0000091	KAF8065498.1 PPX2 [Scenedesmus sp. PABB004]	XP_005843716.1 protein phosphatase X [Chlorella variabilis]
OG0000091	KAF8068346.1 hypothetical protein HT031_002035 [Scenedesmus sp. PABB004]	XP_005843955.1 phosphoprotein phosphatase [Chlorella variabilis]
OG0000092	KAF8072974.1 RDH12 [Scenedesmus sp. PABB004]	XP_005844845.1 hypothetical protein CHLNCDRAFT_138320 [Chlorella variabilis]
OG0000092	KAF8067194.1 uapA [Scenedesmus sp. PABB004]	XP_005848091.1 hypothetical protein CHLNCDRAFT_145360 [Chlorella variabilis]
OG0000093	KAF8069443.1 hypothetical protein HT031_001558 [Scenedesmus sp. PABB004]	XP_005849431.1 hypothetical protein CHLNCDRAFT_143978 [Chlorella variabilis], XP_005849851.1 hypothetical protein CHLNCDRAFT_143024 [Chlorella variabilis], XP_005849226.1 hypothetical protein CHLNCDRAFT_21653_ partial [Chlorella variabilis], XP_005849436.1 hypothetical protein CHLNCDRAFT_21625 [Chlorella variabilis], XP_005851100.1 hypothetical protein CHLNCDRAFT_137643 [Chlorella variabilis]
OG0000095	KAF8062760.1 CRTISO2 [Scenedesmus sp. PABB004]	XP_005847333.1 hypothetical protein CHLNCDRAFT_134505 [Chlorella variabilis]
OG0000096	KAF8054728.1 Abcb6 [Scenedesmus sp. PABB004], KAF8055403.1 Abcb6 [Scenedesmus sp. PABB004]	XP_005846494.1 hypothetical protein CHLNCDRAFT_25066 [Chlorella variabilis]
OG0000096	KAF8057280.1 Abcb6 [Scenedesmus sp. PABB004]	XP_005844767.1 hypothetical protein CHLNCDRAFT_138610 [Chlorella variabilis]
OG0000097	KAF8062668.1 hypothetical protein HT031_003997 [Scenedesmus sp. PABB004]	XP_005845438.1 hypothetical protein CHLNCDRAFT_137062 [Chlorella variabilis], XP_005845437.1 hypothetical protein CHLNCDRAFT_137061 [Chlorella variabilis]
OG0000097	KAF8066414.1 CURT1A [Scenedesmus sp. PABB004]	XP_005845312.1 hypothetical protein CHLNCDRAFT_137065 [Chlorella variabilis]
OG0000098	KAF8069427.1 malate dehydrogenase [Scenedesmus sp. PABB004]	XP_005843566.1 hypothetical protein CHLNCDRAFT_59812 [Chlorella variabilis]
OG0000098	KAF8064575.1 hypothetical protein HT031_003375 [Scenedesmus sp. PABB004]	XP_005852212.1 hypothetical protein CHLNCDRAFT_18230 [Chlorella variabilis]
OG0000098	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]	XP_005850482.1 hypothetical protein CHLNCDRAFT_59566 [Chlorella variabilis]
OG0000099	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004]	XP_005842557.1 hypothetical protein CHLNCDRAFT_144614_ partial [Chlorella variabilis], XP_005847543.1 hypothetical protein CHLNCDRAFT_133737 [Chlorella variabilis], XP_005850238.1 hypothetical protein CHLNCDRAFT_141891 [Chlorella variabilis], XP_005849981.1 hypothetical protein CHLNCDRAFT_8109_ partial [Chlorella variabilis]
OG0000099	KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004]	XP_005846452.1 hypothetical protein CHLNCDRAFT_135608 [Chlorella variabilis]
OG0000100	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]	XP_005843628.1 hypothetical protein CHLNCDRAFT_59237 [Chlorella variabilis]
OG0000100	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]	XP_005843554.1 hypothetical protein CHLNCDRAFT_59809 [Chlorella variabilis]
OG0000101	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]	XP_005844402.1 hypothetical protein CHLNCDRAFT_32555 [Chlorella variabilis]
OG0000101	KAF8070970.1 clpB [Scenedesmus sp. PABB004]	XP_005845497.1 hypothetical protein CHLNCDRAFT_6558_ partial [Chlorella variabilis]
OG0000101	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]	XP_005846914.1 hypothetical protein CHLNCDRAFT_58067 [Chlorella variabilis]
OG0000102	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]	XP_005850093.1 hypothetical protein CHLNCDRAFT_142154 [Chlorella variabilis]
OG0000102	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]	XP_005851884.1 hypothetical protein CHLNCDRAFT_33619 [Chlorella variabilis]
OG0000102	KAF8055943.1 hypothetical protein HT031_006582 [Scenedesmus sp. PABB004]	XP_005850092.1 hypothetical protein CHLNCDRAFT_142153 [Chlorella variabilis]
OG0000103	KAF8072876.1 PRY1 [Scenedesmus sp. PABB004]	XP_005851744.1 hypothetical protein CHLNCDRAFT_133112 [Chlorella variabilis]
OG0000104	KAF8072513.1 NUP50A [Scenedesmus sp. PABB004]	XP_005851204.1 hypothetical protein CHLNCDRAFT_137888 [Chlorella variabilis]
OG0000104	KAF8071110.1 CP12 [Scenedesmus sp. PABB004]	XP_005851203.1 hypothetical protein CHLNCDRAFT_137886 [Chlorella variabilis]
OG0000105	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]	XP_005843523.1 hypothetical protein CHLNCDRAFT_59252 [Chlorella variabilis], XP_005842773.1 hypothetical protein CHLNCDRAFT_144018_ partial [Chlorella variabilis]
OG0000105	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]	XP_005850389.1 hypothetical protein CHLNCDRAFT_20468 [Chlorella variabilis]
OG0000105	KAF8071068.1 Dnah1 [Scenedesmus sp. PABB004], KAF8066345.1 DNAH7 [Scenedesmus sp. PABB004]	XP_005842774.1 hypothetical protein CHLNCDRAFT_144019 [Chlorella variabilis]
OG0000106	KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]	XP_005846592.1 hypothetical protein CHLNCDRAFT_9386_ partial [Chlorella variabilis], XP_005845071.1 hypothetical protein CHLNCDRAFT_58686 [Chlorella variabilis]
OG0000106	KAF8067278.1 hypothetical protein HT031_002325 [Scenedesmus sp. PABB004]	XP_005851990.1 hypothetical protein CHLNCDRAFT_18492 [Chlorella variabilis]
OG0000107	KAF8067328.1 RAB3GAP2 [Scenedesmus sp. PABB004]	XP_005849180.1 hypothetical protein CHLNCDRAFT_143843 [Chlorella variabilis], XP_005849181.1 hypothetical protein CHLNCDRAFT_143844 [Chlorella variabilis], XP_005849412.1 hypothetical protein CHLNCDRAFT_143926 [Chlorella variabilis]
OG0000109	KAF8058316.1 TRAF3IP1 [Scenedesmus sp. PABB004]	XP_005843339.1 hypothetical protein CHLNCDRAFT_141253 [Chlorella variabilis]
OG0000111	KAF8072944.1 ATXR2 [Scenedesmus sp. PABB004]	XP_005849036.1 hypothetical protein CHLNCDRAFT_143466 [Chlorella variabilis], XP_005848325.1 hypothetical protein CHLNCDRAFT_35166 [Chlorella variabilis], XP_005842817.1 hypothetical protein CHLNCDRAFT_28788_ partial [Chlorella variabilis], XP_005842829.1 hypothetical protein CHLNCDRAFT_142575 [Chlorella variabilis], XP_005848326.1 hypothetical protein CHLNCDRAFT_35167 [Chlorella variabilis], XP_005842830.1 hypothetical protein CHLNCDRAFT_142576 [Chlorella variabilis]
OG0000112	KAF8065659.1 P4H2 [Scenedesmus sp. PABB004]	XP_005850039.1 hypothetical protein CHLNCDRAFT_142031 [Chlorella variabilis], XP_005850721.1 hypothetical protein CHLNCDRAFT_19485 [Chlorella variabilis]
OG0000113	KAF8062021.1 AAP2 [Scenedesmus sp. PABB004], KAF8062023.1 AAP2 [Scenedesmus sp. PABB004]	XP_005846098.1 hypothetical protein CHLNCDRAFT_53357 [Chlorella variabilis], XP_005846706.1 hypothetical protein CHLNCDRAFT_58128 [Chlorella variabilis]
OG0000114	KAF8070965.1 TRZ4 [Scenedesmus sp. PABB004]	XP_005846553.1 hypothetical protein CHLNCDRAFT_31874 [Chlorella variabilis]
OG0000115	KAF8061951.1 HDAC1 [Scenedesmus sp. PABB004]	XP_005847525.1 hypothetical protein CHLNCDRAFT_23482 [Chlorella variabilis]
OG0000115	KAF8061327.1 HDA9 [Scenedesmus sp. PABB004]	XP_005848164.1 hypothetical protein CHLNCDRAFT_145535 [Chlorella variabilis]
OG0000117	KAF8057138.1 glcA [Scenedesmus sp. PABB004], KAF8062630.1 hypothetical protein HT031_003959 [Scenedesmus sp. PABB004], KAF8071283.1 bglA [Scenedesmus sp. PABB004]	XP_005848054.1 hypothetical protein CHLNCDRAFT_145257 [Chlorella variabilis], XP_005849516.1 hypothetical protein CHLNCDRAFT_142854 [Chlorella variabilis], XP_005844076.1 hypothetical protein CHLNCDRAFT_139471 [Chlorella variabilis], XP_005842741.1 hypothetical protein CHLNCDRAFT_145185_ partial [Chlorella variabilis], XP_005851807.1 hypothetical protein CHLNCDRAFT_133261 [Chlorella variabilis]
OG0000118	KAF8057944.1 pma1 [Scenedesmus sp. PABB004]	XP_005845718.1 hypothetical protein CHLNCDRAFT_8997_ partial [Chlorella variabilis]
OG0000118	KAF8056830.1 sdr42e1 [Scenedesmus sp. PABB004]	XP_005845829.1 hypothetical protein CHLNCDRAFT_136293 [Chlorella variabilis]
OG0000119	KAF8072977.1 DEAH3 [Scenedesmus sp. PABB004]	XP_005852221.1 hypothetical protein CHLNCDRAFT_33628 [Chlorella variabilis]
OG0000119	KAF8072436.1 DEAH5 [Scenedesmus sp. PABB004]	XP_005851088.1 hypothetical protein CHLNCDRAFT_137613 [Chlorella variabilis]
OG0000120	KAF8068296.1 hypothetical protein HT031_001983 [Scenedesmus sp. PABB004], KAF8059116.1 TMEM230 [Scenedesmus sp. PABB004], KAF8065601.1 Ermp1 [Scenedesmus sp. PABB004], KAF8065827.1 SIP1-1 [Scenedesmus sp. PABB004], KAF8055589.1 hypothetical protein HT031_006708 [Scenedesmus sp. PABB004], KAF8068341.1 hypothetical protein HT031_002030 [Scenedesmus sp. PABB004], KAF8072736.1 ATG1B [Scenedesmus sp. PABB004], KAF8059140.1 hypothetical protein HT031_005312 [Scenedesmus sp. PABB004], KAF8061370.1 mannose-1-phosphate guanylyltransferase 2 [Scenedesmus sp. PABB004], KAF8069482.1 secA [Scenedesmus sp. PABB004], KAF8072721.1 hypothetical protein HT031_000381 [Scenedesmus sp. PABB004]	XP_005844383.1 hypothetical protein CHLNCDRAFT_26946_ partial [Chlorella variabilis]
OG0000121	KAF8055112.1 PTC52 [Scenedesmus sp. PABB004]	XP_005851076.1 hypothetical protein CHLNCDRAFT_137589 [Chlorella variabilis], XP_005851075.1 hypothetical protein CHLNCDRAFT_137587 [Chlorella variabilis]
OG0000121	KAF8067223.1 hypothetical protein HT031_002270 [Scenedesmus sp. PABB004], KAF8060538.1 rutD [Scenedesmus sp. PABB004]	XP_005846831.1 hypothetical protein CHLNCDRAFT_13204_ partial [Chlorella variabilis]
OG0000124	KAF8063716.1 DNAJB4 [Scenedesmus sp. PABB004]	XP_005848444.1 hypothetical protein CHLNCDRAFT_51784 [Chlorella variabilis]
OG0000126	KAF8062936.1 RASA4 [Scenedesmus sp. PABB004]	XP_005850873.1 hypothetical protein CHLNCDRAFT_140516 [Chlorella variabilis]
OG0000126	KAF8059985.1 SQD2 [Scenedesmus sp. PABB004]	XP_005843576.1 hypothetical protein CHLNCDRAFT_33086 [Chlorella variabilis]
OG0000127	KAF8073250.1 METTL7A [Scenedesmus sp. PABB004]	XP_005852045.1 hypothetical protein CHLNCDRAFT_133017 [Chlorella variabilis]
OG0000128	KAF8069375.1 YchF1 [Scenedesmus sp. PABB004]	XP_005847323.1 hypothetical protein CHLNCDRAFT_56178 [Chlorella variabilis]
OG0000129	KAF8064567.1 abcG2 [Scenedesmus sp. PABB004]	XP_005843674.1 hypothetical protein CHLNCDRAFT_140061 [Chlorella variabilis], XP_005842827.1 hypothetical protein CHLNCDRAFT_142571 [Chlorella variabilis]
OG0000129	KAF8057935.1 ABCG31 [Scenedesmus sp. PABB004]	XP_005848660.1 hypothetical protein CHLNCDRAFT_10394_ partial [Chlorella variabilis]
OG0000130	KAF8067318.1 DEGP9 [Scenedesmus sp. PABB004]	XP_005851872.1 hypothetical protein CHLNCDRAFT_56559 [Chlorella variabilis]
OG0000130	KAF8056110.1 DEGP9 [Scenedesmus sp. PABB004]	XP_005850048.1 hypothetical protein CHLNCDRAFT_34342 [Chlorella variabilis]
OG0000131	KAF8061141.1 hypothetical protein HT031_004602 [Scenedesmus sp. PABB004]	XP_005847891.1 hypothetical protein CHLNCDRAFT_52004 [Chlorella variabilis]
OG0000131	KAF8067382.1 hypothetical protein HT031_002430 [Scenedesmus sp. PABB004]	XP_005848124.1 hypothetical protein CHLNCDRAFT_13478_ partial [Chlorella variabilis]
OG0000132	KAF8065458.1 hypothetical protein HT031_003059 [Scenedesmus sp. PABB004]	XP_005843362.1 expressed protein [Chlorella variabilis]
OG0000132	KAF8062014.1 hypothetical protein HT031_004274 [Scenedesmus sp. PABB004]	XP_005845594.1 hypothetical protein CHLNCDRAFT_58548 [Chlorella variabilis], XP_005847908.1 hypothetical protein CHLNCDRAFT_145296 [Chlorella variabilis]
OG0000133	KAF8066232.1 ABC1K7 [Scenedesmus sp. PABB004]	XP_005844022.1 hypothetical protein CHLNCDRAFT_139566 [Chlorella variabilis]
OG0000133	KAF8056123.1 GTE1 [Scenedesmus sp. PABB004]	XP_005842662.1 expressed protein_ partial [Chlorella variabilis]
OG0000133	KAF8062086.1 ABC1K8 [Scenedesmus sp. PABB004]	XP_005843049.1 hypothetical protein CHLNCDRAFT_33282_ partial [Chlorella variabilis]
OG0000135	KAF8058342.1 spast [Scenedesmus sp. PABB004]	XP_005845860.1 hypothetical protein CHLNCDRAFT_36318 [Chlorella variabilis]
OG0000135	KAF8061349.1 RPS9B [Scenedesmus sp. PABB004]	XP_005849917.1 hypothetical protein CHLNCDRAFT_56085 [Chlorella variabilis]
