Orthogroup	Duplications (all)	Duplications (50% support)
OG0005586	0	0
OG0005587	1	1
OG0005588	0	0
OG0005589	2	2
OG0005590	0	0
OG0005591	0	0
OG0005592	0	0
OG0005593	0	0
OG0005594	4	4
OG0005595	0	0
OG0005596	1	1
OG0005597	0	0
OG0005598	0	0
OG0005599	2	2
OG0005600	0	0
OG0005601	1	1
OG0005602	0	0
OG0005603	1	1
OG0005604	0	0
OG0005605	1	1
OG0005606	1	1
OG0005607	2	2
OG0005608	0	0
OG0005609	0	0
OG0005610	3	3
OG0005611	0	0
OG0005612	0	0
OG0005613	0	0
OG0005614	1	1
OG0005615	0	0
OG0005616	4	4
OG0005617	4	4
OG0005618	0	0
OG0005619	0	0
OG0005620	0	0
OG0005621	1	1
OG0005622	5	5
OG0005623	0	0
OG0005624	1	1
OG0005625	1	1
OG0005626	0	0
OG0005627	0	0
OG0005628	1	1
OG0005629	0	0
OG0005630	1	0
OG0005631	0	0
OG0005632	2	2
OG0005633	5	5
OG0005634	1	1
OG0005635	3	3
OG0005636	0	0
OG0005637	4	4
OG0005638	2	2
OG0005639	1	1
OG0005640	1	1
OG0005641	0	0
OG0005642	0	0
OG0005643	0	0
OG0005644	1	1
OG0005645	1	1
OG0005646	0	0
OG0005647	0	0
OG0005648	0	0
OG0005649	1	1
OG0005650	1	1
OG0005651	0	0
OG0005652	1	1
OG0005653	1	0
OG0005654	0	0
OG0005655	0	0
OG0005656	1	1
OG0005657	0	0
OG0005658	1	1
OG0005659	1	1
OG0005660	0	0
OG0005661	0	0
OG0005662	0	0
OG0005663	0	0
OG0005664	0	0
OG0005665	0	0
OG0005666	1	0
OG0005667	0	0
OG0005668	2	2
OG0005669	0	0
OG0005670	0	0
OG0005671	0	0
OG0005672	0	0
OG0005673	1	1
OG0005674	0	0
OG0005675	0	0
OG0005676	0	0
OG0005677	3	3
OG0005678	0	0
OG0005679	0	0
OG0005680	0	0
OG0005681	2	2
OG0005682	1	1
OG0005683	0	0
OG0005684	0	0
OG0005685	1	1
OG0005686	1	1
OG0005687	0	0
OG0005688	1	1
OG0005689	0	0
OG0005690	1	1
OG0005691	0	0
OG0005692	0	0
OG0005693	0	0
OG0005694	0	0
OG0005695	2	2
OG0005696	3	3
OG0005697	0	0
OG0005698	0	0
OG0005699	0	0
OG0005700	2	2
OG0005701	2	2
OG0005702	2	0
OG0005703	0	0
OG0005704	0	0
OG0005705	0	0
OG0005706	0	0
OG0005707	0	0
OG0005708	2	2
OG0005709	0	0
OG0005710	2	2
OG0005711	1	1
OG0005712	1	1
OG0005713	2	2
OG0005714	2	2
OG0005715	0	0
OG0005716	2	2
OG0005717	2	2
OG0005718	3	3
OG0005719	0	0
OG0005720	1	1
OG0005721	0	0
OG0005722	2	2
OG0005723	2	2
OG0005724	1	1
OG0005725	0	0
OG0005726	1	1
OG0005727	1	1
OG0005728	0	0
OG0005729	2	2
OG0005730	0	0
OG0005731	2	2
OG0005732	1	1
OG0005733	0	0
OG0005734	0	0
OG0005735	0	0
OG0005736	1	1
OG0005737	1	1
OG0005738	1	1
OG0005739	0	0
OG0005740	0	0
OG0005741	2	2
OG0005742	0	0
OG0005743	1	1
OG0005744	0	0
OG0005745	1	0
OG0005746	0	0
OG0005747	3	3
OG0005748	0	0
OG0005749	0	0
OG0005750	2	2
OG0005751	0	0
OG0005752	2	2
OG0005753	2	2
OG0005754	0	0
OG0005755	0	0
OG0005756	0	0
OG0005757	0	0
OG0005758	0	0
OG0005759	1	1
OG0005760	0	0
OG0005761	0	0
OG0005762	2	2
OG0005763	1	1
OG0005764	0	0
OG0005765	1	1
OG0005766	1	1
OG0005767	0	0
OG0005768	0	0
OG0005769	0	0
OG0005770	0	0
OG0005771	0	0
OG0005772	0	0
OG0005773	0	0
OG0005774	3	3
OG0005775	0	0
OG0005776	1	1
OG0005777	0	0
OG0005778	1	1
OG0005779	1	1
OG0005780	0	0
OG0005781	0	0
OG0005782	0	0
OG0005783	0	0
OG0005784	3	3
OG0005785	0	0
OG0005786	0	0
OG0005787	0	0
OG0005788	1	1
OG0005789	0	0
OG0005790	0	0
OG0005791	0	0
OG0005792	0	0
OG0005793	0	0
OG0005794	0	0
OG0005795	0	0
OG0005796	0	0
OG0005797	0	0
OG0005798	2	2
OG0005799	1	1
OG0005800	1	1
OG0005801	0	0
OG0005802	0	0
OG0005803	0	0
OG0005804	1	1
OG0005805	2	2
OG0005806	1	1
OG0005807	0	0
OG0005808	0	0
OG0005809	0	0
OG0005810	3	3
OG0005811	0	0
OG0005812	0	0
OG0005813	1	1
OG0005814	0	0
OG0005815	0	0
OG0005816	2	2
OG0005817	0	0
OG0005818	0	0
OG0005819	3	3
OG0005820	2	2
OG0005821	0	0
OG0005822	2	2
OG0005823	0	0
OG0005824	1	1
OG0005825	0	0
OG0005826	0	0
OG0005827	2	2
OG0005828	0	0
OG0005829	1	1
OG0005830	0	0
OG0005831	0	0
OG0005832	1	1
OG0005833	0	0
OG0005834	1	1
OG0005835	0	0
OG0005836	0	0
OG0005837	1	1
OG0005838	0	0
OG0005839	0	0
OG0005840	0	0
OG0005841	0	0
OG0005842	0	0
OG0005843	0	0
OG0005844	1	1
OG0005845	1	1
OG0005846	0	0
OG0005847	1	1
OG0005848	1	1
OG0005849	0	0
OG0005850	0	0
OG0005851	0	0
OG0005852	0	0
OG0005853	2	2
OG0005854	0	0
OG0005855	0	0
OG0005856	0	0
OG0005857	0	0
OG0005858	2	2
OG0005859	1	1
OG0005860	0	0
OG0005861	0	0
OG0005862	1	1
OG0005863	0	0
OG0005864	1	1
OG0005865	0	0
OG0005866	0	0
OG0005867	0	0
OG0005868	0	0
OG0005869	0	0
OG0005870	1	1
OG0005871	1	0
OG0005872	3	3
OG0005873	0	0
OG0005874	1	1
OG0005875	1	1
OG0005876	0	0
OG0005877	0	0
OG0005878	0	0
OG0005879	2	2
OG0005880	0	0
OG0005881	0	0
OG0005882	1	1
OG0005883	0	0
OG0005884	0	0
OG0005885	3	3
OG0005886	1	1
OG0005887	1	1
OG0005888	1	1
OG0005889	0	0
OG0005890	0	0
OG0005891	0	0
OG0005892	2	2
OG0005893	1	1
OG0005894	1	1
OG0005895	0	0
OG0005896	0	0
OG0005897	0	0
OG0005898	3	3
OG0005899	0	0
OG0005900	1	1
OG0005901	4	4
OG0005902	5	5
OG0005903	4	4
OG0005904	0	0
OG0005905	1	1
OG0005906	1	1
OG0005907	0	0
OG0005908	2	2
OG0005909	0	0
OG0005910	0	0
OG0005911	4	4
OG0005912	0	0
OG0005913	0	0
OG0005914	0	0
OG0005915	3	3
OG0005916	1	1
OG0005917	1	1
OG0005918	1	1
OG0005919	4	4
OG0005920	2	2
OG0005921	0	0
OG0005922	0	0
OG0005923	2	2
OG0005924	0	0
OG0005925	0	0
OG0005926	0	0
OG0005927	1	1
OG0005928	1	1
OG0005929	0	0
OG0005930	0	0
OG0005931	0	0
OG0005932	0	0
OG0005933	0	0
OG0005934	1	1
OG0005935	2	2
OG0005936	1	1
OG0005937	2	2
OG0005938	0	0
OG0005939	4	4
OG0005940	4	4
OG0005941	1	1
OG0005942	2	2
OG0005943	0	0
OG0005944	3	3
OG0005945	0	0
OG0005946	1	1
OG0005947	3	3
OG0005948	1	0
OG0005949	5	5
OG0005950	5	5
OG0005951	3	3
OG0005952	5	5
OG0005953	5	5
OG0005954	3	3
OG0005955	2	2
OG0005956	4	4
OG0005957	3	3
OG0005958	5	5
OG0005959	4	4
OG0005960	5	5
OG0005961	3	3
OG0005962	4	4
OG0005963	5	5
OG0005964	3	2
OG0005965	3	3
OG0005966	3	3
OG0005967	3	3
OG0005968	5	5
OG0005969	4	4
OG0005970	5	5
OG0005971	5	5
OG0005972	4	4
OG0005973	5	5
OG0005974	5	5
OG0005975	5	5
OG0005976	5	5
OG0005977	5	5
OG0005978	4	4
OG0005979	5	5
OG0005980	5	5
OG0005981	5	5
OG0005982	4	4
OG0005983	3	3
OG0005984	5	5
OG0005985	5	5
OG0005986	3	3
OG0005987	5	5
OG0005988	3	3
OG0005989	3	3
OG0005990	3	3
OG0005991	5	5
OG0005992	3	3
OG0005993	3	3
OG0005994	5	5
OG0005995	4	4
OG0005996	5	5
OG0005997	0	0
OG0005998	0	0
OG0005999	0	0
OG0006000	0	0
OG0006001	0	0
OG0006002	4	4
OG0006003	0	0
OG0006004	1	1
OG0006005	0	0
OG0006006	0	0
OG0006007	0	0
OG0006008	0	0
OG0006009	0	0
OG0006010	1	1
OG0006011	0	0
OG0006012	1	1
OG0006013	0	0
OG0006014	0	0
OG0006015	0	0
OG0006016	0	0
OG0006017	3	3
OG0006018	0	0
OG0006019	0	0
OG0006020	0	0
OG0006021	0	0
OG0006022	0	0
OG0006023	0	0
OG0006024	0	0
OG0006025	0	0
OG0006026	0	0
OG0006027	1	1
OG0006028	0	0
OG0006029	0	0
OG0006030	0	0
OG0006031	0	0
OG0006032	0	0
OG0006033	0	0
OG0006034	1	0
OG0006035	0	0
OG0006036	0	0
OG0006037	0	0
OG0006038	0	0
OG0006039	1	1
OG0006040	0	0
OG0006041	0	0
OG0006042	0	0
OG0006043	0	0
OG0006044	0	0
OG0006045	0	0
OG0006046	0	0
OG0006047	0	0
OG0006048	0	0
OG0006049	0	0
OG0006050	0	0
OG0006051	0	0
OG0006052	0	0
OG0006053	0	0
OG0006054	0	0
OG0006055	0	0
OG0006056	0	0
OG0006057	0	0
OG0006058	0	0
OG0006059	0	0
OG0006060	0	0
OG0006061	0	0
OG0006062	2	2
OG0006063	0	0
OG0006064	1	1
OG0006065	0	0
OG0006066	0	0
OG0006067	0	0
OG0006068	0	0
OG0006069	0	0
OG0006070	0	0
OG0006071	1	1
OG0006072	0	0
OG0006073	0	0
OG0006074	0	0
OG0006075	0	0
OG0006076	1	1
OG0006077	0	0
OG0006078	0	0
OG0006079	1	1
OG0006080	0	0
OG0006081	0	0
OG0006082	0	0
OG0006083	0	0
OG0006084	0	0
OG0006085	0	0
OG0006086	0	0
OG0006087	1	1
OG0006088	1	1
OG0006089	0	0
OG0006090	0	0
OG0006091	0	0
OG0006092	1	1
OG0006093	0	0
OG0006094	0	0
OG0006095	0	0
OG0006096	1	1
OG0006097	0	0
OG0006098	1	1
OG0006099	0	0
OG0006100	0	0
OG0006101	0	0
OG0006102	0	0
OG0006103	0	0
OG0006104	0	0
OG0006105	0	0
OG0006106	1	1
OG0006107	1	1
OG0006108	0	0
OG0006109	0	0
OG0006110	0	0
OG0006111	0	0
OG0006112	0	0
OG0006113	0	0
OG0006114	0	0
OG0006115	0	0
OG0006116	0	0
OG0006117	0	0
OG0006118	0	0
OG0006119	0	0
OG0006120	0	0
OG0006121	0	0
OG0006122	0	0
OG0006123	0	0
OG0006124	0	0
OG0006125	0	0
OG0006126	0	0
OG0006127	1	1
OG0006128	0	0
OG0006129	0	0
OG0006130	0	0
OG0006131	0	0
OG0006132	0	0
OG0006133	2	2
OG0006134	2	2
OG0006135	0	0
OG0006136	0	0
OG0006137	0	0
OG0006138	1	1
OG0006139	0	0
OG0006140	0	0
OG0006141	0	0
OG0006142	0	0
OG0006143	0	0
OG0006144	0	0
OG0006145	0	0
OG0006146	0	0
OG0006147	0	0
OG0006148	0	0
OG0006149	0	0
OG0006150	0	0
OG0006151	0	0
OG0006152	0	0
OG0006153	0	0
OG0006154	0	0
OG0006155	0	0
OG0006156	0	0
OG0006157	0	0
OG0006158	1	1
OG0006159	0	0
OG0006160	0	0
OG0006161	1	1
OG0006162	0	0
OG0006163	0	0
OG0006164	0	0
OG0006165	1	1
OG0006166	0	0
OG0006167	1	1
OG0006168	0	0
OG0006169	0	0
OG0006170	0	0
OG0006171	0	0
OG0006172	0	0
OG0006173	0	0
OG0006174	0	0
OG0006175	0	0
OG0006176	0	0
OG0006177	0	0
OG0006178	1	1
OG0006179	0	0
OG0006180	0	0
OG0006181	0	0
OG0006182	0	0
OG0006183	0	0
OG0006184	0	0
OG0006185	0	0
OG0006186	0	0
OG0006187	0	0
OG0006188	0	0
OG0006189	1	1
OG0006190	0	0
OG0006191	0	0
OG0006192	2	2
OG0006193	0	0
OG0006194	0	0
OG0006195	0	0
OG0006196	0	0
OG0006197	0	0
OG0006198	2	2
OG0006199	0	0
OG0006200	0	0
OG0006201	0	0
OG0006202	0	0
OG0006203	0	0
OG0006204	0	0
OG0006205	0	0
OG0006206	0	0
OG0006207	3	3
OG0006208	0	0
OG0006209	1	1
OG0006210	0	0
OG0006211	0	0
OG0006212	0	0
OG0006213	0	0
OG0006214	0	0
OG0006215	2	2
OG0006216	0	0
OG0006217	0	0
OG0006218	1	1
OG0006219	0	0
OG0006220	0	0
OG0006221	2	2
OG0006222	0	0
OG0006223	0	0
OG0006224	0	0
OG0006225	0	0
OG0006226	1	1
OG0006227	3	3
OG0006228	0	0
OG0006229	1	1
OG0006230	0	0
OG0006231	0	0
OG0006232	1	1
OG0006233	1	1
OG0006234	1	1
OG0006235	0	0
OG0006236	0	0
OG0006237	0	0
OG0006238	0	0
OG0006239	0	0
OG0006240	2	2
OG0006241	0	0
OG0006242	0	0
OG0006243	0	0
OG0006244	0	0
OG0006245	0	0
OG0006246	3	3
OG0006247	4	4
OG0006248	1	1
OG0006249	0	0
OG0006250	1	1
OG0006251	1	1
OG0006252	2	2
OG0006253	1	1
OG0006254	0	0
OG0006255	0	0
OG0006256	0	0
OG0006257	0	0
OG0006258	0	0
OG0006259	1	1
OG0006260	1	1
OG0006261	1	1
OG0006262	0	0
OG0006263	0	0
OG0006264	1	1
OG0006265	0	0
OG0006266	2	2
OG0006267	2	2
OG0006268	1	1
OG0006269	3	3
OG0006270	0	0
OG0006271	0	0
OG0006272	2	2
OG0006273	0	0
OG0006274	0	0
OG0006275	1	1
OG0006276	3	3
OG0006277	2	2
OG0006278	0	0
OG0006279	0	0
OG0006280	0	0
OG0006281	0	0
OG0006282	2	2
OG0006283	0	0
OG0006284	0	0
OG0006285	0	0
OG0006286	1	1
OG0006287	0	0
OG0006288	0	0
OG0006289	0	0
OG0006290	0	0
OG0006291	1	1
OG0006292	0	0
OG0006293	1	1
OG0006294	1	1
OG0006295	2	2
OG0006296	0	0
OG0006297	0	0
OG0006298	1	1
OG0006299	0	0
OG0006300	0	0
OG0006301	1	1
OG0006302	1	1
OG0006303	4	4
OG0006304	0	0
OG0006305	0	0
OG0006306	0	0
OG0006307	2	2
OG0006308	1	1
OG0006309	0	0
OG0006310	0	0
OG0006311	2	2
OG0006312	0	0
OG0006313	3	3
OG0006314	1	1
OG0006315	1	0
OG0006316	1	1
OG0006317	1	1
OG0006318	2	2
OG0006319	1	1
OG0006320	1	1
OG0006321	1	1
OG0006322	0	0
OG0006323	1	1
OG0006324	0	0
OG0006325	3	3
OG0006326	0	0
OG0006327	0	0
OG0006328	0	0
OG0006329	0	0
OG0006330	0	0
OG0006331	4	4
OG0006332	0	0
OG0006333	0	0
OG0006334	0	0
OG0006335	0	0
OG0006336	0	0
OG0006337	0	0
OG0006338	0	0
OG0006339	0	0
OG0006340	0	0
OG0006341	0	0
OG0006342	1	1
OG0006343	0	0
OG0006344	4	4
OG0006345	1	0
OG0006346	1	1
OG0006347	1	1
OG0006348	0	0
OG0006349	1	1
OG0006350	1	1
OG0006351	0	0
OG0006352	2	2
OG0006353	2	2
OG0006354	1	1
OG0006355	0	0
OG0006356	0	0
OG0006357	0	0
OG0006358	0	0
OG0006359	0	0
OG0006360	0	0
OG0006361	3	3
OG0006362	0	0
OG0006363	0	0
OG0006364	0	0
OG0006365	0	0
OG0006366	4	4
OG0006367	1	1
OG0006368	0	0
OG0006369	1	1
OG0006370	0	0
OG0006371	0	0
OG0006372	0	0
OG0006373	1	1
OG0006374	2	2
OG0006375	1	1
OG0006376	0	0
OG0006377	1	1
OG0006378	0	0
OG0006379	0	0
OG0006380	1	1
OG0006381	0	0
OG0006382	0	0
OG0006383	0	0
OG0006384	0	0
OG0006385	0	0
OG0006386	2	2
OG0006387	1	1
OG0006388	1	1
OG0006389	0	0
OG0006390	1	1
OG0006391	3	3
OG0006392	0	0
OG0006393	1	1
OG0006394	0	0
OG0006395	0	0
OG0006396	1	1
OG0006397	0	0
OG0006398	0	0
OG0006399	0	0
OG0006400	0	0
OG0006401	1	1
OG0006402	1	1
OG0006403	2	2
OG0006404	1	1
OG0006405	0	0
OG0006406	0	0
OG0006407	0	0
OG0006408	1	1
OG0006409	0	0
OG0006410	0	0
OG0006411	1	1
OG0006412	0	0
OG0006413	0	0
OG0006414	0	0
OG0006415	0	0
OG0006416	0	0
OG0006417	0	0
OG0006418	1	1
OG0006419	1	1
OG0006420	2	2
OG0006421	0	0
OG0006422	0	0
OG0006423	0	0
OG0006424	0	0
OG0006425	1	1
OG0006426	0	0
OG0006427	0	0
OG0006428	0	0
OG0006429	0	0
OG0006430	1	1
OG0006431	0	0
OG0006432	0	0
OG0006433	0	0
OG0006434	1	1
OG0006435	0	0
OG0006436	0	0
OG0006437	1	1
OG0006438	0	0
OG0006439	1	1
OG0006440	1	1
OG0006441	1	1
OG0006442	1	0
OG0006443	0	0
OG0006444	1	1
OG0006445	0	0
OG0006446	1	1
OG0006447	0	0
OG0006448	0	0
OG0006449	0	0
OG0006450	0	0
OG0006451	0	0
OG0006452	0	0
OG0006453	0	0
OG0006454	0	0
OG0006455	0	0
OG0006456	4	4
OG0006457	0	0
OG0006458	0	0
OG0006459	2	2
OG0006460	0	0
OG0006461	0	0
OG0006462	1	1
OG0006463	1	1
OG0006464	0	0
OG0006465	2	2
OG0006466	0	0
OG0006467	0	0
OG0006468	1	1
OG0006469	1	1
OG0006470	0	0
OG0006471	1	1
OG0006472	1	1
OG0006473	0	0
OG0006474	0	0
OG0006475	0	0
OG0006476	0	0
OG0006477	0	0
OG0006478	1	1
OG0006479	0	0
OG0006480	2	2
OG0006481	0	0
OG0006482	1	1
OG0006483	0	0
OG0006484	0	0
OG0006485	1	1
OG0006486	0	0
OG0006487	0	0
OG0006488	1	1
OG0006489	0	0
OG0006490	0	0
OG0006491	0	0
OG0006492	0	0
OG0006493	0	0
OG0006494	0	0
OG0006495	0	0
OG0006496	0	0
OG0006497	1	1
OG0006498	4	4
OG0006499	0	0
OG0006500	0	0
OG0006501	0	0
OG0006502	1	1
OG0006503	1	1
OG0006504	1	1
OG0006505	0	0
OG0006506	0	0
OG0006507	0	0
OG0006508	0	0
OG0006509	0	0
OG0006510	1	1
OG0006511	0	0
OG0006512	0	0
OG0006513	0	0
OG0006514	0	0
OG0006515	1	1
OG0006516	1	1
OG0006517	1	1
OG0006518	0	0
OG0006519	0	0
OG0006520	0	0
OG0006521	0	0
OG0006522	1	1
OG0006523	1	1
OG0006524	0	0
OG0006525	0	0
OG0006526	0	0
OG0006527	0	0
OG0006528	0	0
OG0006529	0	0
OG0006530	1	1
OG0006531	2	2
OG0006532	1	1
OG0006533	1	1
OG0006534	0	0
OG0006535	0	0
OG0006536	0	0
OG0006537	1	1
OG0006538	0	0
OG0006539	0	0
OG0006540	0	0
OG0006541	0	0
OG0006542	0	0
OG0006543	0	0
OG0006544	0	0
OG0006545	0	0
OG0006546	1	1
OG0006547	1	1
OG0006548	2	2
OG0006549	0	0
OG0006550	0	0
OG0006551	3	3
OG0006552	3	3
OG0006553	0	0
OG0006554	1	1
OG0006555	3	3
OG0006556	0	0
OG0006557	0	0
OG0006558	1	1
OG0006559	1	1
OG0006560	0	0
OG0006561	0	0
OG0006562	1	1
OG0006563	1	1
OG0006564	0	0
OG0006565	0	0
OG0006566	0	0
OG0006567	4	4
OG0006568	4	4
OG0006569	3	3
OG0006570	4	4
OG0006571	0	0
OG0006572	2	2
OG0006573	1	1
OG0006574	0	0
OG0006575	0	0
OG0006576	3	3
OG0006577	4	4
OG0006578	0	0
OG0006579	1	1
OG0006580	0	0
OG0006581	3	3
OG0006582	1	1
OG0006583	0	0
OG0006584	1	1
OG0006585	0	0
OG0006586	1	1
OG0006587	0	0
OG0006588	0	0
OG0006589	0	0
OG0006590	2	2
OG0006591	0	0
OG0006592	0	0
OG0006593	0	0
OG0006594	0	0
OG0006595	1	1
OG0006596	3	3
OG0006597	0	0
OG0006598	0	0
OG0006599	1	1
OG0006600	0	0
OG0006601	2	2
OG0006602	0	0
OG0006603	0	0
OG0006604	2	2
OG0006605	0	0
OG0006606	1	1
OG0006607	1	1
OG0006608	0	0
OG0006609	0	0
OG0006610	2	2
OG0006611	0	0
OG0006612	0	0
OG0006613	0	0
OG0006614	1	1
OG0006615	1	1
OG0006616	0	0
OG0006617	1	1
OG0006618	1	1
OG0006619	0	0
OG0006620	0	0
OG0006621	3	3
OG0006622	0	0
OG0006623	3	3
OG0006624	0	0
OG0006625	0	0
OG0006626	0	0
OG0006627	2	2
OG0006628	0	0
OG0006629	0	0
OG0006630	1	1
OG0006631	0	0
OG0006632	1	1
OG0006633	0	0
OG0006634	2	2
OG0006635	1	1
OG0006636	1	1
OG0006637	1	1
OG0006638	1	1
OG0006639	2	2
OG0006640	0	0
OG0006641	1	1
OG0006642	4	4
OG0006643	4	4
OG0006644	3	3
OG0006645	1	1
OG0006646	3	3
OG0006647	2	2
OG0006648	4	4
OG0006649	3	3
OG0006650	3	3
OG0006651	4	4
OG0006652	1	1
OG0006653	3	3
OG0006654	1	1
OG0006655	2	2
OG0006656	0	0
OG0006657	1	1
OG0006658	4	4
OG0006659	4	4
OG0006660	4	4
OG0006661	2	2
OG0006662	3	3
OG0006663	2	2
OG0006664	4	4
OG0006665	4	4
OG0006666	4	4
OG0006667	4	4
OG0006668	2	2
OG0006669	2	2
OG0006670	2	2
OG0006671	4	4
OG0006672	4	4
OG0006673	4	4
OG0006674	1	1
OG0006675	1	1
OG0006676	2	2
OG0006677	4	4
OG0006678	1	1
OG0006679	1	0
OG0006680	4	4
OG0006681	2	2
OG0006682	2	2
OG0006683	4	4
OG0006684	1	1
OG0006685	2	2
OG0006686	2	2
OG0006687	2	2
OG0006688	1	1
OG0006689	2	2
OG0006690	4	4
OG0006691	4	4
OG0006692	4	4
OG0006693	4	4
OG0006694	4	4
OG0006695	4	4
OG0006696	4	4
OG0006697	4	4
OG0006698	4	4
OG0006699	3	3
OG0006700	4	4
OG0006701	4	4
OG0006702	4	4
OG0006703	4	4
OG0006704	4	4
OG0006705	3	3
OG0006706	4	4
OG0006707	4	4
OG0006708	3	3
OG0006709	4	4
OG0006710	4	4
OG0006711	3	3
OG0006712	4	4
OG0006713	3	3
OG0006714	3	3
OG0006715	4	4
OG0006716	2	2
OG0006717	3	3
OG0006718	4	4
OG0006719	4	4
OG0006720	2	2
OG0006721	3	3
OG0006722	3	3
OG0006723	3	3
OG0006724	3	3
OG0006725	4	4
OG0006726	4	4
OG0006727	3	3
OG0006728	3	3
OG0006729	4	4
OG0006730	4	4
OG0006731	3	3
OG0006732	4	4
OG0006733	4	4
OG0006734	0	0
OG0006735	0	0
OG0006736	0	0
OG0006737	0	0
OG0006738	0	0
OG0006739	0	0
OG0006740	0	0
OG0006741	1	1
OG0006742	0	0
OG0006743	0	0
OG0006744	0	0
OG0006745	0	0
OG0006746	0	0
OG0006747	0	0
OG0006748	3	3
OG0006749	0	0
OG0006750	0	0
OG0006751	0	0
OG0006752	0	0
OG0006753	0	0
OG0006754	0	0
OG0006755	0	0
OG0006756	0	0
OG0006757	0	0
OG0006758	0	0
OG0006759	0	0
OG0006760	0	0
OG0006761	0	0
OG0006762	0	0
OG0006763	0	0
OG0006764	0	0
OG0006765	0	0
OG0006766	0	0
OG0006767	0	0
OG0006768	0	0
OG0006769	1	1
OG0006770	0	0
OG0006771	0	0
OG0006772	0	0
OG0006773	0	0
OG0006774	0	0
OG0006775	0	0
OG0006776	3	3
OG0006777	0	0
OG0006778	0	0
OG0006779	1	1
OG0006780	0	0
OG0006781	0	0
OG0006782	1	1
OG0006783	1	1
OG0006784	0	0
OG0006785	0	0
OG0006786	0	0
OG0006787	0	0
OG0006788	0	0
OG0006789	0	0
OG0006790	0	0
OG0006791	0	0
OG0006792	0	0
OG0006793	0	0
OG0006794	0	0
OG0006795	0	0
OG0006796	0	0
OG0006797	0	0
OG0006798	0	0
OG0006799	1	1
OG0006800	0	0
OG0006801	0	0
OG0006802	0	0
OG0006803	1	1
OG0006804	0	0
OG0006805	0	0
OG0006806	0	0
OG0006807	0	0
OG0006808	0	0
OG0006809	0	0
OG0006810	0	0
OG0006811	0	0
OG0006812	2	2
OG0006813	0	0
OG0006814	0	0
OG0006815	0	0
OG0006816	0	0
OG0006817	0	0
OG0006818	0	0
OG0006819	0	0
OG0006820	0	0
OG0006821	0	0
OG0006822	0	0
OG0006823	0	0
OG0006824	0	0
OG0006825	0	0
OG0006826	0	0
OG0006827	1	1
OG0006828	0	0
OG0006829	0	0
OG0006830	0	0
OG0006831	0	0
OG0006832	1	1
OG0006833	0	0
OG0006834	0	0
OG0006835	0	0
OG0006836	0	0
OG0006837	1	1
OG0006838	0	0
OG0006839	0	0
OG0006840	1	1
OG0006841	3	3
OG0006842	0	0
OG0006843	0	0
OG0006844	0	0
OG0006845	0	0
OG0006846	0	0
OG0006847	0	0
OG0006848	2	2
OG0006849	0	0
OG0006850	1	1
OG0006851	1	1
OG0006852	0	0
OG0006853	0	0
OG0006854	0	0
OG0006855	0	0
OG0006856	0	0
OG0006857	0	0
OG0006858	1	1
OG0006859	1	1
OG0006860	1	1
OG0006861	1	1
OG0006862	0	0
OG0006863	0	0
OG0006864	0	0
OG0006865	0	0
OG0006866	0	0
OG0006867	0	0
OG0006868	0	0
OG0006869	0	0
OG0006870	0	0
OG0006871	0	0
OG0006872	3	3
OG0006873	0	0
OG0006874	0	0
OG0006875	0	0
OG0006876	0	0
OG0006877	0	0
OG0006878	2	2
OG0006879	0	0
OG0006880	0	0
OG0006881	1	1
OG0006882	0	0
OG0006883	0	0
OG0006884	0	0
OG0006885	3	3
OG0006886	0	0
OG0006887	0	0
OG0006888	0	0
OG0006889	1	1
OG0006890	0	0
OG0006891	0	0
OG0006892	0	0
OG0006893	3	3
OG0006894	1	1
OG0006895	0	0
OG0006896	0	0
OG0006897	0	0
OG0006898	3	3
OG0006899	3	3
OG0006900	0	0
OG0006901	0	0
OG0006902	1	1
OG0006903	0	0
OG0006904	0	0
OG0006905	0	0
OG0006906	1	1
OG0006907	1	1
OG0006908	0	0
OG0006909	0	0
OG0006910	0	0
OG0006911	2	2
OG0006912	1	1
OG0006913	1	1
OG0006914	0	0
OG0006915	3	3
OG0006916	1	1
OG0006917	0	0
OG0006918	2	2
OG0006919	0	0
OG0006920	0	0
OG0006921	0	0
OG0006922	0	0
OG0006923	0	0
OG0006924	0	0
OG0006925	0	0
OG0006926	0	0
OG0006927	0	0
OG0006928	3	3
OG0006929	0	0
OG0006930	0	0
OG0006931	0	0
OG0006932	0	0
OG0006933	1	1
OG0006934	1	1
OG0006935	0	0
OG0006936	0	0
OG0006937	0	0
OG0006938	0	0
OG0006939	0	0
OG0006940	0	0
OG0006941	0	0
OG0006942	0	0
OG0006943	0	0
OG0006944	0	0
OG0006945	1	1
OG0006946	0	0
OG0006947	0	0
OG0006948	0	0
OG0006949	0	0
OG0006950	0	0
OG0006951	1	1
OG0006952	0	0
OG0006953	1	1
OG0006954	2	2
OG0006955	0	0
OG0006956	1	1
OG0006957	1	1
OG0006958	1	1
OG0006959	0	0
OG0006960	2	2
OG0006961	0	0
OG0006962	0	0
OG0006963	0	0
OG0006964	3	3
OG0006965	3	3
OG0006966	2	2
OG0006967	0	0
OG0006968	0	0
OG0006969	0	0
OG0006970	0	0
OG0006971	2	2
OG0006972	0	0
OG0006973	3	3
OG0006974	0	0
OG0006975	0	0
OG0006976	0	0
OG0006977	0	0
OG0006978	0	0
OG0006979	0	0
OG0006980	0	0
OG0006981	1	1
OG0006982	0	0
