Orthogroup	Chlorella_VariabilisNC64A	Auxenochlorella_protothecoides
OG0000065	XP_005848887.1 hypothetical protein CHLNCDRAFT_144274 [Chlorella variabilis], XP_005848680.1 hypothetical protein CHLNCDRAFT_144272 [Chlorella variabilis], XP_005845896.1 hypothetical protein CHLNCDRAFT_53601 [Chlorella variabilis]	RMZ55168.1 hypothetical protein APUTEX25_005446 [Auxenochlorella protothecoides]
OG0000065	XP_005846686.1 hypothetical protein CHLNCDRAFT_135415 [Chlorella variabilis]	RMZ54882.1 hypothetical protein APUTEX25_000399 [Auxenochlorella protothecoides]
OG0000066	XP_005848039.1 hypothetical protein CHLNCDRAFT_145219 [Chlorella variabilis]	RMZ56540.1 hypothetical protein APUTEX25_001387 [Auxenochlorella protothecoides]
OG0000069	XP_005848732.1 hypothetical protein CHLNCDRAFT_57527 [Chlorella variabilis]	RMZ52481.1 hypothetical protein APUTEX25_003624 [Auxenochlorella protothecoides]
OG0000069	XP_005843734.1 hypothetical protein CHLNCDRAFT_140066 [Chlorella variabilis]	RMZ52692.1 hypothetical protein APUTEX25_000811_ partial [Auxenochlorella protothecoides]
OG0000069	XP_005851069.1 hypothetical protein CHLNCDRAFT_19360_ partial [Chlorella variabilis]	RMZ53095.1 hypothetical protein APUTEX25_002504 [Auxenochlorella protothecoides]
OG0000070	XP_005848820.1 hypothetical protein CHLNCDRAFT_51485 [Chlorella variabilis]	RMZ52856.1 hypothetical protein APUTEX25_000975 [Auxenochlorella protothecoides]
OG0000070	XP_005848019.1 hypothetical protein CHLNCDRAFT_52200 [Chlorella variabilis]	RMZ53469.1 hypothetical protein APUTEX25_003291_ partial [Auxenochlorella protothecoides]
OG0000071	XP_005845648.1 hypothetical protein CHLNCDRAFT_136678 [Chlorella variabilis]	RMZ54148.1 hypothetical protein APUTEX25_005304 [Auxenochlorella protothecoides]
OG0000072	XP_005844074.1 hypothetical protein CHLNCDRAFT_139468 [Chlorella variabilis], XP_005843640.1 hypothetical protein CHLNCDRAFT_54976 [Chlorella variabilis], XP_005849024.1 hypothetical protein CHLNCDRAFT_143440 [Chlorella variabilis], XP_005849027.1 hypothetical protein CHLNCDRAFT_143443 [Chlorella variabilis], XP_005849026.1 hypothetical protein CHLNCDRAFT_143442 [Chlorella variabilis], XP_005851221.1 hypothetical protein CHLNCDRAFT_49959 [Chlorella variabilis], XP_005851219.1 hypothetical protein CHLNCDRAFT_49957 [Chlorella variabilis], XP_005851220.1 hypothetical protein CHLNCDRAFT_137918 [Chlorella variabilis]	RMZ54387.1 hypothetical protein APUTEX25_001963 [Auxenochlorella protothecoides]
OG0000073	XP_005846834.1 hypothetical protein CHLNCDRAFT_53084 [Chlorella variabilis]	RMZ54907.1 hypothetical protein APUTEX25_000424_ partial [Auxenochlorella protothecoides]
OG0000074	XP_005845679.1 hypothetical protein CHLNCDRAFT_136763 [Chlorella variabilis], XP_005845678.1 hypothetical protein CHLNCDRAFT_136762 [Chlorella variabilis]	RMZ55613.1 hypothetical protein APUTEX25_000196 [Auxenochlorella protothecoides]
OG0000078	XP_005848034.1 hypothetical protein CHLNCDRAFT_145205 [Chlorella variabilis]	RMZ56534.1 hypothetical protein APUTEX25_001381 [Auxenochlorella protothecoides]
OG0000078	XP_005850730.1 hypothetical protein CHLNCDRAFT_29926 [Chlorella variabilis]	RMZ52490.1 hypothetical protein APUTEX25_003633_ partial [Auxenochlorella protothecoides]
OG0000078	XP_005851279.1 hypothetical protein CHLNCDRAFT_29590 [Chlorella variabilis]	RMZ53346.1 hypothetical protein APUTEX25_004834 [Auxenochlorella protothecoides]
OG0000079	XP_005843891.1 heat shock protein 70 [Chlorella variabilis]	RMZ57222.1 hypothetical protein APUTEX25_004056 [Auxenochlorella protothecoides]
OG0000079	XP_005842772.1 hypothetical protein CHLNCDRAFT_144025_ partial [Chlorella variabilis]	RMZ53096.1 hypothetical protein APUTEX25_002505 [Auxenochlorella protothecoides]
OG0000080	XP_005848657.1 hypothetical protein CHLNCDRAFT_57487 [Chlorella variabilis], XP_005843258.1 hypothetical protein CHLNCDRAFT_141380 [Chlorella variabilis], XP_005850150.1 hypothetical protein CHLNCDRAFT_142285 [Chlorella variabilis], XP_005850149.1 hypothetical protein CHLNCDRAFT_142283 [Chlorella variabilis]	RMZ55523.1 hypothetical protein APUTEX25_000106 [Auxenochlorella protothecoides]
OG0000082	XP_005849820.1 hypothetical protein CHLNCDRAFT_20808 [Chlorella variabilis], XP_005849160.1 hypothetical protein CHLNCDRAFT_11072_ partial [Chlorella variabilis], XP_005843186.1 hypothetical protein CHLNCDRAFT_28390_ partial [Chlorella variabilis], XP_005846235.1 hypothetical protein CHLNCDRAFT_11223_ partial [Chlorella variabilis], XP_005848698.1 hypothetical protein CHLNCDRAFT_11527_ partial [Chlorella variabilis], XP_005848697.1 hypothetical protein CHLNCDRAFT_144329 [Chlorella variabilis]	RMZ52693.1 hypothetical protein APUTEX25_000812 [Auxenochlorella protothecoides]
OG0000083	XP_005851028.1 hypothetical protein CHLNCDRAFT_19903 [Chlorella variabilis]	RMZ54832.1 hypothetical protein APUTEX25_000349 [Auxenochlorella protothecoides]
OG0000083	XP_005851027.1 hypothetical protein CHLNCDRAFT_17236_ partial [Chlorella variabilis]	RMZ53760.1 hypothetical protein APUTEX25_003899 [Auxenochlorella protothecoides]
OG0000084	XP_005847962.1 hypothetical protein CHLNCDRAFT_145435 [Chlorella variabilis]	RMZ54449.1 hypothetical protein APUTEX25_002025_ partial [Auxenochlorella protothecoides]
OG0000084	XP_005843968.1 hypothetical protein CHLNCDRAFT_27694 [Chlorella variabilis]	RMZ55442.1 hypothetical protein APUTEX25_003566_ partial [Auxenochlorella protothecoides]
OG0000084	XP_005850314.1 hypothetical protein CHLNCDRAFT_57054 [Chlorella variabilis]	RMZ56130.1 hypothetical protein APUTEX25_004554 [Auxenochlorella protothecoides]
OG0000087	XP_005847969.1 hypothetical protein CHLNCDRAFT_145456 [Chlorella variabilis]	RMZ52173.1 hypothetical protein APUTEX25_001563 [Auxenochlorella protothecoides]
OG0000087	XP_005843145.1 hypothetical protein CHLNCDRAFT_141550 [Chlorella variabilis]	RMZ55593.1 hypothetical protein APUTEX25_000176 [Auxenochlorella protothecoides]
OG0000088	XP_005845266.1 hypothetical protein CHLNCDRAFT_36508 [Chlorella variabilis], XP_005849324.1 hypothetical protein CHLNCDRAFT_143689 [Chlorella variabilis], XP_005849325.1 hypothetical protein CHLNCDRAFT_143690 [Chlorella variabilis]	RMZ55551.1 hypothetical protein APUTEX25_000134 [Auxenochlorella protothecoides]
OG0000088	XP_005849112.1 hypothetical protein CHLNCDRAFT_34881 [Chlorella variabilis]	RMZ52215.1 hypothetical protein APUTEX25_001605 [Auxenochlorella protothecoides]
OG0000089	XP_005851063.1 hypothetical protein CHLNCDRAFT_137556 [Chlorella variabilis]	RMZ53103.1 hypothetical protein APUTEX25_002512_ partial [Auxenochlorella protothecoides]
OG0000089	XP_005846631.1 expressed protein [Chlorella variabilis]	RMZ52759.1 hypothetical protein APUTEX25_000878 [Auxenochlorella protothecoides]
OG0000090	XP_005847380.1 hypothetical protein CHLNCDRAFT_35524 [Chlorella variabilis]	RMZ53227.1 hypothetical protein APUTEX25_005216 [Auxenochlorella protothecoides]
OG0000090	XP_005844216.1 hypothetical protein CHLNCDRAFT_27053_ partial [Chlorella variabilis]	RMZ55739.1 hypothetical protein APUTEX25_005780_ partial [Auxenochlorella protothecoides]
OG0000090	XP_005844298.1 hypothetical protein CHLNCDRAFT_37067 [Chlorella variabilis]	RMZ55723.1 hypothetical protein APUTEX25_005764 [Auxenochlorella protothecoides]
OG0000091	XP_005852059.1 protein phosphatase 2A catalytic subunit [Chlorella variabilis]	RMZ57273.1 hypothetical protein APUTEX25_004107 [Auxenochlorella protothecoides]
OG0000091	XP_005843716.1 protein phosphatase X [Chlorella variabilis]	RMZ54971.1 hypothetical protein APUTEX25_000488 [Auxenochlorella protothecoides]
OG0000091	XP_005843955.1 phosphoprotein phosphatase [Chlorella variabilis]	RMZ57393.1 hypothetical protein APUTEX25_004227 [Auxenochlorella protothecoides]
OG0000095	XP_005849513.1 hypothetical protein CHLNCDRAFT_142850 [Chlorella variabilis]	RMZ52360.1 hypothetical protein APUTEX25_000635_ partial [Auxenochlorella protothecoides]
OG0000096	XP_005844767.1 hypothetical protein CHLNCDRAFT_138610 [Chlorella variabilis]	RMZ52686.1 hypothetical protein APUTEX25_000805 [Auxenochlorella protothecoides]
OG0000096	XP_005844768.1 hypothetical protein CHLNCDRAFT_58798 [Chlorella variabilis]	RMZ56656.1 hypothetical protein APUTEX25_002745_ partial [Auxenochlorella protothecoides]
OG0000097	XP_005847273.1 hypothetical protein CHLNCDRAFT_59680 [Chlorella variabilis]	RMZ52823.1 hypothetical protein APUTEX25_000942_ partial [Auxenochlorella protothecoides]
OG0000097	XP_005845312.1 hypothetical protein CHLNCDRAFT_137065 [Chlorella variabilis]	RMZ54024.1 hypothetical protein APUTEX25_002601 [Auxenochlorella protothecoides]
OG0000098	XP_005843566.1 hypothetical protein CHLNCDRAFT_59812 [Chlorella variabilis]	RMZ53120.1 hypothetical protein APUTEX25_005109 [Auxenochlorella protothecoides]
OG0000098	XP_005852212.1 hypothetical protein CHLNCDRAFT_18230 [Chlorella variabilis]	RMZ54071.1 hypothetical protein APUTEX25_002648_ partial [Auxenochlorella protothecoides]
OG0000098	XP_005850482.1 hypothetical protein CHLNCDRAFT_59566 [Chlorella variabilis]	RMZ55147.1 hypothetical protein APUTEX25_005425 [Auxenochlorella protothecoides]
OG0000099	XP_005842557.1 hypothetical protein CHLNCDRAFT_144614_ partial [Chlorella variabilis], XP_005847543.1 hypothetical protein CHLNCDRAFT_133737 [Chlorella variabilis], XP_005850238.1 hypothetical protein CHLNCDRAFT_141891 [Chlorella variabilis], XP_005849981.1 hypothetical protein CHLNCDRAFT_8109_ partial [Chlorella variabilis]	RMZ53156.1 hypothetical protein APUTEX25_005145_ partial [Auxenochlorella protothecoides]
OG0000100	XP_005843553.1 hypothetical protein CHLNCDRAFT_140184 [Chlorella variabilis]	RMZ53823.1 hypothetical protein APUTEX25_003962_ partial [Auxenochlorella protothecoides]
OG0000100	XP_005843554.1 hypothetical protein CHLNCDRAFT_59809 [Chlorella variabilis]	RMZ53226.1 hypothetical protein APUTEX25_005215 [Auxenochlorella protothecoides]
OG0000101	XP_005844402.1 hypothetical protein CHLNCDRAFT_32555 [Chlorella variabilis]	RMZ53299.1 hypothetical protein APUTEX25_004787 [Auxenochlorella protothecoides]
OG0000101	XP_005845497.1 hypothetical protein CHLNCDRAFT_6558_ partial [Chlorella variabilis]	RMZ55341.1 hypothetical protein APUTEX25_003479 [Auxenochlorella protothecoides]
OG0000101	XP_005846914.1 hypothetical protein CHLNCDRAFT_58067 [Chlorella variabilis]	RMZ55334.1 hypothetical protein APUTEX25_003472 [Auxenochlorella protothecoides]
OG0000102	XP_005850093.1 hypothetical protein CHLNCDRAFT_142154 [Chlorella variabilis]	RMZ53552.1 hypothetical protein APUTEX25_003374_ partial [Auxenochlorella protothecoides]
OG0000102	XP_005851884.1 hypothetical protein CHLNCDRAFT_33619 [Chlorella variabilis]	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]
OG0000102	XP_005850092.1 hypothetical protein CHLNCDRAFT_142153 [Chlorella variabilis]	RMZ53532.1 hypothetical protein APUTEX25_003354_ partial [Auxenochlorella protothecoides]
OG0000103	XP_005850895.1 hypothetical protein CHLNCDRAFT_140572 [Chlorella variabilis], XP_005851744.1 hypothetical protein CHLNCDRAFT_133112 [Chlorella variabilis], XP_005846568.1 hypothetical protein CHLNCDRAFT_135097 [Chlorella variabilis], XP_005844902.1 hypothetical protein CHLNCDRAFT_26372_ partial [Chlorella variabilis]	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]
OG0000104	XP_005851210.1 hypothetical protein CHLNCDRAFT_137899 [Chlorella variabilis]	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]
OG0000105	XP_005843523.1 hypothetical protein CHLNCDRAFT_59252 [Chlorella variabilis], XP_005842773.1 hypothetical protein CHLNCDRAFT_144018_ partial [Chlorella variabilis], XP_005850389.1 hypothetical protein CHLNCDRAFT_20468 [Chlorella variabilis], XP_005842774.1 hypothetical protein CHLNCDRAFT_144019 [Chlorella variabilis]	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]
OG0000106	XP_005846592.1 hypothetical protein CHLNCDRAFT_9386_ partial [Chlorella variabilis], XP_005845071.1 hypothetical protein CHLNCDRAFT_58686 [Chlorella variabilis]	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]
OG0000106	XP_005851990.1 hypothetical protein CHLNCDRAFT_18492 [Chlorella variabilis]	RMZ57423.1 hypothetical protein APUTEX25_004257 [Auxenochlorella protothecoides]
OG0000111	XP_005848325.1 hypothetical protein CHLNCDRAFT_35166 [Chlorella variabilis], XP_005842817.1 hypothetical protein CHLNCDRAFT_28788_ partial [Chlorella variabilis], XP_005842829.1 hypothetical protein CHLNCDRAFT_142575 [Chlorella variabilis], XP_005848326.1 hypothetical protein CHLNCDRAFT_35167 [Chlorella variabilis]	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides]
OG0000111	XP_005842830.1 hypothetical protein CHLNCDRAFT_142576 [Chlorella variabilis]	RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]
OG0000112	XP_005850039.1 hypothetical protein CHLNCDRAFT_142031 [Chlorella variabilis], XP_005850721.1 hypothetical protein CHLNCDRAFT_19485 [Chlorella variabilis]	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]
OG0000113	XP_005846098.1 hypothetical protein CHLNCDRAFT_53357 [Chlorella variabilis], XP_005846706.1 hypothetical protein CHLNCDRAFT_58128 [Chlorella variabilis]	RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	XP_005846553.1 hypothetical protein CHLNCDRAFT_31874 [Chlorella variabilis]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000114	XP_005846552.1 hypothetical protein CHLNCDRAFT_135876 [Chlorella variabilis]	RMZ52357.1 hypothetical protein APUTEX25_000632 [Auxenochlorella protothecoides]
OG0000115	XP_005847525.1 hypothetical protein CHLNCDRAFT_23482 [Chlorella variabilis]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	XP_005848164.1 hypothetical protein CHLNCDRAFT_145535 [Chlorella variabilis]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	XP_005847495.1 hypothetical protein CHLNCDRAFT_8472_ partial [Chlorella variabilis]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	XP_005847886.1 hypothetical protein CHLNCDRAFT_145238 [Chlorella variabilis]	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]
OG0000116	XP_005844499.1 hypothetical protein CHLNCDRAFT_138861 [Chlorella variabilis]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000116	XP_005849021.1 hypothetical protein CHLNCDRAFT_21597_ partial [Chlorella variabilis]	RMZ55643.1 hypothetical protein APUTEX25_000226 [Auxenochlorella protothecoides]
OG0000117	XP_005848054.1 hypothetical protein CHLNCDRAFT_145257 [Chlorella variabilis], XP_005849516.1 hypothetical protein CHLNCDRAFT_142854 [Chlorella variabilis], XP_005844076.1 hypothetical protein CHLNCDRAFT_139471 [Chlorella variabilis], XP_005842741.1 hypothetical protein CHLNCDRAFT_145185_ partial [Chlorella variabilis], XP_005851807.1 hypothetical protein CHLNCDRAFT_133261 [Chlorella variabilis]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	XP_005845723.1 hypothetical protein CHLNCDRAFT_58420 [Chlorella variabilis]	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides]
OG0000118	XP_005845829.1 hypothetical protein CHLNCDRAFT_136293 [Chlorella variabilis]	RMZ55125.1 hypothetical protein APUTEX25_005403 [Auxenochlorella protothecoides]
OG0000119	XP_005852221.1 hypothetical protein CHLNCDRAFT_33628 [Chlorella variabilis]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	XP_005851088.1 hypothetical protein CHLNCDRAFT_137613 [Chlorella variabilis]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]
OG0000120	XP_005844383.1 hypothetical protein CHLNCDRAFT_26946_ partial [Chlorella variabilis]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	XP_005848444.1 hypothetical protein CHLNCDRAFT_51784 [Chlorella variabilis]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	XP_005851664.1 hypothetical protein CHLNCDRAFT_18104 [Chlorella variabilis]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	XP_005845721.1 expressed protein [Chlorella variabilis]	RMZ52696.1 hypothetical protein APUTEX25_000815 [Auxenochlorella protothecoides]
OG0000126	XP_005850870.1 hypothetical protein CHLNCDRAFT_140512 [Chlorella variabilis]	RMZ54964.1 hypothetical protein APUTEX25_000481_ partial [Auxenochlorella protothecoides]
OG0000126	XP_005850873.1 hypothetical protein CHLNCDRAFT_140516 [Chlorella variabilis]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	XP_005843576.1 hypothetical protein CHLNCDRAFT_33086 [Chlorella variabilis]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000127	XP_005849121.1 hypothetical protein CHLNCDRAFT_21429_ partial [Chlorella variabilis]	RMZ53271.1 hypothetical protein APUTEX25_005260 [Auxenochlorella protothecoides]
OG0000128	XP_005847323.1 hypothetical protein CHLNCDRAFT_56178 [Chlorella variabilis]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000128	XP_005849098.1 hypothetical protein CHLNCDRAFT_143632 [Chlorella variabilis]	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]
OG0000129	XP_005843674.1 hypothetical protein CHLNCDRAFT_140061 [Chlorella variabilis], XP_005842827.1 hypothetical protein CHLNCDRAFT_142571 [Chlorella variabilis]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000129	XP_005848660.1 hypothetical protein CHLNCDRAFT_10394_ partial [Chlorella variabilis]	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]
OG0000130	XP_005851872.1 hypothetical protein CHLNCDRAFT_56559 [Chlorella variabilis]	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]
OG0000130	XP_005850048.1 hypothetical protein CHLNCDRAFT_34342 [Chlorella variabilis]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]
OG0000131	XP_005847891.1 hypothetical protein CHLNCDRAFT_52004 [Chlorella variabilis], XP_005847892.1 hypothetical protein CHLNCDRAFT_57709 [Chlorella variabilis], XP_005848124.1 hypothetical protein CHLNCDRAFT_13478_ partial [Chlorella variabilis]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
