Orthogroup	Chlorella_VariabilisNC64A	Chlorella_KRBP
OG0003011	XP_005847212.1 hypothetical protein CHLNCDRAFT_35878 [Chlorella variabilis]	QAXK01014149.1_4580-2650
OG0003015	XP_005845004.1 hypothetical protein CHLNCDRAFT_7539_ partial [Chlorella variabilis]	QAXK01017394.1_3188-4
OG0003017	XP_005843939.1 hypothetical protein CHLNCDRAFT_59785 [Chlorella variabilis]	QAXK01001070.1_5974-4798
OG0003026	XP_005847581.1 hypothetical protein CHLNCDRAFT_23150_ partial [Chlorella variabilis]	QAXK01001672.1_6564-5317
OG0003036	XP_005850190.1 hypothetical protein CHLNCDRAFT_57142 [Chlorella variabilis]	QAXK01000724.1_14653-15848
OG0003041	XP_005844487.1 hypothetical protein CHLNCDRAFT_138831 [Chlorella variabilis]	QAXK01001704.1_7113-6556
OG0003042	XP_005846272.1 hypothetical protein CHLNCDRAFT_58253 [Chlorella variabilis]	QAXK01014526.1_3534-6424
OG0003049	XP_005849038.1 hypothetical protein CHLNCDRAFT_143470 [Chlorella variabilis]	QAXK01005731.1_3330-6743
OG0003059	XP_005850549.1 hypothetical protein CHLNCDRAFT_48112 [Chlorella variabilis]	QAXK01007133.1_7499-8797
OG0003064	XP_005847413.1 hypothetical protein CHLNCDRAFT_134278 [Chlorella variabilis]	QAXK01005457.1_8974-4681
OG0003068	XP_005847405.1 hypothetical protein CHLNCDRAFT_23687_ partial [Chlorella variabilis]	QAXK01015536.1_9170-6903
OG0003075	XP_005851177.1 hypothetical protein CHLNCDRAFT_18937 [Chlorella variabilis]	QAXK01016351.1_22-2386
OG0003087	XP_005847622.1 hypothetical protein CHLNCDRAFT_23208 [Chlorella variabilis]	QAXK01003513.1_13194-9646
OG0003091	XP_005845989.1 hypothetical protein CHLNCDRAFT_58364 [Chlorella variabilis]	QAXK01014943.1_5708-4249
OG0003097	XP_005844042.1 hypothetical protein CHLNCDRAFT_11521_ partial [Chlorella variabilis]	QAXK01008899.1_16518-18484
OG0003105	XP_005845823.1 hypothetical protein CHLNCDRAFT_58500 [Chlorella variabilis]	QAXK01001158.1_6748-4261
OG0003107	XP_005843492.1 hypothetical protein CHLNCDRAFT_141008 [Chlorella variabilis]	QAXK01014862.1_4087-1458
OG0003111	XP_005852084.1 hypothetical protein CHLNCDRAFT_133107 [Chlorella variabilis]	QAXK01008798.1_739-2238
OG0003123	XP_005851674.1 hypothetical protein CHLNCDRAFT_132916 [Chlorella variabilis]	QAXK01008567.1_4740-6650
OG0003125	XP_005846681.1 hypothetical protein CHLNCDRAFT_135406 [Chlorella variabilis]	QAXK01001243.1_11567-10056
OG0003126	XP_005843614.1 hypothetical protein CHLNCDRAFT_59225 [Chlorella variabilis]	QAXK01016483.1_12203-9679
OG0003127	XP_005843467.1 hypothetical protein CHLNCDRAFT_55198 [Chlorella variabilis]	QAXK01017290.1_11269-8021
OG0003129	XP_005849905.1 hypothetical protein CHLNCDRAFT_143180 [Chlorella variabilis]	QAXK01002314.1_19744-18688
OG0003133	XP_005851464.1 hypothetical protein CHLNCDRAFT_137823 [Chlorella variabilis]	QAXK01000525.1_12654-17162
OG0003137	XP_005846793.1 hypothetical protein CHLNCDRAFT_24479 [Chlorella variabilis]	QAXK01001082.1_3989-724
OG0003142	XP_005851410.1 hypothetical protein CHLNCDRAFT_137672 [Chlorella variabilis]	QAXK01011367.1_1094-2688
OG0003148	XP_005848508.1 hypothetical protein CHLNCDRAFT_35154 [Chlorella variabilis]	QAXK01012193.1_12536-14034
OG0003149	XP_005846677.1 hypothetical protein CHLNCDRAFT_35967 [Chlorella variabilis]	QAXK01012663.1_1560-2913
OG0003151	XP_005848519.1 hypothetical protein CHLNCDRAFT_13502_ partial [Chlorella variabilis]	QAXK01010249.1_1617-3048
OG0003152	XP_005849892.1 hypothetical protein CHLNCDRAFT_21212_ partial [Chlorella variabilis]	QAXK01003852.1_5090-8561
OG0003157	XP_005845214.1 hypothetical protein CHLNCDRAFT_26293_ partial [Chlorella variabilis]	QAXK01018936.1_2-1001
OG0003160	XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]	QAXK01000595.1_5567-8159
OG0003164	XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]	QAXK01009877.1_4970-2684
OG0003167	XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]	QAXK01014051.1_13887-12133
OG0003172	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]	QAXK01000415.1_5823-6484
OG0003191	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]	QAXK01004389.1_4946-6334
OG0003196	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]	QAXK01000596.1_17342-21595
OG0003197	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]	QAXK01003298.1_5048-551
OG0003198	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]	QAXK01002898.1_4695-10345
OG0003204	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]	QAXK01006378.1_2719-127
OG0003209	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]	QAXK01011390.1_6757-10508
OG0003212	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]	QAXK01003629.1_5946-3703
OG0003217	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]	QAXK01017651.1_111-3535
OG0003218	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]	QAXK01003131.1_36278-34367
OG0003219	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]	QAXK01002499.1_5466-6313
OG0003220	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]	QAXK01004108.1_13829-15654
OG0003226	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]	QAXK01003220.1_8522-13953
OG0003227	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]	QAXK01003375.1_5219-43
OG0003230	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]	QAXK01000382.1_1570-3458
OG0003235	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]	QAXK01014478.1_11654-8522
OG0003239	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]	QAXK01009911.1_3900-1880
OG0003243	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]	QAXK01012462.1_308-2720
OG0003248	XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]	QAXK01003339.1_1231-2678
OG0003249	XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]	QAXK01001710.1_3704-3307
OG0003250	XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]	QAXK01003319.1_3618-13354
OG0003251	XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]	QAXK01015706.1_7236-11105
OG0003252	XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]	QAXK01000655.1_17305-22319
OG0003253	XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]	QAXK01000965.1_18464-16425
OG0003254	XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]	QAXK01000983.1_27514-29192
OG0003255	XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]	QAXK01010066.1_5264-7166
OG0003256	XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]	QAXK01014762.1_15208-13635
OG0003257	XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]	QAXK01001567.1_22308-20679
OG0003258	XP_005847439.1 hypothetical protein CHLNCDRAFT_35608 [Chlorella variabilis], XP_005847440.1 expressed protein [Chlorella variabilis]	QAXK01005019.1_6054-4921
OG0003259	XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]	QAXK01003400.1_3813-5064
OG0003357	XP_005849205.1 expressed protein [Chlorella variabilis]	QAXK01001354.1_4891-5217
OG0003361	XP_005846902.1 hypothetical protein CHLNCDRAFT_14368_ partial [Chlorella variabilis]	QAXK01008796.1_1534-1839
OG0003363	XP_005845670.1 hypothetical protein CHLNCDRAFT_25702 [Chlorella variabilis]	QAXK01009044.1_6855-8605
OG0003365	XP_005845578.1 hypothetical protein CHLNCDRAFT_11505_ partial [Chlorella variabilis]	QAXK01013436.1_3075-257
OG0003376	XP_005845686.1 hypothetical protein CHLNCDRAFT_58544 [Chlorella variabilis]	QAXK01015973.1_3186-2635
OG0003378	XP_005842843.1 hypothetical protein CHLNCDRAFT_37706 [Chlorella variabilis]	QAXK01007832.1_7613-8663
OG0003389	XP_005850987.1 hypothetical protein CHLNCDRAFT_140797 [Chlorella variabilis]	QAXK01000807.1_2417-1282
OG0003390	XP_005847631.1 hypothetical protein CHLNCDRAFT_133965 [Chlorella variabilis]	QAXK01002975.1_1945-3061
OG0003400	XP_005852224.1 hypothetical protein CHLNCDRAFT_133483 [Chlorella variabilis]	QAXK01011269.1_6226-3244
OG0003418	XP_005849745.1 hypothetical protein CHLNCDRAFT_50882 [Chlorella variabilis]	QAXK01004430.1_3720-2428
OG0003427	XP_005850731.1 hypothetical protein CHLNCDRAFT_140856 [Chlorella variabilis]	QAXK01017428.1_6517-5288
OG0003452	XP_005848804.1 hypothetical protein CHLNCDRAFT_144074 [Chlorella variabilis]	QAXK01012596.1_9132-5856
OG0003462	XP_005849378.1 hypothetical protein CHLNCDRAFT_9043_ partial [Chlorella variabilis]	QAXK01004703.1_12039-13879
OG0003465	XP_005849683.1 hypothetical protein CHLNCDRAFT_17719_ partial [Chlorella variabilis]	QAXK01007075.1_15495-16375
OG0003474	XP_005847978.1 ribosomal protein L7 [Chlorella variabilis]	QAXK01010270.1_2969-2237
OG0003481	XP_005852014.1 hypothetical protein CHLNCDRAFT_132948 [Chlorella variabilis]	QAXK01002106.1_10876-11265
OG0003502	XP_005846326.1 hypothetical protein CHLNCDRAFT_36106 [Chlorella variabilis]	QAXK01000365.1_3565-4942
OG0003538	XP_005848476.1 hypothetical protein CHLNCDRAFT_12757_ partial [Chlorella variabilis]	QAXK01008337.1_3990-5243
OG0003568	XP_005850626.1 hypothetical protein CHLNCDRAFT_56903 [Chlorella variabilis]	QAXK01002228.1_1968-3201
OG0003579	XP_005850621.1 hypothetical protein CHLNCDRAFT_56897 [Chlorella variabilis]	QAXK01005668.1_9092-7561
OG0003601	XP_005848541.1 hypothetical protein CHLNCDRAFT_22413 [Chlorella variabilis]	QAXK01016048.1_1933-545
OG0003625	XP_005846207.1 hypothetical protein CHLNCDRAFT_25164 [Chlorella variabilis]	QAXK01001997.1_7467-5438
OG0003643	XP_005843021.1 hypothetical protein CHLNCDRAFT_28585 [Chlorella variabilis]	QAXK01000249.1_16165-13537
OG0003666	XP_005846737.1 hypothetical protein CHLNCDRAFT_17312_ partial [Chlorella variabilis]	QAXK01003616.1_6090-7285
OG0003671	XP_005846603.1 hypothetical protein CHLNCDRAFT_135209 [Chlorella variabilis]	QAXK01000459.1_9787-9028
OG0003672	XP_005850234.1 hypothetical protein CHLNCDRAFT_14837_ partial [Chlorella variabilis]	QAXK01004402.1_2407-3301
OG0003677	XP_005844495.1 hypothetical protein CHLNCDRAFT_138851 [Chlorella variabilis], XP_005846565.1 hypothetical protein CHLNCDRAFT_24529 [Chlorella variabilis]	QAXK01010442.1_6499-5620
OG0003687	XP_005849182.1 hypothetical protein CHLNCDRAFT_143848 [Chlorella variabilis]	QAXK01006494.1_1594-1032
OG0003693	XP_005851274.1 hypothetical protein CHLNCDRAFT_138056 [Chlorella variabilis]	QAXK01003706.1_3896-8573
OG0003731	XP_005851522.1 hypothetical protein CHLNCDRAFT_49975 [Chlorella variabilis]	QAXK01017356.1_2411-500
OG0003744	XP_005843837.1 expressed protein [Chlorella variabilis]	QAXK01009613.1_9396-10310
OG0003746	XP_005845477.1 hypothetical protein CHLNCDRAFT_25984 [Chlorella variabilis]	QAXK01004123.1_13625-15399
OG0003755	XP_005844253.1 hypothetical protein CHLNCDRAFT_32658 [Chlorella variabilis]	QAXK01002565.1_12559-10828
OG0003771	XP_005843298.1 hypothetical protein CHLNCDRAFT_141372 [Chlorella variabilis]	QAXK01010052.1_3190-4640
OG0003773	XP_005847133.1 hypothetical protein CHLNCDRAFT_134874 [Chlorella variabilis]	QAXK01014932.1_4139-2485
OG0003794	XP_005849811.1 hypothetical protein CHLNCDRAFT_142929 [Chlorella variabilis]	QAXK01000557.1_206-3811
OG0003824	XP_005848008.1 hypothetical protein CHLNCDRAFT_22742 [Chlorella variabilis]	QAXK01001158.1_26014-28604
OG0003826	XP_005847862.1 hypothetical protein CHLNCDRAFT_23163 [Chlorella variabilis]	QAXK01015643.1_1434-3404
OG0003838	XP_005847689.1 hypothetical protein CHLNCDRAFT_134109 [Chlorella variabilis]	QAXK01001081.1_3765-5510
OG0003847	XP_005846145.1 hypothetical protein CHLNCDRAFT_25191_ partial [Chlorella variabilis]	QAXK01000325.1_43378-42220
OG0003849	XP_005850635.1 hypothetical protein CHLNCDRAFT_50320 [Chlorella variabilis]	QAXK01010227.1_9762-8151
OG0003850	XP_005846090.1 hypothetical protein CHLNCDRAFT_25175_ partial [Chlorella variabilis]	QAXK01003563.1_5026-2636
OG0003861	XP_005843620.1 hypothetical protein CHLNCDRAFT_37407 [Chlorella variabilis]	QAXK01001160.1_34552-35942
OG0003904	XP_005846778.1 hypothetical protein CHLNCDRAFT_24644 [Chlorella variabilis]	QAXK01003852.1_2138-563
OG0003944	XP_005847213.1 hypothetical protein CHLNCDRAFT_135034 [Chlorella variabilis]	QAXK01005846.1_7514-8614
OG0003947	XP_005843937.1 hypothetical protein CHLNCDRAFT_139686 [Chlorella variabilis]	QAXK01000042.1_9232-7900
OG0003954	XP_005848030.1 hypothetical protein CHLNCDRAFT_145198 [Chlorella variabilis]	QAXK01004732.1_20335-21271
OG0003964	XP_005849240.1 hypothetical protein CHLNCDRAFT_30526 [Chlorella variabilis]	QAXK01001551.1_63875-64499
OG0003973	XP_005848562.1 hypothetical protein CHLNCDRAFT_51950 [Chlorella variabilis]	QAXK01005150.1_10239-11440
OG0003976	XP_005850431.1 hypothetical protein CHLNCDRAFT_9763_ partial [Chlorella variabilis]	QAXK01008391.1_3155-4981
OG0003980	XP_005846422.1 hypothetical protein CHLNCDRAFT_13220_ partial [Chlorella variabilis]	QAXK01001710.1_16426-15281
OG0003985	XP_005850547.1 hypothetical protein CHLNCDRAFT_19917 [Chlorella variabilis]	QAXK01006679.1_5844-7981
OG0003999	XP_005847252.1 hypothetical protein CHLNCDRAFT_134242 [Chlorella variabilis]	QAXK01017848.1_6990-5867
OG0004036	XP_005843592.1 hypothetical protein CHLNCDRAFT_27994 [Chlorella variabilis]	QAXK01001182.1_6681-8037
OG0004052	XP_005851167.1 hypothetical protein CHLNCDRAFT_33822 [Chlorella variabilis]	QAXK01018827.1_2147-2783
OG0004119	XP_005851930.1 hypothetical protein CHLNCDRAFT_29371 [Chlorella variabilis]	QAXK01011975.1_26427-25164
OG0004127	XP_005844007.1 hypothetical protein CHLNCDRAFT_32779 [Chlorella variabilis]	QAXK01002477.1_12495-11499
OG0004131	XP_005848391.1 hypothetical protein CHLNCDRAFT_144675 [Chlorella variabilis]	QAXK01008931.1_8768-10630
OG0004161	XP_005843404.1 hypothetical protein CHLNCDRAFT_59293 [Chlorella variabilis]	QAXK01003741.1_3586-2152
OG0004173	XP_005846451.1 hypothetical protein CHLNCDRAFT_135604 [Chlorella variabilis]	QAXK01003131.1_14822-17632
OG0004188	XP_005849837.1 hypothetical protein CHLNCDRAFT_142990 [Chlorella variabilis]	QAXK01000965.1_13792-15638
OG0004195	XP_005851035.1 hypothetical protein CHLNCDRAFT_48564 [Chlorella variabilis]	QAXK01002159.1_9033-7570
OG0004221	XP_005850459.1 hypothetical protein CHLNCDRAFT_142429 [Chlorella variabilis]	QAXK01006710.1_2565-2167
OG0004222	XP_005850857.1 hypothetical protein CHLNCDRAFT_140465 [Chlorella variabilis]	QAXK01017090.1_773-1260
OG0004223	XP_005844246.1 hypothetical protein CHLNCDRAFT_27021 [Chlorella variabilis]	QAXK01019447.1_2073-2396
OG0004224	XP_005847156.1 hypothetical protein CHLNCDRAFT_24125_ partial [Chlorella variabilis]	QAXK01003931.1_8204-3520
OG0004225	XP_005851791.1 hypothetical protein CHLNCDRAFT_33543 [Chlorella variabilis]	QAXK01001471.1_7507-5855
OG0004226	XP_005850742.1 hypothetical protein CHLNCDRAFT_10350_ partial [Chlorella variabilis]	QAXK01014810.1_5618-8818
OG0004228	XP_005843260.1 hypothetical protein CHLNCDRAFT_141384 [Chlorella variabilis]	QAXK01010701.1_10887-7922
OG0004229	XP_005850980.1 hypothetical protein CHLNCDRAFT_19706_ partial [Chlorella variabilis]	QAXK01014803.1_67-2405
OG0004230	XP_005845406.1 hypothetical protein CHLNCDRAFT_25936 [Chlorella variabilis]	QAXK01004000.1_7642-5232
OG0004231	XP_005850975.1 hypothetical protein CHLNCDRAFT_140762 [Chlorella variabilis]	QAXK01004677.1_1252-4060
OG0004232	XP_005847872.1 hypothetical protein CHLNCDRAFT_23011 [Chlorella variabilis]	QAXK01001218.1_22461-19740
OG0004233	XP_005852012.1 hypothetical protein CHLNCDRAFT_132943 [Chlorella variabilis]	QAXK01001871.1_3231-1985
OG0004234	XP_005852215.1 hypothetical protein CHLNCDRAFT_11851_ partial [Chlorella variabilis]	QAXK01003347.1_1758-3582
OG0004235	XP_005843945.1 hypothetical protein CHLNCDRAFT_139708 [Chlorella variabilis]	QAXK01003902.1_8341-5830
OG0004236	XP_005845341.1 hypothetical protein CHLNCDRAFT_59740 [Chlorella variabilis]	QAXK01008198.1_2951-5520
OG0004237	XP_005848667.1 hypothetical protein CHLNCDRAFT_144236 [Chlorella variabilis]	QAXK01011268.1_2959-4791
OG0004238	XP_005847842.1 hypothetical protein CHLNCDRAFT_52395 [Chlorella variabilis]	QAXK01018044.1_1256-217
OG0004239	XP_005844008.1 hypothetical protein CHLNCDRAFT_139532 [Chlorella variabilis]	QAXK01009544.1_7380-9706
OG0004240	XP_005843763.1 hypothetical protein CHLNCDRAFT_139870 [Chlorella variabilis]	QAXK01003572.1_4178-5128
OG0004241	XP_005847446.1 hypothetical protein CHLNCDRAFT_134354 [Chlorella variabilis]	QAXK01011839.1_9-1697
OG0004242	XP_005843607.1 hypothetical protein CHLNCDRAFT_140183 [Chlorella variabilis]	QAXK01001749.1_8132-6905
OG0004243	XP_005850203.1 hypothetical protein CHLNCDRAFT_142424 [Chlorella variabilis]	QAXK01010227.1_10470-11308
OG0004244	XP_005842945.1 hypothetical protein CHLNCDRAFT_49281 [Chlorella variabilis]	QAXK01015529.1_1845-2785
OG0004245	XP_005847349.1 hypothetical protein CHLNCDRAFT_11532_ partial [Chlorella variabilis]	QAXK01011116.1_4220-2967
OG0004246	XP_005849734.1 hypothetical protein CHLNCDRAFT_12490_ partial [Chlorella variabilis]	QAXK01001784.1_27630-25510
OG0004247	XP_005844204.1 hypothetical protein CHLNCDRAFT_13794_ partial [Chlorella variabilis]	QAXK01003581.1_1217-562
OG0004248	XP_005847898.1 expressed protein_ partial [Chlorella variabilis]	QAXK01004599.1_5331-3218
OG0004249	XP_005850408.1 hypothetical protein CHLNCDRAFT_142305 [Chlorella variabilis]	QAXK01000848.1_19191-20023
OG0004423	XP_005842882.1 hypothetical protein CHLNCDRAFT_142475 [Chlorella variabilis]	QAXK01000899.1_12678-10778
OG0004581	XP_005848418.1 hypothetical protein CHLNCDRAFT_14905_ partial [Chlorella variabilis]	QAXK01003359.1_6916-7635
OG0004622	XP_005848654.1 hypothetical protein CHLNCDRAFT_21830 [Chlorella variabilis]	QAXK01002638.1_6633-6327
OG0004656	XP_005844490.1 hypothetical protein CHLNCDRAFT_26858_ partial [Chlorella variabilis]	QAXK01006388.1_12359-10899
OG0004681	XP_005843794.1 hypothetical protein CHLNCDRAFT_139941 [Chlorella variabilis]	QAXK01001495.1_31486-30283
OG0004710	XP_005843755.1 hypothetical protein CHLNCDRAFT_139846 [Chlorella variabilis]	QAXK01006037.1_46307-44794
OG0004743	XP_005845994.1 hypothetical protein CHLNCDRAFT_136052 [Chlorella variabilis]	QAXK01002841.1_2718-1158
OG0004765	XP_005843872.1 hypothetical protein CHLNCDRAFT_139725 [Chlorella variabilis]	QAXK01013662.1_15761-16601
OG0004825	XP_005846188.1 hypothetical protein CHLNCDRAFT_136208 [Chlorella variabilis]	QAXK01012785.1_94-624
OG0004901	XP_005843191.1 hypothetical protein CHLNCDRAFT_28362 [Chlorella variabilis]	QAXK01003939.1_11405-12434
OG0004939	XP_005848035.1 hypothetical protein CHLNCDRAFT_22673 [Chlorella variabilis]	QAXK01014925.1_5002-6648
OG0004940	XP_005850347.1 hypothetical protein CHLNCDRAFT_34387 [Chlorella variabilis]	QAXK01003992.1_14682-12697
OG0004941	XP_005851044.1 hypothetical protein CHLNCDRAFT_9694_ partial [Chlorella variabilis]	QAXK01007127.1_5270-7296
OG0004943	XP_005852002.1 hypothetical protein CHLNCDRAFT_132922 [Chlorella variabilis]	QAXK01000526.1_11161-10180
OG0004944	XP_005847611.1 hypothetical protein CHLNCDRAFT_133914 [Chlorella variabilis]	QAXK01000032.1_16347-17734
OG0004945	XP_005847227.1 hypothetical protein CHLNCDRAFT_134179 [Chlorella variabilis]	QAXK01002261.1_13670-14278
OG0004946	XP_005846052.1 hypothetical protein CHLNCDRAFT_58404 [Chlorella variabilis]	QAXK01011417.1_18759-16577
OG0005364	XP_005846751.1 hypothetical protein CHLNCDRAFT_31601 [Chlorella variabilis]	QAXK01008706.1_11935-11020
OG0005372	XP_005844892.1 hypothetical protein CHLNCDRAFT_26436 [Chlorella variabilis]	QAXK01012603.1_2052-3066
OG0005404	XP_005843292.1 hypothetical protein CHLNCDRAFT_141354 [Chlorella variabilis]	QAXK01000570.1_1207-4057
OG0005613	XP_005851309.1 hypothetical protein CHLNCDRAFT_15743_ partial [Chlorella variabilis]	QAXK01006058.1_8137-6433
OG0005614	XP_005849376.1 hypothetical protein CHLNCDRAFT_143846 [Chlorella variabilis]	QAXK01012020.1_2254-4849
OG0005615	XP_005848497.1 hypothetical protein CHLNCDRAFT_22249 [Chlorella variabilis]	QAXK01002408.1_3172-1756
