Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0000102	PRW60858.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Chlorella sorokiniana]	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]
OG0000103	PRW33211.1 rhamnosebinding lectin _SAL_ [Chlorella sorokiniana], PRW56432.1 bacterial pre-peptidase c-terminal domain containing [Chlorella sorokiniana], PRW57558.1 hypothetical protein C2E21_3698 [Chlorella sorokiniana], PRW33240.1 pry1p [Chlorella sorokiniana], PRW58296.1 Pry1p [Chlorella sorokiniana], PRW39079.1 PR-1 [Chlorella sorokiniana]	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]
OG0000104	PRW58640.1 hypothetical protein C2E21_2985 [Chlorella sorokiniana]	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]
OG0000105	PRW61500.1 flagellar outer dynein arm heavy chain gamma [Chlorella sorokiniana], PRW56454.1 flagellar inner arm dynein 1 heavy chain alpha [Chlorella sorokiniana]	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]
OG0000106	PRW57248.1 galactose mutarotase [Chlorella sorokiniana], PRW56102.1 Aldose 1-epimerase [Chlorella sorokiniana]	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]
OG0000111	PRW34034.1 Cell surface [Chlorella sorokiniana]	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides]
OG0000111	PRW60105.1 Cell surface [Chlorella sorokiniana]	RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]
OG0000112	PRW56805.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana], PRW56157.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]
OG0000112	PRW61425.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]	RMZ52248.1 hypothetical protein APUTEX25_001638 [Auxenochlorella protothecoides]
OG0000113	PRW57358.1 amino acid permease 3-like [Chlorella sorokiniana]	RMZ54743.1 hypothetical protein APUTEX25_003121 [Auxenochlorella protothecoides]
OG0000113	PRW56890.1 Amino acid permease 5 [Chlorella sorokiniana], PRW32581.1 Amino acid permease 2 [Chlorella sorokiniana]	RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	PRW18410.1 zinc phosphodiesterase ELAC 2 [Chlorella sorokiniana]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000115	PRW44357.1 histone deacetylase [Chlorella sorokiniana]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	PRW20809.1 class I RPD3 type histone deacetylase [Chlorella sorokiniana]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	PRW44250.1 histone deacetylase Rpd3 [Chlorella sorokiniana]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	PRW57228.1 chloroplast precursor [Chlorella sorokiniana]	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]
OG0000116	PRW20534.1 chloroplast ferredoxin [Chlorella sorokiniana], PRW58415.1 leaf L-A-like [Chlorella sorokiniana]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000116	PRW33753.1 Ferredoxin [Chlorella sorokiniana]	RMZ55643.1 hypothetical protein APUTEX25_000226 [Auxenochlorella protothecoides]
OG0000117	PRW51178.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW05925.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW59615.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW33080.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW60348.1 _1-3_-beta-glucanase [Chlorella sorokiniana]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	PRW33533.1 PLANT CADMIUM RESISTANCE 2-like isoform X1 [Chlorella sorokiniana]	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides]
OG0000118	PRW18367.1 short-chain dehydrogenase reductase family 42E member 1 isoform B [Chlorella sorokiniana], PRW18366.1 short-chain dehydrogenase reductase family 42E member 1 isoform A [Chlorella sorokiniana]	RMZ55125.1 hypothetical protein APUTEX25_005403 [Auxenochlorella protothecoides]
OG0000119	PRW60688.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	PRW58375.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]
OG0000119	PRW59127.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform A [Chlorella sorokiniana], PRW59126.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform B [Chlorella sorokiniana]	RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]
OG0000120	PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	PRW44849.1 dnaJ-like protein subfamily B member 13-like [Chlorella sorokiniana]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	PRW61391.1 dnaJ-like protein subfamily B member 4-like isoform B [Chlorella sorokiniana], PRW61393.1 dnaJ-like protein subfamily B member 4-like isoform A [Chlorella sorokiniana], PRW61392.1 dnaJ-like protein subfamily B member 4-like isoform C [Chlorella sorokiniana]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	PRW33600.1 hypothetical protein C2E21_7497 [Chlorella sorokiniana]	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]
OG0000126	PRW56265.1 Thioredoxin chloroplastic [Chlorella sorokiniana], PRW55935.1 hypothetical protein C2E21_4946 [Chlorella sorokiniana]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	PRW61558.1 sulfoquinovosyl transferase SQD2-like [Chlorella sorokiniana]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000128	PRW44516.1 obg-like ATPase 1 isoform B [Chlorella sorokiniana], PRW44517.1 obg-like ATPase 1 isoform A [Chlorella sorokiniana]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000128	PRW33830.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]
OG0000129	PRW20409.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana], PRW20329.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000129	PRW55890.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]
OG0000130	PRW60277.1 Protease Do-like 9 [Chlorella sorokiniana]	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]
OG0000130	PRW56735.1 Protease Do-like 9 isoform A [Chlorella sorokiniana], PRW56734.1 Protease Do-like 9 isoform B [Chlorella sorokiniana]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]
OG0000130	PRW33650.1 Protease Do-like 9 [Chlorella sorokiniana]	RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]
OG0000131	PRW57197.1 Bromodomain adjacent to zinc finger domain 2A [Chlorella sorokiniana]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
OG0000132	PRW61044.1 hypothetical protein C2E21_0091 [Chlorella sorokiniana], PRW57218.1 hypothetical protein C2E21_4324 [Chlorella sorokiniana]	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]
OG0000133	PRW20222.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]
OG0000133	PRW32651.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]
OG0000135	PRW33680.1 AAA-type ATPase family isoform B [Chlorella sorokiniana], PRW33679.1 AAA-type ATPase family isoform A [Chlorella sorokiniana]	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]
OG0000135	PRW58729.1 fidgetin 1 [Chlorella sorokiniana]	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]
OG0000136	PRW56299.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]	RMZ56802.1 hypothetical protein APUTEX25_002891 [Auxenochlorella protothecoides]
OG0000141	PRW39151.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW39384.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW45398.1 barwin-like endoglucanase [Chlorella sorokiniana]	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]
OG0000142	PRW05820.1 pathogenesis-related genes transcriptional activator [Chlorella sorokiniana]	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]
OG0000143	PRW05763.1 Purple acid phosphatase 18 [Chlorella sorokiniana]	RMZ52918.1 hypothetical protein APUTEX25_001037_ partial [Auxenochlorella protothecoides]
OG0000143	PRW60148.1 Purple acid phosphatase 15 [Chlorella sorokiniana], PRW33077.1 Purple acid phosphatase 15 [Chlorella sorokiniana], PRW44351.1 purple acid phosphatase 23 isoform X1 [Chlorella sorokiniana]	RMZ55653.1 hypothetical protein APUTEX25_000236_ partial [Auxenochlorella protothecoides]
OG0000144	PRW20347.1 ethylene response factor 3 [Chlorella sorokiniana]	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]
OG0000144	PRW20606.1 ethylene-responsive transcription factor ERF113-like [Chlorella sorokiniana]	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]
OG0000145	PRW33615.1 ribonuclease E G chloroplastic [Chlorella sorokiniana]	RMZ53071.1 hypothetical protein APUTEX25_001190 [Auxenochlorella protothecoides]
OG0000145	PRW05780.1 water chloroplastic-like [Chlorella sorokiniana]	RMZ55567.1 hypothetical protein APUTEX25_000150 [Auxenochlorella protothecoides]
OG0000146	PRW50751.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]
OG0000146	PRW60727.1 long chain acyl- synthetase 4 [Chlorella sorokiniana], PRW60134.1 acetyl- synthetase [Chlorella sorokiniana]	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]
OG0000147	PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides]
OG0000147	PRW56511.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides]
OG0000147	PRW51140.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]
OG0000148	PRW39353.1 phosphoglycerate mutase [Chlorella sorokiniana]	RMZ54474.1 hypothetical protein APUTEX25_002050 [Auxenochlorella protothecoides]
OG0000149	PRW32886.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]
OG0000149	PRW45471.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW56020.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW57706.1 histone deacetylase 14 [Chlorella sorokiniana]	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]
OG0000150	PRW59861.1 alpha amylase domain [Chlorella sorokiniana]	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides]
OG0000150	PRW34079.1 glycoside hydrolase isoform A [Chlorella sorokiniana]	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]
OG0000151	PRW20363.1 Acetyl-coenzyme A synthetase isoform B [Chlorella sorokiniana], PRW20362.1 Acetyl-coenzyme A synthetase isoform A [Chlorella sorokiniana], PRW59907.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Chlorella sorokiniana]	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]
OG0000152	PRW33012.1 Ubiquinone biosynthesis COQ4 mitochondrial [Chlorella sorokiniana], PRW32999.1 mitogen activated kinase [Chlorella sorokiniana], PRW56562.1 serine threonine- kinase CTR1-like isoform X1 [Chlorella sorokiniana]	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]
OG0000153	PRW60720.1 sulfate transporter [Chlorella sorokiniana], PRW58410.1 sulfate transporter [Chlorella sorokiniana], PRW58120.1 sulfate transporter [Chlorella sorokiniana]	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides]
OG0000153	PRW58145.1 Sulfate Permease Family isoform B [Chlorella sorokiniana], PRW58144.1 Sulfate Permease Family isoform A [Chlorella sorokiniana]	RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]
OG0000155	PRW58558.1 DUF21 domain-containing protein isoform X2 [Chlorella sorokiniana]	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]
OG0000162	PRW59972.1 Zinc finger CCCH domain-containing 64 [Chlorella sorokiniana], PRW60776.1 band 7 [Chlorella sorokiniana], PRW20382.1 PE-PGRS family [Chlorella sorokiniana]	RMZ52254.1 hypothetical protein APUTEX25_001644 [Auxenochlorella protothecoides]
OG0000163	PRW56576.1 ADP-ribosylation factor 1 [Chlorella sorokiniana]	RMZ54968.1 hypothetical protein APUTEX25_000485_ partial [Auxenochlorella protothecoides]
OG0000163	PRW44304.1 Arf6 -family small GTPase [Chlorella sorokiniana]	RMZ56933.1 hypothetical protein APUTEX25_004995 [Auxenochlorella protothecoides]
OG0000163	PRW56446.1 ADP-ribosylation factor [Chlorella sorokiniana]	RMZ52287.1 hypothetical protein APUTEX25_001677 [Auxenochlorella protothecoides]
OG0000164	PRW56212.1 sulfate transporter [Chlorella sorokiniana]	RMZ52296.1 hypothetical protein APUTEX25_001686 [Auxenochlorella protothecoides]
OG0000164	PRW61574.1 sulfate transporter [Chlorella sorokiniana]	RMZ56263.1 hypothetical protein APUTEX25_002453 [Auxenochlorella protothecoides]
OG0000165	PRW56006.1 3-hydroxyisobutyryl- mitochondrial [Chlorella sorokiniana]	RMZ54827.1 hypothetical protein APUTEX25_000344 [Auxenochlorella protothecoides]
OG0000165	PRW55988.1 E3 ubiquitin- ligase listerin [Chlorella sorokiniana]	RMZ52546.1 hypothetical protein APUTEX25_003689 [Auxenochlorella protothecoides]
OG0000166	PRW61560.1 chitin binding domain-containing [Chlorella sorokiniana]	RMZ54380.1 hypothetical protein APUTEX25_001956 [Auxenochlorella protothecoides], RMZ52661.1 hypothetical protein APUTEX25_000780 [Auxenochlorella protothecoides]
OG0000168	PRW61055.1 serine hydroxymethyltransferase [Chlorella sorokiniana]	RMZ53908.1 hypothetical protein APUTEX25_004612 [Auxenochlorella protothecoides]
OG0000168	PRW56902.1 serine hydroxymethyltransferase 3 [Chlorella sorokiniana]	RMZ53311.1 hypothetical protein APUTEX25_004799 [Auxenochlorella protothecoides]
OG0000169	PRW51128.1 bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like [Chlorella sorokiniana]	RMZ53895.1 hypothetical protein APUTEX25_005577_ partial [Auxenochlorella protothecoides]
OG0000169	PRW50815.1 magnesium transporter MRS2-I-like [Chlorella sorokiniana]	RMZ54161.1 hypothetical protein APUTEX25_005317_ partial [Auxenochlorella protothecoides]
OG0000170	PRW58009.1 type I fatty acid [Chlorella sorokiniana]	RMZ57229.1 hypothetical protein APUTEX25_004063 [Auxenochlorella protothecoides]
OG0000170	PRW61437.1 type I polyketide synthase [Chlorella sorokiniana]	RMZ57032.1 hypothetical protein APUTEX25_002264_ partial [Auxenochlorella protothecoides]
OG0000170	PRW57359.1 Polyketide synthase [Chlorella sorokiniana]	RMZ53686.1 hypothetical protein APUTEX25_003220_ partial [Auxenochlorella protothecoides]
OG0000171	PRW57352.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]	RMZ55346.1 hypothetical protein APUTEX25_003484 [Auxenochlorella protothecoides]
OG0000171	PRW45352.1 uroporphyrinogen decarboxylase chloroplast precursor [Chlorella sorokiniana]	RMZ53806.1 hypothetical protein APUTEX25_003945 [Auxenochlorella protothecoides]
OG0000172	PRW57379.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]	RMZ55974.1 hypothetical protein APUTEX25_004398 [Auxenochlorella protothecoides]
OG0000173	PRW45620.1 taurine catabolism dioxygenase [Chlorella sorokiniana], PRW45329.1 taurine catabolism dioxygenase [Chlorella sorokiniana]	RMZ54595.1 hypothetical protein APUTEX25_002181 [Auxenochlorella protothecoides]
OG0000174	PRW59122.1 aurora-like kinase [Chlorella sorokiniana]	RMZ55156.1 hypothetical protein APUTEX25_005434 [Auxenochlorella protothecoides]
OG0000175	PRW58872.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana], PRW44384.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana]	RMZ56829.1 hypothetical protein APUTEX25_002918 [Auxenochlorella protothecoides]
OG0000176	PRW60425.1 hypothetical protein C2E21_0846 [Chlorella sorokiniana], PRW32519.1 band 7 [Chlorella sorokiniana], PRW20475.1 band 7 [Chlorella sorokiniana], PRW33624.1 band 7 [Chlorella sorokiniana], PRW57063.1 band 7 [Chlorella sorokiniana]	RMZ57157.1 hypothetical protein APUTEX25_003991 [Auxenochlorella protothecoides]
OG0000183	PRW32594.1 Sodium hydrogen exchanger 7 [Chlorella sorokiniana]	RMZ52035.1 hypothetical protein APUTEX25_001229 [Auxenochlorella protothecoides]
OG0000183	PRW58280.1 Sodium hydrogen exchanger 7 [Chlorella sorokiniana]	RMZ55254.1 hypothetical protein APUTEX25_005532_ partial [Auxenochlorella protothecoides]
OG0000184	PRW57906.1 Exosome complex component MTR3 [Chlorella sorokiniana]	RMZ52053.1 hypothetical protein APUTEX25_001247_ partial [Auxenochlorella protothecoides]
OG0000184	PRW58604.1 alkaline phosphatase isoform B [Chlorella sorokiniana], PRW58605.1 alkaline phosphatase isoform A [Chlorella sorokiniana]	RMZ55987.1 hypothetical protein APUTEX25_004411_ partial [Auxenochlorella protothecoides]
